run_id,window,horizon,trend_threshold,long_target_threshold,short_target_threshold,long_adverse_limit,short_adverse_limit,min_15m_drop,min_15m_rise,max_flat_ratio,stage1_min_prob,stage2_min_prob,model_source,return_code,elapsed_s,status,trades,n_days,total_pnl,avg_trade,avg_day,positive_days_pct,stage1_balanced_accuracy,stage2_balanced_accuracy,score
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f4_p10.5_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,4.0,0.5,0.5,trained,0,203.75,OK,1069,63,4370.449999999998,4.088353601496724,69.37222222222219,74.60317460317461,0.6495476094971397,0.5417473090502524,5658.229055081997
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f4_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,4.0,0.48,0.6,trained,0,173.04,OK,964,61,4375.590000000005,4.538993775933615,71.73098360655746,73.77049180327869,0.6440175871018353,0.5418376051805033,5655.132523213295
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f4_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,4.0,0.48,0.6,trained,0,202.83,OK,964,61,4375.590000000005,4.538993775933615,71.73098360655746,73.77049180327869,0.6440175871018353,0.5418376051805033,5655.132523213295
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3.5_p10.5_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.5,0.5,0.55,trained,0,401.5,OK,1135,66,4333.719999999987,3.8182555066079176,65.66242424242404,75.75757575757575,0.6476062142642054,0.5363126768416744,5627.608434417419
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3.5_p10.5_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.5,0.5,0.55,trained,0,160.67,OK,1135,66,4333.719999999987,3.8182555066079176,65.66242424242404,75.75757575757575,0.6476062142642054,0.5363126768416744,5627.608434417419
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f4_p10.55_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,4.0,0.55,0.5,trained,0,161.0,OK,985,60,4374.619999999998,4.441238578680201,72.9103333333333,70.0,0.6447654734196984,0.5477384202423264,5622.358420242324
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f4_p10.55_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,4.0,0.55,0.5,trained,0,212.6,OK,985,60,4374.619999999998,4.441238578680201,72.9103333333333,70.0,0.6447654734196984,0.5477384202423264,5622.358420242324
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.55_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.0,0.55,0.5,trained,0,151.04,OK,1202,64,4359.219999999993,3.626638935108147,68.11281249999989,67.1875,0.6535936468584845,0.5730105480369907,5604.105548036983
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.55_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.0,0.55,0.5,trained,0,158.18,OK,1202,64,4359.219999999993,3.626638935108147,68.11281249999989,67.1875,0.6535936468584845,0.5730105480369907,5604.105548036983
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2_p10.52_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.0,0.52,0.6,trained,0,213.65,OK,1381,73,4370.570000000009,3.1647863866763277,59.87082191780834,71.23287671232876,0.6651299790943751,0.5094391207469277,5592.337887870224
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2_p10.52_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.0,0.52,0.6,trained,0,175.86,OK,1381,73,4370.570000000009,3.1647863866763277,59.87082191780834,71.23287671232876,0.6651299790943751,0.5094391207469277,5592.337887870224
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2_p10.52_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.0,0.52,0.55,trained,0,210.11,OK,1404,73,4362.729999999994,3.1073575498575456,59.763424657534166,71.23287671232876,0.6679218042387989,0.5075470506504989,5582.6058177737805
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2_p10.52_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.0,0.52,0.55,trained,0,186.85,OK,1404,73,4362.729999999994,3.1073575498575456,59.763424657534166,71.23287671232876,0.6679218042387989,0.5075470506504989,5582.6058177737805
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.5_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.0,0.5,0.55,trained,0,150.25,OK,1134,68,4326.910000000003,3.8156172839506195,63.63102941176474,69.11764705882352,0.641832182817845,0.553230284208545,5571.316754796782
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.5_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.0,0.5,0.55,trained,0,152.66,OK,1134,68,4326.910000000003,3.8156172839506195,63.63102941176474,69.11764705882352,0.641832182817845,0.553230284208545,5571.316754796782
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3.5_p10.52_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.5,0.52,0.6,trained,0,225.37,OK,1070,64,4272.969999999993,3.9934299065420493,66.76515624999989,75.0,0.6357899549588334,0.5424068531890942,5565.376853189087
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3.5_p10.52_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.5,0.52,0.6,trained,0,159.72,OK,1070,64,4272.969999999993,3.9934299065420493,66.76515624999989,75.0,0.6357899549588334,0.5424068531890942,5565.376853189087
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3.5_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.5,0.48,0.6,trained,0,517.92,OK,1136,68,4307.110000000001,3.7914700704225357,63.33985294117648,72.05882352941177,0.6451438867561112,0.537288997766939,5564.987233061058
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3.5_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.5,0.48,0.6,trained,0,161.45,OK,1136,68,4307.110000000001,3.7914700704225357,63.33985294117648,72.05882352941177,0.6451438867561112,0.537288997766939,5564.987233061058
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.5_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.5,0.5,0.6,trained,0,245.25,OK,1383,70,4316.050000000002,3.1207881417208982,61.657857142857175,67.14285714285714,0.6625808817399457,0.5395450785083733,5527.023649936947
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.5_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.5,0.5,0.6,trained,0,188.35,OK,1383,70,4316.050000000002,3.1207881417208982,61.657857142857175,67.14285714285714,0.6625808817399457,0.5395450785083733,5527.023649936947
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.52_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.0,0.52,0.5,trained,0,151.62,OK,1234,70,4273.239999999999,3.4629173419773087,61.046285714285695,67.14285714285714,0.6559674107547573,0.5667700465499868,5511.438617978557
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.52_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.0,0.52,0.5,trained,0,155.71,OK,1234,70,4273.239999999999,3.4629173419773087,61.046285714285695,67.14285714285714,0.6559674107547573,0.5667700465499868,5511.438617978557
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f4_p10.52_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,4.0,0.52,0.55,trained,0,161.17,OK,989,61,4208.549999999989,4.255358948432749,68.9926229508195,73.77049180327869,0.6458286211398736,0.5342381863497898,5480.493104382565
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f4_p10.52_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,4.0,0.52,0.55,trained,0,204.53,OK,989,61,4208.549999999989,4.255358948432749,68.9926229508195,73.77049180327869,0.6458286211398736,0.5342381863497898,5480.493104382565
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f4_p10.5_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,4.0,0.5,0.6,trained,0,163.4,OK,958,62,4177.740000000001,4.360897703549061,67.38290322580646,75.80645161290323,0.640071715883036,0.5395544831061834,5475.358999235216
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f4_p10.5_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,4.0,0.5,0.6,trained,0,204.71,OK,958,62,4177.740000000001,4.360897703549061,67.38290322580646,75.80645161290323,0.640071715883036,0.5395544831061834,5475.358999235216
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f4_p10.55_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,4.0,0.55,0.55,trained,0,164.65,OK,950,62,4078.1699999999973,4.292810526315787,65.77693548387093,82.25806451612904,0.6428245906911885,0.5387853210935637,5439.535966254852
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f4_p10.55_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,4.0,0.55,0.55,trained,0,206.03,OK,950,62,4078.1699999999973,4.292810526315787,65.77693548387093,82.25806451612904,0.6428245906911885,0.5387853210935637,5439.535966254852
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3.5_p10.48_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.5,0.48,0.55,trained,0,682.21,OK,1189,66,4158.739999999999,3.4976787216148013,63.011212121212104,69.6969696969697,0.6482001926561076,0.5305023294161885,5386.212026385884
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3.5_p10.48_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.5,0.48,0.55,trained,0,158.65,OK,1189,66,4158.739999999999,3.4976787216148013,63.011212121212104,69.6969696969697,0.6482001926561076,0.5305023294161885,5386.212026385884
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f4_p10.48_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,4.0,0.48,0.55,trained,0,181.01,OK,1002,62,4116.130000000003,4.10791417165669,66.38919354838714,70.96774193548387,0.6509089351388067,0.5410563985450093,5366.863817899851
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f4_p10.48_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,4.0,0.48,0.55,trained,0,210.34,OK,1002,62,4116.130000000003,4.10791417165669,66.38919354838714,70.96774193548387,0.6509089351388067,0.5410563985450093,5366.863817899851
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2_p10.48_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.0,0.48,0.55,trained,0,195.79,OK,1492,73,4166.059999999993,2.7922654155495934,57.069315068493054,67.12328767123287,0.6727232873582698,0.5252672676177599,5362.560144330082
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2_p10.48_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.0,0.48,0.55,trained,0,143.06,OK,1492,73,4166.059999999993,2.7922654155495934,57.069315068493054,67.12328767123287,0.6727232873582698,0.5252672676177599,5362.560144330082
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.0,0.48,0.6,trained,0,151.92,OK,1102,70,4042.109999999998,3.6679764065335734,57.74442857142854,71.42857142857143,0.6462276200706755,0.5522308022308022,5308.626516516515
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.0,0.48,0.6,trained,0,154.57,OK,1102,70,4042.109999999998,3.6679764065335734,57.74442857142854,71.42857142857143,0.6462276200706755,0.5522308022308022,5308.626516516515
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3.5_p10.55_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.5,0.55,0.6,trained,0,194.92,OK,1062,66,3926.04999999999,3.696845574387938,59.48560606060591,77.27272727272727,0.6368891345873064,0.5491535022705512,5247.930774997814
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3.5_p10.55_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.5,0.55,0.6,trained,0,203.27,OK,1062,66,3926.04999999999,3.696845574387938,59.48560606060591,77.27272727272727,0.6368891345873064,0.5491535022705512,5247.930774997814
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.52_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.5,0.52,0.6,trained,0,253.42,OK,1385,70,3942.5200000000086,2.8465848375451324,56.32171428571441,70.0,0.6482857951312535,0.5351506078602333,5177.670607860242
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.52_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.5,0.52,0.6,trained,0,195.61,OK,1385,70,3942.5200000000086,2.8465848375451324,56.32171428571441,70.0,0.6482857951312535,0.5351506078602333,5177.670607860242
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3.5_p10.55_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.5,0.55,0.55,trained,0,253.13,OK,1117,64,3792.519999999993,3.3952730528200474,59.25812499999989,73.4375,0.6400129771814808,0.5316457300510697,5058.540730051063
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3.5_p10.55_p20.55_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.5,0.55,0.55,trained,0,166.18,OK,1117,64,3792.519999999993,3.3952730528200474,59.25812499999989,73.4375,0.6400129771814808,0.5316457300510697,5058.540730051063
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.5,0.48,0.6,trained,0,229.86,OK,1427,71,3698.3200000000234,2.5916748423265754,52.08901408450737,63.38028169014085,0.6586788154132175,0.543357745544179,4875.480562445611
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.48_p20.6_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.5,0.48,0.6,trained,0,194.85,OK,1427,71,3698.3200000000234,2.5916748423265754,52.08901408450737,63.38028169014085,0.6586788154132175,0.543357745544179,4875.480562445611
