run_id,window,horizon,trend_threshold,long_target_threshold,short_target_threshold,long_adverse_limit,short_adverse_limit,min_15m_drop,min_15m_rise,max_flat_ratio,stage1_min_prob,stage2_min_prob,model_source,return_code,elapsed_s,status,trades,n_days,total_pnl,avg_trade,avg_day,positive_days_pct,stage1_balanced_accuracy,stage2_balanced_accuracy,score
w150_h25_thr0.008_d15_lt0.006_st0.008_ls12_ss18_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,12.0,18.0,15.0,0.0,2.5,0.48,0.5,trained,0,187.78,OK,1415,71,6504.070000000004,4.596515901060074,91.60661971830991,67.6056338028169,0.6526449332226775,0.5559573818814563,7736.0837199096295
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.5,0.48,0.5,trained,0,201.35,OK,1413,71,5923.139999999994,4.191889596602969,83.42450704225344,73.23943661971832,0.6797826371928788,0.5679575182544544,7223.491884451631
w150_h25_thr0.008_d15_lt0.006_st0.008_ls12_ss15_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,12.0,15.0,15.0,0.0,2.5,0.48,0.5,trained,0,203.39,OK,1467,70,5747.4499999999925,3.9178254942058572,82.10642857142847,75.71428571428571,0.6634865570446105,0.5413622526636226,7045.955109806472
w150_h25_thr0.008_d15_lt0.006_st0.008_ls12_ss21_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,12.0,21.0,15.0,0.0,2.5,0.48,0.5,trained,0,181.69,OK,1519,71,5389.65,3.5481566820276496,75.91056338028169,70.4225352112676,0.6706974234171708,0.5379437923996808,6631.819144512357
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss21_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,15.0,21.0,15.0,0.0,2.5,0.48,0.5,trained,0,197.83,OK,1304,73,4918.679999999985,3.7719938650306633,67.37917808219157,68.4931506849315,0.6647498788285281,0.5512146292613672,6154.826136110667
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss15_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,15.0,15.0,15.0,0.0,2.5,0.48,0.5,trained,0,188.18,OK,1412,71,4957.029999999999,3.510644475920679,69.81732394366196,63.38028169014085,0.6661465109848462,0.5585645131260473,6149.397330027455
w150_h25_thr0.008_d15_lt0.006_st0.008_ls18_ss15_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,18.0,15.0,15.0,0.0,2.5,0.48,0.5,trained,0,204.45,OK,1510,73,4210.619999999999,2.788490066225165,57.679726027397244,67.12328767123287,0.6659106357666926,0.5444479469227687,5426.300823635097
w150_h25_thr0.008_d15_lt0.006_st0.008_ls18_ss21_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,18.0,21.0,15.0,0.0,2.5,0.48,0.5,trained,0,199.54,OK,1197,71,4036.1299999999974,3.3718713450292377,56.84690140845067,66.19718309859155,0.660978157753923,0.5347526811416532,5232.854512127566
w150_h25_thr0.008_d15_lt0.006_st0.008_ls18_ss18_r0_f2.5_p10.48_p20.5_sf,150,25,0.008,0.006,0.008,18.0,18.0,15.0,0.0,2.5,0.48,0.5,trained,0,201.84,OK,1403,71,3748.38,2.671689237348539,52.79408450704226,66.19718309859155,0.6768082219078584,0.5386067019400352,4948.958532925951
