threshold_pct,hits,samples,positive_rate_pct
0.1,5029,16931,29.702911818557677
0.2,1598,16931,9.438308428326737
0.3,633,16931,3.7387041521469495
0.4,330,16931,1.9490874726832437
0.5,196,16931,1.1576398322603507
