long_prob,short_prob,trades,total_pnl,profit_factor,avg_day,trade_max_drawdown,daily_max_drawdown,positive_days_pct,win_rate_pct
0.62,0.64,1262,5249.8399999999965,1.6551195723249092,83.3307936507936,-247.92999999999938,-148.1899999999996,82.53968253968253,47.86053882725832
0.64,0.64,1249,5232.629999999995,1.656089664822681,83.05761904761896,-247.92999999999938,-136.51000000000113,84.12698412698413,48.11849479583667
0.63,0.64,1255,5219.489999999996,1.6504564232616972,82.84904761904755,-247.92999999999938,-145.46000000000004,84.12698412698413,47.96812749003984
0.62,0.63,1268,5212.719999999996,1.6455172960375268,82.74158730158723,-242.1299999999992,-148.1899999999996,79.36507936507937,48.02839116719243
0.62,0.62,1277,5197.759999999993,1.640193126043071,82.50412698412687,-242.1299999999992,-145.5600000000013,79.36507936507937,48.0814408770556
0.64,0.63,1257,5157.379999999995,1.6402491784881197,81.86317460317451,-242.1299999999992,-136.51000000000113,80.95238095238095,48.21002386634845
0.64,0.62,1265,5156.689999999993,1.638227904501404,81.85222222222211,-242.1299999999992,-136.51000000000113,80.95238095238095,48.22134387351779
0.63,0.62,1272,5153.579999999994,1.6339021369187676,81.80285714285704,-242.1299999999992,-142.83000000000175,80.95238095238095,48.191823899371066
0.63,0.63,1263,5144.239999999996,1.6347669215980967,81.65460317460311,-242.1299999999992,-145.46000000000004,80.95238095238095,48.06017418844022
