idx,is_uptrend,future_gain_pct,actual,timestamp,rf_probability,gb_probability,rf_signal,gb_signal
120,0,0.09454602755167883,0,2025-05-21 05:00:00+00:00,0.0032156195811657994,9.94659489639541e-05,0,0
121,0,0.3194307773824898,0,2025-05-21 05:15:00+00:00,0.0015963203463203463,9.969934580621791e-05,0,0
122,0,0.21584058587889657,0,2025-05-21 05:30:00+00:00,0.020262677556635775,0.00014387120621237924,0,0
123,0,0.0301529053831982,0,2025-05-21 05:45:00+00:00,0.011175591639647212,0.0003914565056248706,0,0
124,0,0.1267102107311426,0,2025-05-21 06:00:00+00:00,0.006614108531401765,7.208801833468725e-05,0,0
125,0,0.045798996640402004,0,2025-05-21 06:15:00+00:00,0.005776297922269683,5.906117714214227e-05,0,0
126,0,0.0358487724054844,0,2025-05-21 06:30:00+00:00,0.0046110804912112375,4.886031727940266e-05,0,0
127,0,-0.0006023824224803641,0,2025-05-21 06:45:00+00:00,0.005608281154158931,5.497025668425171e-05,0,0
128,0,0.06401584694174395,0,2025-05-21 07:00:00+00:00,0.004155485986881336,7.067592839946615e-05,0,0
129,0,0.08150451293507631,0,2025-05-21 07:15:00+00:00,0.0017266476483066343,9.089817858130795e-05,0,0
130,0,-0.006033728542547383,0,2025-05-21 07:30:00+00:00,0.0005898755898755899,0.00011357081308677231,0,0
131,0,0.038973633883494924,0,2025-05-21 07:45:00+00:00,0.0,7.179113877974002e-05,0,0
132,0,0.1385632383862504,0,2025-05-21 08:00:00+00:00,0.0013781055900621117,9.066956643409674e-05,0,0
133,0,0.160866015542323,0,2025-05-21 08:15:00+00:00,0.0,0.00011910853507131912,0,0
134,0,0.045630777506134874,0,2025-05-21 08:30:00+00:00,0.002853148715217681,0.00010663535495627309,0,0
135,0,0.08916346534563138,0,2025-05-21 08:45:00+00:00,0.0,8.145602210358195e-05,0,0
136,0,0.13302173998482617,0,2025-05-21 09:00:00+00:00,0.0,0.00010551861930847817,0,0
137,0,0.049232813821422444,0,2025-05-21 09:15:00+00:00,0.0,8.571214413593606e-05,0,0
138,0,0.1829104222660856,0,2025-05-21 09:30:00+00:00,0.0,8.076157167458494e-05,0,0
139,0,0.017503357325001953,0,2025-05-21 09:45:00+00:00,0.009386346676262643,0.00023283423449198016,0,0
140,0,0.19568585173172975,0,2025-05-21 10:00:00+00:00,0.00219604205318491,0.00012042151284640726,0,0
141,0,0.05728931102065704,0,2025-05-21 10:15:00+00:00,0.002622520336806051,0.00010531612564932377,0,0
142,0,0.04107359119091285,0,2025-05-21 10:30:00+00:00,0.0023890922462351033,0.00011698076684616176,0,0
143,0,0.1388939212773382,0,2025-05-21 10:45:00+00:00,0.0,9.175459925604312e-05,0,0
144,0,0.08308408109006314,0,2025-05-21 11:00:00+00:00,0.0021177704798394452,0.00023869431097147772,0,0
145,0,0.014489909890873415,0,2025-05-21 11:15:00+00:00,0.0003663003663003663,0.00016892001863867267,0,0
146,0,0.1411780354789192,0,2025-05-21 11:30:00+00:00,0.0023304298395999835,0.00021141851602056246,0,0
147,0,0.044393708777264375,0,2025-05-21 11:45:00+00:00,0.0003663003663003663,0.00022673438901420507,0,0
148,0,0.05891719264108608,0,2025-05-21 12:00:00+00:00,0.0014795918367346938,0.00020475119119636918,0,0
149,0,0.11074230720219697,0,2025-05-21 12:15:00+00:00,0.023380659011842716,0.002893025572640235,0,0
150,0,0.16156753856554648,0,2025-05-21 12:30:00+00:00,0.0011904761904761904,0.0002593495866426816,0,0
151,0,0.10900073575496359,0,2025-05-21 12:45:00+00:00,0.0,0.0001987930510342164,0,0
152,0,0.05414807532329922,0,2025-05-21 13:00:00+00:00,0.0023635400864413084,0.00018504454615673573,0,0
153,0,0.15736117415644782,0,2025-05-21 13:15:00+00:00,0.0018245341614906835,0.0001536122425689626,0,0
154,0,0.04235839437480798,0,2025-05-21 13:30:00+00:00,0.002864873222016079,0.0002362272250562776,0,0
155,0,0.009686168151884073,0,2025-05-21 13:45:00+00:00,0.006370400911281075,0.0010974919768546906,0,0
156,0,0.2673675212120711,0,2025-05-21 14:00:00+00:00,0.0028575756791677023,0.0005969881349497546,0,0
157,0,-0.002419601189231784,0,2025-05-21 14:15:00+00:00,0.005926185068986927,0.000506563726484102,0,0
158,0,0.13349679880126258,0,2025-05-21 14:30:00+00:00,0.0,0.0003969343698436058,0,0
159,0,0.27024082603511124,0,2025-05-21 14:45:00+00:00,0.005419650779566485,0.0005160500602917323,0,0
160,0,0.09359253433487134,0,2025-05-21 15:00:00+00:00,0.013874960240506457,0.0005197653099559028,0,0
161,0,0.052842152940288364,0,2025-05-21 15:15:00+00:00,0.004810215993631239,0.0005026472864084718,0,0
162,0,0.057666818633322195,0,2025-05-21 15:30:00+00:00,0.0032019014502352662,0.0003366214616245641,0,0
163,0,0.08303140096618357,0,2025-05-21 15:45:00+00:00,0.0032019014502352662,0.0005078986886533789,0,0
164,0,0.033206243981365534,0,2025-05-21 16:00:00+00:00,0.0,0.00023635353172906003,0,0
165,0,0.024773937817421023,0,2025-05-21 16:15:00+00:00,0.0,0.0002011471672903969,0,0
166,0,0.06231358859721662,0,2025-05-21 16:30:00+00:00,0.0025860511668782346,0.00027619194272761446,0,0
167,0,0.2500628184440935,0,2025-05-21 16:45:00+00:00,0.005034874517728872,0.0004244692103223405,0,0
168,0,0.12925437139491272,0,2025-05-21 17:00:00+00:00,0.004586968586968586,0.00035755364283145564,0,0
169,0,0.10420033042076615,0,2025-05-21 17:15:00+00:00,0.008822469314640322,0.0003038184762329017,0,0
170,0,0.09355948572463056,0,2025-05-21 17:30:00+00:00,0.0030859616573902285,0.0004420422503673691,0,0
171,0,0.004824464861321036,0,2025-05-21 17:45:00+00:00,0.0223281720620797,0.0008387085388776166,0,0
172,0,0.055837594093902654,0,2025-05-21 18:00:00+00:00,0.0007142857142857143,0.00020179564709594294,0,0
173,0,0.06819450521264807,0,2025-05-21 18:15:00+00:00,0.0,0.00020920802528658625,0,0
174,0,0.018700722089168988,0,2025-05-21 18:30:00+00:00,0.0,0.0001864746991443934,0,0
175,0,0.29657296811312395,0,2025-05-21 18:45:00+00:00,0.0,0.0001864746991443934,0,0
176,0,0.06470193473832103,0,2025-05-21 19:00:00+00:00,0.010611490293546756,0.0002882688096629457,0,0
