report=training/backtest_report_wf_state_sweep_C.json
cycles_used=10
grid=3x3=9

Top 10 by total_pnl / profit_factor / avg_day:
 long_prob  short_prob  trades  total_pnl  profit_factor  avg_day  trade_max_drawdown  daily_max_drawdown  positive_days_pct  win_rate_pct
      0.40        0.40    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.40        0.45    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.40        0.50    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.45        0.40    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.45        0.45    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.45        0.50    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.50        0.40    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.50        0.45    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
      0.50        0.50    1370    5458.72       1.640442  85.2925             -237.55              -97.84              81.25     47.956204
