run_id,window,horizon,trend_threshold,long_target_threshold,short_target_threshold,long_adverse_limit,short_adverse_limit,min_15m_drop,min_15m_rise,max_flat_ratio,stage1_min_prob,stage2_min_prob,model_source,return_code,elapsed_s,status,trades,n_days,total_pnl,avg_trade,avg_day,positive_days_pct,stage1_balanced_accuracy,stage2_balanced_accuracy,score
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.48_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.5,0.48,0.5,trained,0,45.85,OK,1387,70,4478.149999999991,3.2286589762076363,63.973571428571304,72.85714285714285,0.6732194343500055,0.5318044334002859,5738.525861971706
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.5_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.5,0.5,0.5,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.48_p20.5,0,6.14,OK,1356,70,4444.759999999992,3.2778466076696104,63.496571428571315,74.28571428571429,0.6704852517171176,0.5335138509295813,5721.130993786716
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.5_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.5,0.5,0.5,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.48_p20.5,0,5.63,OK,1356,70,4444.759999999992,3.2778466076696104,63.496571428571315,74.28571428571429,0.6704852517171176,0.5335138509295813,5721.130993786716
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.52_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.5,0.52,0.5,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2.5_p10.48_p20.5,0,5.88,OK,1322,70,4410.4899999999825,3.3362254160362954,63.00699999999975,77.14285714285715,0.6682430163869304,0.5359385420835001,5717.857113512055
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.52_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,2.5,0.52,0.5,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f2.5_p10.48_p20.5,0,6.14,OK,1322,70,4410.4899999999825,3.3362254160362954,63.00699999999975,77.14285714285715,0.6682430163869304,0.5359385420835001,5717.857113512055
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.55_p20.6,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.0,0.55,0.6,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.48_p20.5,0,5.06,OK,1143,68,4404.169999999993,3.8531671041119795,64.76720588235284,72.05882352941177,0.6480215706278931,0.5417136964257383,5666.471931719849
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.55_p20.6,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.0,0.55,0.6,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.48_p20.5,0,5.54,OK,1143,68,4404.169999999993,3.8531671041119795,64.76720588235284,72.05882352941177,0.6480215706278931,0.5417136964257383,5666.471931719849
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.52_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.0,0.52,0.5,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.48_p20.5,0,6.56,OK,1219,69,4380.739999999996,3.5937161607875274,63.48898550724632,72.46376811594203,0.658029458070988,0.5353616261358265,5640.739307295243
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.52_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,15.0,3.0,0.52,0.5,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r15_f3_p10.48_p20.5,0,7.3,OK,1219,69,4380.739999999996,3.5937161607875274,63.48898550724632,72.46376811594203,0.658029458070988,0.5353616261358265,5640.739307295243
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.5_p20.5,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,3.0,0.5,0.5,w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f3_p10.48_p20.5,0,5.33,OK,1240,69,4363.769999999998,3.519169354838708,63.24304347826084,73.91304347826086,0.6595789297814271,0.5339511088996237,5636.851543682231
