signal_idx,ts,entry_time,exit_time,pred,side,entry_price,exit_price,pnl
8755,2026-03-23T00:33:00+00:00,2026-03-23T00:33:00+00:00,2026-03-23T00:58:00+00:00,0,down,4419.08,4368.14,50.9399999999996
9144,2026-03-23T15:32:00+00:00,2026-03-23T15:32:00+00:00,2026-03-23T15:57:00+00:00,0,down,4453.92,4371.35,82.56999999999971
9187,2026-03-23T16:15:00+00:00,2026-03-23T16:15:00+00:00,2026-03-23T16:40:00+00:00,0,down,4387.13,4380.72,6.4099999999998545
9217,2026-03-23T16:45:00+00:00,2026-03-23T16:45:00+00:00,2026-03-23T17:10:00+00:00,2,up,4386.77,4394.84,8.069999999999709
9245,2026-03-23T17:13:00+00:00,2026-03-23T17:13:00+00:00,2026-03-23T17:38:00+00:00,0,down,4404.94,4430.2,-25.26000000000022
9271,2026-03-23T17:39:00+00:00,2026-03-23T17:39:00+00:00,2026-03-23T18:04:00+00:00,0,down,4431.12,4423.73,7.390000000000327
9486,2026-03-23T22:15:00+00:00,2026-03-23T22:15:00+00:00,2026-03-23T22:40:00+00:00,2,up,4394.43,4406.82,12.389999999999418
