run_id,window,horizon,trend_threshold,long_target_threshold,short_target_threshold,long_adverse_limit,short_adverse_limit,min_15m_drop,min_15m_rise,max_flat_ratio,stage1_min_prob,stage2_min_prob,model_source,return_code,elapsed_s,status,trades,n_days,total_pnl,avg_trade,avg_day,positive_days_pct,stage1_balanced_accuracy,stage2_balanced_accuracy,score
w150_h25_thr0.008_d15_lt0.006_st0.008_ls12_ss18_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,12.0,18.0,15.0,0.0,2.0,0.55,0.6,trained,0,63.44,OK,1508,71,5629.519999999972,3.733103448275844,79.28901408450665,69.01408450704226,0.655708106271348,0.5407024339782017,6860.363279048597
w150_h25_thr0.008_d15_lt0.006_st0.008_ls12_ss15_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,12.0,15.0,15.0,0.0,2.0,0.55,0.6,trained,0,61.43,OK,1489,70,4922.839999999983,3.306138347884475,70.32628571428548,67.14285714285714,0.6580395635806227,0.5317125171838142,6125.981088612369
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss18_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,15.0,18.0,15.0,0.0,2.0,0.55,0.6,trained,0,38.93,OK,1440,72,4808.939999999975,3.3395416666666495,66.79083333333298,77.77777777777779,0.6874713709333913,0.5349263813674549,6121.644159145208
w150_h25_thr0.008_d15_lt0.006_st0.008_ls12_ss21_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,12.0,21.0,15.0,0.0,2.0,0.55,0.6,trained,0,73.71,OK,1504,72,4784.309999999994,3.18105718085106,66.44874999999992,66.66666666666666,0.6760842463756374,0.5285813056676045,5979.557972334264
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss21_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,15.0,21.0,15.0,0.0,2.0,0.55,0.6,trained,0,67.91,OK,1342,73,4206.999999999994,3.1348733233979087,57.63013698630128,69.86301369863014,0.666743699923195,0.530708531121051,5436.338668107346
w150_h25_thr0.008_d15_lt0.006_st0.008_ls18_ss18_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,18.0,18.0,15.0,0.0,2.0,0.55,0.6,trained,0,68.92,OK,1336,71,4110.38999999998,3.0766392215568716,57.892816901408175,69.01408450704226,0.6813120115336947,0.5324761733009815,5333.007018371385
w150_h25_thr0.008_d15_lt0.006_st0.008_ls18_ss15_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,18.0,15.0,15.0,0.0,2.0,0.55,0.6,trained,0,67.15,OK,1433,70,4072.6399999999867,2.842037683182126,58.18057142857124,70.0,0.6716928398641073,0.5342533511401296,5306.8933511401165
w150_h25_thr0.008_d15_lt0.006_st0.008_ls15_ss15_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,15.0,15.0,15.0,0.0,2.0,0.55,0.6,trained,0,68.1,OK,1439,71,3980.759999999974,2.7663377345378555,56.06704225352076,57.74647887323944,0.6621057609624745,0.532496427122113,5090.721215854482
w150_h25_thr0.008_d15_lt0.006_st0.008_ls18_ss21_r0_f2_p10.55_p20.6,150,25,0.008,0.006,0.008,18.0,21.0,15.0,0.0,2.0,0.55,0.6,trained,0,70.43,OK,1305,71,3565.1599999999708,2.731923371647487,50.21352112676015,61.97183098591549,0.6648863881215221,0.5192700092178189,4704.148319076945
