side,source,entry_time,entry_price,stop,target,timeout,target_updates,stop_updates,s1_prob,s2_prob,tp,sl,horizon,matched_pattern,exit_time,exit_price,exit_reason,pnl,pattern
1,energetic,2026-06-25 00:58:00+00:00,3995.05,3970.05,4030.73,2026-06-25 01:33:00+00:00,3,0,0.5093169212341309,0.6163812875747681,30.0,25.0,30,energetic,2026-06-25 01:33:00+00:00,3984.58,timeout,-10.470000000000255,energetic
