os,warm,ob,cool,slk,ros,rob,n,eh,tpx,slx,rr,pt,nt,pnl,wr,dd
0,-30,-60,-10,0,20,10,73983,480,0.55,0.4,1.375,0.45,143,190.47004584285514,45.45454545454545,-225.11951339298412
0,-30,-60,-10,0,20,10,73983,360,0.65,0.25,2.6,0.45,78,189.8083267060847,39.743589743589745,-151.40802549044565
0,-30,-60,-10,0,20,10,73983,480,0.6,0.25,2.4,0.45,174,189.26536420225966,36.206896551724135,-280.53992707316047
0,-30,-60,-10,0,15,15,74306,480,0.55,0.25,2.2,0.45,174,188.8856512302309,36.206896551724135,-279.3605569820802
0,-30,-60,-10,0,20,15,74306,480,0.55,0.25,2.2,0.45,174,188.8856512302309,36.206896551724135,-279.3605569820802
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.25,2.2,0.45,174,188.8856512302309,36.206896551724135,-279.3605569820802
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.25,2.2,0.45,174,188.8856512302309,36.206896551724135,-279.3605569820802
0,-30,-60,-10,0,20,10,73983,480,0.5,0.25,2.0,0.4,176,188.1633938824184,39.20454545454545,-330.44816078148506
0,-30,-60,-10,0,20,10,73983,360,0.5,0.3,1.6666666666666667,0.4,102,187.56130907739862,42.15686274509804,-135.75198654097312
0,-30,-60,-10,0,20,10,73983,360,0.5,0.3,1.6666666666666667,0.45,102,187.56130907739862,42.15686274509804,-135.75198654097312
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.3,1.6666666666666667,0.4,102,187.50161984887654,42.15686274509804,-135.78606276979917
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.3,1.6666666666666667,0.4,102,187.50161984887654,42.15686274509804,-135.78606276979917
0,-30,-60,-10,0,15,15,74306,360,0.5,0.3,1.6666666666666667,0.45,102,187.50161984887654,42.15686274509804,-135.78606276979917
0,-30,-60,-10,0,15,15,74306,360,0.5,0.3,1.6666666666666667,0.4,102,187.50161984887654,42.15686274509804,-135.78606276979917
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.3,1.6666666666666667,0.45,102,187.50161984887654,42.15686274509804,-135.78606276979917
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.3,1.6666666666666667,0.45,102,187.50161984887654,42.15686274509804,-135.78606276979917
0,-30,-60,-10,0,20,15,74306,360,0.5,0.3,1.6666666666666667,0.4,102,187.50161984887654,42.15686274509804,-135.78606276979917
0,-30,-60,-10,0,20,15,74306,360,0.5,0.3,1.6666666666666667,0.45,102,187.50161984887654,42.15686274509804,-135.78606276979917
0,-30,-60,-10,0,20,10,73983,480,0.6,0.3,2.0,0.4,164,187.01481714953798,41.46341463414634,-323.43073821802227
0,-30,-60,-10,0,20,10,73983,360,0.7,0.25,2.8,0.45,59,186.47668432932733,50.847457627118644,-64.99550264031677
0,-30,-60,-10,0,20,10,73983,360,0.7,0.3,2.3333333333333335,0.4,62,186.2749500857626,51.61290322580645,-79.82260316838074
0,-30,-60,-10,0,15,15,74306,360,0.55,0.25,2.2,0.45,108,181.1437484138114,38.88888888888889,-199.8573937571109
-5,-30,-60,-10,0,15,15,74306,360,0.55,0.25,2.2,0.45,108,181.1437484138114,38.88888888888889,-199.8573937571109
-5,-30,-60,-10,0,20,15,74306,360,0.55,0.25,2.2,0.45,108,181.1437484138114,38.88888888888889,-199.8573937571109
0,-30,-60,-10,0,20,15,74306,360,0.55,0.25,2.2,0.45,108,181.1437484138114,38.88888888888889,-199.8573937571109
0,-30,-60,-10,0,20,15,74306,360,0.65,0.2,3.25,0.45,88,180.87986974755813,32.95454545454545,-106.92789827987781
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.2,3.25,0.45,88,180.87986974755813,32.95454545454545,-106.92789827987781
0,-30,-60,-10,0,15,15,74306,360,0.65,0.2,3.25,0.45,88,180.87986974755813,32.95454545454545,-106.92789827987781
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.2,3.25,0.45,88,180.87986974755813,32.95454545454545,-106.92789827987781
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.3,1.8333333333333335,0.45,160,180.85684952720476,40.625,-263.82968292638816
0,-30,-60,-10,0,15,15,74306,480,0.55,0.3,1.8333333333333335,0.45,160,180.85684952720476,40.625,-263.82968292638816
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.3,1.8333333333333335,0.45,160,180.85684952720476,40.625,-263.82968292638816
0,-30,-60,-10,0,20,15,74306,480,0.55,0.3,1.8333333333333335,0.45,160,180.85684952720476,40.625,-263.82968292638816
0,-30,-60,-10,0,20,10,73983,480,0.65,0.35,1.8571428571428574,0.4,157,178.69741515300893,43.31210191082803,-235.11555741742632
0,-30,-60,-10,0,20,10,73983,360,0.65,0.35,1.8571428571428574,0.4,76,175.2456417939111,47.368421052631575,-172.17174591421463
0,-30,-60,-10,0,20,10,73983,480,0.6,0.35,1.7142857142857144,0.45,154,174.80938117674805,42.857142857142854,-258.7776876125381
0,-30,-60,-10,0,20,10,73983,360,0.55,0.2,2.75,0.4,123,174.21701880778437,32.52032520325203,-183.35986349690756
0,-30,-60,-10,0,20,10,73983,480,0.5,0.4,1.25,0.45,146,167.777394546079,47.94520547945205,-227.64951339298386
0,-30,-60,-10,0,20,10,73983,480,0.6,0.25,2.4,0.4,179,167.70768160387524,36.87150837988827,-353.70573435538245
-5,-30,-60,-10,0,20,15,74306,480,0.65,0.35,1.8571428571428574,0.45,142,166.4164589374127,42.25352112676056,-202.56542792449545
-5,-30,-60,-10,0,15,15,74306,480,0.65,0.35,1.8571428571428574,0.45,142,166.4164589374127,42.25352112676056,-202.56542792449545
0,-30,-60,-10,0,15,15,74306,480,0.65,0.35,1.8571428571428574,0.45,142,166.4164589374127,42.25352112676056,-202.56542792449545
0,-30,-60,-10,0,20,15,74306,480,0.65,0.35,1.8571428571428574,0.45,142,166.4164589374127,42.25352112676056,-202.56542792449545
0,-30,-60,-10,0,20,10,73983,360,0.7,0.35,2.0,0.45,59,166.18421067098006,50.847457627118644,-78.79229964615433
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.4,1.375,0.4,148,166.1306725408922,43.91891891891892,-290.5101000949653
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.4,1.375,0.4,148,166.1306725408922,43.91891891891892,-290.5101000949653
0,-30,-60,-10,0,15,15,74306,480,0.55,0.4,1.375,0.4,148,166.1306725408922,43.91891891891892,-290.5101000949653
0,-30,-60,-10,0,20,15,74306,480,0.55,0.4,1.375,0.4,148,166.1306725408922,43.91891891891892,-290.5101000949653
0,-30,-60,-10,0,20,10,73983,360,0.7,0.3,2.3333333333333335,0.45,59,165.21495008576403,50.847457627118644,-79.82260316838074
0,-30,-60,-10,0,20,10,73983,480,0.65,0.35,1.8571428571428574,0.45,149,165.17903300788066,42.95302013422819,-260.5476876125367
0,-30,-60,-10,0,20,10,73983,360,0.6,0.2,2.9999999999999996,0.4,125,165.11533167285825,31.2,-183.35986349690756
0,-30,-60,-10,0,15,15,74306,480,0.55,0.35,1.5714285714285716,0.4,157,161.52651719495543,42.038216560509554,-278.319889592226
0,-30,-60,-10,0,20,15,74306,480,0.55,0.35,1.5714285714285716,0.4,157,161.52651719495543,42.038216560509554,-278.319889592226
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.35,1.5714285714285716,0.4,157,161.52651719495543,42.038216560509554,-278.319889592226
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.35,1.5714285714285716,0.4,157,161.52651719495543,42.038216560509554,-278.319889592226
0,-30,-60,-10,0,20,10,73983,480,0.6,0.35,1.7142857142857144,0.4,158,160.4647259878643,43.67088607594937,-317.18768761253887
0,-30,-60,-10,0,20,10,73983,480,0.55,0.2,2.75,0.4,195,158.07942909181475,33.33333333333333,-286.08991184495426
0,-30,-60,-10,0,20,10,73983,360,0.65,0.4,1.625,0.4,74,157.54777567597557,48.64864864864865,-193.82628104481682
0,-30,-60,-10,0,20,15,74306,480,0.45,0.35,1.2857142857142858,0.45,144,157.45791560792304,46.52777777777778,-276.5198895922258
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.35,1.2857142857142858,0.45,144,157.45791560792304,46.52777777777778,-276.5198895922258
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.35,1.2857142857142858,0.45,144,157.45791560792304,46.52777777777778,-276.5198895922258
0,-30,-60,-10,0,15,15,74306,480,0.45,0.35,1.2857142857142858,0.45,144,157.45791560792304,46.52777777777778,-276.5198895922258
0,-30,-60,-10,0,15,15,74306,360,0.7,0.35,2.0,0.4,56,154.68726151184137,48.214285714285715,-100.984406558317
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.35,2.0,0.4,56,154.68726151184137,48.214285714285715,-100.984406558317
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.35,2.0,0.4,56,154.68726151184137,48.214285714285715,-100.984406558317
0,-30,-60,-10,0,20,15,74306,360,0.7,0.35,2.0,0.4,56,154.68726151184137,48.214285714285715,-100.984406558317
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.4,1.375,0.45,146,154.24029518096495,44.52054794520548,-269.78010009496575
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.4,1.375,0.45,146,154.24029518096495,44.52054794520548,-269.78010009496575
0,-30,-60,-10,0,20,15,74306,480,0.55,0.4,1.375,0.45,146,154.24029518096495,44.52054794520548,-269.78010009496575
0,-30,-60,-10,0,15,15,74306,480,0.55,0.4,1.375,0.45,146,154.24029518096495,44.52054794520548,-269.78010009496575
0,-30,-60,-10,0,20,10,73983,360,0.65,0.35,1.8571428571428574,0.45,72,153.43777678863444,47.22222222222222,-169.49174591421433
0,-30,-60,-10,0,20,15,74306,480,0.45,0.3,1.5,0.45,154,153.35001994291997,42.857142857142854,-282.69968292638714
0,-30,-60,-10,0,15,15,74306,480,0.45,0.3,1.5,0.45,154,153.35001994291997,42.857142857142854,-282.69968292638714
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.3,1.5,0.45,154,153.35001994291997,42.857142857142854,-282.69968292638714
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.3,1.5,0.45,154,153.35001994291997,42.857142857142854,-282.69968292638714
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.35,1.8571428571428574,0.45,72,150.80157536976685,45.83333333333333,-135.64270101994043
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.35,1.8571428571428574,0.45,72,150.80157536976685,45.83333333333333,-135.64270101994043
0,-30,-60,-10,0,20,15,74306,360,0.65,0.35,1.8571428571428574,0.45,72,150.80157536976685,45.83333333333333,-135.64270101994043
0,-30,-60,-10,0,15,15,74306,360,0.65,0.35,1.8571428571428574,0.45,72,150.80157536976685,45.83333333333333,-135.64270101994043
0,-30,-60,-10,0,20,10,73983,480,0.55,0.4,1.375,0.4,147,150.45991775178163,46.25850340136054,-283.5295133929849
0,-30,-60,-10,0,20,15,74306,480,0.45,0.25,1.8,0.4,179,150.07448801555438,37.988826815642454,-344.198327463273
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.25,1.8,0.4,179,150.07448801555438,37.988826815642454,-344.198327463273
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.25,1.8,0.4,179,150.07448801555438,37.988826815642454,-344.198327463273
0,-30,-60,-10,0,15,15,74306,480,0.45,0.25,1.8,0.4,179,150.07448801555438,37.988826815642454,-344.198327463273
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.35,1.5714285714285716,0.45,155,149.00448955481625,42.58064516129032,-257.5898895922264
0,-30,-60,-10,0,20,15,74306,480,0.55,0.35,1.5714285714285716,0.45,155,149.00448955481625,42.58064516129032,-257.5898895922264
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.35,1.5714285714285716,0.45,155,149.00448955481625,42.58064516129032,-257.5898895922264
0,-30,-60,-10,0,15,15,74306,480,0.55,0.35,1.5714285714285716,0.45,155,149.00448955481625,42.58064516129032,-257.5898895922264
0,-30,-60,-10,0,20,15,74306,360,0.7,0.3,2.3333333333333335,0.4,56,148.75484957435174,48.214285714285715,-103.63846055481417
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.3,2.3333333333333335,0.4,56,148.75484957435174,48.214285714285715,-103.63846055481417
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.3,2.3333333333333335,0.4,56,148.75484957435174,48.214285714285715,-103.63846055481417
0,-30,-60,-10,0,15,15,74306,360,0.7,0.3,2.3333333333333335,0.4,56,148.75484957435174,48.214285714285715,-103.63846055481417
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.4,1.7499999999999998,0.4,56,148.2777403073842,48.214285714285715,-107.61154615664145
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.4,1.7499999999999998,0.4,56,148.2777403073842,48.214285714285715,-107.61154615664145
0,-30,-60,-10,0,20,15,74306,360,0.7,0.4,1.7499999999999998,0.4,56,148.2777403073842,48.214285714285715,-107.61154615664145
0,-30,-60,-10,0,15,15,74306,360,0.7,0.4,1.7499999999999998,0.4,56,148.2777403073842,48.214285714285715,-107.61154615664145
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.35,1.4285714285714286,0.4,54,148.07919092324346,50.0,-79.50446166773054
0,-30,-60,-10,0,15,15,74306,240,0.5,0.35,1.4285714285714286,0.4,54,148.07919092324346,50.0,-79.50446166773054
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.35,1.4285714285714286,0.4,54,148.07919092324346,50.0,-79.50446166773054
0,-30,-60,-10,0,20,15,74306,240,0.5,0.35,1.4285714285714286,0.4,54,148.07919092324346,50.0,-79.50446166773054
-5,-30,-60,-10,0,20,15,74306,480,0.65,0.4,1.625,0.45,137,145.9500827676552,43.79562043795621,-212.5285991163978
0,-30,-60,-10,0,20,15,74306,480,0.65,0.4,1.625,0.45,137,145.9500827676552,43.79562043795621,-212.5285991163978
-5,-30,-60,-10,0,15,15,74306,480,0.65,0.4,1.625,0.45,137,145.9500827676552,43.79562043795621,-212.5285991163978
0,-30,-60,-10,0,15,15,74306,480,0.65,0.4,1.625,0.45,137,145.9500827676552,43.79562043795621,-212.5285991163978
0,-30,-60,-10,0,20,15,74306,360,0.65,0.35,1.8571428571428574,0.4,77,138.33756021835006,45.45454545454545,-138.32270101994072
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.35,1.8571428571428574,0.4,77,138.33756021835006,45.45454545454545,-138.32270101994072
0,-30,-60,-10,0,15,15,74306,360,0.65,0.35,1.8571428571428574,0.4,77,138.33756021835006,45.45454545454545,-138.32270101994072
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.35,1.8571428571428574,0.4,77,138.33756021835006,45.45454545454545,-138.32270101994072
0,-30,-60,-10,0,20,10,73983,480,0.5,0.35,1.4285714285714286,0.45,153,137.90848062076884,45.751633986928105,-222.3929544139719
0,-30,-60,-10,0,20,10,73983,360,0.55,0.2,2.75,0.45,122,137.06396540928245,31.967213114754102,-183.92986349690818
0,-30,-60,-10,0,20,10,73983,360,0.6,0.2,2.9999999999999996,0.45,124,136.07766070206526,30.64516129032258,-183.35986349690756
0,-30,-60,-10,0,15,15,74306,240,0.5,0.4,1.25,0.4,53,135.99616949462234,50.943396226415096,-86.42509904883445
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.4,1.25,0.4,53,135.99616949462234,50.943396226415096,-86.42509904883445
0,-30,-60,-10,0,20,15,74306,240,0.5,0.4,1.25,0.4,53,135.99616949462234,50.943396226415096,-86.42509904883445
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.4,1.25,0.4,53,135.99616949462234,50.943396226415096,-86.42509904883445
0,-30,-60,-10,0,20,15,74306,360,0.7,0.25,2.8,0.4,56,135.58316504964114,46.42857142857143,-94.96842936573421
0,-30,-60,-10,0,15,15,74306,360,0.7,0.25,2.8,0.4,56,135.58316504964114,46.42857142857143,-94.96842936573421
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.25,2.8,0.4,56,135.58316504964114,46.42857142857143,-94.96842936573421
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.25,2.8,0.4,56,135.58316504964114,46.42857142857143,-94.96842936573421
0,-30,-60,-10,0,20,10,73983,360,0.65,0.4,1.625,0.45,70,133.6363877675676,48.57142857142857,-191.14628104481653
0,-30,-60,-10,0,20,10,73983,480,0.55,0.3,1.8333333333333335,0.45,160,130.78985916851934,40.625,-265.0207382180215
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.35,2.0,0.45,55,129.20726151184135,47.27272727272727,-107.34440655831713
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.35,2.0,0.45,55,129.20726151184135,47.27272727272727,-107.34440655831713
0,-30,-60,-10,0,20,15,74306,360,0.7,0.35,2.0,0.45,55,129.20726151184135,47.27272727272727,-107.34440655831713
0,-30,-60,-10,0,15,15,74306,360,0.7,0.35,2.0,0.45,55,129.20726151184135,47.27272727272727,-107.34440655831713
-5,-30,-60,-10,0,15,15,74306,360,0.55,0.2,2.75,0.45,123,128.2493942645342,31.70731707317073,-183.4056714753424
-5,-30,-60,-10,0,20,15,74306,360,0.55,0.2,2.75,0.45,123,128.2493942645342,31.70731707317073,-183.4056714753424
0,-30,-60,-10,0,20,15,74306,360,0.55,0.2,2.75,0.45,123,128.2493942645342,31.70731707317073,-183.4056714753424
0,-30,-60,-10,0,15,15,74306,360,0.55,0.2,2.75,0.45,123,128.2493942645342,31.70731707317073,-183.4056714753424
0,-30,-60,-10,0,20,10,73983,480,0.55,0.25,2.2,0.45,174,123.98915072441423,36.206896551724135,-280.53992707316047
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.3,2.3333333333333335,0.45,55,123.27484957435172,47.27272727272727,-109.9984605548143
0,-30,-60,-10,0,20,15,74306,360,0.7,0.3,2.3333333333333335,0.45,55,123.27484957435172,47.27272727272727,-109.9984605548143
0,-30,-60,-10,0,15,15,74306,360,0.7,0.3,2.3333333333333335,0.45,55,123.27484957435172,47.27272727272727,-109.9984605548143
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.3,2.3333333333333335,0.45,55,123.27484957435172,47.27272727272727,-109.9984605548143
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.4,1.7499999999999998,0.45,55,122.79774030738417,47.27272727272727,-113.97154615664158
0,-30,-60,-10,0,15,15,74306,360,0.7,0.4,1.7499999999999998,0.45,55,122.79774030738417,47.27272727272727,-113.97154615664158
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.4,1.7499999999999998,0.45,55,122.79774030738417,47.27272727272727,-113.97154615664158
0,-30,-60,-10,0,20,15,74306,360,0.7,0.4,1.7499999999999998,0.45,55,122.79774030738417,47.27272727272727,-113.97154615664158
0,-30,-60,-10,0,20,10,73983,360,0.5,0.2,2.5,0.45,122,121.59599047813708,31.967213114754102,-180.23824893246456
0,-30,-60,-10,0,20,10,73983,360,0.5,0.2,2.5,0.4,122,121.59599047813708,31.967213114754102,-180.23824893246456
0,-30,-60,-10,0,15,15,74306,360,0.5,0.2,2.5,0.45,122,121.52600887359176,31.967213114754102,-180.2873828908696
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.2,2.5,0.4,122,121.52600887359176,31.967213114754102,-180.2873828908696
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.2,2.5,0.45,122,121.52600887359176,31.967213114754102,-180.2873828908696
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.2,2.5,0.45,122,121.52600887359176,31.967213114754102,-180.2873828908696
0,-30,-60,-10,0,15,15,74306,360,0.5,0.2,2.5,0.4,122,121.52600887359176,31.967213114754102,-180.2873828908696
0,-30,-60,-10,0,20,15,74306,360,0.5,0.2,2.5,0.45,122,121.52600887359176,31.967213114754102,-180.2873828908696
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.2,2.5,0.4,122,121.52600887359176,31.967213114754102,-180.2873828908696
0,-30,-60,-10,0,20,15,74306,360,0.5,0.2,2.5,0.4,122,121.52600887359176,31.967213114754102,-180.2873828908696
0,-30,-60,-10,0,20,10,73983,480,0.55,0.3,1.8333333333333335,0.4,164,115.80382894786771,41.46341463414634,-323.43073821802227
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.25,2.8,0.45,55,110.10316504964112,45.45454545454545,-101.32842936573434
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.25,2.8,0.45,55,110.10316504964112,45.45454545454545,-101.32842936573434
0,-30,-60,-10,0,20,15,74306,360,0.7,0.25,2.8,0.45,55,110.10316504964112,45.45454545454545,-101.32842936573434
0,-30,-60,-10,0,15,15,74306,360,0.7,0.25,2.8,0.45,55,110.10316504964112,45.45454545454545,-101.32842936573434
0,-30,-60,-10,0,20,10,73983,480,0.55,0.35,1.5714285714285716,0.45,154,109.53316769890262,42.857142857142854,-258.7776876125381
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.4,1.625,0.4,75,108.76338444573639,46.666666666666664,-159.97594402279083
0,-30,-60,-10,0,20,15,74306,360,0.65,0.4,1.625,0.4,75,108.76338444573639,46.666666666666664,-159.97594402279083
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.4,1.625,0.4,75,108.76338444573639,46.666666666666664,-159.97594402279083
0,-30,-60,-10,0,15,15,74306,360,0.65,0.4,1.625,0.4,75,108.76338444573639,46.666666666666664,-159.97594402279083
0,-30,-60,-10,0,15,15,74306,360,0.65,0.4,1.625,0.45,71,108.56447593437315,46.478873239436616,-157.29594402279054
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.4,1.625,0.45,71,108.56447593437315,46.478873239436616,-157.29594402279054
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.4,1.625,0.45,71,108.56447593437315,46.478873239436616,-157.29594402279054
0,-30,-60,-10,0,20,15,74306,360,0.65,0.4,1.625,0.45,71,108.56447593437315,46.478873239436616,-157.29594402279054
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.2,2.25,0.45,183,108.52284769467497,32.78688524590164,-328.20929283819714
0,-30,-60,-10,0,15,15,74306,480,0.45,0.2,2.25,0.45,183,108.52284769467497,32.78688524590164,-328.20929283819714
0,-30,-60,-10,0,20,15,74306,480,0.45,0.2,2.25,0.45,183,108.52284769467497,32.78688524590164,-328.20929283819714
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.2,2.25,0.45,183,108.52284769467497,32.78688524590164,-328.20929283819714
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.25,2.0,0.4,59,108.1597065263345,44.06779661016949,-77.405967637902
0,-30,-60,-10,0,15,15,74306,240,0.5,0.25,2.0,0.4,59,108.1597065263345,44.06779661016949,-77.405967637902
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.25,2.0,0.4,59,108.1597065263345,44.06779661016949,-77.405967637902
0,-30,-60,-10,0,20,15,74306,240,0.5,0.25,2.0,0.4,59,108.1597065263345,44.06779661016949,-77.405967637902
0,-30,-60,-10,0,20,10,73983,360,0.7,0.2,3.4999999999999996,0.4,63,107.84007597664868,39.682539682539684,-78.50840552007776
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.25,1.8,0.45,169,98.49683545695689,38.46153846153847,-344.198327463273
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.25,1.8,0.45,169,98.49683545695689,38.46153846153847,-344.198327463273
0,-30,-60,-10,0,15,15,74306,480,0.45,0.25,1.8,0.45,169,98.49683545695689,38.46153846153847,-344.198327463273
0,-30,-60,-10,0,20,15,74306,480,0.45,0.25,1.8,0.45,169,98.49683545695689,38.46153846153847,-344.198327463273
0,-30,-60,-10,0,15,15,74306,240,0.5,0.2,2.5,0.4,66,98.03560425215346,39.39393939393939,-79.39787530461945
0,-30,-60,-10,0,20,15,74306,240,0.5,0.2,2.5,0.4,66,98.03560425215346,39.39393939393939,-79.39787530461945
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.2,2.5,0.4,66,98.03560425215346,39.39393939393939,-79.39787530461945
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.2,2.5,0.4,66,98.03560425215346,39.39393939393939,-79.39787530461945
0,-30,-60,-10,0,20,10,73983,480,0.55,0.25,2.2,0.4,179,96.49669340220498,36.87150837988827,-353.70573435538245
0,-30,-60,-10,0,20,10,73983,480,0.45,0.2,2.25,0.45,172,96.33088473741327,32.55813953488372,-213.5970999528945
0,-30,-60,-10,0,20,10,73983,360,0.7,0.2,3.4999999999999996,0.45,60,92.23002408808179,38.333333333333336,-93.74845740864475
0,-30,-60,-10,0,20,10,73983,480,0.55,0.35,1.5714285714285716,0.4,158,89.25373778619405,43.67088607594937,-317.18768761253887
0,-30,-60,-10,0,20,15,74306,480,0.45,0.4,1.125,0.45,140,78.4033578420931,47.14285714285714,-279.66763191370956
0,-30,-60,-10,0,15,15,74306,480,0.45,0.4,1.125,0.45,140,78.4033578420931,47.14285714285714,-279.66763191370956
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.4,1.125,0.45,140,78.4033578420931,47.14285714285714,-279.66763191370956
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.4,1.125,0.45,140,78.4033578420931,47.14285714285714,-279.66763191370956
0,-30,-60,-10,0,20,15,74306,360,0.7,0.2,3.4999999999999996,0.4,57,71.21160373343491,36.84210526315789,-134.66074603510515
0,-30,-60,-10,0,15,15,74306,360,0.7,0.2,3.4999999999999996,0.4,57,71.21160373343491,36.84210526315789,-134.66074603510515
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.2,3.4999999999999996,0.4,57,71.21160373343491,36.84210526315789,-134.66074603510515
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.2,3.4999999999999996,0.4,57,71.21160373343491,36.84210526315789,-134.66074603510515
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.3,1.6666666666666667,0.4,58,69.57501689540459,44.827586206896555,-81.16994864533717
0,-30,-60,-10,0,15,15,74306,240,0.5,0.3,1.6666666666666667,0.4,58,69.57501689540459,44.827586206896555,-81.16994864533717
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.3,1.6666666666666667,0.4,58,69.57501689540459,44.827586206896555,-81.16994864533717
0,-30,-60,-10,0,20,15,74306,240,0.5,0.3,1.6666666666666667,0.4,58,69.57501689540459,44.827586206896555,-81.16994864533717
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.35,1.8571428571428574,0.4,44,66.42243958703739,54.54545454545454,-32.918620197719065
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.35,1.8571428571428574,0.4,44,66.42243958703739,54.54545454545454,-32.918620197719065
0,-30,-60,-10,0,15,15,74306,240,0.65,0.35,1.8571428571428574,0.4,44,66.42243958703739,54.54545454545454,-32.918620197719065
0,-30,-60,-10,0,20,15,74306,240,0.65,0.35,1.8571428571428574,0.4,44,66.42243958703739,54.54545454545454,-32.918620197719065
0,-30,-60,-10,0,20,10,73983,240,0.65,0.35,1.8571428571428574,0.4,39,61.51526530114688,53.84615384615385,-32.922395029433574
0,-30,-60,-10,0,20,10,73983,240,0.55,0.35,1.5714285714285716,0.4,54,60.81572761142752,51.85185185185185,-182.56930670561815
0,-30,-60,-10,0,20,10,73983,480,0.45,0.35,1.2857142857142858,0.45,135,59.96881457486052,45.18518518518518,-174.830230675213
0,-30,-60,-10,0,15,15,74306,240,0.45,0.2,2.25,0.4,66,59.460558569483965,36.36363636363637,-168.39778199425018
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.2,2.25,0.4,66,59.460558569483965,36.36363636363637,-168.39778199425018
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.2,2.25,0.4,66,59.460558569483965,36.36363636363637,-168.39778199425018
0,-30,-60,-10,0,20,15,74306,240,0.45,0.2,2.25,0.4,66,59.460558569483965,36.36363636363637,-168.39778199425018
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.4,1.625,0.4,44,58.523314205781844,54.54545454545454,-37.621280225965165
