pattern,fh,sh,eh,ob,cool,os,rec,slk,rob,ros,n_bars,tpx,slx,rr,pt,nt,pnl,wr,dd
F30S120,30,120,240,-5,-20,-40,-30,10,15,10,972,0.6,0.15,4.0,0.4,1,53.52680577389492,100.0,0.0
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.6,0.3,2.0,0.4,25,52.42213136740247,36.0,-222.1437327039339
F15S60,15,60,360,-5,-20,-50,-30,5,15,15,5154,0.6,0.15,4.0,0.4,172,52.19352877613892,33.13953488372093,-465.83709701933367
F60S90,60,90,360,-5,-20,-50,-30,0,15,15,1599,0.6,0.25,2.4,0.45,12,51.42999912408595,33.33333333333333,-112.06033857349757
F15S60,15,60,360,-5,-30,-40,-30,10,15,15,4457,0.7,0.2,3.4999999999999996,0.45,75,51.238956329302255,37.333333333333336,-369.9211057452294
F60S90,60,90,360,-5,-20,-50,-30,0,15,15,1599,0.65,0.35,1.8571428571428574,0.4,13,50.57032496949523,30.76923076923077,-116.05787848768341
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.55,0.25,2.2,0.45,15,50.163280497484266,33.33333333333333,-44.104804703369155
F60S90,60,90,360,-5,-20,-40,-30,5,15,15,2211,0.6,0.3,2.0,0.45,57,49.74540420154153,36.84210526315789,-333.050093894959
F60S90,60,90,360,-5,-20,-60,-30,0,20,15,992,0.6,0.15,4.0,0.45,11,49.394755804464694,27.27272727272727,-69.77438665419231
F60S90,60,90,360,-5,-20,-60,-30,0,20,15,992,0.6,0.15,4.0,0.4,11,49.394755804464694,27.27272727272727,-69.77438665419231
F30S120,30,120,240,-5,-20,-40,-30,10,20,10,1276,0.6,0.3,2.0,0.4,3,49.05298320442489,66.66666666666666,0.0
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.55,0.25,2.2,0.45,1,48.57777734256615,100.0,0.0
F30S120,30,120,240,-5,-20,-40,-20,0,20,15,1499,0.6,0.25,2.4,0.4,17,48.27525247128233,47.05882352941176,-87.8151120641528
F15S60,15,60,360,-5,-20,-40,-30,0,15,15,12484,0.7,0.2,3.4999999999999996,0.45,190,47.90064929554137,33.1578947368421,-692.5153901347544
F30S120,30,120,240,-5,-20,-50,-30,0,15,10,760,0.6,0.3,2.0,0.45,3,47.72974391219486,100.0,0.0
F60S90,60,90,360,-5,-20,-50,-30,0,20,10,908,0.6,0.15,4.0,0.4,8,47.63080364304369,37.5,-79.0293605511506
F15S60,15,60,360,-5,-20,-60,-30,5,20,15,2920,0.7,0.2,3.4999999999999996,0.4,39,47.45968559470157,25.64102564102564,-144.02152662701656
F30S120,30,120,240,-5,-20,-40,-20,0,20,15,1499,0.6,0.15,4.0,0.4,12,46.98956263059199,33.33333333333333,-60.75540854640985
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.6,0.15,4.0,0.4,13,46.83026834249131,30.76923076923077,-110.22444948426073
F15S60,15,60,360,-5,-20,-40,-20,5,15,15,3087,0.6,0.25,2.4,0.45,65,45.12937593710103,41.53846153846154,-314.2402720230648
F60S90,60,90,360,-5,-20,-50,-30,0,15,15,1599,0.65,0.25,2.6,0.45,11,43.73612558509103,36.36363636363637,-114.32236811014081
F15S60,15,60,360,-5,-20,-50,-30,0,15,10,3266,0.6,0.25,2.4,0.4,92,43.5528857811405,43.47826086956522,-474.8062679960444
F30S120,30,120,240,-5,-20,-40,-20,0,20,15,1499,0.65,0.25,2.6,0.4,13,43.224737885847844,53.84615384615385,-75.99183270415506
F30S120,30,120,240,-5,-20,-40,-30,5,15,15,3146,0.7,0.2,3.4999999999999996,0.45,12,43.178366370651474,33.33333333333333,-100.97519683591645
F60S90,60,90,360,-5,-20,-50,-30,0,15,15,1599,0.6,0.25,2.4,0.4,13,42.83734924083092,30.76923076923077,-113.02033857349761
F30S120,30,120,240,-5,-20,-60,-30,0,15,15,842,0.65,0.25,2.6,0.4,4,42.3233915009414,75.0,-32.82825946105095
F15S60,15,60,360,-5,-20,-40,-20,5,15,15,3087,0.65,0.35,1.8571428571428574,0.45,60,41.91060939671843,36.666666666666664,-349.4418562874671
F15S60,15,60,360,-5,-20,-40,-30,5,15,10,4103,0.6,0.25,2.4,0.45,109,41.07480784906784,44.95412844036697,-555.6890895044417
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.7,0.2,3.4999999999999996,0.45,5,40.491619849829476,20.0,-57.9159485143673
F60S90,60,90,360,-5,-20,-50,-30,0,20,10,908,0.65,0.25,2.6,0.4,11,40.424828828656246,45.45454545454545,-80.84268485473967
F60S90,60,90,360,-5,-20,-50,-30,10,15,15,682,0.65,0.25,2.6,0.45,6,40.23517102815731,50.0,-66.28482897184313
F60S90,60,90,360,-5,-20,-60,-30,5,20,15,607,0.6,0.15,4.0,0.4,4,40.127116390394804,50.0,-12.872132192021127
F60S90,60,90,360,-5,-20,-60,-30,5,20,15,607,0.6,0.15,4.0,0.45,4,40.127116390394804,50.0,-12.872132192021127
F30S120,30,120,240,-5,-20,-40,-30,5,20,15,3414,0.7,0.2,3.4999999999999996,0.45,15,39.15823621671143,33.33333333333333,-116.0598264022633
F60S90,60,90,360,-5,-20,-50,-30,10,20,15,763,0.6,0.25,2.4,0.4,10,38.978134896592564,40.0,-45.88509144022737
F60S90,60,90,360,-5,-20,-50,-30,10,20,15,763,0.6,0.25,2.4,0.45,10,38.978134896592564,40.0,-45.88509144022737
F15S60,15,60,360,-5,-20,-50,-30,10,15,15,3927,0.65,0.25,2.6,0.45,91,38.43571321570198,31.868131868131865,-276.20110794623815
F60S90,60,90,360,-5,-20,-40,-30,10,20,10,1205,0.6,0.15,4.0,0.4,17,38.233192862202486,35.294117647058826,-94.04828476915918
F15S60,15,60,360,-5,-20,-50,-30,0,20,15,8170,0.6,0.15,4.0,0.45,177,38.175591492804415,28.8135593220339,-372.75142074502855
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.6,0.15,4.0,0.45,9,38.13237218915583,44.44444444444444,-96.12148867727319
F60S90,60,90,360,-5,-20,-50,-30,5,15,15,1099,0.7,0.2,3.4999999999999996,0.45,6,37.976039273900824,33.33333333333333,-49.77193457769681
F60S90,60,90,360,-5,-20,-40,-30,5,15,15,2211,0.7,0.2,3.4999999999999996,0.4,26,37.78427256845771,26.923076923076923,-134.6559644819863
F30S120,30,120,240,-5,-20,-50,-30,0,15,15,1973,0.55,0.25,2.2,0.45,23,37.71961057170802,34.78260869565217,-130.4836996460317
F60S90,60,90,360,-5,-20,-60,-30,5,20,15,607,0.65,0.25,2.6,0.4,5,36.99881719566565,40.0,-42.90710730673891
F30S120,30,120,240,-5,-30,-40,-30,10,20,10,743,0.55,0.25,2.2,0.4,2,36.1899999999996,100.0,0.0
F30S120,30,120,240,-5,-20,-50,-30,0,15,10,760,0.6,0.3,2.0,0.4,5,35.94473459363053,80.0,-39.06500931856408
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.55,0.25,2.2,0.4,18,35.409737446497275,33.33333333333333,-56.20374006082875
F30S120,30,120,240,-5,-20,-50,-30,5,15,15,1458,0.55,0.25,2.2,0.4,9,35.22507226125799,44.44444444444444,-69.25225862874413
F30S120,30,120,240,-5,-20,-40,-20,0,20,15,1499,0.65,0.35,1.8571428571428574,0.4,13,35.21663450065671,53.84615384615385,-83.59496491234495
F30S120,30,120,240,-5,-20,-40,-30,5,20,10,1400,0.7,0.2,3.4999999999999996,0.4,5,35.16793468434753,60.0,-47.825551956203526
F30S120,30,120,240,-5,-20,-40,-30,0,20,10,2894,0.65,0.35,1.8571428571428574,0.45,13,35.12164396062781,46.15384615384615,-97.58935980665865
F30S120,30,120,240,-5,-20,-40,-20,0,15,15,1239,0.6,0.25,2.4,0.4,5,34.63466839649618,60.0,-38.597660679211
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.7,0.2,3.4999999999999996,0.4,25,33.633743942737965,36.0,-126.19302622332907
F60S90,60,90,360,-5,-20,-40,-30,0,15,10,1736,0.6,0.15,4.0,0.45,14,33.11466975104986,35.714285714285715,-120.91109195841364
F30S120,30,120,240,-5,-20,-40,-30,5,20,10,1400,0.7,0.2,3.4999999999999996,0.45,3,32.28444804379615,66.66666666666666,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.7,0.2,3.4999999999999996,0.45,3,31.66165828398971,66.66666666666666,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.7,0.2,3.4999999999999996,0.4,3,31.66165828398971,66.66666666666666,0.0
F60S90,60,90,360,-5,-20,-50,-30,0,15,15,1599,0.6,0.3,2.0,0.4,12,31.179675647468684,25.0,-134.97615355888865
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.7,0.2,3.4999999999999996,0.4,7,30.955540088600173,42.857142857142854,-63.26786127514333
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.6,0.15,4.0,0.45,10,29.35258286817725,30.0,-91.63376784314187
F60S90,60,90,360,-5,-20,-40,-30,5,15,10,884,0.55,0.25,2.2,0.4,21,28.975691182542505,42.857142857142854,-179.84438609663994
F60S90,60,90,360,-5,-20,-60,-30,0,20,15,992,0.6,0.3,2.0,0.45,9,28.626479571956224,33.33333333333333,-51.658001360559865
F15S60,15,60,360,-5,-20,-50,-30,5,20,15,5359,0.55,0.25,2.2,0.4,220,28.39472355474618,40.0,-691.4287133201224
F60S90,60,90,360,-5,-20,-40,-30,5,20,15,2440,0.6,0.3,2.0,0.45,47,28.30726819024676,38.297872340425535,-193.24021072272626
F30S120,30,120,240,-5,-20,-50,-30,0,15,15,1973,0.55,0.25,2.2,0.4,26,28.23404921599331,34.61538461538461,-129.45369964603105
F30S120,30,120,240,-5,-20,-60,-30,0,15,15,842,0.65,0.25,2.6,0.45,2,27.76000000000022,100.0,0.0
F30S120,30,120,240,-5,-20,-60,-30,0,15,15,842,0.65,0.35,1.8571428571428574,0.45,2,27.76000000000022,100.0,0.0
F30S120,30,120,240,-5,-20,-50,-30,5,15,15,1458,0.6,0.15,4.0,0.4,4,27.72236348385104,25.0,-36.10852799668737
F30S120,30,120,240,-5,-20,-50,-30,5,15,15,1458,0.6,0.15,4.0,0.45,4,27.72236348385104,25.0,-36.10852799668737
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.55,0.25,2.2,0.4,2,27.706212708312705,50.0,0.0
F15S60,15,60,360,-5,-20,-50,-30,10,20,15,4180,0.6,0.15,4.0,0.45,98,27.102503506958328,27.55102040816326,-324.5495787068785
F60S90,60,90,360,-5,-20,-60,-30,5,15,15,588,0.7,0.2,3.4999999999999996,0.45,3,26.89824097331166,33.33333333333333,-17.626375124737024
F60S90,60,90,360,-5,-20,-60,-30,0,15,15,854,0.7,0.2,3.4999999999999996,0.4,6,26.36951958966165,33.33333333333333,-34.45680340384024
F15S60,15,60,360,-5,-30,-40,-30,0,20,10,4477,0.6,0.25,2.4,0.45,113,25.809694287793718,40.707964601769916,-558.0324733655943
F15S60,15,60,360,-5,-20,-40,-30,5,15,15,8690,0.6,0.15,4.0,0.45,205,25.763882700917748,31.21951219512195,-475.8863854187939
F60S90,60,90,360,-5,-20,-60,-30,0,20,15,992,0.55,0.25,2.2,0.4,14,25.48790549878504,42.857142857142854,-52.11341446210008
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.65,0.35,1.8571428571428574,0.4,10,25.18125270874134,40.0,-57.33000000000084
F60S90,60,90,360,-5,-20,-50,-30,5,15,15,1099,0.65,0.25,2.6,0.45,10,24.91699490767496,30.0,-82.17762311362185
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.7,0.2,3.4999999999999996,0.4,7,24.742724148008165,14.285714285714285,-73.66484421618861
F30S120,30,120,240,-5,-20,-60,-30,0,15,15,842,0.6,0.15,4.0,0.45,3,24.539183672900435,66.66666666666666,-19.69695567663075
F60S90,60,90,360,-5,-20,-50,-30,10,20,15,763,0.6,0.3,2.0,0.45,5,24.213930592653924,40.0,-51.641552410799704
F30S120,30,120,240,-5,-20,-40,-20,0,15,15,1239,0.6,0.3,2.0,0.4,5,23.96360207579528,60.0,-46.317192815053204
F30S120,30,120,240,-5,-20,-40,-30,0,15,15,4297,0.7,0.2,3.4999999999999996,0.4,20,23.91133605113737,30.0,-138.88465874951453
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.65,0.35,1.8571428571428574,0.45,8,23.36125270874163,37.5,-57.33000000000084
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.7,0.2,3.4999999999999996,0.45,23,23.167614142194452,34.78260869565217,-115.78915602387224
F15S60,15,60,360,-5,-20,-50,-30,5,20,15,5359,0.6,0.15,4.0,0.4,168,22.806251464069646,28.57142857142857,-475.2674064276566
F15S60,15,60,360,-5,-20,-40,-20,0,20,15,5230,0.65,0.25,2.6,0.4,132,22.7822009525662,43.18181818181818,-650.7949582650826
F15S60,15,60,360,-5,-20,-60,-30,0,15,15,3958,0.7,0.2,3.4999999999999996,0.45,42,22.755943720629148,30.952380952380953,-174.7856575426099
F60S90,60,90,360,-5,-20,-50,-30,5,15,15,1099,0.7,0.2,3.4999999999999996,0.4,7,21.699627234294894,28.57142857142857,-49.77193457769681
F15S60,15,60,360,-5,-20,-40,-20,10,20,15,2805,0.55,0.25,2.2,0.45,90,21.383927882939133,44.44444444444444,-323.434327729482
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.7,0.2,3.4999999999999996,0.4,8,21.326497502524944,37.5,-72.89189626107145
F30S120,30,120,240,-5,-30,-40,-30,0,20,15,2241,0.6,0.15,4.0,0.45,12,20.886615374537087,33.33333333333333,-168.11473760313766
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.55,0.25,2.2,0.4,20,20.419887705575093,35.0,-100.37056062865122
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.55,0.25,2.2,0.45,14,19.908874502349136,35.714285714285715,-130.4348703263404
F30S120,30,120,240,-5,-20,-60,-30,0,20,15,932,0.6,0.15,4.0,0.4,5,19.51231871312484,60.0,-17.9682628721348
F15S60,15,60,360,-5,-20,-50,-30,10,20,15,4180,0.55,0.25,2.2,0.45,159,18.853690096318132,41.509433962264154,-466.76628015150254
F30S120,30,120,240,-5,-20,-40,-20,0,20,15,1499,0.65,0.25,2.6,0.45,11,18.646452590846366,54.54545454545454,-75.99183270415506
F15S60,15,60,360,-5,-30,-40,-30,5,15,15,4440,0.65,0.25,2.6,0.4,134,18.389274273432875,43.28358208955223,-810.7332174518119
F15S60,15,60,360,-5,-30,-40,-30,5,15,15,4440,0.7,0.2,3.4999999999999996,0.4,97,18.150797326364227,36.08247422680412,-423.6173791542051
F15S60,15,60,360,-5,-20,-50,-30,0,15,10,3266,0.65,0.35,1.8571428571428574,0.4,82,18.091977532883902,42.68292682926829,-384.4482317728439
F60S90,60,90,360,-5,-20,-40,-30,5,15,10,884,0.65,0.25,2.6,0.4,15,17.204193275943,33.33333333333333,-72.7745783197588
F30S120,30,120,240,-5,-20,-50,-30,0,20,15,2299,0.6,0.3,2.0,0.45,13,16.813143408412998,23.076923076923077,-123.456439949583
F30S120,30,120,240,-5,-30,-40,-30,10,20,10,743,0.55,0.25,2.2,0.45,1,16.169999999999163,100.0,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,15,15,3146,0.6,0.15,4.0,0.4,22,15.483426806861189,31.818181818181817,-129.2210381061259
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.65,0.25,2.6,0.45,4,15.3700000000008,75.0,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.65,0.35,1.8571428571428574,0.4,4,15.3700000000008,75.0,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.65,0.25,2.6,0.4,4,15.3700000000008,75.0,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.65,0.35,1.8571428571428574,0.45,4,15.3700000000008,75.0,0.0
F30S120,30,120,240,-5,-20,-60,-30,0,15,15,842,0.55,0.25,2.2,0.4,3,15.174826015930194,66.66666666666666,-32.82825946105095
F30S120,30,120,240,-5,-20,-60,-30,0,15,15,842,0.55,0.25,2.2,0.45,3,15.174826015930194,66.66666666666666,-32.82825946105095
F15S60,15,60,360,-5,-20,-50,-30,0,20,15,8170,0.7,0.2,3.4999999999999996,0.4,171,15.14066031966422,32.748538011695906,-490.1864092325918
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.6,0.25,2.4,0.4,1,14.569999999999709,100.0,0.0
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.6,0.3,2.0,0.4,1,14.569999999999709,100.0,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.6,0.15,4.0,0.4,5,14.266973229073301,40.0,-60.456358810860365
F60S90,60,90,360,-5,-20,-50,-30,0,15,15,1599,0.65,0.25,2.6,0.4,13,14.002412139895569,30.76923076923077,-161.25318101522407
F60S90,60,90,360,-5,-20,-40,-30,5,20,10,1035,0.65,0.35,1.8571428571428574,0.45,13,13.98215104860401,38.46153846153847,-98.63442048529578
F15S60,15,60,360,-5,-20,-40,-20,10,20,15,2805,0.6,0.3,2.0,0.4,78,13.416122324301341,50.0,-397.47513457963305
F30S120,30,120,240,0,-20,-40,-30,0,20,15,1063,0.6,0.15,4.0,0.45,10,13.012351532972843,20.0,-90.81077636557075
F30S120,30,120,240,0,-20,-40,-30,0,20,15,1063,0.6,0.15,4.0,0.4,10,13.012351532972843,20.0,-90.81077636557075
F60S90,60,90,360,-5,-20,-60,-30,5,20,15,607,0.65,0.35,1.8571428571428574,0.4,4,12.811031526490297,50.0,-30.03497511471687
F60S90,60,90,360,-5,-20,-60,-30,5,20,15,607,0.65,0.35,1.8571428571428574,0.45,4,12.811031526490297,50.0,-30.03497511471687
F15S60,15,60,360,-5,-20,-40,-20,10,20,15,2805,0.6,0.3,2.0,0.45,63,12.415398867471595,47.61904761904761,-357.3439805642074
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.65,0.25,2.6,0.45,1,12.38000000000011,100.0,0.0
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.65,0.35,1.8571428571428574,0.45,1,12.38000000000011,100.0,0.0
F30S120,30,120,240,-5,-20,-40,-20,5,15,15,882,0.7,0.2,3.4999999999999996,0.4,3,12.279999999998836,66.66666666666666,-13.670000000000073
F60S90,60,90,360,-5,-20,-60,-30,5,20,15,607,0.55,0.25,2.2,0.4,7,11.966763637389704,42.857142857142854,-27.549507285220898
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.65,0.35,1.8571428571428574,0.4,1,11.86999999999989,100.0,0.0
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.65,0.25,2.6,0.4,1,11.86999999999989,100.0,0.0
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.7,0.2,3.4999999999999996,0.45,1,11.25,100.0,0.0
F60S90,60,90,360,-5,-30,-40,-30,0,15,15,485,0.7,0.2,3.4999999999999996,0.4,1,11.25,100.0,0.0
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.65,0.25,2.6,0.45,12,11.074733179669238,41.66666666666667,-97.16963756255336
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.6,0.25,2.4,0.45,19,10.85759333703345,31.57894736842105,-182.63142359990707
F60S90,60,90,360,-5,-20,-60,-30,5,15,15,588,0.65,0.35,1.8571428571428574,0.4,5,10.854551620075654,60.0,-30.043469467426803
F30S120,30,120,240,-5,-20,-50,-30,5,20,15,1521,0.7,0.2,3.4999999999999996,0.45,3,10.733840182403583,33.33333333333333,-48.38419474420607
F60S90,60,90,360,-5,-20,-40,-20,0,20,15,585,0.55,0.25,2.2,0.4,6,9.618202127560835,33.33333333333333,-31.412480705216694
F60S90,60,90,360,-5,-20,-40,-20,0,20,15,585,0.55,0.25,2.2,0.45,6,9.618202127560835,33.33333333333333,-31.412480705216694
F15S60,15,60,360,-5,-20,-40,-30,5,20,10,4446,0.55,0.25,2.2,0.4,195,9.085221692052983,44.1025641025641,-499.32260241506856
F30S120,30,120,240,-5,-20,-50,-30,5,20,15,1521,0.7,0.2,3.4999999999999996,0.4,4,8.873840182403455,25.0,-50.2441947442062
F15S60,15,60,360,-5,-20,-40,-20,0,15,15,4625,0.65,0.35,1.8571428571428574,0.45,95,8.691951626660739,46.31578947368421,-551.6446602407636
F30S120,30,120,240,-5,-20,-40,-20,5,20,15,934,0.7,0.2,3.4999999999999996,0.4,2,8.640000000000327,50.0,0.0
F30S120,30,120,240,-5,-20,-40,-20,5,20,15,934,0.7,0.2,3.4999999999999996,0.45,2,8.640000000000327,50.0,0.0
F15S60,15,60,360,-5,-20,-40,-20,5,20,15,3263,0.6,0.15,4.0,0.45,60,8.045673061859816,41.66666666666667,-268.1590902512221
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.65,0.25,2.6,0.4,12,7.621300130061172,33.33333333333333,-90.7068156726682
F30S120,30,120,240,-5,-30,-40,-30,0,15,15,1555,0.55,0.25,2.2,0.4,9,7.051640628848872,33.33333333333333,-99.10416406506374
F30S120,30,120,240,-5,-30,-40,-30,0,15,15,1555,0.55,0.25,2.2,0.45,9,6.971640628848945,33.33333333333333,-99.10416406506374
F30S120,30,120,240,-5,-20,-40,-20,0,20,15,1499,0.65,0.35,1.8571428571428574,0.45,11,6.926634500657656,54.54545454545454,-83.59496491234495
F60S90,60,90,360,-5,-20,-60,-30,5,20,15,607,0.65,0.25,2.6,0.45,3,5.812892693261347,33.33333333333333,-42.90710730673891
F60S90,60,90,360,-5,-20,-40,-30,0,15,10,1736,0.6,0.15,4.0,0.4,20,5.27492899078743,30.0,-159.1508327186766
F30S120,30,120,240,-5,-20,-50,-30,0,20,10,993,0.6,0.3,2.0,0.4,2,4.279999999999745,100.0,0.0
F30S120,30,120,240,-5,-30,-40,-30,0,15,15,1555,0.6,0.25,2.4,0.45,11,3.9906892132612484,45.45454545454545,-137.14049624384916
F30S120,30,120,240,-5,-20,-50,-30,0,20,10,993,0.6,0.3,2.0,0.45,1,3.7899999999999636,100.0,0.0
F30S120,30,120,240,-5,-20,-40,-30,10,15,10,972,0.55,0.25,2.2,0.45,3,3.719015168995611,33.33333333333333,-39.42999999999938
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.65,0.35,1.8571428571428574,0.4,21,3.417148075417117,28.57142857142857,-262.33950308428484
F30S120,30,120,240,-5,-30,-40,-30,0,15,10,778,0.7,0.2,3.4999999999999996,0.45,3,3.377248485520795,66.66666666666666,0.0
F60S90,60,90,360,-5,-20,-60,-30,5,15,15,588,0.6,0.15,4.0,0.4,3,2.6286250019302315,33.33333333333333,-12.875772628897721
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.55,0.25,2.2,0.4,19,1.7832038678952813,36.84210526315789,-145.44906018860183
F30S120,30,120,240,-5,-20,-50,-30,0,20,15,2299,0.6,0.15,4.0,0.4,12,1.773597395370416,25.0,-66.15098883931023
F30S120,30,120,240,-5,-20,-50,-30,0,20,15,2299,0.6,0.15,4.0,0.45,12,1.773597395370416,25.0,-66.15098883931023
F30S120,30,120,240,-5,-20,-40,-30,5,20,15,3414,0.55,0.25,2.2,0.4,43,1.3691959844154553,44.18604651162791,-142.94270466480975
F30S120,30,120,240,-5,-20,-40,-30,5,20,10,1400,0.6,0.25,2.4,0.4,7,1.2654326857809792,57.14285714285714,-54.536425614907785
F60S90,60,90,360,-5,-20,-50,-30,5,15,15,1099,0.6,0.25,2.4,0.45,11,1.0455688572437793,36.36363636363637,-120.68954150294121
F60S90,60,90,360,-5,-20,-60,-30,0,20,15,992,0.7,0.2,3.4999999999999996,0.45,6,0.9484075218269936,33.33333333333333,-56.73153345340961
F30S120,30,120,240,-5,-20,-40,-30,5,20,10,1400,0.6,0.25,2.4,0.45,7,0.9454326857812703,57.14285714285714,-55.07642561490775
F15S60,15,60,360,-5,-20,-40,-30,10,20,10,4108,0.6,0.15,4.0,0.45,65,0.5768126247526197,35.38461538461539,-345.59524028845726
F15S60,15,60,360,-5,-30,-40,-30,0,15,10,3358,0.6,0.15,4.0,0.4,67,0.40837607809771725,32.83582089552239,-231.29094893069987
F15S60,15,60,360,-5,-20,-40,-30,5,20,10,4446,0.65,0.25,2.6,0.4,138,0.3305349481238409,40.57971014492754,-701.8904830854863
F30S120,30,120,240,-5,-20,-60,-30,0,20,15,932,0.7,0.2,3.4999999999999996,0.45,1,0.32999999999992724,100.0,0.0
F30S120,30,120,240,-5,-20,-60,-30,0,20,15,932,0.7,0.2,3.4999999999999996,0.4,1,0.32999999999992724,100.0,0.0
F60S90,60,90,360,-5,-20,-50,-30,0,20,10,908,0.6,0.15,4.0,0.45,6,0.04849409166672558,33.33333333333333,-79.0293605511506
F60S90,60,90,360,-5,-20,-50,-30,0,20,10,908,0.55,0.25,2.2,0.4,19,-0.40959758854387474,42.10526315789473,-221.24340137787567
F30S120,30,120,240,0,-20,-40,-30,5,15,15,710,0.55,0.25,2.2,0.45,2,-2.219999999999345,50.0,-2.819999999999709
F15S60,15,60,360,-5,-30,-50,-30,0,20,15,3301,0.7,0.2,3.4999999999999996,0.45,62,-3.1393144793655665,37.096774193548384,-193.06502259938725
F15S60,15,60,360,-5,-30,-40,-30,10,15,15,4457,0.65,0.35,1.8571428571428574,0.45,105,-3.493138639530116,42.857142857142854,-602.6632704651147
F30S120,30,120,240,-5,-20,-50,-30,0,15,15,1973,0.6,0.15,4.0,0.4,12,-3.6433774846032065,16.666666666666664,-104.6450757341513
F15S60,15,60,360,-5,-20,-50,-30,10,15,15,3927,0.6,0.25,2.4,0.4,134,-4.002762876475117,39.55223880597015,-596.1856594715578
F30S120,30,120,240,-5,-20,-50,-30,5,20,15,1521,0.6,0.15,4.0,0.45,6,-5.216097635674032,16.666666666666664,-54.05058536569595
F60S90,60,90,360,-5,-30,-40,-30,10,20,15,501,0.55,0.25,2.2,0.45,3,-5.6628141219061945,66.66666666666666,-21.792814121906304
F60S90,60,90,360,-5,-30,-40,-30,10,20,15,501,0.55,0.25,2.2,0.4,3,-5.6628141219061945,66.66666666666666,-21.792814121906304
F60S90,60,90,360,-5,-20,-60,-30,0,20,15,992,0.6,0.3,2.0,0.4,12,-5.735144992864662,33.33333333333333,-84.73628609096158
F15S60,15,60,360,-5,-20,-40,-20,10,20,15,2805,0.65,0.35,1.8571428571428574,0.4,70,-6.020389508596509,45.714285714285715,-336.0521727483738
F15S60,15,60,360,-5,-20,-60,-30,5,20,15,2920,0.7,0.2,3.4999999999999996,0.45,30,-6.183681055312263,23.333333333333332,-118.57032681484134
F30S120,30,120,240,-5,-20,-60,-30,0,20,15,932,0.65,0.25,2.6,0.45,3,-6.239262940452136,66.66666666666666,0.0
F30S120,30,120,240,-5,-20,-40,-30,5,20,10,1400,0.6,0.3,2.0,0.4,7,-6.328554929510574,57.14285714285714,-58.74878489033745
F30S120,30,120,240,-5,-20,-40,-30,5,20,10,1400,0.65,0.35,1.8571428571428574,0.45,6,-6.351398379033526,50.0,-36.159999999999854
F15S60,15,60,360,-5,-20,-40,-20,10,20,15,2805,0.6,0.25,2.4,0.4,88,-6.372583699328061,40.909090909090914,-242.09458508039825
F30S120,30,120,240,-5,-20,-60,-30,0,20,15,932,0.6,0.25,2.4,0.4,3,-6.39926294045199,66.66666666666666,0.0
F30S120,30,120,240,-5,-20,-60,-30,0,20,15,932,0.6,0.25,2.4,0.45,3,-6.39926294045199,66.66666666666666,0.0
F30S120,30,120,240,-5,-20,-40,-30,0,20,10,2894,0.7,0.2,3.4999999999999996,0.4,10,-6.468478734973814,50.0,-109.64332645037211
