pattern,fh,sh,eh,ob,cool,os,rec,slk,rob,ros,n_bars,tpx,slx,rr,pt,nt,pnl,wr,dd
F30S120,30,120,240,-5,-20,-50,-30,5,20,15,1521,0.55,0.25,2.2,0.45,10,209.07499084549545,60.0,-22.847748991616754
F15S60,15,60,360,-5,-20,-40,-30,10,15,15,7430,0.6,0.25,2.4,0.4,249,208.79588087531874,41.76706827309237,-600.5735939344768
F30S120,30,120,240,-5,-20,-40,-30,10,20,15,2909,0.65,0.35,1.8571428571428574,0.45,16,208.11161598645458,43.75,-60.11848809407729
F30S120,30,120,240,-5,-20,-50,-30,5,20,15,1521,0.65,0.25,2.6,0.4,8,208.07813130931936,50.0,-65.06990346303064
F30S120,30,120,240,-5,-30,-40,-30,0,15,10,778,0.65,0.35,1.8571428571428574,0.45,5,207.51480386324147,80.0,0.0
F15S60,15,60,360,-5,-20,-40,-30,5,15,10,4103,0.6,0.3,2.0,0.4,134,207.2235874250523,47.76119402985074,-305.81277414280066
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.55,0.25,2.2,0.45,12,206.90160335073097,66.66666666666666,-60.79463993234822
F60S90,60,90,360,-5,-30,-40,-30,0,20,10,610,0.65,0.35,1.8571428571428574,0.45,5,206.10220598672186,80.0,0.0
F60S90,60,90,360,-5,-30,-40,-30,0,20,10,610,0.65,0.35,1.8571428571428574,0.4,5,206.10220598672186,80.0,0.0
F60S90,60,90,360,-5,-20,-40,-30,5,20,15,2440,0.6,0.25,2.4,0.45,44,205.95240615942566,38.63636363636363,-203.8823730776353
F60S90,60,90,360,-5,-20,-40,-30,0,20,15,4261,0.7,0.2,3.4999999999999996,0.4,55,205.93471563143612,43.63636363636363,-198.25237693904273
F60S90,60,90,360,-5,-20,-40,-30,0,20,10,2602,0.65,0.25,2.6,0.45,29,205.66322784395288,48.275862068965516,-181.58955631071422
F15S60,15,60,360,-5,-20,-60,-30,0,20,15,4303,0.6,0.3,2.0,0.45,92,205.08622193923793,45.65217391304348,-297.5491231414517
F60S90,60,90,360,-5,-20,-40,-30,10,20,10,1205,0.7,0.2,3.4999999999999996,0.4,12,204.39943776137352,50.0,-34.95412409624987
F30S120,30,120,240,-5,-20,-40,-30,0,15,15,4297,0.65,0.35,1.8571428571428574,0.45,38,204.35562658663957,47.368421052631575,-173.657503320077
F60S90,60,90,360,-5,-30,-40,-30,0,20,10,610,0.6,0.3,2.0,0.4,6,202.9568487205188,66.66666666666666,-35.09149256506316
F30S120,30,120,240,-5,-20,-40,-30,10,20,15,2909,0.6,0.25,2.4,0.4,19,202.26770346046487,42.10526315789473,-80.91414990106568
F60S90,60,90,360,-5,-20,-40,-30,5,15,10,884,0.7,0.2,3.4999999999999996,0.4,8,201.91327548697427,50.0,-56.308641166384405
F30S120,30,120,240,-5,-20,-40,-30,10,15,15,2540,0.65,0.35,1.8571428571428574,0.4,16,201.6911101620558,43.75,-85.99001676000535
F15S60,15,60,360,-5,-20,-50,-30,0,15,10,3266,0.6,0.3,2.0,0.4,89,201.50993039955802,50.56179775280899,-276.7647464815327
F30S120,30,120,240,-5,-20,-50,-30,0,15,15,1973,0.65,0.25,2.6,0.4,15,201.48357745599242,40.0,-104.4189933863172
F60S90,60,90,360,-5,-20,-40,-30,5,15,15,2211,0.6,0.25,2.4,0.45,56,199.8177902783509,39.285714285714285,-178.88402009532092
F30S120,30,120,240,-5,-30,-40,-30,10,20,15,1366,0.65,0.25,2.6,0.45,10,199.369543158552,50.0,-60.15025354147656
F30S120,30,120,240,-5,-30,-40,-30,10,20,15,1366,0.65,0.25,2.6,0.4,10,199.369543158552,50.0,-60.15025354147656
F60S90,60,90,360,-5,-20,-40,-30,5,20,15,2440,0.65,0.35,1.8571428571428574,0.45,52,199.34371695291748,36.53846153846153,-238.00666835887387
F60S90,60,90,360,-5,-20,-40,-30,10,15,15,1811,0.6,0.3,2.0,0.45,36,198.5421361232752,41.66666666666667,-109.69134142040548
F15S60,15,60,360,-5,-20,-40,-20,5,15,15,3087,0.6,0.3,2.0,0.4,88,198.01073017082535,48.86363636363637,-465.59904321120257
F30S120,30,120,240,-5,-30,-40,-30,0,15,15,1555,0.7,0.2,3.4999999999999996,0.4,10,197.29257712726712,40.0,-63.29782026120574
F60S90,60,90,360,-5,-20,-50,-30,10,20,15,763,0.6,0.3,2.0,0.4,8,196.2362468352685,50.0,-87.62856735803598
F15S60,15,60,360,-5,-20,-40,-30,0,15,10,7138,0.7,0.2,3.4999999999999996,0.4,120,195.09683537728552,37.5,-527.6757303355384
F30S120,30,120,240,-5,-20,-40,-30,10,15,15,2540,0.6,0.15,4.0,0.4,18,194.312585458983,33.33333333333333,-57.12042648073748
F30S120,30,120,240,-5,-30,-40,-30,0,20,10,1341,0.6,0.25,2.4,0.45,10,194.04481364956519,50.0,-61.35724069909702
F15S60,15,60,360,-5,-20,-40,-30,5,20,10,4446,0.7,0.2,3.4999999999999996,0.45,69,192.4756758257372,33.33333333333333,-139.818859992105
F60S90,60,90,360,-5,-20,-40,-30,10,15,10,862,0.6,0.3,2.0,0.45,10,192.27239870337053,60.0,-53.40282815425962
F60S90,60,90,360,-5,-20,-40,-30,10,15,10,862,0.6,0.3,2.0,0.4,10,191.66239870336994,60.0,-53.40282815425962
F30S120,30,120,240,-5,-30,-40,-30,0,15,10,778,0.6,0.25,2.4,0.4,6,191.4871487883538,83.33333333333334,0.0
F30S120,30,120,240,-5,-30,-40,-30,0,20,15,2241,0.65,0.35,1.8571428571428574,0.45,15,191.44515560230957,60.0,-64.32944996822698
F30S120,30,120,240,-5,-20,-40,-30,10,15,15,2540,0.55,0.25,2.2,0.45,17,191.31094495636216,47.05882352941176,-45.6899999999996
F60S90,60,90,360,-5,-20,-50,-30,0,15,10,635,0.6,0.3,2.0,0.4,3,191.27753431545352,66.66666666666666,-23.670000000000073
F60S90,60,90,360,-5,-20,-50,-30,0,15,10,635,0.6,0.25,2.4,0.4,3,191.27753431545352,66.66666666666666,-23.670000000000073
F15S60,15,60,360,-5,-30,-40,-30,5,15,15,4440,0.65,0.35,1.8571428571428574,0.4,144,191.18680764893043,48.61111111111111,-577.5069356628942
F30S120,30,120,240,-5,-20,-40,-30,0,20,10,2894,0.65,0.35,1.8571428571428574,0.4,21,191.14421609994315,57.14285714285714,-97.58935980665865
F15S60,15,60,360,-5,-30,-40,-30,10,15,15,4457,0.6,0.3,2.0,0.4,142,190.77739498389155,42.25352112676056,-491.9770564757828
F30S120,30,120,240,-5,-30,-40,-30,5,20,15,1334,0.6,0.3,2.0,0.4,10,190.3939160129894,70.0,-46.43000000000029
F15S60,15,60,360,-5,-30,-50,-30,0,15,15,2836,0.6,0.15,4.0,0.45,56,190.3880341466479,33.92857142857143,-223.16276689367533
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.65,0.35,1.8571428571428574,0.45,45,190.1992163799905,48.888888888888886,-176.8937561726475
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.55,0.25,2.2,0.45,8,190.0308728299583,62.5,-76.85431268765751
F60S90,60,90,360,-5,-30,-40,-30,0,20,15,836,0.6,0.15,4.0,0.45,8,189.83007717627333,62.5,-53.13415620014348
F15S60,15,60,360,-5,-20,-40,-30,5,20,15,9291,0.6,0.15,4.0,0.45,218,189.59570917384644,31.19266055045872,-381.88943401121924
F30S120,30,120,240,-5,-30,-40,-30,0,20,10,1341,0.6,0.3,2.0,0.45,10,188.41719396264034,50.0,-55.75448930046696
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.6,0.25,2.4,0.4,9,188.01132307669104,66.66666666666666,-63.017466835515734
F60S90,60,90,360,-5,-20,-40,-30,10,15,15,1811,0.6,0.15,4.0,0.4,38,187.70197726018478,34.21052631578947,-102.61230572770728
F15S60,15,60,360,-5,-20,-40,-30,5,15,10,4103,0.55,0.25,2.2,0.4,183,187.59924328893294,47.540983606557376,-489.29901691407485
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.6,0.15,4.0,0.4,5,187.5288099178224,60.0,-29.608480101309397
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.65,0.25,2.6,0.4,21,187.04453313490785,33.33333333333333,-201.50623825014281
F30S120,30,120,240,-5,-20,-50,-30,5,20,15,1521,0.6,0.25,2.4,0.4,8,186.9736517289848,50.0,-65.06990346303064
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.65,0.25,2.6,0.45,8,186.2300125497668,62.5,-52.09715634382883
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.6,0.15,4.0,0.4,10,185.81429398475666,50.0,-96.12148867727319
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.6,0.15,4.0,0.45,5,184.94880991782247,60.0,-29.608480101309397
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.6,0.25,2.4,0.45,11,183.1987914512688,63.63636363636363,-60.79463993234822
F60S90,60,90,360,-5,-20,-40,-30,10,15,15,1811,0.55,0.25,2.2,0.45,42,182.55640277314524,35.714285714285715,-200.26736075491863
F30S120,30,120,240,-5,-20,-40,-30,10,20,15,2909,0.6,0.3,2.0,0.4,19,182.13665402126753,42.10526315789473,-90.32897988127843
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.6,0.3,2.0,0.45,11,182.0185865562994,63.63636363636363,-72.95356791881841
F60S90,60,90,360,-5,-20,-40,-30,5,20,15,2440,0.6,0.15,4.0,0.4,42,181.3508692442988,28.57142857142857,-102.98356332330104
F60S90,60,90,360,-5,-20,-60,-30,5,15,15,588,0.6,0.25,2.4,0.4,3,180.91841529957765,66.66666666666666,-21.459621048162262
F30S120,30,120,240,-5,-20,-50,-30,0,15,15,1973,0.65,0.25,2.6,0.45,14,180.5935774559921,35.714285714285715,-104.4189933863172
F30S120,30,120,240,-5,-30,-40,-30,5,20,15,1334,0.6,0.25,2.4,0.4,10,179.3779595842734,70.0,-60.88448268872435
F30S120,30,120,240,-5,-30,-40,-30,0,15,10,778,0.6,0.3,2.0,0.4,6,179.3164609097339,83.33333333333334,0.0
F30S120,30,120,240,-5,-20,-40,-30,0,15,15,4297,0.55,0.25,2.2,0.45,43,179.24689968307075,44.18604651162791,-165.879361316393
F15S60,15,60,360,-5,-20,-40,-30,5,20,10,4446,0.65,0.35,1.8571428571428574,0.4,133,179.16105470249613,46.616541353383454,-454.5770335225875
F30S120,30,120,240,-5,-20,-40,-30,10,20,15,2909,0.6,0.15,4.0,0.45,16,179.09203643813316,37.5,-105.36725147053949
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.6,0.25,2.4,0.45,58,177.18903522016944,43.103448275862064,-277.4312352047359
F60S90,60,90,360,-5,-20,-50,-30,10,20,15,763,0.65,0.35,1.8571428571428574,0.45,8,176.7113527137899,50.0,-47.654238906298815
F30S120,30,120,240,-5,-20,-50,-30,0,15,15,1973,0.6,0.25,2.4,0.4,16,175.80401049051125,37.5,-120.90272961824667
F30S120,30,120,240,-5,-20,-50,-30,10,20,15,1084,0.6,0.15,4.0,0.45,4,175.5845497340656,50.0,-4.329999999999927
F15S60,15,60,360,-5,-20,-50,-30,0,15,15,7269,0.55,0.25,2.2,0.45,249,174.13208162614274,40.562248995983936,-645.3207707632982
F30S120,30,120,240,-5,-30,-40,-30,5,20,15,1334,0.6,0.3,2.0,0.45,9,173.98391601298954,66.66666666666666,-46.43000000000029
F60S90,60,90,360,-5,-20,-40,-30,10,15,10,862,0.65,0.25,2.6,0.4,12,173.97712014232093,58.333333333333336,-53.202038030784024
F15S60,15,60,360,-5,-30,-40,-30,0,20,15,7470,0.7,0.2,3.4999999999999996,0.4,143,173.60520683515915,36.36363636363637,-351.48832291149074
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.55,0.25,2.2,0.4,16,171.77487909781075,62.5,-94.57791105673186
F60S90,60,90,360,-5,-20,-50,-30,0,20,10,908,0.7,0.2,3.4999999999999996,0.4,6,170.99063745772582,50.0,-52.68624036743313
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.6,0.3,2.0,0.4,9,170.45639844082234,66.66666666666666,-72.88696020261887
F60S90,60,90,360,-5,-20,-40,-30,10,15,10,862,0.65,0.35,1.8571428571428574,0.4,13,169.83336773604879,53.84615384615385,-107.63696564882048
F60S90,60,90,360,-5,-20,-40,-30,10,15,15,1811,0.6,0.25,2.4,0.4,42,169.7691881300575,38.095238095238095,-259.4262290728484
F60S90,60,90,360,-5,-20,-40,-30,0,20,15,4261,0.6,0.15,4.0,0.4,76,169.701981549656,28.947368421052634,-196.3769254341355
F30S120,30,120,240,-5,-30,-40,-30,5,20,15,1334,0.6,0.15,4.0,0.4,11,169.67263460392223,54.54545454545454,-46.84626839326029
F30S120,30,120,240,-5,-30,-40,-30,5,20,15,1334,0.6,0.15,4.0,0.45,11,169.67263460392223,54.54545454545454,-46.84626839326029
F15S60,15,60,360,-5,-20,-60,-30,5,15,15,2840,0.65,0.35,1.8571428571428574,0.45,62,169.21684093629028,38.70967741935484,-197.78694680351327
F60S90,60,90,360,-5,-20,-40,-30,5,15,15,2211,0.6,0.25,2.4,0.4,68,169.11162752677228,41.17647058823529,-220.03434528736761
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.65,0.35,1.8571428571428574,0.45,5,169.10464593817778,60.0,-13.670000000000073
F15S60,15,60,360,-5,-20,-40,-30,0,20,10,8850,0.65,0.35,1.8571428571428574,0.4,187,167.5057113313751,45.98930481283423,-500.17147345909416
F30S120,30,120,240,-5,-30,-50,-30,0,20,15,721,0.65,0.35,1.8571428571428574,0.4,4,167.4043310657844,75.0,-0.15999999999985448
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.6,0.15,4.0,0.45,43,167.23617105311587,39.53488372093023,-115.72778319065492
F15S60,15,60,360,-5,-20,-50,-30,0,15,10,3266,0.6,0.3,2.0,0.45,71,167.1294664151983,50.70422535211267,-284.1714907820274
F30S120,30,120,240,-5,-30,-40,-30,0,20,10,1341,0.65,0.35,1.8571428571428574,0.4,7,166.63171930142653,57.14285714285714,-52.41000000000031
F15S60,15,60,360,-5,-20,-60,-30,0,20,15,4303,0.6,0.3,2.0,0.4,116,165.89433660024497,44.827586206896555,-425.5898562751072
F30S120,30,120,240,-5,-20,-50,-30,10,20,15,1084,0.6,0.15,4.0,0.4,5,164.96914563789278,40.0,-10.615404096172824
F30S120,30,120,240,-5,-30,-40,-30,0,20,15,2241,0.7,0.2,3.4999999999999996,0.45,9,164.76324586152805,44.44444444444444,-49.48726973356497
F30S120,30,120,240,-5,-30,-40,-30,0,20,10,1341,0.65,0.25,2.6,0.4,7,164.54377693275364,57.14285714285714,-58.786420706650006
F30S120,30,120,240,-5,-30,-50,-30,0,20,15,721,0.65,0.35,1.8571428571428574,0.45,3,164.1543310657844,66.66666666666666,-0.15999999999985448
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.65,0.25,2.6,0.4,9,164.07804595490688,55.55555555555556,-111.5074952609657
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.6,0.15,4.0,0.4,53,163.82738185343214,37.735849056603776,-146.61830849932448
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.6,0.3,2.0,0.4,18,163.4913668761069,55.55555555555556,-52.92576564404226
F15S60,15,60,360,-5,-20,-40,-20,5,20,15,3263,0.65,0.25,2.6,0.45,60,163.37650693360047,51.66666666666667,-350.6530060716277
F30S120,30,120,240,-5,-30,-40,-30,5,20,15,1334,0.6,0.25,2.4,0.45,9,162.96795958427356,66.66666666666666,-60.88448268872435
F30S120,30,120,240,-5,-20,-40,-30,10,20,15,2909,0.55,0.25,2.2,0.45,23,162.9067925041045,43.47826086956522,-65.05178836034975
F30S120,30,120,240,-5,-30,-40,-30,0,15,10,778,0.65,0.25,2.6,0.45,5,162.71136447014214,80.0,0.0
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.65,0.35,1.8571428571428574,0.45,8,161.60077419205845,62.5,-67.46801888135997
F60S90,60,90,360,-5,-20,-40,-30,0,20,10,2602,0.7,0.2,3.4999999999999996,0.45,23,161.51231522098396,34.78260869565217,-133.4306863585034
F15S60,15,60,360,-5,-20,-40,-20,5,15,15,3087,0.65,0.35,1.8571428571428574,0.4,70,161.4213601318229,42.857142857142854,-363.0486433519254
F15S60,15,60,360,-5,-20,-40,-30,10,20,10,4108,0.7,0.2,3.4999999999999996,0.45,50,161.1252253671346,40.0,-201.6961226414487
F15S60,15,60,360,-5,-30,-40,-30,0,20,10,4477,0.65,0.25,2.6,0.4,131,160.94792964386352,39.69465648854962,-423.82868396351023
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.55,0.25,2.2,0.45,66,159.6437252784758,48.484848484848484,-239.9724621552714
F60S90,60,90,360,-5,-20,-40,-30,0,20,15,4261,0.55,0.25,2.2,0.45,98,158.9047926323401,42.857142857142854,-353.56110872120416
F60S90,60,90,360,-5,-20,-50,-30,10,15,15,682,0.65,0.35,1.8571428571428574,0.45,6,158.2242976884154,50.0,-47.094238906299324
F15S60,15,60,360,-5,-20,-50,-30,0,15,10,3266,0.6,0.15,4.0,0.4,59,156.80644676414158,28.8135593220339,-154.85024209930316
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.65,0.35,1.8571428571428574,0.45,12,156.3894275037046,50.0,-71.60948414937047
F15S60,15,60,360,-5,-20,-60,-30,5,20,15,2920,0.55,0.25,2.2,0.45,99,155.49088175462794,37.37373737373738,-190.86202476724247
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.6,0.25,2.4,0.45,16,155.3392677280931,50.0,-44.104804703369155
F30S120,30,120,240,-5,-20,-50,-30,10,15,15,1000,0.6,0.15,4.0,0.4,5,154.9240875585806,40.0,-27.900145622134005
F30S120,30,120,240,-5,-20,-50,-30,10,15,15,1000,0.6,0.15,4.0,0.45,5,154.9240875585806,40.0,-27.900145622134005
F30S120,30,120,240,-5,-30,-40,-30,0,15,10,778,0.6,0.25,2.4,0.45,5,153.83714878835417,80.0,0.0
F60S90,60,90,360,-5,-20,-50,-30,0,15,10,635,0.65,0.35,1.8571428571428574,0.45,2,153.69284266287286,50.0,-23.670000000000073
F60S90,60,90,360,-5,-20,-50,-30,0,15,10,635,0.65,0.35,1.8571428571428574,0.4,2,153.69284266287286,50.0,-23.670000000000073
F15S60,15,60,360,-5,-30,-40,-30,10,15,15,4457,0.65,0.35,1.8571428571428574,0.4,127,152.42518729899894,43.30708661417323,-621.5159896416803
F15S60,15,60,360,-5,-20,-40,-30,0,20,10,8850,0.7,0.2,3.4999999999999996,0.45,139,151.3303377762427,35.97122302158273,-466.42087217004246
F30S120,30,120,240,-5,-20,-40,-20,5,20,15,934,0.65,0.25,2.6,0.4,5,150.180449295357,80.0,-13.38000000000011
F30S120,30,120,240,-5,-20,-40,-20,5,20,15,934,0.65,0.35,1.8571428571428574,0.4,5,150.180449295357,80.0,-13.38000000000011
F30S120,30,120,240,-5,-20,-40,-30,10,15,15,2540,0.55,0.25,2.2,0.4,23,150.11010693543813,43.47826086956522,-94.34506553757001
F60S90,60,90,360,-5,-20,-50,-30,0,20,10,908,0.65,0.35,1.8571428571428574,0.4,16,149.96598687416963,56.25,-115.8709206430085
F15S60,15,60,360,-5,-20,-50,-30,0,20,15,8170,0.6,0.15,4.0,0.4,221,149.55328190856835,30.316742081447963,-323.90347488994576
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.6,0.25,2.4,0.4,12,149.41552032688514,58.333333333333336,-94.57791105673186
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.6,0.25,2.4,0.4,18,148.5600054749907,50.0,-44.70406695647125
F15S60,15,60,360,-5,-30,-40,-30,0,20,10,4477,0.6,0.25,2.4,0.4,134,148.28809241099543,41.04477611940299,-532.5211124219527
F30S120,30,120,240,-5,-20,-40,-30,0,15,15,4297,0.6,0.25,2.4,0.45,38,147.76475413448634,44.73684210526316,-151.9129186574146
F60S90,60,90,360,-5,-20,-50,-30,10,20,15,763,0.65,0.25,2.6,0.45,11,147.73638709805437,36.36363636363637,-97.39158406742445
F15S60,15,60,360,-5,-30,-40,-30,0,15,10,3358,0.7,0.2,3.4999999999999996,0.45,35,147.30773998317682,34.285714285714285,-151.5251178001945
F30S120,30,120,240,-5,-20,-40,-30,0,20,10,2894,0.6,0.3,2.0,0.4,23,146.7205631698739,56.52173913043478,-87.05103880779461
F30S120,30,120,240,-5,-30,-40,-30,10,20,15,1366,0.7,0.2,3.4999999999999996,0.4,8,146.64416443032724,25.0,-43.883761556759055
F30S120,30,120,240,-5,-30,-40,-30,10,20,15,1366,0.7,0.2,3.4999999999999996,0.45,8,146.64416443032724,25.0,-43.883761556759055
F60S90,60,90,360,-5,-20,-40,-30,5,20,10,1035,0.7,0.2,3.4999999999999996,0.4,8,146.46265532343477,62.5,-28.11295639942182
F15S60,15,60,360,-5,-20,-40,-20,5,20,15,3263,0.65,0.35,1.8571428571428574,0.45,64,145.37515932321094,54.6875,-539.1657161661196
F60S90,60,90,360,-5,-30,-40,-30,0,20,10,610,0.7,0.2,3.4999999999999996,0.4,4,145.35719074158806,75.0,0.0
F30S120,30,120,240,-5,-20,-50,-30,0,15,10,760,0.6,0.15,4.0,0.45,5,145.16317909308327,60.0,-37.97936489034146
F30S120,30,120,240,-5,-20,-50,-30,0,15,10,760,0.6,0.15,4.0,0.4,5,145.16317909308327,60.0,-37.97936489034146
F15S60,15,60,360,-5,-20,-40,-30,10,20,10,4108,0.6,0.15,4.0,0.4,85,144.97877204082533,35.294117647058826,-327.84358231120586
F60S90,60,90,360,-5,-20,-50,-30,5,20,15,1160,0.6,0.25,2.4,0.4,13,144.70369418798236,46.15384615384615,-87.02094143916383
F15S60,15,60,360,-5,-20,-40,-30,5,20,10,4446,0.6,0.25,2.4,0.45,130,143.55126689023427,43.84615384615385,-408.33887601210154
F60S90,60,90,360,-5,-20,-40,-30,10,20,10,1205,0.7,0.2,3.4999999999999996,0.45,11,142.59278697792342,45.45454545454545,-34.95412409624987
F15S60,15,60,360,-5,-30,-40,-30,10,20,15,5132,0.7,0.2,3.4999999999999996,0.45,86,142.33934078411812,36.04651162790697,-253.99222536471734
F30S120,30,120,240,-5,-30,-40,-30,0,15,10,778,0.6,0.3,2.0,0.45,5,141.66646090973427,80.0,0.0
F30S120,30,120,240,-5,-30,-40,-30,5,15,15,1133,0.6,0.3,2.0,0.4,12,141.47866120703975,58.333333333333336,-113.49349326807805
F30S120,30,120,240,-5,-20,-40,-30,5,15,10,1239,0.55,0.25,2.2,0.4,11,140.9486656385934,72.72727272727273,-34.57999999999993
F30S120,30,120,240,-5,-20,-40,-30,0,20,15,5302,0.65,0.25,2.6,0.45,49,140.50700645217648,44.89795918367347,-201.79816486569507
F30S120,30,120,240,-5,-30,-40,-30,0,20,15,2241,0.65,0.35,1.8571428571428574,0.4,16,140.23430456370988,56.25,-64.03944996822702
F60S90,60,90,360,-5,-20,-50,-30,0,15,10,635,0.6,0.3,2.0,0.45,2,140.0495470734204,50.0,-23.670000000000073
F60S90,60,90,360,-5,-20,-50,-30,0,15,10,635,0.6,0.25,2.4,0.45,2,140.0495470734204,50.0,-23.670000000000073
F15S60,15,60,360,-5,-30,-40,-30,0,15,10,3358,0.65,0.35,1.8571428571428574,0.4,89,137.82802912257603,52.80898876404494,-283.1488364883189
F60S90,60,90,360,-5,-20,-50,-30,10,20,15,763,0.65,0.25,2.6,0.4,12,136.83638709805473,33.33333333333333,-97.39158406742445
F60S90,60,90,360,-5,-20,-40,-30,5,15,15,2211,0.7,0.2,3.4999999999999996,0.45,23,136.07687231384443,30.434782608695656,-113.04793810142746
F15S60,15,60,360,-5,-20,-40,-20,0,15,15,4625,0.65,0.35,1.8571428571428574,0.4,108,135.73288922568372,46.2962962962963,-601.576447663509
F15S60,15,60,360,0,-20,-40,-30,0,20,15,3339,0.7,0.2,3.4999999999999996,0.45,36,135.34258082512997,44.44444444444444,-198.3621439106837
F15S60,15,60,360,-5,-30,-40,-30,5,15,15,4440,0.6,0.3,2.0,0.45,131,134.70088166437472,44.274809160305345,-500.01466357078743
F30S120,30,120,240,-5,-20,-40,-20,0,15,15,1239,0.55,0.25,2.2,0.45,8,134.55929796083046,75.0,-13.38000000000011
F60S90,60,90,360,-5,-20,-40,-30,5,20,15,2440,0.6,0.25,2.4,0.4,53,134.21555965649304,35.84905660377358,-222.15751679536424
F15S60,15,60,360,-5,-30,-40,-30,0,15,15,6070,0.7,0.2,3.4999999999999996,0.4,111,132.83538840465053,32.432432432432435,-467.0871299424407
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.6,0.3,2.0,0.45,16,132.77136687610664,50.0,-52.92576564404226
F15S60,15,60,360,-5,-20,-40,-30,0,20,10,8850,0.7,0.2,3.4999999999999996,0.4,172,132.0053354699926,38.372093023255815,-473.45181808813913
F60S90,60,90,360,-5,-20,-40,-30,10,15,10,862,0.65,0.25,2.6,0.45,11,131.92712014232075,54.54545454545454,-53.202038030784024
F30S120,30,120,240,-5,-20,-40,-30,0,20,10,2894,0.6,0.3,2.0,0.45,22,131.54056316987362,54.54545454545454,-87.05103880779461
F60S90,60,90,360,-5,-20,-50,-30,0,20,15,1944,0.65,0.35,1.8571428571428574,0.45,16,131.23632378675347,37.5,-262.8595030842839
F30S120,30,120,240,-5,-20,-40,-30,10,15,15,2540,0.7,0.2,3.4999999999999996,0.45,6,130.63771646602027,33.33333333333333,-35.05405466485536
F15S60,15,60,360,-5,-20,-40,-20,5,15,15,3087,0.6,0.15,4.0,0.4,72,130.22338528745559,36.11111111111111,-203.16007684898432
F60S90,60,90,360,-5,-20,-40,-30,5,20,10,1035,0.7,0.2,3.4999999999999996,0.45,7,129.69265532343434,57.14285714285714,-28.11295639942182
F15S60,15,60,360,-5,-30,-40,-30,0,20,10,4477,0.65,0.25,2.6,0.45,110,128.57754970264705,39.09090909090909,-422.7531498121207
F60S90,60,90,360,-5,-20,-60,-30,5,15,15,588,0.65,0.25,2.6,0.45,6,128.2963196008568,50.0,-62.29121290563762
F60S90,60,90,360,-5,-20,-60,-30,5,15,15,588,0.65,0.25,2.6,0.4,6,128.2963196008568,50.0,-62.29121290563762
F60S90,60,90,360,-5,-20,-60,-30,5,15,15,588,0.65,0.35,1.8571428571428574,0.45,3,128.10571915539458,100.0,0.0
F30S120,30,120,240,-5,-30,-40,-30,10,15,15,1067,0.55,0.25,2.2,0.4,9,128.03354623602945,55.55555555555556,-84.03163928158665
F15S60,15,60,360,-5,-20,-50,-30,10,15,15,3927,0.6,0.3,2.0,0.4,135,127.13166212420674,43.7037037037037,-510.42234226605433
F30S120,30,120,240,-5,-20,-40,-30,0,15,10,2078,0.65,0.25,2.6,0.4,13,127.00722540842798,46.15384615384615,-97.16963756255336
F30S120,30,120,240,-5,-20,-50,-30,0,15,10,760,0.7,0.2,3.4999999999999996,0.45,2,126.59788296780425,50.0,0.0
F30S120,30,120,240,-5,-20,-50,-30,0,15,10,760,0.7,0.2,3.4999999999999996,0.4,2,126.59788296780425,50.0,0.0
F30S120,30,120,240,-5,-20,-50,-30,5,20,15,1521,0.55,0.25,2.2,0.4,13,126.1403351555773,46.15384615384615,-81.52485400645492
F15S60,15,60,360,-5,-30,-40,-30,0,20,15,7470,0.7,0.2,3.4999999999999996,0.45,122,125.88229531237994,36.885245901639344,-302.9294429383117
F60S90,60,90,360,-5,-20,-50,-30,10,15,15,682,0.6,0.3,2.0,0.45,6,125.2724813689374,33.33333333333333,-68.61155241079996
