side,signal_ts,entry_time,entry_price,entry_style,stop,target,sl,tp,horizon,timeout,impulse_low,impulse_high,target_updates,exit_time,exit_price,exit_reason,pnl,win
1,2026-02-03 17:30:00+00:00,2026-02-03 17:32:00+00:00,4956.5,breakout_next_open,4941.66,5001.02,14.840000000000146,44.52000000000044,120,2026-02-03 19:32:00+00:00,4941.66,4953.48,0,2026-02-03 17:40:00+00:00,4941.66,stop_loss,-14.840000000000146,False
1,2026-02-03 18:15:00+00:00,2026-02-03 18:17:00+00:00,4946.1,breakout_next_open,4926.05,5006.250000000001,20.050000000000182,60.150000000000546,120,2026-02-03 20:17:00+00:00,4926.05,4933.55,0,2026-02-03 18:24:00+00:00,4926.05,stop_loss,-20.050000000000182,False
1,2026-02-03 19:30:00+00:00,2026-02-03 19:32:00+00:00,4924.64,breakout_next_open,4914.49,4955.090000000002,10.150000000000546,30.450000000001637,120,2026-02-03 21:32:00+00:00,4914.49,4923.23,0,2026-02-03 20:01:00+00:00,4914.49,stop_loss,-10.150000000000546,False
1,2026-02-03 20:45:00+00:00,2026-02-03 20:47:00+00:00,4952.36,breakout_next_open,4938.0,4995.439999999999,14.359999999999673,43.07999999999902,120,2026-02-03 22:47:00+00:00,4938.0,4944.1,0,2026-02-03 20:49:00+00:00,4938.0,stop_loss,-14.359999999999673,False
1,2026-02-04 10:45:00+00:00,2026-02-04 10:47:00+00:00,5061.33,breakout_next_open,5044.24,5112.6,17.090000000000146,51.27000000000044,120,2026-02-04 12:47:00+00:00,5044.24,5054.65,0,2026-02-04 11:12:00+00:00,5044.24,stop_loss,-17.090000000000146,False
1,2026-02-04 11:45:00+00:00,2026-02-04 11:50:00+00:00,5039.36,breakout_next_open,5025.51,5080.909999999998,13.849999999999454,41.54999999999836,120,2026-02-04 14:00:00+00:00,5025.51,5036.41,1,2026-02-04 13:10:00+00:00,5025.51,stop_loss,-13.849999999999454,False
1,2026-02-04 13:30:00+00:00,2026-02-04 13:32:00+00:00,5056.26,breakout_next_open,5028.15,5140.590000000002,28.110000000000582,84.33000000000175,120,2026-02-04 16:00:00+00:00,5028.15,5043.85,2,2026-02-04 14:30:00+00:00,5028.15,stop_loss,-28.110000000000582,False
-1,2026-02-05 08:30:00+00:00,2026-02-05 08:32:00+00:00,4919.6,breakout_next_open,4940.15,4857.950000000003,20.549999999999272,61.64999999999782,120,2026-02-05 11:15:00+00:00,4934.04,4940.15,2,2026-02-05 09:20:00+00:00,4857.950000000003,target_hit,61.64999999999782,True
-1,2026-02-05 10:00:00+00:00,2026-02-05 10:02:00+00:00,4857.83,breakout_next_open,4894.42,4748.0599999999995,36.590000000000146,109.77000000000044,120,2026-02-05 12:30:00+00:00,4887.65,4894.42,1,2026-02-05 11:23:00+00:00,4894.42,stop_loss,-36.590000000000146,False
-1,2026-02-05 11:45:00+00:00,2026-02-05 11:47:00+00:00,4879.45,breakout_next_open,4893.53,4837.21,14.079999999999927,42.23999999999978,120,2026-02-05 13:47:00+00:00,4884.42,4893.53,0,2026-02-05 12:11:00+00:00,4837.21,target_hit,42.23999999999978,True
