side,signal_ts,entry_time,entry_price,entry_style,stop,target,sl,tp,horizon,timeout,impulse_low,impulse_high,target_updates,exit_time,exit_price,exit_reason,pnl,win
1,2025-06-02 07:30:00+00:00,2025-06-02 07:31:00+00:00,3355.88,open,3351.18,3369.980000000001,4.700000000000273,14.100000000000819,120,2025-06-02 09:31:00+00:00,3351.18,3354.8,0,2025-06-02 07:55:00+00:00,3351.18,stop_loss,-4.700000000000273,False
1,2025-06-02 11:00:00+00:00,2025-06-02 11:01:00+00:00,3348.4,open,3346.31,3354.6700000000005,2.0900000000001455,6.270000000000437,120,2025-06-02 13:01:00+00:00,3346.31,3350.43,0,2025-06-02 11:05:00+00:00,3346.31,stop_loss,-2.0900000000001455,False
1,2025-06-02 11:45:00+00:00,2025-06-02 11:46:00+00:00,3356.74,open,3354.15,3364.509999999999,2.5899999999996908,7.769999999999072,120,2025-06-02 13:46:00+00:00,3354.15,3358.08,0,2025-06-02 11:50:00+00:00,3354.15,stop_loss,-2.5899999999996908,False
1,2025-06-02 14:00:00+00:00,2025-06-02 14:01:00+00:00,3375.2,open,3369.83,3391.3099999999995,5.369999999999891,16.109999999999673,120,2025-06-02 16:01:00+00:00,3369.83,3374.88,0,2025-06-02 14:08:00+00:00,3369.83,stop_loss,-5.369999999999891,False
-1,2025-06-02 15:30:00+00:00,2025-06-02 15:31:00+00:00,3372.38,open,3375.3,3363.62,2.9200000000000728,8.760000000000218,120,2025-06-02 17:31:00+00:00,3371.85,3375.3,0,2025-06-02 15:42:00+00:00,3375.3,stop_loss,-2.9200000000000728,False
-1,2025-06-03 13:45:00+00:00,2025-06-03 13:46:00+00:00,3348.48,open,3359.86,3314.3399999999997,11.38000000000011,34.14000000000033,120,2025-06-03 16:15:00+00:00,3353.32,3359.86,2,2025-06-03 16:15:00+00:00,3349.99,timeout,-1.5099999999997635,False
-1,2025-06-04 11:00:00+00:00,2025-06-04 11:01:00+00:00,3351.13,open,3354.23,3341.8300000000004,3.099999999999909,9.299999999999727,120,2025-06-04 13:30:00+00:00,3349.93,3354.23,1,2025-06-04 12:15:00+00:00,3354.23,stop_loss,-3.099999999999909,False
-1,2025-06-04 12:30:00+00:00,2025-06-04 12:31:00+00:00,3349.78,open,3350.95,3346.2700000000013,1.169999999999618,3.509999999998854,120,2025-06-04 14:31:00+00:00,3345.47,3350.95,0,2025-06-04 12:32:00+00:00,3350.95,stop_loss,-1.169999999999618,False
1,2025-06-04 12:45:00+00:00,2025-06-04 12:46:00+00:00,3356.08,open,3349.75,3375.0699999999997,6.329999999999927,18.98999999999978,120,2025-06-04 16:15:00+00:00,3349.75,3354.98,1,2025-06-04 14:37:00+00:00,3375.0699999999997,target_hit,18.98999999999978,True
1,2025-06-05 10:15:00+00:00,2025-06-05 10:16:00+00:00,3391.93,open,3389.98,3397.7799999999993,1.949999999999818,5.849999999999454,120,2025-06-05 12:16:00+00:00,3389.98,3394.29,0,2025-06-05 10:31:00+00:00,3397.7799999999993,target_hit,5.849999999999454,True
-1,2025-06-05 13:00:00+00:00,2025-06-05 13:01:00+00:00,3379.43,open,3391.08,3344.4799999999996,11.650000000000091,34.95000000000027,120,2025-06-05 17:45:00+00:00,3380.57,3391.08,7,2025-06-05 15:47:00+00:00,3344.4799999999996,target_hit,34.95000000000027,True
-1,2025-06-06 09:15:00+00:00,2025-06-06 09:16:00+00:00,3360.33,open,3365.4,3345.1199999999994,5.070000000000164,15.210000000000491,120,2025-06-06 11:16:00+00:00,3361.1,3365.4,0,2025-06-06 11:16:00+00:00,3362.13,timeout,-1.800000000000182,False
-1,2025-06-06 12:45:00+00:00,2025-06-06 12:46:00+00:00,3353.01,open,3362.37,3324.930000000001,9.359999999999673,28.079999999999018,120,2025-06-06 16:15:00+00:00,3349.3,3362.37,4,2025-06-06 14:19:00+00:00,3324.930000000001,target_hit,28.079999999999018,True
