initial_sl,ml_trades,ml_wr,ml_net,ml_avg,ml_scaled_pct,ml_stop_loss_n,ora_trades,ora_wr,ora_net,ora_avg,ora_scaled_pct,ora_stop_loss_n
8,741,54.385964912280706,-143.79499999999825,-0.19405533063427566,46.558704453441294,225,1486,97.37550471063257,7063.290000000003,4.753223418573353,82.16689098250336,2
10,721,57.9750346740638,-79.86499999999842,-0.11076976421636396,49.51456310679612,159,1486,97.442799461642,7094.290000000003,4.774084791386274,82.23418573351279,1
12,743,57.065948855989234,-221.59000000000242,-0.29823687752355643,48.04845222072679,120,1486,97.51009421265141,7119.490000000003,4.791043068640648,82.3014804845222,0
15,733,59.89085948158254,-99.53999999999496,-0.13579809004092083,50.61391541609823,80,1486,97.51009421265141,7119.490000000003,4.791043068640648,82.3014804845222,0
18,730,59.45205479452055,-88.94000000000278,-0.12183561643835998,50.54794520547945,43,1486,97.51009421265141,7119.490000000003,4.791043068640648,82.3014804845222,0
20,764,61.38743455497382,134.98499999999603,0.17668193717276967,53.010471204188484,36,1486,97.51009421265141,7121.990000000003,4.792725437415884,82.3014804845222,0
25,732,61.20218579234973,4.700000000003001,0.006420765027326505,52.322404371584696,19,1486,97.51009421265141,7121.990000000003,4.792725437415884,82.3014804845222,0
30,744,61.55913978494624,86.47500000000036,0.1162298387096779,52.68817204301075,11,1486,97.51009421265141,7121.990000000003,4.792725437415884,82.3014804845222,0
