tp,sl,horizon,n,wr,avg_pnl,net_pnl,gross_profit,gross_loss,profit_factor,expectancy
10,8,30,94,0.40425531914893614,-0.22808510638295512,-21.43999999999778,394.90000000000055,416.3399999999983,0.9485036268434504,-0.22808510638295512
10,8,45,94,0.40425531914893614,-0.31063829787232883,-29.19999999999891,403.2400000000007,432.4399999999996,0.9324761816668233,-0.31063829787232883
10,8,60,94,0.40425531914893614,-0.33457446808510444,-31.449999999999818,408.22000000000025,439.6700000000001,0.9284690790820392,-0.33457446808510444
10,8,90,94,0.40425531914893614,-0.08585106382976479,-8.06999999999789,431.6000000000022,439.6700000000001,0.9816453249027728,-0.08585106382976479
10,10,30,86,0.4883720930232558,0.483139534883723,41.55000000000018,437.9899999999998,396.4399999999996,1.104807789324993,0.483139534883723
10,10,45,87,0.4827586206896552,0.30563218390804764,26.590000000000146,449.3100000000004,422.72000000000025,1.0629021574564728,0.30563218390804764
10,10,60,87,0.4827586206896552,0.20988505747125644,18.25999999999931,452.1400000000003,433.880000000001,1.0420853692265126,0.20988505747125644
10,10,90,89,0.48314606741573035,0.45168539325844537,40.20000000000164,481.6200000000017,441.4200000000001,1.0910697295093146,0.45168539325844537
10,12,30,85,0.5176470588235295,0.46517647058824557,39.54000000000087,445.7499999999991,406.2099999999982,1.0973388148987002,0.46517647058824557
10,12,45,86,0.5,0.026162790697684995,2.2500000000009095,454.71000000000004,452.4599999999991,1.0049728152764905,0.026162790697684995
10,12,60,86,0.5232558139534884,0.09953488372092431,8.55999999999949,458.41999999999916,449.8599999999997,1.0190281420886487,0.09953488372092431
10,12,90,86,0.5232558139534884,0.4995348837209518,42.960000000001855,503.1800000000012,460.21999999999935,1.0933466602929076,0.4995348837209518
10,15,30,78,0.5641025641025641,0.6955128205128321,54.25000000000091,432.33999999999924,378.0899999999983,1.1434843555767176,0.6955128205128321
10,15,45,78,0.5769230769230769,0.6614102564102466,51.589999999999236,453.77999999999975,402.1900000000005,1.1282727069295586,0.6614102564102466
10,15,60,74,0.5945945945945946,1.247972972972941,92.34999999999764,458.7499999999991,366.40000000000146,1.2520469432314336,1.247972972972941
10,15,90,74,0.5945945945945946,1.4189189189189435,105.00000000000182,489.40000000000146,384.39999999999964,1.273152965660775,1.4189189189189435
10,20,30,70,0.5714285714285714,0.9679999999999771,67.7599999999984,409.1799999999985,341.4200000000001,1.198465233436818,0.9679999999999771
10,20,45,72,0.5833333333333334,0.6077777777777555,43.7599999999984,431.29999999999836,387.53999999999996,1.1129173762708324,0.6077777777777555
10,20,60,69,0.6231884057971014,0.9388405797101017,64.77999999999702,438.40999999999804,373.630000000001,1.1733800818991966,0.9388405797101017
10,20,90,68,0.6323529411764706,1.036176470588236,70.46000000000004,470.3199999999997,399.8599999999997,1.1762116740859303,1.036176470588236
10,25,30,68,0.5882352941176471,0.9314705882352561,63.33999999999742,398.2699999999977,334.9300000000003,1.1891141432538064,0.9314705882352561
10,25,45,69,0.5942028985507246,0.6663768115941702,45.979999999997744,418.99999999999727,373.0199999999995,1.1232641681411126,0.6663768115941702
10,25,60,66,0.6212121212121212,0.9927272727272243,65.5199999999968,431.0899999999983,365.5700000000015,1.1792269606368042,0.9927272727272243
10,25,90,65,0.6307692307692307,1.0783076923076946,70.09000000000015,467.9399999999987,397.84999999999854,1.1761719240919954,1.0783076923076946
10,30,30,68,0.5735294117647058,0.46588235294112723,31.679999999996653,398.1799999999985,366.5000000000018,1.0864392905866207,0.46588235294112723
10,30,45,67,0.5970149253731343,0.2858208955223419,19.149999999996908,416.3899999999976,397.2400000000007,1.0482076326653833,0.2858208955223419
10,30,60,62,0.6451612903225806,1.311774193548342,81.3299999999972,429.7999999999993,348.4700000000021,1.2333916836456416,1.311774193548342
10,30,90,62,0.6451612903225806,1.241290322580631,76.95999999999913,457.0499999999993,380.09000000000015,1.2024783603883267,1.241290322580631
15,8,30,86,0.38372093023255816,0.1663953488372351,14.31000000000222,402.60000000000036,388.28999999999814,1.036853897859853,0.1663953488372351
15,8,45,82,0.36585365853658536,0.3317073170731907,27.200000000001637,417.78000000000065,390.579999999999,1.0696400225306,0.3317073170731907
15,8,60,82,0.36585365853658536,0.4200000000000062,34.44000000000051,437.46000000000004,403.0199999999995,1.0854548161381583,0.4200000000000062
15,8,90,82,0.36585365853658536,0.5208536585365969,42.710000000000946,450.380000000001,407.6700000000001,1.1047661098437485,0.5208536585365969
15,10,30,76,0.4473684210526316,0.5047368421052828,38.36000000000149,408.7500000000009,370.3899999999994,1.1035665109749224,0.5047368421052828
15,10,45,74,0.4189189189189189,0.3689189189189337,27.30000000000109,416.16000000000076,388.8599999999997,1.0702052152445638,0.3689189189189337
15,10,60,74,0.40540540540540543,0.35459459459460396,26.24000000000069,426.6800000000003,400.4399999999996,1.065527919288784,0.35459459459460396
15,10,90,76,0.40789473684210525,0.38473684210527226,29.24000000000069,450.7000000000007,421.46000000000004,1.069377876904097,0.38473684210527226
15,12,30,76,0.47368421052631576,0.39934210526318664,30.350000000002183,416.5100000000002,386.15999999999804,1.0785943650300454,0.39934210526318664
15,12,45,71,0.43661971830985913,0.31169014084509755,22.130000000001928,420.7300000000005,398.59999999999854,1.0555193176116457,0.31169014084509755
15,12,60,72,0.4444444444444444,0.3293055555555687,23.710000000000946,432.1299999999992,408.41999999999825,1.0580529846726434,0.3293055555555687
15,12,90,72,0.4444444444444444,0.45638888888889695,32.86000000000058,469.1199999999999,436.2599999999993,1.0753220556548861,0.45638888888889695
15,15,30,68,0.5147058823529411,0.5544117647059065,37.70000000000164,389.7399999999998,352.03999999999814,1.1070901033973464,0.5544117647059065
15,15,45,63,0.5079365079365079,0.8014285714285679,50.48999999999978,397.1399999999994,346.64999999999964,1.1456512332323665,0.8014285714285679
15,15,60,62,0.5161290322580645,0.9972580645160986,61.82999999999811,414.5699999999979,352.7399999999998,1.1752849124000628,0.9972580645160986
15,15,90,62,0.5161290322580645,1.209354838709685,74.98000000000047,453.3299999999999,378.34999999999945,1.1981762917933145,1.209354838709685
15,20,30,62,0.5161290322580645,0.5740322580645038,35.589999999999236,365.72999999999956,330.1400000000003,1.1078027503483348,0.5740322580645038
15,20,45,60,0.5166666666666667,0.1198333333333115,7.18999999999869,374.2099999999982,367.0199999999995,1.0195902130674042,0.1198333333333115
15,20,60,58,0.5344827586206896,0.5658620689654809,32.81999999999789,392.5699999999979,359.75,1.0912300208478052,0.5658620689654809
15,20,90,57,0.543859649122807,0.5563157894736689,31.709999999999127,430.72999999999865,399.0199999999995,1.0794697007668768,0.5563157894736689
15,25,30,61,0.5245901639344263,0.31180327868850194,19.019999999998618,357.079999999999,338.0600000000004,1.0562622019759764,0.31180327868850194
