side,signal_ts,entry_time,entry_price,stop,target,timeout,tp,sl,horizon,target_updates,stop_updates,exit_time,exit_price,exit_reason,pnl,win,minute_in_15m,slot_rip_pts,prev_15m_body,month,hour_lon
-1,2025-08-01 19:38:00+00:00,2025-08-01 19:39:00+00:00,3360.04,3395.04,3309.95,2025-08-01 20:39:00+00:00,50.0,35.0,60,1,0,2025-08-01 20:39:00+00:00,3362.35,timeout,-2.3099999999999454,False,8,5.440000000000055,0.8200000000001637,2025-08,20
-1,2025-08-04 11:06:00+00:00,2025-08-04 11:07:00+00:00,3363.67,3398.67,3313.67,2025-08-04 12:07:00+00:00,50.0,35.0,60,0,0,2025-08-04 12:07:00+00:00,3371.04,timeout,-7.369999999999891,False,6,5.709999999999582,1.300000000000182,2025-08,12
-1,2025-08-04 13:52:00+00:00,2025-08-04 13:53:00+00:00,3385.01,3420.01,3334.21,2025-08-04 14:54:00+00:00,50.0,35.0,60,2,0,2025-08-04 14:54:00+00:00,3372.44,timeout,12.570000000000164,True,7,7.119999999999891,1.0799999999999272,2025-08,14
-1,2025-08-05 13:36:00+00:00,2025-08-05 13:37:00+00:00,3377.69,3412.69,3327.69,2025-08-05 15:24:00+00:00,50.0,35.0,60,4,0,2025-08-05 15:24:00+00:00,3385.91,timeout,-8.2199999999998,False,6,6.089999999999691,2.3499999999994543,2025-08,14
-1,2025-08-06 13:52:00+00:00,2025-08-06 13:53:00+00:00,3372.44,3407.44,3322.44,2025-08-06 14:54:00+00:00,50.0,35.0,60,2,0,2025-08-06 14:54:00+00:00,3377.45,timeout,-5.0099999999997635,False,7,5.850000000000364,1.8900000000003274,2025-08,14
-1,2025-08-07 12:35:00+00:00,2025-08-07 12:36:00+00:00,3389.45,3424.45,3339.45,2025-08-07 13:36:00+00:00,50.0,35.0,60,0,0,2025-08-07 13:36:00+00:00,3388.63,timeout,0.819999999999709,True,5,5.269999999999982,0.29999999999972715,2025-08,13
-1,2025-08-08 12:23:00+00:00,2025-08-08 12:24:00+00:00,3393.06,3428.06,3343.06,2025-08-08 13:24:00+00:00,50.0,35.0,60,0,0,2025-08-08 13:24:00+00:00,3388.05,timeout,5.0099999999997635,True,8,5.270000000000437,1.7599999999997635,2025-08,13
-1,2025-08-11 08:24:00+00:00,2025-08-11 08:25:00+00:00,3365.51,3400.51,3315.51,2025-08-11 09:25:00+00:00,50.0,35.0,60,0,0,2025-08-11 09:25:00+00:00,3361.51,timeout,4.0,True,9,5.569999999999709,1.9699999999998,2025-08,9
-1,2025-08-12 12:49:00+00:00,2025-08-12 12:50:00+00:00,3357.88,3392.88,3307.88,2025-08-12 13:50:00+00:00,50.0,35.0,60,0,0,2025-08-12 13:50:00+00:00,3348.95,timeout,8.930000000000291,True,4,5.460000000000036,5.5,2025-08,13
-1,2025-08-12 15:22:00+00:00,2025-08-12 15:23:00+00:00,3347.74,3382.74,3297.25,2025-08-12 16:24:00+00:00,50.0,35.0,60,2,0,2025-08-12 16:24:00+00:00,3347.85,timeout,-0.11000000000012733,False,7,5.670000000000073,4.349999999999909,2025-08,16
-1,2025-08-13 14:08:00+00:00,2025-08-13 14:09:00+00:00,3370.49,3405.49,3320.49,2025-08-13 15:09:00+00:00,50.0,35.0,60,0,0,2025-08-13 15:09:00+00:00,3360.48,timeout,10.009999999999764,True,8,5.849999999999454,6.369999999999891,2025-08,15
-1,2025-08-14 13:09:00+00:00,2025-08-14 13:10:00+00:00,3355.58,3390.58,3305.58,2025-08-14 14:10:00+00:00,50.0,35.0,60,0,0,2025-08-14 14:10:00+00:00,3336.06,timeout,19.519999999999982,True,9,5.369999999999891,5.5099999999997635,2025-08,14
-1,2025-08-21 12:07:00+00:00,2025-08-21 12:08:00+00:00,3339.91,3374.91,3289.91,2025-08-21 13:38:00+00:00,50.0,35.0,60,7,0,2025-08-21 13:38:00+00:00,3345.29,timeout,-5.380000000000109,False,7,5.210000000000036,1.5099999999997635,2025-08,13
-1,2025-08-22 14:02:00+00:00,2025-08-22 14:03:00+00:00,3353.48,3388.48,3302.04,2025-08-22 15:19:00+00:00,50.0,35.0,60,7,0,2025-08-22 15:19:00+00:00,3374.78,timeout,-21.300000000000182,False,2,9.240000000000236,3.1900000000000546,2025-08,15
-1,2025-09-01 13:06:00+00:00,2025-09-01 13:07:00+00:00,3475.25,3510.25,3425.25,2025-09-01 14:09:00+00:00,50.0,35.0,60,3,0,2025-09-01 14:09:00+00:00,3475.9,timeout,-0.650000000000091,False,6,5.280000000000655,0.32999999999992724,2025-09,14
-1,2025-09-02 12:54:00+00:00,2025-09-02 12:55:00+00:00,3484.97,3519.97,3434.97,2025-09-02 13:55:00+00:00,50.0,35.0,60,0,0,2025-09-02 13:55:00+00:00,3488.53,timeout,-3.5600000000004,False,9,6.089999999999691,1.1899999999995998,2025-09,13
-1,2025-09-02 14:08:00+00:00,2025-09-02 14:09:00+00:00,3498.0,3533.0,3447.81,2025-09-02 15:09:00+00:00,50.0,35.0,60,1,0,2025-09-02 15:09:00+00:00,3515.84,timeout,-17.840000000000146,False,8,6.2800000000002,10.08999999999969,2025-09,15
-1,2025-09-03 14:23:00+00:00,2025-09-03 14:24:00+00:00,3562.22,3597.22,3512.22,2025-09-03 15:24:00+00:00,50.0,35.0,60,1,0,2025-09-03 15:24:00+00:00,3564.25,timeout,-2.0300000000002,False,8,5.919999999999618,5.599999999999909,2025-09,15
-1,2025-09-04 10:08:00+00:00,2025-09-04 10:09:00+00:00,3545.19,3580.19,3495.19,2025-09-04 11:09:00+00:00,50.0,35.0,60,1,0,2025-09-04 11:09:00+00:00,3539.9,timeout,5.289999999999964,True,8,6.010000000000218,1.9899999999997817,2025-09,11
-1,2025-09-04 11:39:00+00:00,2025-09-04 11:40:00+00:00,3545.23,3580.23,3495.23,2025-09-04 12:40:00+00:00,50.0,35.0,60,0,0,2025-09-04 12:40:00+00:00,3544.63,timeout,0.599999999999909,True,9,5.039999999999964,1.6900000000000546,2025-09,12
-1,2025-09-04 13:22:00+00:00,2025-09-04 13:23:00+00:00,3551.37,3586.37,3501.37,2025-09-04 14:39:00+00:00,50.0,35.0,60,4,0,2025-09-04 14:39:00+00:00,3544.06,timeout,7.309999999999945,True,7,5.0300000000002,2.7700000000004366,2025-09,14
-1,2025-09-05 12:33:00+00:00,2025-09-05 12:34:00+00:00,3578.72,3613.72,3528.72,2025-09-05 13:39:00+00:00,50.0,35.0,60,3,0,2025-09-05 13:39:00+00:00,3579.32,timeout,-0.6000000000003638,False,3,5.019999999999982,0.7599999999997635,2025-09,13
-1,2025-09-05 15:22:00+00:00,2025-09-05 15:23:00+00:00,3590.06,3625.06,3540.06,2025-09-05 17:09:00+00:00,50.0,35.0,60,5,0,2025-09-05 17:09:00+00:00,3592.68,timeout,-2.619999999999891,False,7,5.1599999999998545,4.809999999999491,2025-09,16
-1,2025-09-09 12:08:00+00:00,2025-09-09 12:09:00+00:00,3654.14,3689.14,3604.14,2025-09-09 13:09:00+00:00,50.0,35.0,60,0,0,2025-09-09 13:09:00+00:00,3650.55,timeout,3.5899999999996908,True,8,5.599999999999909,0.6400000000003274,2025-09,13
-1,2025-09-09 13:35:00+00:00,2025-09-09 13:36:00+00:00,3664.5,3699.5,3614.5,2025-09-09 14:39:00+00:00,50.0,35.0,60,4,0,2025-09-09 14:39:00+00:00,3641.75,timeout,22.75,True,5,5.5,5.429999999999836,2025-09,14
-1,2025-09-10 07:05:00+00:00,2025-09-10 07:06:00+00:00,3647.0,3682.0,3596.85,2025-09-10 08:08:00+00:00,50.0,35.0,60,1,0,2025-09-10 08:08:00+00:00,3644.66,timeout,2.3400000000001455,True,5,5.300000000000182,0.09000000000014552,2025-09,8
-1,2025-09-11 12:31:00+00:00,2025-09-11 12:32:00+00:00,3636.42,3671.42,3586.42,2025-09-11 13:39:00+00:00,50.0,35.0,60,7,0,2025-09-11 13:39:00+00:00,3624.71,timeout,11.710000000000036,True,1,5.2400000000002365,1.75,2025-09,13
-1,2025-09-15 15:50:00+00:00,2025-09-15 15:51:00+00:00,3674.66,3709.66,3624.3900000000003,2025-09-15 16:54:00+00:00,50.0,35.0,60,3,0,2025-09-15 16:54:00+00:00,3679.84,timeout,-5.180000000000291,False,5,5.729999999999563,1.6400000000003274,2025-09,16
-1,2025-09-16 13:39:00+00:00,2025-09-16 13:40:00+00:00,3698.04,3733.04,3648.04,2025-09-16 14:40:00+00:00,50.0,35.0,60,0,0,2025-09-16 14:40:00+00:00,3692.09,timeout,5.949999999999818,True,9,5.150000000000546,1.5100000000002183,2025-09,14
-1,2025-09-17 13:37:00+00:00,2025-09-17 13:38:00+00:00,3682.01,3717.01,3632.01,2025-09-17 14:38:00+00:00,50.0,35.0,60,0,0,2025-09-17 14:38:00+00:00,3684.58,timeout,-2.569999999999709,False,7,5.1599999999998545,1.150000000000091,2025-09,14
-1,2025-09-17 18:02:00+00:00,2025-09-17 18:03:00+00:00,3689.36,3724.36,3639.36,2025-09-17 19:09:00+00:00,50.0,35.0,60,7,0,2025-09-17 19:09:00+00:00,3660.8,timeout,28.559999999999945,True,2,9.909999999999854,1.0900000000001455,2025-09,19
-1,2025-09-18 12:24:00+00:00,2025-09-18 12:25:00+00:00,3672.46,3707.46,3622.46,2025-09-18 13:25:00+00:00,50.0,35.0,60,0,0,2025-09-18 13:25:00+00:00,3654.48,timeout,17.980000000000018,True,9,5.680000000000291,1.3599999999996726,2025-09,13
-1,2025-09-22 14:53:00+00:00,2025-09-22 14:54:00+00:00,3725.6,3760.6,3675.38,2025-09-22 15:54:00+00:00,50.0,35.0,60,1,0,2025-09-22 15:54:00+00:00,3735.15,timeout,-9.550000000000182,False,8,6.429999999999836,0.5399999999999636,2025-09,15
-1,2025-09-23 08:33:00+00:00,2025-09-23 08:34:00+00:00,3765.26,3800.26,3715.26,2025-09-23 10:24:00+00:00,50.0,35.0,60,6,0,2025-09-23 10:24:00+00:00,3786.79,timeout,-21.529999999999745,False,3,5.299999999999727,0.7699999999999818,2025-09,9
-1,2025-09-23 16:21:00+00:00,2025-09-23 16:22:00+00:00,3779.76,3814.76,3729.76,2025-09-23 17:54:00+00:00,50.0,35.0,60,3,0,2025-09-23 17:54:00+00:00,3777.37,timeout,2.3900000000003274,True,6,5.190000000000509,0.8299999999999272,2025-09,17
-1,2025-09-25 07:37:00+00:00,2025-09-25 07:38:00+00:00,3749.33,3784.33,3699.33,2025-09-25 08:39:00+00:00,50.0,35.0,60,2,0,2025-09-25 08:39:00+00:00,3752.58,timeout,-3.25,False,7,6.0600000000004,3.299999999999727,2025-09,8
-1,2025-09-25 14:21:00+00:00,2025-09-25 14:22:00+00:00,3733.52,3768.52,3683.52,2025-09-25 15:24:00+00:00,50.0,35.0,60,3,0,2025-09-25 15:24:00+00:00,3733.31,timeout,0.21000000000003638,True,6,5.550000000000182,7.610000000000127,2025-09,15
-1,2025-09-26 14:02:00+00:00,2025-09-26 14:03:00+00:00,3768.92,3803.92,3718.92,2025-09-26 15:24:00+00:00,50.0,35.0,60,6,0,2025-09-26 15:24:00+00:00,3776.39,timeout,-7.4699999999998,False,2,5.050000000000182,5.529999999999745,2025-09,15
-1,2025-09-29 13:38:00+00:00,2025-09-29 13:39:00+00:00,3825.7,3860.7,3775.7,2025-09-29 14:39:00+00:00,50.0,35.0,60,1,0,2025-09-29 14:39:00+00:00,3826.44,timeout,-0.7400000000002365,False,8,5.489999999999782,2.25,2025-09,14
-1,2025-09-30 10:36:00+00:00,2025-09-30 10:37:00+00:00,3808.72,3843.72,3758.72,2025-09-30 11:37:00+00:00,50.0,35.0,60,1,0,2025-09-30 11:37:00+00:00,3815.0,timeout,-6.2800000000002,False,6,5.25,5.049999999999727,2025-09,11
-1,2025-09-30 14:05:00+00:00,2025-09-30 14:06:00+00:00,3831.71,3866.71,3781.71,2025-09-30 15:09:00+00:00,50.0,35.0,60,4,0,2025-09-30 15:09:00+00:00,3836.1,timeout,-4.389999999999873,False,5,7.2400000000002365,11.489999999999782,2025-09,15
-1,2025-09-30 15:21:00+00:00,2025-09-30 15:22:00+00:00,3837.68,3872.68,3787.68,2025-09-30 16:24:00+00:00,50.0,35.0,60,3,0,2025-09-30 16:24:00+00:00,3842.23,timeout,-4.550000000000182,False,6,5.059999999999945,2.4899999999997817,2025-09,16
-1,2025-10-01 07:51:00+00:00,2025-10-01 07:52:00+00:00,3876.27,3911.27,3826.27,2025-10-01 09:22:00+00:00,50.0,35.0,60,5,0,2025-10-01 09:22:00+00:00,3885.22,timeout,-8.949999999999818,False,6,5.199999999999818,4.579999999999927,2025-10,8
-1,2025-10-02 19:04:00+00:00,2025-10-02 19:05:00+00:00,3856.37,3891.37,3806.37,2025-10-02 20:09:00+00:00,50.0,35.0,60,4,0,2025-10-02 20:09:00+00:00,3858.45,timeout,-2.0799999999999272,False,4,5.319999999999709,0.7100000000000364,2025-10,20
-1,2025-10-03 13:22:00+00:00,2025-10-03 13:23:00+00:00,3882.16,3917.16,3826.83,2025-10-03 16:24:00+00:00,50.0,35.0,60,5,0,2025-10-03 16:24:00+00:00,3883.99,timeout,-1.8299999999999272,False,7,5.309999999999491,2.5900000000001455,2025-10,14
-1,2025-10-06 08:07:00+00:00,2025-10-06 08:08:00+00:00,3949.12,3984.12,3899.12,2025-10-06 09:08:00+00:00,50.0,35.0,60,0,0,2025-10-06 09:08:00+00:00,3943.86,timeout,5.2599999999997635,True,7,6.420000000000073,1.1400000000003274,2025-10,9
-1,2025-10-06 14:33:00+00:00,2025-10-06 14:34:00+00:00,3954.12,3989.12,3903.49,2025-10-06 15:39:00+00:00,50.0,35.0,60,5,0,2025-10-06 15:39:00+00:00,3954.15,timeout,-0.03000000000020009,False,3,6.1599999999998545,2.230000000000018,2025-10,15
-1,2025-10-06 16:07:00+00:00,2025-10-06 16:08:00+00:00,3968.27,4003.27,3902.17,2025-10-06 17:24:00+00:00,50.0,35.0,60,6,0,2025-10-06 17:24:00+00:00,3955.2,timeout,13.070000000000164,True,7,5.960000000000036,6.259999999999309,2025-10,17
-1,2025-10-07 13:09:00+00:00,2025-10-07 13:10:00+00:00,3984.59,4019.59,3934.59,2025-10-07 14:10:00+00:00,50.0,35.0,60,0,0,2025-10-07 14:10:00+00:00,3972.15,timeout,12.440000000000055,True,9,5.050000000000182,7.800000000000182,2025-10,14
-1,2025-10-07 14:19:00+00:00,2025-10-07 14:20:00+00:00,3976.54,4011.54,3926.39,2025-10-07 15:20:00+00:00,50.0,35.0,60,1,0,2025-10-07 15:20:00+00:00,3990.13,timeout,-13.590000000000146,False,4,5.9900000000002365,2.589999999999236,2025-10,15
-1,2025-10-07 16:23:00+00:00,2025-10-07 16:24:00+00:00,3971.42,4006.42,3921.42,2025-10-07 17:24:00+00:00,50.0,35.0,60,1,0,2025-10-07 17:24:00+00:00,3984.01,timeout,-12.590000000000146,False,8,5.0600000000004,0.7799999999997453,2025-10,17
-1,2025-10-08 07:09:00+00:00,2025-10-08 07:10:00+00:00,4036.22,4071.22,3986.22,2025-10-08 08:10:00+00:00,50.0,35.0,60,0,0,2025-10-08 08:10:00+00:00,4037.51,timeout,-1.2900000000004184,False,9,5.149999999999636,1.4100000000003092,2025-10,8
-1,2025-10-08 09:07:00+00:00,2025-10-08 09:08:00+00:00,4039.77,4074.77,3989.77,2025-10-08 10:08:00+00:00,50.0,35.0,60,0,0,2025-10-08 10:08:00+00:00,4046.92,timeout,-7.150000000000091,False,7,5.389999999999418,0.42999999999938154,2025-10,10
-1,2025-10-08 12:06:00+00:00,2025-10-08 12:07:00+00:00,4043.15,4078.15,3993.15,2025-10-08 13:09:00+00:00,50.0,35.0,60,3,0,2025-10-08 13:09:00+00:00,4045.99,timeout,-2.8399999999996908,False,6,5.519999999999527,2.869999999999891,2025-10,13
-1,2025-10-08 15:23:00+00:00,2025-10-08 15:24:00+00:00,4043.87,4078.87,3993.87,2025-10-08 16:24:00+00:00,50.0,35.0,60,1,0,2025-10-08 16:24:00+00:00,4054.43,timeout,-10.559999999999945,False,8,5.530000000000655,5.4099999999998545,2025-10,16
-1,2025-10-08 19:23:00+00:00,2025-10-08 19:24:00+00:00,4045.68,4080.68,3994.56,2025-10-08 20:54:00+00:00,50.0,35.0,60,2,0,2025-10-08 20:54:00+00:00,4041.26,timeout,4.419999999999618,True,8,5.5900000000001455,2.5,2025-10,20
-1,2025-10-09 13:24:00+00:00,2025-10-09 13:25:00+00:00,4057.02,4092.02,4007.02,2025-10-09 14:25:00+00:00,50.0,35.0,60,0,0,2025-10-09 14:25:00+00:00,4015.9,timeout,41.11999999999989,True,9,5.420000000000073,7.309999999999945,2025-10,14
-1,2025-10-09 14:38:00+00:00,2025-10-09 14:39:00+00:00,4013.68,4048.68,3963.68,2025-10-09 15:39:00+00:00,50.0,35.0,60,1,0,2025-10-09 15:39:00+00:00,4009.43,timeout,4.25,True,8,5.030000000000655,5.824999999999818,2025-10,15
-1,2025-10-10 07:53:00+00:00,2025-10-10 07:54:00+00:00,3971.96,4006.96,3921.96,2025-10-10 09:09:00+00:00,50.0,35.0,60,8,0,2025-10-10 09:09:00+00:00,3997.17,timeout,-25.210000000000036,False,8,6.289999999999964,6.920000000000073,2025-10,8
-1,2025-10-10 12:18:00+00:00,2025-10-10 12:19:00+00:00,3993.21,4028.21,3942.89,2025-10-10 13:19:00+00:00,50.0,35.0,60,1,0,2025-10-10 13:19:00+00:00,3989.42,timeout,3.7899999999999636,True,3,5.720000000000255,2.7399999999997817,2025-10,13
-1,2025-10-10 13:24:00+00:00,2025-10-10 13:25:00+00:00,3992.11,4027.11,3942.11,2025-10-10 14:36:00+00:00,50.0,35.0,60,3,0,2025-10-10 14:36:00+00:00,3982.64,timeout,9.470000000000255,True,9,5.529999999999745,0.9099999999998545,2025-10,14
-1,2025-10-10 14:49:00+00:00,2025-10-10 14:50:00+00:00,3987.26,4022.26,3937.26,2025-10-10 16:24:00+00:00,50.0,35.0,60,1,0,2025-10-10 15:30:00+00:00,4022.26,stop_loss,-35.0,False,4,5.1599999999998545,6.5,2025-10,15
-1,2025-10-10 17:34:00+00:00,2025-10-10 17:35:00+00:00,3985.29,4020.29,3935.29,2025-10-10 19:52:00+00:00,50.0,35.0,60,10,0,2025-10-10 19:52:00+00:00,4016.69,timeout,-31.40000000000009,False,4,5.139999999999873,2.3200000000001637,2025-10,18
-1,2025-10-13 08:06:00+00:00,2025-10-13 08:07:00+00:00,4075.58,4110.58,4025.58,2025-10-13 09:07:00+00:00,50.0,35.0,60,1,0,2025-10-13 09:07:00+00:00,4079.65,timeout,-4.070000000000164,False,6,5.089999999999691,6.5900000000001455,2025-10,9
-1,2025-10-13 10:51:00+00:00,2025-10-13 10:52:00+00:00,4083.32,4118.32,4033.32,2025-10-13 11:53:00+00:00,50.0,35.0,60,2,0,2025-10-13 11:53:00+00:00,4076.2,timeout,7.120000000000346,True,6,5.269999999999982,1.5299999999997453,2025-10,11
-1,2025-10-13 13:54:00+00:00,2025-10-13 13:55:00+00:00,4095.57,4130.57,4045.57,2025-10-13 14:55:00+00:00,50.0,35.0,60,0,0,2025-10-13 14:55:00+00:00,4100.23,timeout,-4.6599999999994,False,9,5.9900000000002365,1.5200000000004366,2025-10,14
-1,2025-10-13 16:09:00+00:00,2025-10-13 16:10:00+00:00,4112.39,4147.39,4062.3900000000003,2025-10-13 17:10:00+00:00,50.0,35.0,60,0,0,2025-10-13 17:10:00+00:00,4103.39,timeout,9.0,True,9,6.770000000000437,2.4500000000007276,2025-10,17
-1,2025-10-13 19:54:00+00:00,2025-10-13 19:55:00+00:00,4109.99,4144.99,4059.99,2025-10-13 20:55:00+00:00,50.0,35.0,60,0,0,2025-10-13 20:55:00+00:00,4111.13,timeout,-1.1400000000003274,False,9,5.219999999999345,3.240000000000691,2025-10,20
-1,2025-10-14 07:17:00+00:00,2025-10-14 07:18:00+00:00,4123.68,4158.68,4071.33,2025-10-14 09:54:00+00:00,50.0,35.0,60,12,0,2025-10-14 09:54:00+00:00,4127.58,timeout,-3.899999999999636,False,2,7.740000000000691,16.76000000000022,2025-10,8
-1,2025-10-14 13:32:00+00:00,2025-10-14 13:33:00+00:00,4113.04,4148.04,4063.01,2025-10-14 14:39:00+00:00,50.0,35.0,60,4,0,2025-10-14 14:39:00+00:00,4132.08,timeout,-19.039999999999964,False,2,5.269999999999527,14.6200000000008,2025-10,14
-1,2025-10-14 16:20:00+00:00,2025-10-14 16:21:00+00:00,4136.2,4171.2,4086.2,2025-10-14 18:09:00+00:00,50.0,35.0,60,16,0,2025-10-14 18:09:00+00:00,4147.91,timeout,-11.710000000000036,False,5,7.039999999999054,0.6199999999989814,2025-10,17
-1,2025-10-15 07:38:00+00:00,2025-10-15 07:39:00+00:00,4206.72,4241.72,4156.72,2025-10-15 09:09:00+00:00,50.0,35.0,60,1,0,2025-10-15 09:09:00+00:00,4207.82,timeout,-1.0999999999994543,False,8,6.390000000000327,2.75,2025-10,8
-1,2025-10-15 14:03:00+00:00,2025-10-15 14:04:00+00:00,4203.26,4238.26,4153.1900000000005,2025-10-15 15:09:00+00:00,50.0,35.0,60,5,0,2025-10-15 15:09:00+00:00,4200.93,timeout,2.3299999999999272,True,3,5.980000000000473,6.190000000000509,2025-10,15
-1,2025-10-15 17:17:00+00:00,2025-10-15 17:18:00+00:00,4192.87,4227.87,4142.87,2025-10-15 18:18:00+00:00,50.0,35.0,60,0,0,2025-10-15 18:18:00+00:00,4197.32,timeout,-4.449999999999818,False,2,5.380000000000109,0.47999999999956344,2025-10,18
-1,2025-10-15 19:19:00+00:00,2025-10-15 19:20:00+00:00,4210.81,4245.81,4160.81,2025-10-15 20:20:00+00:00,50.0,35.0,60,1,0,2025-10-15 20:20:00+00:00,4206.77,timeout,4.039999999999964,True,4,5.279999999999745,3.7000000000007276,2025-10,20
-1,2025-10-16 12:34:00+00:00,2025-10-16 12:35:00+00:00,4246.4,4281.4,4196.4,2025-10-16 13:37:00+00:00,50.0,35.0,60,3,0,2025-10-16 13:37:00+00:00,4253.35,timeout,-6.950000000000728,False,4,5.5,3.790000000000873,2025-10,13
-1,2025-10-16 13:38:00+00:00,2025-10-16 13:39:00+00:00,4254.32,4289.32,4204.32,2025-10-16 15:54:00+00:00,50.0,35.0,60,8,0,2025-10-16 15:54:00+00:00,4275.93,timeout,-21.610000000000582,False,8,5.440000000000509,1.7800000000006548,2025-10,14
-1,2025-10-16 16:18:00+00:00,2025-10-16 16:19:00+00:00,4289.35,4324.35,4228.88,2025-10-16 19:24:00+00:00,50.0,35.0,60,13,0,2025-10-16 19:24:00+00:00,4295.72,timeout,-6.369999999999891,False,3,8.9399999999996,4.430000000000291,2025-10,17
-1,2025-10-16 19:54:00+00:00,2025-10-16 19:55:00+00:00,4307.11,4342.11,4257.11,2025-10-16 20:55:00+00:00,50.0,35.0,60,0,0,2025-10-16 20:55:00+00:00,4326.49,timeout,-19.38000000000011,False,9,10.300000000000182,5.949999999999818,2025-10,20
-1,2025-10-17 08:18:00+00:00,2025-10-17 08:19:00+00:00,4347.48,4382.48,4294.42,2025-10-17 09:24:00+00:00,50.0,35.0,60,6,0,2025-10-17 09:24:00+00:00,4335.98,timeout,11.5,True,3,11.359999999998763,3.5799999999999272,2025-10,9
-1,2025-10-17 12:31:00+00:00,2025-10-17 12:32:00+00:00,4301.03,4336.03,4251.03,2025-10-17 13:39:00+00:00,50.0,35.0,60,8,0,2025-10-17 13:39:00+00:00,4281.55,timeout,19.479999999999563,True,1,6.760000000000218,28.109999999999673,2025-10,13
-1,2025-10-17 14:47:00+00:00,2025-10-17 14:48:00+00:00,4258.27,4293.27,4206.6,2025-10-17 16:03:00+00:00,50.0,35.0,60,7,0,2025-10-17 16:03:00+00:00,4242.93,timeout,15.340000000000146,True,2,6.970000000001164,19.469999999999345,2025-10,15
-1,2025-10-17 18:02:00+00:00,2025-10-17 18:03:00+00:00,4228.63,4263.63,4178.57,2025-10-17 19:09:00+00:00,50.0,35.0,60,7,0,2025-10-17 19:09:00+00:00,4230.49,timeout,-1.8599999999996726,False,2,10.069999999999709,19.56999999999971,2025-10,19
-1,2025-10-17 19:50:00+00:00,2025-10-17 19:51:00+00:00,4226.07,4261.07,4175.54,2025-10-17 20:52:00+00:00,50.0,35.0,60,2,0,2025-10-17 20:52:00+00:00,4246.41,timeout,-20.340000000000146,False,5,6.020000000000437,1.680000000000291,2025-10,20
-1,2025-10-20 07:07:00+00:00,2025-10-20 07:08:00+00:00,4243.72,4278.72,4193.72,2025-10-20 08:09:00+00:00,50.0,35.0,60,2,0,2025-10-20 08:09:00+00:00,4260.01,timeout,-16.289999999999964,False,7,7.1200000000008,4.860000000000582,2025-10,8
-1,2025-10-20 08:09:00+00:00,2025-10-20 08:10:00+00:00,4259.81,4294.81,4209.81,2025-10-20 09:10:00+00:00,50.0,35.0,60,0,0,2025-10-20 09:10:00+00:00,4254.35,timeout,5.460000000000036,True,9,5.0900000000001455,4.700000000000728,2025-10,9
-1,2025-10-20 12:18:00+00:00,2025-10-20 12:19:00+00:00,4285.77,4320.77,4235.77,2025-10-20 13:39:00+00:00,50.0,35.0,60,13,0,2025-10-20 12:42:00+00:00,4320.77,stop_loss,-35.0,False,3,5.739999999999782,14.170000000000073,2025-10,13
-1,2025-10-20 15:18:00+00:00,2025-10-20 15:19:00+00:00,4354.24,4389.24,4303.04,2025-10-20 16:21:00+00:00,50.0,35.0,60,3,0,2025-10-20 16:21:00+00:00,4348.0,timeout,6.239999999999782,True,3,6.739999999999782,5.220000000001164,2025-10,16
-1,2025-10-21 09:17:00+00:00,2025-10-21 09:18:00+00:00,4267.12,4302.12,4217.12,2025-10-21 10:24:00+00:00,50.0,35.0,60,3,0,2025-10-21 10:24:00+00:00,4261.03,timeout,6.0900000000001455,True,2,6.759999999999309,4.450000000000728,2025-10,10
-1,2025-10-21 14:05:00+00:00,2025-10-21 14:06:00+00:00,4178.85,4213.85,4127.969999999999,2025-10-21 15:07:00+00:00,50.0,35.0,60,2,0,2025-10-21 14:30:00+00:00,4127.969999999999,target_hit,50.88000000000102,True,5,7.459999999999127,11.420000000000073,2025-10,15
-1,2025-10-21 16:03:00+00:00,2025-10-21 16:04:00+00:00,4141.79,4176.79,4090.17,2025-10-21 17:05:00+00:00,50.0,35.0,60,2,0,2025-10-21 17:05:00+00:00,4105.26,timeout,36.529999999999745,True,3,7.479999999999563,15.600000000000364,2025-10,17
-1,2025-10-21 17:31:00+00:00,2025-10-21 17:32:00+00:00,4106.42,4141.42,4056.42,2025-10-21 19:05:00+00:00,50.0,35.0,60,12,0,2025-10-21 19:05:00+00:00,4120.45,timeout,-14.029999999999745,False,1,6.1299999999992,7.270000000000437,2025-10,18
-1,2025-10-22 12:38:00+00:00,2025-10-22 12:39:00+00:00,4049.38,4084.38,3999.38,2025-10-22 14:39:00+00:00,50.0,35.0,60,5,0,2025-10-22 13:40:00+00:00,4084.38,stop_loss,-35.0,False,8,6.070000000000164,5.3100000000004,2025-10,13
-1,2025-10-22 14:18:00+00:00,2025-10-22 14:19:00+00:00,4069.64,4104.639999999999,4019.64,2025-10-22 15:19:00+00:00,50.0,35.0,60,0,0,2025-10-22 14:46:00+00:00,4019.64,target_hit,50.0,True,3,7.339999999999691,0.6200000000003456,2025-10,15
-1,2025-10-22 15:35:00+00:00,2025-10-22 15:36:00+00:00,4037.9,4072.9,3983.12,2025-10-22 18:39:00+00:00,50.0,35.0,60,19,0,2025-10-22 18:03:00+00:00,4072.9,stop_loss,-35.0,False,5,9.860000000000127,16.460000000000036,2025-10,16
