side,signal_ts,entry_time,entry_price,stop,target,timeout,tp,sl,horizon,target_updates,stop_updates,exit_time,exit_price,exit_reason,pnl,win,minute_in_15m,slot_rip_pts,prev_15m_body,month,hour_lon
-1,2025-07-01 16:39:00+00:00,2025-07-01 16:40:00+00:00,3343.31,3378.31,3293.31,2025-07-01 17:40:00+00:00,50.0,35.0,60,0,0,2025-07-01 17:40:00+00:00,3338.49,timeout,4.820000000000164,True,9,5.450000000000273,0.15999999999985448,2025-07,17
-1,2025-07-08 17:07:00+00:00,2025-07-08 17:08:00+00:00,3306.02,3341.02,3256.02,2025-07-08 18:09:00+00:00,50.0,35.0,60,2,0,2025-07-08 18:09:00+00:00,3307.43,timeout,-1.4099999999998545,False,7,5.75,1.849999999999909,2025-07,18
-1,2025-07-11 13:39:00+00:00,2025-07-11 13:40:00+00:00,3358.3,3393.3,3308.3,2025-07-11 14:40:00+00:00,50.0,35.0,60,0,0,2025-07-11 14:40:00+00:00,3357.8,timeout,0.5,True,9,5.800000000000182,0.40000000000009095,2025-07,14
-1,2025-07-16 14:54:00+00:00,2025-07-16 14:55:00+00:00,3335.65,3370.65,3285.65,2025-07-16 16:19:00+00:00,50.0,35.0,60,9,0,2025-07-16 15:20:00+00:00,3370.65,stop_loss,-35.0,False,9,10.4399999999996,0.7200000000002547,2025-07,15
-1,2025-07-16 15:20:00+00:00,2025-07-16 15:21:00+00:00,3370.45,3405.45,3315.45,2025-07-16 16:24:00+00:00,50.0,35.0,60,4,0,2025-07-16 16:24:00+00:00,3350.99,timeout,19.460000000000036,True,5,20.61999999999989,15.639999999999418,2025-07,16
-1,2025-07-21 12:23:00+00:00,2025-07-21 12:24:00+00:00,3380.8,3415.8,3330.8,2025-07-21 13:24:00+00:00,50.0,35.0,60,1,0,2025-07-21 13:24:00+00:00,3388.48,timeout,-7.679999999999836,False,8,5.429999999999836,1.4800000000000182,2025-07,13
-1,2025-07-22 12:23:00+00:00,2025-07-22 12:24:00+00:00,3399.92,3434.92,3349.92,2025-07-22 15:08:00+00:00,50.0,35.0,60,3,0,2025-07-22 15:08:00+00:00,3429.48,timeout,-29.559999999999945,False,8,5.429999999999836,3.7399999999997817,2025-07,13
-1,2025-07-23 14:07:00+00:00,2025-07-23 14:08:00+00:00,3419.08,3454.08,3366.25,2025-07-23 15:39:00+00:00,50.0,35.0,60,3,0,2025-07-23 15:39:00+00:00,3411.75,timeout,7.329999999999927,True,7,5.190000000000509,3.6500000000005457,2025-07,15
-1,2025-07-24 13:39:00+00:00,2025-07-24 13:40:00+00:00,3363.57,3398.57,3313.57,2025-07-24 14:40:00+00:00,50.0,35.0,60,0,0,2025-07-24 14:40:00+00:00,3376.7,timeout,-13.129999999999654,False,9,5.230000000000018,2.1700000000000728,2025-07,14
-1,2025-07-29 08:04:00+00:00,2025-07-29 08:05:00+00:00,3322.04,3357.04,3272.04,2025-07-29 09:09:00+00:00,50.0,35.0,60,5,0,2025-07-29 09:09:00+00:00,3323.99,timeout,-1.949999999999818,False,4,5.030000000000655,2.050000000000182,2025-07,9
-1,2025-07-29 15:07:00+00:00,2025-07-29 15:08:00+00:00,3332.96,3367.96,3282.96,2025-07-29 16:08:00+00:00,50.0,35.0,60,0,0,2025-07-29 16:08:00+00:00,3319.36,timeout,13.599999999999909,True,7,5.069999999999709,4.029999999999745,2025-07,16
-1,2025-07-30 07:07:00+00:00,2025-07-30 07:08:00+00:00,3331.97,3366.97,3281.97,2025-07-30 08:08:00+00:00,50.0,35.0,60,0,0,2025-07-30 08:08:00+00:00,3330.08,timeout,1.8899999999998727,True,7,5.880000000000109,1.4600000000000364,2025-07,8
-1,2025-08-01 12:31:00+00:00,2025-08-01 12:32:00+00:00,3318.68,3353.68,3268.68,2025-08-01 13:39:00+00:00,50.0,35.0,60,8,0,2025-08-01 13:16:00+00:00,3353.68,stop_loss,-35.0,False,1,6.230000000000473,2.3099999999994907,2025-08,13
-1,2025-08-01 14:23:00+00:00,2025-08-01 14:24:00+00:00,3354.21,3389.21,3299.1800000000003,2025-08-01 16:09:00+00:00,50.0,35.0,60,1,0,2025-08-01 16:09:00+00:00,3346.68,timeout,7.5300000000002,True,8,5.449999999999818,5.059999999999945,2025-08,15
