
======================================================================
  GOLD v16 COMBINED (merged portfolio)
  Period: 2025-06-01 → 2026-06-25
======================================================================
  Total Trades: 912
  Net PnL     : +6906.64 pts
  Win Rate    : 53.0%
  Avg/trade   : +7.57
  Max DD      : -262.18

  By source:
    energetic           :  241 trades  PnL=+729.7  WR=54%  avg=+3.03
    pattern             :  332 trades  PnL=+3345.5  WR=55%  avg=+10.08
    v16_dip_short       :  221 trades  PnL=+686.3  WR=50%  avg=+3.11
    v16_momentum        :  118 trades  PnL=+2145.1  WR=50%  avg=+18.18

  By leg:
    breakthrough_long   :    5 trades  PnL=+246.8  WR=100%  avg=+49.35
    breakthrough_short  :    3 trades  PnL=+172.5  WR=100%  avg=+57.50
    downtrend_retrace   :   41 trades  PnL=+702.9  WR=63%  avg=+17.14
    energetic           :  241 trades  PnL=+729.7  WR=54%  avg=+3.03
    reversal_fvg_long   :   71 trades  PnL=+395.5  WR=52%  avg=+5.57
    reversal_fvg_short  :   18 trades  PnL=+231.1  WR=33%  avg=+12.84
    uptrend_retrace     :  194 trades  PnL=+1596.8  WR=55%  avg=+8.23
    v16_dip_short       :  221 trades  PnL=+686.3  WR=50%  avg=+3.11
    v16_momentum        :  118 trades  PnL=+2145.1  WR=50%  avg=+18.18

  By matched_pattern:
    breakthrough_long   :    5 trades  PnL=+246.8  WR=100%  avg=+49.35
    breakthrough_short  :    3 trades  PnL=+172.5  WR=100%  avg=+57.50
    downtrend_retrace   :   41 trades  PnL=+702.9  WR=63%  avg=+17.14
    reversal_fvg_long   :   71 trades  PnL=+395.5  WR=52%  avg=+5.57
    reversal_fvg_short  :   18 trades  PnL=+231.1  WR=33%  avg=+12.84
    uptrend_retrace     :  194 trades  PnL=+1596.8  WR=55%  avg=+8.23

  LONG total :  402  PnL=+3042.7  WR=54%
  SHORT total:  510  PnL=+3863.9  WR=52%

────────────────────────────────────────────────────────────
  ALL TRADES (HKT)
────────────────────────────────────────────────────────────
  entry_hkt exit_hkt  dir entry_price exit_price     pnl exit_reason            pattern
03-25 07:40    07:42   up        None       None  -9.380                      energetic
03-25 07:42    08:59   up        None       None  26.830              reversal_fvg_long
03-25 09:07    09:59   up        None       None  26.430              reversal_fvg_long
03-25 16:02    16:03 down        None       None -11.260                   v16_momentum
03-25 17:34    18:00 down        None       None   0.030                   v16_momentum
03-25 19:24    19:31 down        None       None  -1.190                      energetic
03-25 19:31    19:47   up        None       None -10.990              reversal_fvg_long
03-25 20:29    20:59 down        None       None  -2.150                      energetic
03-25 21:04    21:53 down        None       None  11.790                  v16_dip_short
03-26 01:17    01:27 down        None       None -11.850                   v16_momentum
03-26 03:02    15:02 down        None       None  78.510                   v16_momentum
03-26 16:16    16:19 down        None       None  -1.430                      energetic
03-26 16:19    17:07 down        None       None  10.890              downtrend_retrace
03-26 17:23    18:08 down        None       None  16.160                  v16_dip_short
03-26 18:51    19:36 down        None       None  -1.240                  v16_dip_short
03-26 19:50    19:51 down        None       None   1.330                      energetic
03-26 19:51    20:22 down        None       None -19.400              downtrend_retrace
03-26 20:57    21:42 down        None       None  -9.230                      energetic
03-26 22:35    23:22 down        None       None  22.210                  v16_dip_short
03-27 04:12    04:13   up        None       None  20.000                uptrend_retrace
03-27 04:15    04:25 down        None       None  -3.100                      energetic
03-27 04:25    04:51   up        None       None -15.000                uptrend_retrace
03-27 04:52    04:53 down        None       None   3.940                      energetic
03-27 04:54    06:01   up        None       None   7.360                      energetic
03-27 06:03    06:33 down        None       None -19.770                      energetic
03-27 06:58    07:08   up        None       None -15.000                uptrend_retrace
03-27 10:04    10:26   up        None       None  -3.510              reversal_fvg_long
03-27 16:32    19:15 down        None       None  17.740                   v16_momentum
03-27 20:39    21:24 down        None       None   4.410                  v16_dip_short
03-27 22:03    22:47 down        None       None -35.000                  v16_dip_short
03-27 22:51    22:55 down        None       None -15.040                      energetic
03-27 22:55    23:14   up        None       None  43.550              reversal_fvg_long
03-27 23:16    23:21   up        None       None  21.610              reversal_fvg_long
03-27 23:22    00:09 down        None       None  15.780                  v16_dip_short
03-28 01:17    01:27   up        None       None -15.000                uptrend_retrace
03-28 01:28    02:05   up        None       None   5.770                uptrend_retrace
03-28 02:32    04:49   up        None       None -13.600                   v16_momentum
03-30 06:13    06:25   up        None       None  18.520                      energetic
03-30 06:25    06:44   up        None       None -15.000                uptrend_retrace
03-30 06:45    07:33 down        None       None  32.300                      energetic
03-30 07:33    09:27 down        None       None   6.350              downtrend_retrace
03-30 09:28    10:10   up        None       None  15.360                uptrend_retrace
03-30 19:43    19:47 down        None       None -25.000                      energetic
03-30 19:51    20:37 down        None       None   2.200                  v16_dip_short
03-30 21:02    21:35 down        None       None  23.190                      energetic
03-30 21:36    21:58   up        None       None -25.000                      energetic
03-31 03:07    03:52 down        None       None  -2.080                  v16_dip_short
03-31 09:15    09:43   up        None       None  73.250              reversal_fvg_long
03-31 09:46    09:50   up        None       None -15.000              reversal_fvg_long
03-31 09:53    10:01   up        None       None -15.000                uptrend_retrace
03-31 10:02    10:24   up        None       None -10.770                uptrend_retrace
03-31 19:02    19:10   up        None       None  -7.530                   v16_momentum
03-31 19:23    20:09 down        None       None -16.140                  v16_dip_short
03-31 22:01    22:17   up        None       None  -8.480                      energetic
03-31 22:17    22:47   up        None       None  -2.940              reversal_fvg_long
03-31 23:06    23:37   up        None       None   0.450                uptrend_retrace
04-01 01:22    02:09 down        None       None -16.560                  v16_dip_short
04-01 02:10    02:55 down        None       None  -3.960                  v16_dip_short
04-01 08:25    08:37   up        None       None -15.000              reversal_fvg_long
04-01 09:02    09:07   up        None       None  -2.380                      energetic
04-01 09:07    09:37   up        None       None   5.560                uptrend_retrace
04-01 09:41    10:11   up        None       None   9.870                      energetic
04-01 14:49    15:04   up        None       None  -5.170              reversal_fvg_long
04-01 18:47    20:26   up        None       None  -9.790                   v16_momentum
04-01 22:02    22:47 down        None       None -18.980                  v16_dip_short
04-01 23:04    23:54 down        None       None -15.470                  v16_dip_short
04-02 09:01    09:18 down        None       None  41.820                      energetic
04-02 09:18    09:32 down        None       None  72.750              downtrend_retrace
04-02 09:33    09:34   up        None       None  18.780                      energetic
04-02 09:34    09:36 down        None       None -30.000              downtrend_retrace
04-02 09:37    10:32   up        None       None -15.000                uptrend_retrace
04-02 10:33    10:44 down        None       None  -4.020                      energetic
04-02 10:44    11:02 down        None       None  -3.570              downtrend_retrace
04-02 13:31    13:49 down        None       None  77.390                      energetic
04-02 13:50    13:52   up        None       None  11.670                      energetic
04-02 13:52    14:41 down        None       None   8.850              downtrend_retrace
04-02 14:45    15:09 down        None       None -25.000                      energetic
04-02 15:18    16:34 down        None       None -12.830                  v16_dip_short
04-02 16:50    17:28 down        None       None   4.080                      energetic
04-02 18:07    18:37 down        None       None  10.190                      energetic
04-02 18:43    19:25 down        None       None  -2.510                      energetic
04-02 19:30    19:31 down        None       None   3.300                      energetic
04-02 19:32    19:53   up        None       None -10.040                      energetic
04-02 19:53    20:17 down        None       None  -9.500             reversal_fvg_short
04-02 20:47    21:30 down        None       None  16.610                   v16_momentum
04-02 21:47    21:57 down        None       None -35.000                  v16_dip_short
04-02 22:25    23:24 down        None       None  11.850                  v16_dip_short
04-03 02:47    06:01   up        None       None -14.520                   v16_momentum
04-06 06:07    06:42   up        None       None   8.550                      energetic
04-06 06:54    06:54   up        None       None -25.000                      energetic
04-06 06:55    06:59 down        None       None -14.130                      energetic
04-06 06:59    07:09   up        None       None -15.000                uptrend_retrace
04-06 07:27    07:52 down        None       None  -2.510              downtrend_retrace
04-06 16:05    16:50 down        None       None  -2.070                  v16_dip_short
04-07 09:11    09:33 down        None       None -25.000                      energetic
04-07 09:39    10:31 down        None       None  -2.580                      energetic
04-07 13:31    14:16 down        None       None -19.150                      energetic
04-07 16:03    16:23 down        None       None -35.000                  v16_dip_short
04-07 16:32    16:53   up        None       None  -1.080              reversal_fvg_long
04-07 22:07    22:23 down        None       None -25.000                      energetic
04-07 23:54    00:39 down        None       None  -5.920                  v16_dip_short
04-08 01:07    01:52 down        None       None  -8.280                  v16_dip_short
04-08 03:54    04:49   up        None       None  13.640              reversal_fvg_long
04-08 04:52    06:01   up        None       None  20.000              reversal_fvg_long
04-08 06:03    06:04   up        None       None   6.370                      energetic
04-08 06:04    06:32   up        None       None -15.000                uptrend_retrace
04-08 06:35    06:42   up        None       None  14.270                      energetic
04-08 06:42    06:56   up        None       None  40.000              breakthrough_long
04-08 07:02    07:39   up        None       None  -1.430                uptrend_retrace
04-08 08:01    08:13 down        None       None   1.260                      energetic
04-08 08:13    08:25   up        None       None -15.000                uptrend_retrace
04-08 09:00    09:19   up        None       None -15.000                uptrend_retrace
04-08 09:20    09:32   up        None       None -15.000                uptrend_retrace
04-08 21:35    22:08 down        None       None   2.290                      energetic
04-08 23:01    23:31 down        None       None  -9.280                      energetic
04-09 03:38    04:23 down        None       None   1.290                  v16_dip_short
04-09 15:38    16:24 down        None       None  -0.330                  v16_dip_short
04-09 23:20    00:22 down        None       None -11.190                  v16_dip_short
04-10 02:17    08:30 down        None       None  28.980                   v16_momentum
04-10 15:02    15:23 down        None       None -10.460                   v16_momentum
04-13 06:08    06:25   up        None       None -25.000                      energetic
04-13 06:26    07:03   up        None       None   9.220                      energetic
04-13 17:17    19:05 down        None       None  -7.840                   v16_momentum
04-13 19:17    20:15 down        None       None   4.880                   v16_momentum
04-13 21:16    21:31   up        None       None  -2.860              reversal_fvg_long
04-14 18:42    19:12 down        None       None -18.000                      energetic
04-14 21:17    13:45   up        None       None  30.420                   v16_momentum
04-15 22:47    23:45 down        None       None  13.620                   v16_momentum
04-17 20:32    06:01   up        None       None -12.400                   v16_momentum
04-20 06:07    06:40   up        None       None   0.260                      energetic
04-20 07:44    08:24 down        None       None -12.340                      energetic
04-20 21:41    21:56   up        None       None   1.530              reversal_fvg_long
04-21 20:33    21:40 down        None       None  -7.930                   v16_momentum
04-22 00:18    08:00 down        None       None -10.270                   v16_momentum
04-22 20:47    21:43 down        None       None  -5.600                   v16_momentum
04-22 22:17    00:30 down        None       None  20.620                   v16_momentum
04-23 16:32    19:59 down        None       None  -7.030                   v16_momentum
04-28 16:17    16:32 down        None       None -11.940                   v16_momentum
04-28 22:03    22:36 down        None       None   4.320                      energetic
04-28 22:42    23:12 down        None       None -10.530                      energetic
04-29 21:41    22:20 down        None       None -15.180                      energetic
04-30 00:32    02:45 down        None       None  34.840                   v16_momentum
04-30 15:02    07:45   up        None       None  41.880                   v16_momentum
05-01 20:32    20:47   up        None       None  -6.620              reversal_fvg_long
05-04 23:02    12:00 down        None       None  27.410                   v16_momentum
05-06 08:25    08:51   up        None       None   7.910              reversal_fvg_long
05-06 09:01    09:21   up        None       None   0.370              reversal_fvg_long
05-06 16:51    17:21 down        None       None  -0.510                      energetic
05-06 21:16    22:04 down        None       None -19.020                      energetic
05-07 20:47    21:05   up        None       None -13.800                   v16_momentum
05-08 15:02    15:30 down        None       None  21.810                   v16_momentum
05-08 21:36    21:55   up        None       None   1.560              reversal_fvg_long
05-11 16:02    16:11 down        None       None  -5.660                   v16_momentum
05-11 16:47    17:45 down        None       None   7.790                   v16_momentum
05-11 21:04    21:36   up        None       None  31.580              reversal_fvg_long
05-12 01:02    12:55   up        None       None  -7.030                   v16_momentum
05-12 22:37    22:52 down        None       None   5.590              downtrend_retrace
05-14 00:47    03:00 down        None       None  13.200                   v16_momentum
05-15 13:19    14:29 down        None       None   9.200                      energetic
05-15 21:13    22:15 down        None       None  -1.610                      energetic
05-15 22:15    22:41   up        None       None   7.710                uptrend_retrace
05-15 23:17    01:26 down        None       None -12.690                   v16_momentum
05-16 02:32    02:46 down        None       None  -5.830                   v16_momentum
05-18 09:01    09:02   up        None       None -11.920                      energetic
05-18 09:02    09:17 down        None       None  -0.220              downtrend_retrace
05-18 09:21    09:51   up        None       None  37.410                      energetic
05-18 16:02    16:33 down        None       None  -5.810                   v16_momentum
05-18 17:17    19:15 down        None       None   6.980                   v16_momentum
05-19 00:47    02:58   up        None       None  -8.240                   v16_momentum
05-19 16:17    06:30 down        None       None  67.320                   v16_momentum
05-20 09:30    10:08 down        None       None  -7.930                      energetic
05-20 23:16    23:29   up        None       None -15.000              reversal_fvg_long
05-22 01:50    02:39 down        None       None   9.470                  v16_dip_short
05-22 21:47    01:30 down        None       None  -9.850                   v16_momentum
05-25 06:05    06:35   up        None       None   7.400                      energetic
05-26 19:47    21:02 down        None       None -11.720                   v16_momentum
05-26 21:51    06:45 down        None       None  18.420                   v16_momentum
05-27 21:01    21:11 down        None       None  10.470                      energetic
05-27 21:11    21:28   up        None       None -15.000              reversal_fvg_long
05-27 21:31    22:01 down        None       None -20.990                      energetic
05-27 22:05    22:54 down        None       None  -2.000                  v16_dip_short
05-28 18:47    19:00 down        None       None   3.750                   v16_momentum
05-29 22:47    06:01   up        None       None -12.910                   v16_momentum
06-01 19:33    08:15 down        None       None  23.020                   v16_momentum
06-03 18:09    18:54 down        None       None   2.290                  v16_dip_short
06-03 21:43    22:15 down        None       None -17.710                      energetic
06-04 07:52    08:07   up        None       None  -3.250              reversal_fvg_long
06-04 09:33    10:14   up        None       None  -2.620              reversal_fvg_long
06-04 19:32    22:35   up        None       None -10.180                   v16_momentum
06-05 20:47    06:04 down        None       None 126.690                   v16_momentum
06-08 09:32    10:04 down        None       None -11.860                      energetic
06-08 17:03    17:37 down        None       None  -2.690                   v16_momentum
06-08 19:27    19:48   up        None       None  -6.360              reversal_fvg_long
06-09 19:02    21:28   up        None       None  -8.360                   v16_momentum
06-09 22:04    22:36   up        None       None -21.400                      energetic
06-09 22:37    23:16 down        None       None  11.160                      energetic
06-10 09:02    09:11 down        None       None   2.170                      energetic
06-10 09:12    09:42   up        None       None -13.120                      energetic
06-10 13:49    14:08   up        None       None  15.040              reversal_fvg_long
06-10 16:02    11:00 down        None       None 106.180                   v16_momentum
06-12 02:29    02:47   up        None       None  15.520                uptrend_retrace
06-12 03:40    03:55   up        None       None   3.760                uptrend_retrace
06-12 07:01    07:03   up        None       None -15.000                uptrend_retrace
06-12 09:03    09:08 down        None       None   2.570                      energetic
06-12 09:08    09:27 down        None       None   7.270              downtrend_retrace
06-12 15:47    18:00   up        None       None  37.430                   v16_momentum
06-12 21:44    22:09 down        None       None -10.550              downtrend_retrace
06-12 22:10    22:40 down        None       None   6.010                      energetic
06-15 06:03    06:58   up        None       None  -0.100                      energetic
06-15 09:46    10:11   up        None       None   5.150              reversal_fvg_long
06-15 15:17    04:45   up        None       None  -5.380                   v16_momentum
06-16 21:17    22:45 down        None       None  17.880                   v16_momentum
06-17 23:17    02:00   up        None       None  -8.600                   v16_momentum
06-18 02:23    02:35 down        None       None  18.180                      energetic
06-18 02:35    02:36   up        None       None  20.000              reversal_fvg_long
06-18 02:37    02:39 down        None       None  -8.000                      energetic
06-18 02:39    02:44   up        None       None  20.980                uptrend_retrace
06-18 02:48    02:55   up        None       None -25.000                      energetic
06-18 02:56    03:17 down        None       None  53.070                      energetic
06-18 03:18    03:38   up        None       None -25.000                      energetic
06-18 03:39    04:11   up        None       None  33.950                      energetic
06-18 08:04    08:29   up        None       None   9.340              reversal_fvg_long
06-18 08:31    09:42   up        None       None  14.960              reversal_fvg_long
06-18 15:47    11:30 down        None       None 129.600                   v16_momentum
06-19 16:47    19:45 down        None       None  16.020                   v16_momentum
06-23 13:42    13:57 down        None       None   1.120              downtrend_retrace
06-23 22:17    22:38   up        None       None -15.000              reversal_fvg_long
06-23 22:47    23:01 down        None       None  -6.660                   v16_momentum
06-23 23:24    23:30 down        None       None  -6.310                   v16_momentum
06-24 01:02    01:13 down        None       None  -5.320                   v16_momentum
06-24 09:04    09:12 down        None       None -18.140                      energetic
06-24 09:13    09:31   up        None       None   4.230                      energetic
06-24 09:31    09:46   up        None       None -12.700                uptrend_retrace
06-24 15:17    10:15 down        None       None 112.980                   v16_momentum
06-25 21:03    21:52 down        None       None  22.300                  v16_dip_short
