
======================================================================
  GOLD v16 COMBINED (merged portfolio)
  Period: 2025-06-01 → 2026-06-25
======================================================================
  Total Trades: 912
  Net PnL     : +6906.64 pts
  Win Rate    : 53.0%
  Avg/trade   : +7.57
  Max DD      : -262.18

  By source:
    energetic           :  241 trades  PnL=+729.7  WR=54%  avg=+3.03
    pattern             :  332 trades  PnL=+3345.5  WR=55%  avg=+10.08
    v16_dip_short       :  221 trades  PnL=+686.3  WR=50%  avg=+3.11
    v16_momentum        :  118 trades  PnL=+2145.1  WR=50%  avg=+18.18

  By leg:
    breakthrough_long   :    5 trades  PnL=+246.8  WR=100%  avg=+49.35
    breakthrough_short  :    3 trades  PnL=+172.5  WR=100%  avg=+57.50
    downtrend_retrace   :   41 trades  PnL=+702.9  WR=63%  avg=+17.14
    energetic           :  241 trades  PnL=+729.7  WR=54%  avg=+3.03
    reversal_fvg_long   :   71 trades  PnL=+395.5  WR=52%  avg=+5.57
    reversal_fvg_short  :   18 trades  PnL=+231.1  WR=33%  avg=+12.84
    uptrend_retrace     :  194 trades  PnL=+1596.8  WR=55%  avg=+8.23
    v16_dip_short       :  221 trades  PnL=+686.3  WR=50%  avg=+3.11
    v16_momentum        :  118 trades  PnL=+2145.1  WR=50%  avg=+18.18

  By matched_pattern:
    breakthrough_long   :    5 trades  PnL=+246.8  WR=100%  avg=+49.35
    breakthrough_short  :    3 trades  PnL=+172.5  WR=100%  avg=+57.50
    downtrend_retrace   :   41 trades  PnL=+702.9  WR=63%  avg=+17.14
    reversal_fvg_long   :   71 trades  PnL=+395.5  WR=52%  avg=+5.57
    reversal_fvg_short  :   18 trades  PnL=+231.1  WR=33%  avg=+12.84
    uptrend_retrace     :  194 trades  PnL=+1596.8  WR=55%  avg=+8.23

  LONG total :  402  PnL=+3042.7  WR=54%
  SHORT total:  510  PnL=+3863.9  WR=52%

────────────────────────────────────────────────────────────
  ALL TRADES (HKT)
────────────────────────────────────────────────────────────
  entry_hkt exit_hkt  dir entry_price exit_price     pnl exit_reason            pattern
01-30 22:22    22:33 down        None       None -35.000                  v16_dip_short
01-30 22:34    22:54 down        None       None  54.240                  v16_dip_short
01-30 22:55    23:02 down        None       None  57.480                      energetic
01-30 23:03    23:11   up        None       None  44.290                      energetic
01-30 23:11    23:11   up        None       None  20.000                uptrend_retrace
01-30 23:12    23:18   up        None       None  20.020                uptrend_retrace
01-30 23:51    00:02 down        None       None  35.000                  v16_dip_short
01-31 03:17    03:23 down        None       None  35.000                  v16_dip_short
01-31 03:53    04:01 down        None       None  35.000                  v16_dip_short
01-31 04:47    04:55 down        None       None  40.495                  v16_dip_short
02-02 07:04    07:06   up        None       None -16.730                      energetic
02-02 07:06    07:10   up        None       None -15.000                uptrend_retrace
02-02 07:12    07:12   up        None       None  30.000                      energetic
02-02 07:14    07:14   up        None       None -25.000                      energetic
02-02 07:19    07:26   up        None       None  37.850                      energetic
02-02 07:26    07:28   up        None       None -15.000                uptrend_retrace
02-02 07:29    08:08   up        None       None  71.850                uptrend_retrace
02-02 09:01    09:01   up        None       None  20.000                uptrend_retrace
02-02 09:02    09:02   up        None       None  20.000                uptrend_retrace
02-02 09:04    09:04   up        None       None -15.000                uptrend_retrace
02-02 09:05    09:06   up        None       None -15.000                uptrend_retrace
02-02 09:07    09:07   up        None       None -15.000                uptrend_retrace
02-02 09:08    09:09   up        None       None -15.000              reversal_fvg_long
02-02 09:10    09:10   up        None       None -15.000              reversal_fvg_long
02-02 09:11    09:11   up        None       None  30.000                      energetic
02-02 09:16    09:17   up        None       None  30.000                      energetic
02-02 09:21    09:21   up        None       None -15.000                uptrend_retrace
02-02 09:22    09:23   up        None       None -15.000                uptrend_retrace
02-02 09:24    09:24   up        None       None  20.000                uptrend_retrace
02-02 09:25    09:25   up        None       None -15.000                uptrend_retrace
02-02 09:26    09:26   up        None       None  20.000                uptrend_retrace
02-02 09:27    09:30   up        None       None -15.000                uptrend_retrace
02-02 09:31    10:32   up        None       None  87.230                uptrend_retrace
02-02 12:02    12:05   up        None       None -15.000                uptrend_retrace
02-02 12:06    12:19   up        None       None  72.990                uptrend_retrace
02-02 12:22    12:39   up        None       None -15.000                uptrend_retrace
02-02 12:40    12:45   up        None       None  29.950                uptrend_retrace
02-02 12:47    12:56 down        None       None  30.000                      energetic
02-02 14:01    14:02   up        None       None -15.000                uptrend_retrace
02-02 14:03    14:06   up        None       None -15.000                uptrend_retrace
02-02 14:07    14:08   up        None       None -15.000                uptrend_retrace
02-02 14:09    14:09   up        None       None  20.000                uptrend_retrace
02-02 14:10    14:13   up        None       None -15.000                uptrend_retrace
02-02 14:14    14:17   up        None       None -15.000                uptrend_retrace
02-02 14:18    14:21 down        None       None  34.180                      energetic
02-02 14:21    14:38 down        None       None  95.020             reversal_fvg_short
02-02 14:39    14:43   up        None       None  21.410                      energetic
02-02 14:43    14:56   up        None       None  63.870                uptrend_retrace
02-02 14:57    15:01   up        None       None   2.130                      energetic
02-02 15:01    15:02   up        None       None  20.000                uptrend_retrace
02-02 15:03    15:09   up        None       None  27.410                      energetic
02-02 15:10    15:17 down        None       None  14.550                      energetic
02-02 15:17    15:25   up        None       None  32.060                uptrend_retrace
02-02 15:27    15:29   up        None       None -15.000                uptrend_retrace
02-02 15:30    15:31   up        None       None -15.000                uptrend_retrace
02-02 15:32    15:37   up        None       None  27.460                uptrend_retrace
02-02 15:39    15:41   up        None       None  26.200                uptrend_retrace
02-02 15:43    15:45   up        None       None  20.000                uptrend_retrace
02-02 15:46    16:01 down        None       None  20.980                      energetic
02-02 16:01    16:09   up        None       None  46.860                uptrend_retrace
02-02 16:10    16:51 down        None       None -35.000                  v16_dip_short
02-02 16:55    17:03 down        None       None  35.000                  v16_dip_short
02-02 17:48    18:36 down        None       None  35.000                  v16_dip_short
02-02 18:42    18:55 down        None       None -25.000                      energetic
02-02 19:19    20:24 down        None       None -27.530                  v16_dip_short
02-02 20:46    21:00 down        None       None  58.890                      energetic
02-02 21:09    21:11 down        None       None -35.000                  v16_dip_short
02-02 21:21    00:15 down        None       None  54.550                   v16_momentum
02-03 01:02    01:07 down        None       None -25.000                      energetic
02-03 01:08    01:20 down        None       None  30.000                      energetic
02-03 01:21    01:34 down        None       None  -5.140                      energetic
02-03 01:34    02:14 down        None       None  46.130                  v16_dip_short
02-03 03:03    03:40   up        None       None  35.690                uptrend_retrace
02-03 03:41    03:43 down        None       None -17.570                      energetic
02-03 03:43    03:51   up        None       None  20.000                uptrend_retrace
02-03 03:54    04:09 down        None       None  -3.270                      energetic
02-03 05:01    05:02   up        None       None -15.000                uptrend_retrace
02-03 05:12    05:51   up        None       None -15.000                uptrend_retrace
02-03 05:55    07:01   up        None       None  20.000                uptrend_retrace
02-03 07:03    07:18   up        None       None  30.000                      energetic
02-03 07:30    07:31   up        None       None -15.000                uptrend_retrace
02-03 07:32    07:52   up        None       None  44.640                uptrend_retrace
02-03 07:53    08:04 down        None       None -25.000                      energetic
02-03 09:01    09:01   up        None       None -15.000                uptrend_retrace
02-03 09:02    09:02   up        None       None  20.000                uptrend_retrace
02-03 09:03    09:13 down        None       None -17.120                      energetic
02-03 09:13    09:44   up        None       None  23.050              reversal_fvg_long
02-03 09:49    10:27 down        None       None  67.330                      energetic
02-03 10:27    10:45   up        None       None -15.000                uptrend_retrace
02-03 10:48    11:04   up        None       None  33.580                uptrend_retrace
02-03 11:11    11:26   up        None       None -15.000                uptrend_retrace
02-03 11:28    11:38   up        None       None  36.570                uptrend_retrace
02-03 14:40    15:10 down        None       None -11.050                      energetic
02-03 15:15    15:33 down        None       None -25.000                      energetic
02-03 15:34    16:06 down        None       None  15.710                      energetic
02-03 16:06    16:12   up        None       None  27.580                uptrend_retrace
02-03 16:13    16:58   up        None       None -13.490              reversal_fvg_long
02-03 16:59    17:28 down        None       None  24.910                      energetic
02-03 17:28    17:39   up        None       None  20.000                uptrend_retrace
02-03 17:58    18:13   up        None       None  11.230                uptrend_retrace
02-03 19:01    20:00 down        None       None -25.000                      energetic
02-03 20:04    20:25 down        None       None  37.455                  v16_dip_short
02-03 21:02    21:20 down        None       None -11.250                      energetic
02-03 21:20    21:39   up        None       None  11.820                uptrend_retrace
02-03 21:41    22:31 down        None       None  19.540                      energetic
02-03 23:02    23:11   up        None       None  29.370                uptrend_retrace
02-03 23:12    00:17 down        None       None -25.000                      energetic
02-04 00:17    01:43 down        None       None  46.025                  v16_dip_short
02-04 01:48    02:32 down        None       None  35.000                  v16_dip_short
02-04 03:01    03:23 down        None       None -24.780             reversal_fvg_short
02-04 03:25    04:03   up        None       None -15.000                uptrend_retrace
02-04 04:15    05:53   up        None       None  23.790                uptrend_retrace
02-04 07:06    07:07   up        None       None -15.000                uptrend_retrace
02-04 07:08    07:12 down        None       None -25.000                      energetic
02-04 08:38    10:26   up        None       None  69.150              reversal_fvg_long
02-04 11:03    11:22   up        None       None   5.870                uptrend_retrace
02-04 18:47    19:12   up        None       None -17.090                   v16_momentum
02-04 20:06    21:00   up        None       None -17.170                   v16_momentum
02-04 21:04    21:49 down        None       None  -7.990                  v16_dip_short
02-04 21:53    22:32 down        None       None  35.000                  v16_dip_short
02-04 22:33    22:37 down        None       None   5.870                      energetic
02-04 22:37    23:34 down        None       None  97.250              downtrend_retrace
02-05 00:01    00:48 down        None       None  57.810              downtrend_retrace
02-05 00:49    00:51   up        None       None  22.040                      energetic
02-05 00:51    03:12   up        None       None  59.480                uptrend_retrace
02-05 03:13    03:22 down        None       None  21.810                      energetic
02-05 03:22    03:49   up        None       None   9.000                uptrend_retrace
02-05 03:54    03:55   up        None       None -10.660                      energetic
02-05 03:55    04:11   up        None       None -15.000                uptrend_retrace
02-05 04:12    05:22   up        None       None  25.030                uptrend_retrace
02-05 09:13    09:15 down        None       None  22.440                      energetic
02-05 09:16    09:35   up        None       None  21.690                      energetic
02-05 09:36    09:40 down        None       None   8.240                      energetic
02-05 09:41    10:00   up        None       None -17.010                      energetic
02-05 10:00    10:14 down        None       None  40.000              downtrend_retrace
02-05 10:15    10:19   up        None       None  -6.550                      energetic
02-05 10:19    10:47 down        None       None  47.240              downtrend_retrace
02-05 10:48    10:51   up        None       None -27.070                      energetic
02-05 10:51    11:17 down        None       None -12.870              downtrend_retrace
02-05 11:18    11:36   up        None       None -15.000                uptrend_retrace
02-05 11:38    12:32   up        None       None  30.980                uptrend_retrace
02-05 12:38    13:00   up        None       None -15.000                uptrend_retrace
02-05 13:15    13:32   up        None       None -15.000                uptrend_retrace
02-05 13:33    13:43   up        None       None  48.340                uptrend_retrace
02-05 13:44    14:08 down        None       None -25.000                      energetic
02-05 14:29    14:55 down        None       None  30.000                      energetic
02-05 15:26    15:41 down        None       None  30.000                      energetic
02-05 15:42    16:03 down        None       None -25.000                      energetic
02-05 16:12    16:42 down        None       None  15.070                      energetic
02-05 17:06    17:15 down        None       None  12.370                      energetic
02-05 17:15    17:36   up        None       None  14.320                uptrend_retrace
02-05 17:52    18:11 down        None       None   6.210             reversal_fvg_short
02-05 20:01    20:28 down        None       None  26.470                      energetic
02-05 20:28    21:01   up        None       None -15.000                uptrend_retrace
02-05 21:55    22:33 down        None       None  35.000                  v16_dip_short
02-05 22:52    23:02 down        None       None  37.475                  v16_dip_short
02-05 23:40    00:43 down        None       None -35.000                  v16_dip_short
02-06 00:50    02:02 down        None       None  10.910                  v16_dip_short
02-06 02:25    02:39 down        None       None   5.050                      energetic
02-06 02:39    03:05   up        None       None -15.000                uptrend_retrace
02-06 03:08    03:14   up        None       None -15.000                uptrend_retrace
02-06 03:15    03:33   up        None       None -15.000                uptrend_retrace
02-06 03:34    04:06 down        None       None   6.440                      energetic
02-06 05:35    05:42 down        None       None  -5.220                      energetic
02-06 05:43    05:50   up        None       None -12.490                      energetic
02-06 05:50    07:01 down        None       None   8.210              downtrend_retrace
02-06 07:16    07:46 down        None       None  36.840             breakthrough_short
02-06 07:47    08:10 down        None       None  30.690              downtrend_retrace
02-06 09:03    09:03   up        None       None  20.000                uptrend_retrace
02-06 09:04    09:08 down        None       None -25.000                      energetic
02-06 09:16    09:23 down        None       None  52.570              downtrend_retrace
02-06 09:24    09:48   up        None       None  43.420                uptrend_retrace
02-06 10:31    11:34 down        None       None   6.030                      energetic
02-06 11:42    12:03   up        None       None  16.830                uptrend_retrace
02-06 14:00    14:13 down        None       None  30.000                      energetic
02-06 16:02    16:19 down        None       None -24.200              downtrend_retrace
02-06 16:20    16:31   up        None       None  20.000                uptrend_retrace
02-06 17:04    17:34   up        None       None  17.100                      energetic
02-06 17:39    17:58   up        None       None   7.060                uptrend_retrace
02-06 21:02    21:32 down        None       None  -2.640                      energetic
02-06 21:32    21:56   up        None       None  -3.610              reversal_fvg_long
02-06 22:10    22:23   up        None       None -15.000                uptrend_retrace
02-06 22:24    22:32   up        None       None  20.240                uptrend_retrace
02-06 22:38    22:42 down        None       None  17.310                      energetic
02-06 22:42    23:00   up        None       None  28.810                uptrend_retrace
02-06 23:02    00:15 down        None       None  10.730                      energetic
02-07 00:50    01:36 down        None       None  -3.300                  v16_dip_short
02-09 07:26    08:07   up        None       None  31.200                      energetic
02-09 09:09    09:36 down        None       None  30.000                      energetic
02-09 09:37    09:45 down        None       None -25.000                      energetic
02-09 18:37    19:23 down        None       None  -2.220                  v16_dip_short
02-09 22:33    23:19 down        None       None   4.930                  v16_dip_short
02-10 07:24    07:34 down        None       None -11.420                      energetic
02-10 07:34    07:58   up        None       None  10.760                uptrend_retrace
02-10 16:21    17:06 down        None       None -10.140                  v16_dip_short
02-10 21:47    22:47   up        None       None -17.970                   v16_momentum
02-11 19:10    19:46   up        None       None  17.520              reversal_fvg_long
02-11 19:48    20:09   up        None       None -15.000              reversal_fvg_long
02-11 23:02    23:37   up        None       None -20.070                   v16_momentum
02-12 00:47    01:45   up        None       None  16.360                   v16_momentum
02-13 01:03    02:09 down        None       None  30.270                  v16_dip_short
02-13 02:21    02:42   up        None       None  23.480                uptrend_retrace
02-13 02:45    03:15   up        None       None  -6.230                      energetic
02-13 03:34    04:38 down        None       None  25.160                  v16_dip_short
02-13 07:31    07:46   up        None       None  -8.580                uptrend_retrace
02-13 09:01    09:29   up        None       None  24.500              reversal_fvg_long
02-13 09:31    10:02   up        None       None   7.690              reversal_fvg_long
02-13 21:40    22:02 down        None       None   0.110                      energetic
02-13 22:02    22:25   up        None       None  12.850              reversal_fvg_long
02-13 22:36    22:41 down        None       None  35.000                  v16_dip_short
02-13 22:42    22:44 down        None       None -25.000                      energetic
02-13 22:46    23:31 down        None       None -10.800                      energetic
02-13 23:37    23:53 down        None       None  35.000                  v16_dip_short
02-14 00:39    07:06   up        None       None  -2.860                   v16_momentum
02-17 13:33    13:53 down        None       None -25.000                      energetic
02-17 19:09    19:54 down        None       None  -3.660                  v16_dip_short
02-17 20:47    08:00 down        None       None  72.370                   v16_momentum
02-18 21:17    09:17   up        None       None   6.630                   v16_momentum
02-19 23:18    00:09 down        None       None  -4.410                  v16_dip_short
02-20 20:34    21:21 down        None       None  -6.150                  v16_dip_short
02-20 22:53    23:03   up        None       None -21.750                   v16_momentum
02-20 23:06    23:10 down        None       None   1.370                      energetic
02-20 23:11    23:18   up        None       None  30.000                      energetic
02-20 23:38    07:01   up        None       None  77.600                   v16_momentum
02-23 16:47    05:00   up        None       None  99.470                   v16_momentum
02-24 05:01    05:20   up        None       None  -4.270              reversal_fvg_long
02-24 09:04    09:16 down        None       None  58.890                      energetic
02-24 09:17    10:10   up        None       None  20.200                      energetic
02-24 21:40    21:55 down        None       None   7.090             reversal_fvg_short
02-24 23:06    23:36 down        None       None -10.670                      energetic
02-25 01:06    01:54 down        None       None  -9.310                  v16_dip_short
02-25 21:08    21:53 down        None       None   3.110                  v16_dip_short
02-25 23:37    00:22 down        None       None -17.930                  v16_dip_short
02-26 16:32    18:05 down        None       None -14.370                   v16_momentum
02-26 20:02    20:15 down        None       None  -9.640                   v16_momentum
02-27 00:21    01:06 down        None       None  -1.830                  v16_dip_short
02-27 22:22    23:08 down        None       None  -2.760                  v16_dip_short
02-27 23:09    23:54 down        None       None  -0.900                  v16_dip_short
03-02 07:05    07:07   up        None       None -25.000                      energetic
03-02 07:08    07:41   up        None       None  43.120                uptrend_retrace
03-02 09:02    09:04 down        None       None   1.530                      energetic
03-02 09:04    09:12   up        None       None  20.000                uptrend_retrace
03-02 09:21    09:29   up        None       None -15.000                uptrend_retrace
03-02 09:30    10:35   up        None       None  27.280                uptrend_retrace
03-02 21:38    22:01   up        None       None -20.830                   v16_momentum
03-02 22:02    22:20 down        None       None  18.300              downtrend_retrace
03-02 22:26    22:38   up        None       None  14.730                      energetic
03-02 22:38    22:52   up        None       None -15.000                uptrend_retrace
03-02 22:55    23:00   up        None       None -15.000                uptrend_retrace
03-02 23:08    00:00 down        None       None  35.000                  v16_dip_short
03-03 01:01    01:19   up        None       None  -1.080                uptrend_retrace
03-03 01:32    02:20 down        None       None  11.210                  v16_dip_short
03-03 03:10    03:55 down        None       None  -0.120                  v16_dip_short
03-03 09:04    09:29   up        None       None  13.900              reversal_fvg_long
03-03 09:31    09:46   up        None       None -15.000              reversal_fvg_long
03-03 10:03    10:43   up        None       None  17.010                uptrend_retrace
03-03 16:32    07:01 down        None       None 213.950                   v16_momentum
03-04 07:19    07:37   up        None       None   8.190                uptrend_retrace
03-04 09:16    10:13   up        None       None  34.480              reversal_fvg_long
03-04 11:05    11:20   up        None       None  16.860                uptrend_retrace
03-04 17:36    19:02 down        None       None -15.430                  v16_dip_short
03-04 21:21    21:59   up        None       None -16.570                   v16_momentum
03-04 23:54    00:39 down        None       None   0.470                  v16_dip_short
03-05 08:50    09:29   up        None       None   0.520              reversal_fvg_long
03-05 21:34    09:34 down        None       None  26.290                   v16_momentum
03-06 16:17    21:30 down        None       None  -5.710                   v16_momentum
03-06 21:31    21:56   up        None       None -25.000                      energetic
03-06 22:20    22:57   up        None       None  22.810                uptrend_retrace
03-06 23:04    23:26 down        None       None -25.000                      energetic
03-09 06:07    06:07 down        None       None  30.000                      energetic
03-09 06:08    06:10 down        None       None -25.000                      energetic
03-09 06:16    06:42 down        None       None  20.340                      energetic
03-09 06:42    07:40 down        None       None  45.420             breakthrough_short
03-09 07:43    07:44 down        None       None -25.000                      energetic
03-09 07:45    07:46 down        None       None   5.610                      energetic
03-09 07:46    07:47   up        None       None -15.000                uptrend_retrace
03-09 07:48    07:58 down        None       None -15.460                      energetic
03-09 07:58    08:02   up        None       None -15.000                uptrend_retrace
03-09 09:01    09:03 down        None       None -25.000                      energetic
03-09 09:05    09:06 down        None       None -23.400                      energetic
03-09 09:06    09:17   up        None       None  32.210                uptrend_retrace
03-09 09:20    09:27 down        None       None   3.160                      energetic
03-09 09:27    09:44   up        None       None   2.910                uptrend_retrace
03-09 17:33    18:39 down        None       None  35.680                  v16_dip_short
03-09 19:00    19:15 down        None       None  -3.450             reversal_fvg_short
03-10 03:24    04:09 down        None       None  -6.380                  v16_dip_short
03-10 09:34    10:01   up        None       None  24.020              reversal_fvg_long
03-10 19:06    20:07 down        None       None  22.380                  v16_dip_short
03-10 21:01    21:34   up        None       None  18.530              reversal_fvg_long
03-10 22:20    23:05 down        None       None   0.660                  v16_dip_short
03-11 02:27    03:03 down        None       None   1.880                      energetic
03-11 22:47    22:50 down        None       None -12.490                   v16_momentum
03-11 23:17    01:45 down        None       None  10.260                   v16_momentum
03-13 04:34    06:01 down        None       None  -7.340                      energetic
03-13 09:04    09:19   up        None       None  -2.460              reversal_fvg_long
03-13 16:17    16:30 down        None       None   0.820                   v16_momentum
03-13 17:06    17:51 down        None       None   3.250                  v16_dip_short
03-13 20:50    21:10   up        None       None -10.290              reversal_fvg_long
03-14 00:04    00:34 down        None       None -14.760                      energetic
03-14 00:52    01:38 down        None       None  -9.870                  v16_dip_short
03-16 07:23    07:53 down        None       None  -9.030                      energetic
03-16 09:14    09:29   up        None       None  -7.010              reversal_fvg_long
03-16 17:52    18:37 down        None       None  -3.070                  v16_dip_short
03-17 00:08    00:53 down        None       None   4.150                  v16_dip_short
03-17 14:03    14:33 down        None       None  -3.090                      energetic
03-17 20:32    21:45   up        None       None   2.520                   v16_momentum
03-18 19:33    19:58 down        None       None  35.040                  v16_dip_short
03-18 20:13    20:16 down        None       None   7.300                      energetic
03-18 20:17    20:23   up        None       None   0.790                      energetic
03-18 20:24    20:32 down        None       None  14.320                      energetic
03-18 20:33    20:40   up        None       None  -0.950                      energetic
03-18 20:41    21:00 down        None       None  27.000                      energetic
03-18 21:48    22:54 down        None       None  14.230                  v16_dip_short
03-19 02:33    14:45 down        None       None 100.220                   v16_momentum
03-19 14:51    15:27   up        None       None   8.550                      energetic
03-19 15:45    16:14 down        None       None  38.030                      energetic
03-19 16:23    16:24 down        None       None   2.310                      energetic
03-19 16:24    17:05 down        None       None  17.260              downtrend_retrace
03-19 17:14    17:22   up        None       None  30.000                      energetic
03-19 17:33    18:17 down        None       None  33.090                      energetic
03-19 19:02    19:46 down        None       None  34.430                      energetic
03-19 19:46    20:01 down        None       None  19.480              downtrend_retrace
03-19 20:02    21:30 down        None       None  72.520              downtrend_retrace
03-19 21:32    21:47 down        None       None  35.000                  v16_dip_short
03-19 21:52    21:56 down        None       None -35.000                  v16_dip_short
03-19 23:06    23:32 down        None       None  43.620                  v16_dip_short
03-20 01:07    01:35   up        None       None   9.320                      energetic
03-20 01:35    01:52   up        None       None  20.000                uptrend_retrace
03-20 01:53    02:39 down        None       None  21.040                  v16_dip_short
03-20 03:01    03:11 down        None       None -25.000                      energetic
03-20 03:12    03:16 down        None       None   9.340                      energetic
03-20 03:16    03:25   up        None       None -15.000                uptrend_retrace
03-20 03:26    04:29   up        None       None  18.220              reversal_fvg_long
03-20 04:31    06:01   up        None       None  -1.070              reversal_fvg_long
03-20 09:12    09:12   up        None       None  -3.900                      energetic
03-20 09:13    09:40 down        None       None -25.000                      energetic
03-20 11:23    11:38   up        None       None  -5.480              reversal_fvg_long
03-20 16:21    16:51 down        None       None  37.270                  v16_dip_short
03-20 19:04    19:54 down        None       None  -6.370                  v16_dip_short
03-20 20:32    06:01 down        None       None 198.100                   v16_momentum
03-23 06:02    06:07 down        None       None -25.000                      energetic
03-23 06:08    06:11 down        None       None   4.950                      energetic
03-23 06:12    06:14   up        None       None   7.400                      energetic
03-23 06:15    06:28 down        None       None -25.000                      energetic
03-23 06:29    06:32 down        None       None  16.990                      energetic
03-23 06:33    06:36   up        None       None  -9.150                      energetic
03-23 06:37    07:12 down        None       None  16.290                      energetic
03-23 07:12    07:36   up        None       None -15.000                uptrend_retrace
03-23 07:37    08:14 down        None       None  41.350              downtrend_retrace
03-23 09:01    09:04 down        None       None -30.000              downtrend_retrace
03-23 09:05    09:08   up        None       None  32.600                uptrend_retrace
03-23 09:09    09:18   up        None       None  18.600                      energetic
03-23 09:19    09:21 down        None       None   7.280                      energetic
03-23 09:21    09:22   up        None       None  20.000                uptrend_retrace
03-23 09:25    09:30   up        None       None -15.000                uptrend_retrace
03-23 09:32    09:35 down        None       None   8.820                      energetic
03-23 09:35    09:46   up        None       None -15.000                uptrend_retrace
03-23 09:47    09:48   up        None       None -15.000                uptrend_retrace
03-23 09:49    09:56   up        None       None -15.000                uptrend_retrace
03-23 09:58    10:37   up        None       None -15.000                uptrend_retrace
03-23 12:01    12:36   up        None       None   6.450                      energetic
03-23 12:37    12:52 down        None       None  19.640                      energetic
03-23 12:53    13:30   up        None       None -25.000                      energetic
03-23 14:02    14:31 down        None       None  69.050             reversal_fvg_short
03-23 14:33    14:43   up        None       None -25.000                      energetic
03-23 14:44    14:47   up        None       None -25.000                      energetic
03-23 14:48    14:50   up        None       None  47.020                      energetic
03-23 14:50    15:01   up        None       None -15.000                uptrend_retrace
03-23 15:02    15:08 down        None       None  55.750              downtrend_retrace
03-23 15:09    15:10   up        None       None  20.300                      energetic
03-23 15:10    15:20 down        None       None  55.080              downtrend_retrace
03-23 15:21    15:29   up        None       None  24.940                      energetic
03-23 15:29    15:38   up        None       None  63.190                uptrend_retrace
03-23 15:40    15:41   up        None       None  28.310                uptrend_retrace
03-23 15:42    15:43   up        None       None  -1.300                      energetic
03-23 15:43    16:35   up        None       None  77.330                uptrend_retrace
03-23 16:36    16:38   up        None       None -15.000                uptrend_retrace
03-23 16:39    16:51   up        None       None -15.000                uptrend_retrace
03-23 16:52    17:16   up        None       None  50.370                uptrend_retrace
03-23 17:18    17:39 down        None       None  35.000                  v16_dip_short
03-23 17:53    18:38 down        None       None  -6.090                  v16_dip_short
03-23 18:39    18:50   up        None       None  30.520                uptrend_retrace
03-23 18:51    18:59 down        None       None   7.560                      energetic
03-23 19:00    19:05   up        None       None  30.000                      energetic
03-23 19:32    19:57 down        None       None  35.055                  v16_dip_short
03-23 20:01    20:03   up        None       None -15.000                uptrend_retrace
03-23 20:04    20:05   up        None       None -15.000                uptrend_retrace
03-23 20:06    20:10   up        None       None  29.880                uptrend_retrace
03-23 20:11    20:15 down        None       None   9.050                      energetic
03-23 20:15    20:17   up        None       None  32.060                uptrend_retrace
03-23 20:18    20:30   up        None       None -15.000                uptrend_retrace
03-23 20:31    20:50   up        None       None  86.190                uptrend_retrace
03-23 20:52    21:30 down        None       None  70.130                      energetic
03-23 22:02    22:25 down        None       None -35.000                  v16_dip_short
03-23 22:33    23:17 down        None       None  50.280                  v16_dip_short
03-24 00:02    00:05   up        None       None -15.000                uptrend_retrace
03-24 00:06    00:07   up        None       None  13.410                      energetic
03-24 00:07    00:25   up        None       None -15.000                uptrend_retrace
03-24 00:26    00:38   up        None       None  16.900                      energetic
03-24 00:39    00:41 down        None       None   3.150                      energetic
03-24 00:41    01:11   up        None       None  18.100                uptrend_retrace
03-24 01:32    02:22 down        None       None  12.040                  v16_dip_short
03-24 02:22    02:41   up        None       None  40.040                uptrend_retrace
03-24 02:42    03:13 down        None       None  36.100                      energetic
03-24 04:01    04:59   up        None       None  22.150                uptrend_retrace
03-24 06:04    07:01 down        None       None -20.870                      energetic
03-24 09:01    09:08   up        None       None -15.000                uptrend_retrace
03-24 09:09    09:32 down        None       None  -9.080             reversal_fvg_short
03-24 09:35    09:41   up        None       None -15.000                uptrend_retrace
03-24 09:43    10:30 down        None       None -30.000              downtrend_retrace
03-24 10:33    10:51 down        None       None   8.900                      energetic
03-24 10:51    11:36   up        None       None -15.000                uptrend_retrace
03-24 11:38    12:12   up        None       None   9.350                uptrend_retrace
03-24 12:13    12:19   up        None       None -15.000                uptrend_retrace
03-24 12:23    12:53 down        None       None -15.140                      energetic
03-24 13:17    13:46   up        None       None  22.360                      energetic
03-24 13:47    13:57 down        None       None  17.120                      energetic
03-24 13:57    14:22   up        None       None  37.890                uptrend_retrace
03-24 14:26    14:39 down        None       None   0.310                      energetic
03-24 14:39    15:00   up        None       None  20.000                uptrend_retrace
03-24 15:43    15:52   up        None       None  27.500                uptrend_retrace
03-24 16:03    16:20   up        None       None -15.000                uptrend_retrace
03-24 16:22    16:55   up        None       None  10.150                uptrend_retrace
03-24 19:04    19:23 down        None       None   1.110                      energetic
03-24 19:23    19:53   up        None       None -15.000                uptrend_retrace
03-24 19:54    19:57 down        None       None -11.930                      energetic
03-24 19:57    20:12 down        None       None -13.610              downtrend_retrace
03-24 21:01    22:01 down        None       None -11.820             reversal_fvg_short
03-24 22:34    23:20 down        None       None   4.340                  v16_dip_short
03-24 23:38    00:24 down        None       None  -1.180                  v16_dip_short
03-25 01:51    02:32 down        None       None -35.000                  v16_dip_short
03-25 04:24    04:24   up        None       None  30.000                      energetic
03-25 04:26    04:29   up        None       None -25.000                      energetic
03-25 04:39    04:41   up        None       None -15.000                uptrend_retrace
03-25 04:43    06:01   up        None       None  21.280              reversal_fvg_long
03-25 06:06    06:30   up        None       None -25.000                      energetic
