fast_h,slow_h,ob,cool,os,rec,slk,exec_h,tp_x,sl_x,rr,bars,pos,hr,tp$,sl$,score
15,120,-10,-50,-70,-50,10,360,0.4,0.15,2.666666666666667,904,194,21.460176991150444,31.38279601515935,11.768548505684754,194
30,60,-10,-40,-80,-50,10,360,0.3,0.15,2.0,781,194,24.839948783610755,23.629533585742948,11.814766792871474,194
15,60,-20,-50,-80,-50,5,240,0.35,0.15,2.3333333333333335,1062,193,18.173258003766477,28.27810157983056,12.119186391355953,193
60,90,-20,-40,-70,-50,5,240,0.35,0.2,1.7499999999999998,934,193,20.663811563169165,28.56388034154959,16.32221733802834,193
30,120,-20,-40,-70,-50,5,240,0.3,0.2,1.4999999999999998,689,193,28.011611030478957,24.78482396044936,16.523215973632905,193
15,60,-10,-50,-80,-50,5,240,0.35,0.15,2.3333333333333335,1033,192,18.586640851887708,28.3605866200573,12.1545371228817,192
15,60,-20,-40,-80,-40,5,240,0.3,0.2,1.4999999999999998,922,192,20.824295010845987,25.120917772505933,16.747278515003956,192
15,60,-20,-40,-80,-40,10,360,0.35,0.15,2.3333333333333335,913,192,21.02957283680175,29.087921463390963,12.466252055738986,192
30,120,-20,-40,-70,-50,10,360,0.35,0.2,1.7499999999999998,646,192,29.721362229102166,27.09685066158922,15.483914663765269,192
15,120,-10,-50,-70,-50,5,360,0.4,0.15,2.666666666666667,871,191,21.92881745120551,31.61131022240462,11.854241333401733,191
30,120,-20,-40,-70,-50,10,360,0.3,0.15,2.0,646,191,29.566563467492262,23.225871995647907,11.612935997823953,191
15,120,-20,-50,-70,-50,10,240,0.35,0.15,2.3333333333333335,935,191,20.427807486631018,27.630262105164174,11.841540902213218,191
30,60,-10,-40,-80,-50,5,240,0.3,0.15,2.0,888,190,21.396396396396398,23.756792003718804,11.878396001859402,190
30,60,-20,-40,-80,-50,10,360,0.35,0.15,2.3333333333333335,904,190,21.01769911504425,27.797128065936153,11.913054885401209,190
30,120,-10,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,574,190,33.10104529616725,22.509635998010936,15.00642399867396,190
15,60,-10,-50,-70,-40,5,360,0.35,0.15,2.3333333333333335,927,190,20.496224379719525,29.42252045746297,12.609651624626986,190
30,60,-10,-40,-80,-50,10,240,0.3,0.2,1.4999999999999998,781,191,24.455825864276566,23.629533585742948,15.753022390495298,190
15,120,-10,-50,-70,-50,10,240,0.35,0.15,2.3333333333333335,904,190,21.01769911504425,27.459946513264427,11.768548505684754,190
15,60,-20,-40,-80,-40,10,240,0.3,0.2,1.4999999999999998,913,189,20.700985761226725,24.93250411147797,16.621669407651982,189
30,120,-20,-40,-70,-50,5,360,0.3,0.15,2.0,689,189,27.431059506531202,24.78482396044936,12.39241198022468,189
15,60,-10,-40,-80,-40,5,240,0.3,0.2,1.4999999999999998,902,189,20.953436807095343,25.12123111036469,16.747487406909794,189
15,60,-10,-40,-80,-40,10,360,0.35,0.15,2.3333333333333335,891,189,21.21212121212121,29.101464087270415,12.47205603740161,189
15,120,-20,-50,-70,-50,5,240,0.35,0.15,2.3333333333333335,901,189,20.97669256381798,27.828080948057465,11.926320406310342,189
60,90,-20,-40,-70,-50,10,360,0.4,0.15,2.666666666666667,890,188,21.123595505617978,31.366814839586233,11.762555564844837,188
30,90,-10,-40,-70,-50,5,240,0.4,0.15,2.666666666666667,972,188,19.34156378600823,31.37742941008249,11.766536028780934,188
30,60,-10,-40,-80,-50,5,360,0.4,0.2,2.0,888,188,21.17117117117117,31.67572267162507,15.837861335812535,188
30,90,-20,-40,-70,-50,10,240,0.4,0.2,2.0,1070,188,17.570093457943926,31.291707658207603,15.645853829103801,188
15,60,-20,-40,-80,-40,5,360,0.4,0.2,2.0,922,188,20.390455531453362,33.49455703000791,16.747278515003956,188
60,90,-20,-40,-70,-50,10,240,0.35,0.2,1.7499999999999998,890,187,21.01123595505618,27.445962984637948,15.683407419793117,187
30,60,-20,-40,-80,-50,10,360,0.4,0.2,2.0,904,187,20.6858407079646,31.768146361069892,15.884073180534946,187
15,90,-20,-40,-70,-40,5,240,0.35,0.15,2.3333333333333335,1144,187,16.346153846153847,29.108515797321758,12.475078198852183,187
15,90,-20,-40,-80,-50,10,240,0.35,0.15,2.3333333333333335,1067,186,17.432052483598877,29.03959765208467,12.44554185089343,186
15,60,-20,-50,-70,-40,10,240,0.3,0.15,2.0,970,186,19.175257731958766,25.316536090948286,12.658268045474143,186
15,90,-10,-40,-70,-40,5,240,0.35,0.15,2.3333333333333335,1134,187,16.490299823633155,29.0483924554599,12.449311052339958,186
30,120,-20,-40,-70,-50,5,360,0.35,0.2,1.7499999999999998,689,186,26.995645863570395,28.91562795385758,16.523215973632905,186
15,120,-10,-50,-70,-50,5,240,0.35,0.15,2.3333333333333335,871,186,21.354764638346726,27.659896444604033,11.854241333401733,186
15,120,-20,-50,-70,-50,10,240,0.4,0.2,2.0,935,186,19.893048128342247,31.57744240590191,15.788721202950954,186
60,90,-10,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,641,185,28.861154446177846,23.103419668659313,15.402279779106209,185
15,120,-10,-50,-70,-50,10,240,0.4,0.2,2.0,904,185,20.464601769911507,31.38279601515935,15.691398007579675,185
15,60,-10,-40,-80,-40,10,240,0.3,0.2,1.4999999999999998,891,185,20.763187429854096,24.94411207480322,16.629408049868815,185
30,120,-10,-40,-70,-50,5,360,0.3,0.2,1.4999999999999998,592,185,31.25,23.801499049738297,15.86766603315887,185
15,60,-20,-40,-80,-40,10,360,0.4,0.2,2.0,913,185,20.262869660460023,33.243338815303964,16.621669407651982,185
15,60,-20,-50,-70,-40,5,240,0.3,0.15,2.0,945,184,19.47089947089947,25.292520720751973,12.646260360375987,184
15,60,-10,-40,-80,-40,5,360,0.4,0.2,2.0,902,184,20.39911308203991,33.49497481381959,16.747487406909794,184
30,60,-20,-40,-80,-50,10,240,0.3,0.15,2.0,904,184,20.353982300884958,23.826109770802418,11.913054885401209,184
15,60,-10,-50,-70,-40,10,240,0.3,0.15,2.0,952,183,19.222689075630253,25.235895755710253,12.617947877855126,183
15,60,-20,-50,-70,-40,10,240,0.35,0.2,1.7499999999999998,970,183,18.8659793814433,29.535958772773004,16.877690727298862,183
30,120,-20,-40,-70,-50,10,240,0.3,0.2,1.4999999999999998,646,183,28.328173374613,23.225871995647907,15.483914663765269,183
15,120,-20,-50,-70,-50,5,240,0.4,0.2,2.0,901,183,20.310765815760266,31.803521083494253,15.901760541747127,183
15,60,-10,-50,-70,-40,5,240,0.3,0.15,2.0,927,181,19.525350593311757,25.219303249253972,12.609651624626986,181
15,60,-20,-50,-70,-40,5,240,0.35,0.2,1.7499999999999998,945,181,19.15343915343915,29.507940840877307,16.86168048050132,181
15,60,-10,-40,-80,-40,10,360,0.4,0.2,2.0,891,180,20.2020202020202,33.25881609973763,16.629408049868815,180
15,120,-10,-50,-70,-50,5,240,0.4,0.2,2.0,871,180,20.66590126291619,31.61131022240462,15.80565511120231,180
15,90,-10,-40,-80,-50,10,240,0.35,0.15,2.3333333333333335,1028,179,17.412451361867703,29.07991435274056,12.462820436888814,179
15,120,-10,-40,-70,-40,5,360,0.3,0.2,1.4999999999999998,655,179,27.328244274809162,24.223276906726014,16.148851271150676,179
60,90,-10,-40,-70,-50,5,360,0.3,0.2,1.4999999999999998,624,180,28.846153846153843,23.539316585636687,15.692877723757789,179
30,120,-20,-40,-70,-50,5,240,0.3,0.15,2.0,689,179,25.979680696661827,24.78482396044936,12.39241198022468,179
30,90,-20,-40,-70,-50,10,240,0.4,0.15,2.666666666666667,1070,179,16.728971962616825,31.291707658207603,11.73439037182785,179
15,120,-20,-40,-70,-40,5,360,0.3,0.2,1.4999999999999998,660,180,27.27272727272727,24.357566843984895,16.23837789598993,179
30,60,-10,-40,-80,-50,5,240,0.35,0.2,1.7499999999999998,888,179,20.15765765765766,27.716257337671934,15.837861335812535,179
15,60,-10,-50,-70,-40,10,240,0.35,0.2,1.7499999999999998,952,179,18.80252100840336,29.441878381661954,16.823930503806835,179
15,60,-10,-50,-70,-40,5,240,0.35,0.2,1.7499999999999998,927,178,19.2017259978425,29.42252045746297,16.81286883283598,178
60,90,-20,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,934,178,19.05781584582441,28.56388034154959,12.241663003521255,178
15,60,-20,-50,-70,-40,10,360,0.4,0.15,2.666666666666667,970,178,18.350515463917525,33.755381454597725,12.658268045474143,178
15,90,-20,-40,-80,-50,5,240,0.4,0.2,2.0,1095,177,16.164383561643834,33.2256801977655,16.61284009888275,177
15,120,-20,-50,-70,-50,10,240,0.4,0.15,2.666666666666667,935,177,18.93048128342246,31.57744240590191,11.841540902213218,177
30,60,-20,-50,-70,-50,5,360,0.3,0.2,1.4999999999999998,602,177,29.401993355481725,24.821379372019326,16.547586248012884,177
15,120,-10,-50,-70,-50,10,240,0.4,0.15,2.666666666666667,904,176,19.469026548672566,31.38279601515935,11.768548505684754,176
30,60,-10,-40,-80,-50,5,360,0.4,0.15,2.666666666666667,888,176,19.81981981981982,31.67572267162507,11.878396001859402,176
30,60,-20,-50,-70,-50,10,360,0.3,0.15,2.0,671,176,26.229508196721312,24.52676000332257,12.263380001661284,176
30,120,-20,-40,-70,-50,10,360,0.35,0.15,2.3333333333333335,646,176,27.24458204334365,27.09685066158922,11.612935997823953,176
15,120,-20,-50,-70,-50,5,240,0.4,0.15,2.666666666666667,901,176,19.533851276359602,31.803521083494253,11.926320406310342,176
30,120,-10,-40,-70,-50,10,360,0.35,0.2,1.7499999999999998,574,175,30.48780487804878,26.261241997679424,15.00642399867396,175
30,120,-10,-40,-70,-50,10,360,0.3,0.15,2.0,574,175,30.48780487804878,22.509635998010936,11.254817999005468,175
15,90,-10,-40,-70,-40,10,240,0.35,0.15,2.3333333333333335,1118,175,15.652951699463328,28.72800863038651,12.312003698737074,175
15,90,-20,-40,-70,-40,10,240,0.35,0.15,2.3333333333333335,1128,175,15.514184397163119,28.791825067745275,12.339353600462262,174
15,120,-20,-40,-80,-50,5,360,0.3,0.2,1.4999999999999998,613,174,28.38499184339315,23.136157642014822,15.42410509467655,174
15,120,-20,-40,-70,-40,10,360,0.3,0.2,1.4999999999999998,662,174,26.283987915407852,24.493379067150148,16.3289193781001,174
30,60,-20,-50,-70,-50,10,360,0.35,0.2,1.7499999999999998,671,173,25.78241430700447,28.614553337209664,16.35117333554838,173
60,90,-20,-40,-70,-50,10,240,0.35,0.15,2.3333333333333335,890,173,19.43820224719101,27.445962984637948,11.762555564844837,173
15,120,-10,-40,-70,-40,10,360,0.3,0.2,1.4999999999999998,654,173,26.452599388379205,24.22110770217436,16.147405134782908,173
15,60,-20,-50,-70,-40,5,360,0.4,0.15,2.666666666666667,945,173,18.306878306878307,33.72336096100264,12.646260360375987,173
15,120,-10,-50,-70,-50,5,240,0.4,0.15,2.666666666666667,871,173,19.862227324913892,31.61131022240462,11.854241333401733,173
30,90,-10,-40,-70,-50,10,240,0.4,0.2,2.0,933,173,18.542336548767416,30.37524077524024,15.18762038762012,173
15,60,-20,-40,-80,-40,5,360,0.4,0.15,2.666666666666667,922,172,18.655097613882862,33.49455703000791,12.560458886252967,172
30,120,-20,-40,-70,-50,5,360,0.35,0.15,2.3333333333333335,689,173,25.1088534107402,28.91562795385758,12.39241198022468,172
15,60,-10,-50,-70,-40,10,360,0.4,0.15,2.666666666666667,952,173,18.172268907563023,33.64786100761367,12.617947877855126,172
30,60,-20,-40,-80,-50,5,240,0.4,0.2,2.0,1063,172,16.180620884289745,32.18561654300278,16.09280827150139,172
30,60,-10,-40,-80,-50,10,360,0.35,0.15,2.3333333333333335,781,172,22.02304737516005,27.567789183366774,11.814766792871474,172
30,120,-10,-40,-70,-50,5,240,0.3,0.2,1.4999999999999998,592,172,29.054054054054053,23.801499049738297,15.86766603315887,172
15,120,-10,-40,-80,-50,5,360,0.3,0.2,1.4999999999999998,593,171,28.836424957841484,23.123662330518457,15.4157748870123,171
15,60,-20,-50,-80,-50,10,240,0.4,0.2,2.0,1083,171,15.789473684210526,32.3854602898871,16.19273014494355,171
30,120,-20,-40,-70,-50,5,360,0.4,0.2,2.0,689,170,24.67343976777939,33.04643194726581,16.523215973632905,170
30,120,-10,-40,-70,-50,5,360,0.3,0.15,2.0,592,170,28.716216216216218,23.801499049738297,11.900749524869148,170
15,60,-20,-40,-80,-40,5,240,0.3,0.15,2.0,922,170,18.43817787418655,25.120917772505933,12.560458886252967,170
30,120,-20,-40,-70,-50,5,240,0.35,0.2,1.7499999999999998,689,170,24.67343976777939,28.91562795385758,16.523215973632905,170
15,90,-10,-40,-80,-50,5,240,0.4,0.2,2.0,1059,171,16.147308781869686,33.23811910370578,16.61905955185289,170
30,60,-20,-40,-80,-50,10,360,0.4,0.15,2.666666666666667,904,169,18.694690265486727,31.768146361069892,11.913054885401209,169
30,60,-20,-40,-80,-50,10,240,0.35,0.2,1.7499999999999998,904,169,18.694690265486727,27.797128065936153,15.884073180534946,169
15,120,-20,-40,-80,-50,10,360,0.3,0.2,1.4999999999999998,589,169,28.69269949066214,23.327261188784618,15.551507459189748,169
15,60,-10,-40,-80,-40,5,360,0.4,0.15,2.666666666666667,902,169,18.736141906873613,33.49497481381959,12.560615555182345,169
15,60,-10,-50,-80,-50,10,240,0.4,0.2,2.0,1049,168,16.015252621544327,32.54635619371957,16.273178096859784,168
30,120,-10,-40,-70,-50,5,360,0.35,0.2,1.7499999999999998,592,168,28.37837837837838,27.768415558028014,15.86766603315887,168
15,60,-10,-40,-80,-40,5,240,0.3,0.15,2.0,902,168,18.625277161862527,25.12123111036469,12.560615555182345,168
30,120,-20,-40,-70,-50,10,240,0.3,0.15,2.0,646,168,26.006191950464398,23.225871995647907,11.612935997823953,168
60,90,-20,-40,-70,-50,5,240,0.4,0.2,2.0,934,168,17.987152034261243,32.64443467605668,16.32221733802834,168
15,60,-10,-50,-70,-40,5,360,0.4,0.15,2.666666666666667,927,168,18.12297734627832,33.62573766567196,12.609651624626986,168
15,90,-20,-50,-80,-50,5,360,0.3,0.2,1.4999999999999998,492,167,33.94308943089431,24.088374960389267,16.058916640259515,167
15,60,-20,-50,-80,-50,5,240,0.4,0.2,2.0,1062,167,15.725047080979285,32.31783037694922,16.15891518847461,167
30,60,-10,-40,-80,-50,10,240,0.3,0.15,2.0,781,167,21.382842509603073,23.629533585742948,11.814766792871474,167
30,120,-10,-40,-70,-50,10,240,0.3,0.2,1.4999999999999998,574,167,29.094076655052266,22.509635998010936,15.00642399867396,167
15,60,-20,-40,-80,-40,10,240,0.3,0.15,2.0,913,167,18.29134720700986,24.93250411147797,12.466252055738986,167
15,90,-20,-40,-80,-50,5,240,0.4,0.15,2.666666666666667,1095,166,15.159817351598173,33.2256801977655,12.45963007416206,166
15,90,-20,-40,-70,-40,5,240,0.4,0.2,2.0,1144,166,14.51048951048951,33.266875196939154,16.633437598469577,166
15,90,-20,-50,-80,-50,10,360,0.3,0.2,1.4999999999999998,494,166,33.603238866396765,23.935840057578243,15.957226705052161,166
15,60,-20,-40,-80,-40,10,360,0.4,0.15,2.666666666666667,913,166,18.181818181818183,33.243338815303964,12.466252055738986,166
15,60,-10,-50,-80,-50,5,240,0.4,0.2,2.0,1033,166,16.06969990319458,32.412098994351204,16.206049497175602,166
30,90,-10,-40,-70,-50,10,240,0.4,0.15,2.666666666666667,933,166,17.792068595927116,30.37524077524024,11.39071529071509,166
15,90,-20,-40,-80,-50,10,240,0.4,0.2,2.0,1067,165,15.463917525773196,33.188111602382484,16.594055801191242,165
30,60,-10,-40,-80,-50,10,360,0.4,0.2,2.0,781,165,21.12676056338028,31.506044780990596,15.753022390495298,165
30,60,-10,-40,-80,-50,5,240,0.35,0.15,2.3333333333333335,888,165,18.58108108108108,27.716257337671934,11.878396001859402,165
15,60,-10,-40,-80,-40,10,240,0.3,0.15,2.0,891,165,18.51851851851852,24.94411207480322,12.47205603740161,165
15,90,-10,-40,-70,-40,5,240,0.4,0.2,2.0,1134,165,14.550264550264549,33.19816280623989,16.599081403119946,165
15,120,-10,-40,-80,-50,10,360,0.3,0.2,1.4999999999999998,568,164,28.87323943661972,23.368170470197576,15.578780313465055,164
30,60,-10,-50,-70,-50,10,360,0.3,0.2,1.4999999999999998,561,163,29.055258467023172,24.203876057152055,16.1359173714347,163
15,90,-10,-50,-80,-50,5,360,0.3,0.2,1.4999999999999998,476,163,34.2436974789916,24.140818000181792,16.093878666787862,163
15,60,-10,-40,-80,-40,10,360,0.4,0.15,2.666666666666667,891,163,18.29405162738496,33.25881609973763,12.47205603740161,162
30,60,-20,-50,-70,-50,5,360,0.3,0.15,2.0,602,162,26.910299003322258,24.821379372019326,12.410689686009663,162
15,120,-20,-40,-80,-50,5,240,0.3,0.2,1.4999999999999998,613,161,26.26427406199021,23.136157642014822,15.42410509467655,161
15,90,-10,-40,-80,-50,5,240,0.4,0.15,2.666666666666667,1059,161,15.203021718602455,33.23811910370578,12.464294663889664,161
15,90,-10,-50,-80,-50,10,360,0.3,0.2,1.4999999999999998,476,161,33.82352941176471,24.01030844549203,16.00687229699469,161
30,60,-20,-40,-80,-50,5,240,0.4,0.15,2.666666666666667,1063,160,15.051740357478833,32.18561654300278,12.06960620362604,160
15,60,-20,-50,-70,-40,5,240,0.35,0.15,2.3333333333333335,945,160,16.93121693121693,29.507940840877307,12.646260360375987,160
30,120,-20,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,689,160,23.222060957910013,28.91562795385758,12.39241198022468,160
60,90,-10,-40,-70,-50,10,360,0.35,0.2,1.7499999999999998,641,161,25.117004680187204,26.953989613435866,15.402279779106209,160
60,120,-20,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,524,161,30.725190839694655,23.929910900476095,15.953273933650733,160
60,90,-10,-40,-70,-50,10,360,0.3,0.15,2.0,641,161,25.117004680187204,23.103419668659313,11.551709834329657,160
15,60,-20,-50,-70,-40,10,240,0.35,0.15,2.3333333333333335,970,161,16.597938144329895,29.535958772773004,12.658268045474143,160
30,120,-10,-40,-70,-50,10,360,0.35,0.15,2.3333333333333335,574,160,27.874564459930312,26.261241997679424,11.254817999005468,159
15,120,-10,-40,-70,-40,5,360,0.3,0.15,2.0,655,159,24.274809160305345,24.223276906726014,12.111638453363007,159
60,90,-10,-40,-70,-50,5,360,0.3,0.15,2.0,624,160,25.64102564102564,23.539316585636687,11.769658292818344,159
30,120,-20,-40,-70,-50,5,240,0.4,0.2,2.0,689,159,23.076923076923077,33.04643194726581,16.523215973632905,159
60,90,-20,-40,-70,-50,5,240,0.4,0.15,2.666666666666667,934,160,17.130620985010705,32.64443467605668,12.241663003521255,159
30,120,-20,-40,-70,-50,5,360,0.4,0.15,2.666666666666667,689,159,23.076923076923077,33.04643194726581,12.39241198022468,159
15,120,-20,-40,-70,-40,5,360,0.3,0.15,2.0,660,159,24.09090909090909,24.357566843984895,12.178783421992447,159
30,120,-10,-40,-70,-50,5,240,0.3,0.15,2.0,592,158,26.68918918918919,23.801499049738297,11.900749524869148,158
15,120,-10,-40,-80,-50,5,240,0.3,0.2,1.4999999999999998,593,158,26.644182124789207,23.123662330518457,15.4157748870123,158
15,120,-20,-40,-70,-40,5,360,0.35,0.2,1.7499999999999998,660,157,23.78787878787879,28.417161317982373,16.23837789598993,157
15,60,-10,-50,-70,-40,10,240,0.35,0.15,2.3333333333333335,952,158,16.596638655462183,29.441878381661954,12.617947877855126,157
15,120,-20,-40,-70,-40,5,240,0.3,0.2,1.4999999999999998,660,157,23.78787878787879,24.357566843984895,16.23837789598993,157
15,60,-10,-50,-70,-40,5,240,0.35,0.15,2.3333333333333335,927,157,16.936353829557714,29.42252045746297,12.609651624626986,157
15,90,-10,-40,-80,-50,10,240,0.4,0.2,2.0,1028,157,15.272373540856032,33.2341878317035,16.61709391585175,157
15,90,-20,-50,-70,-40,5,360,0.3,0.2,1.4999999999999998,509,156,30.648330058939095,24.431547609434695,16.287698406289795,156
15,60,-20,-50,-70,-40,10,240,0.4,0.2,2.0,970,156,16.082474226804123,33.755381454597725,16.877690727298862,156
15,240,-20,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,544,156,28.676470588235293,24.474058019764584,16.316038679843057,156
15,120,-10,-40,-70,-40,5,360,0.35,0.2,1.7499999999999998,655,156,23.81679389312977,28.260489724513683,16.148851271150676,156
15,120,-10,-40,-70,-40,5,240,0.3,0.2,1.4999999999999998,655,156,23.81679389312977,24.223276906726014,16.148851271150676,156
15,60,-20,-40,-80,-40,10,240,0.35,0.2,1.7499999999999998,913,155,16.97699890470975,29.087921463390963,16.621669407651982,155
30,120,-10,-40,-70,-50,5,360,0.35,0.15,2.3333333333333335,592,155,26.182432432432435,27.768415558028014,11.900749524869148,155
60,90,-10,-40,-70,-50,5,360,0.35,0.2,1.7499999999999998,624,155,24.83974358974359,27.46253601657613,15.692877723757789,155
15,60,-10,-40,-80,-40,5,240,0.35,0.2,1.7499999999999998,902,155,17.184035476718403,29.308102962092136,16.747487406909794,155
30,60,-20,-50,-70,-50,10,240,0.3,0.2,1.4999999999999998,671,155,23.09985096870343,24.52676000332257,16.35117333554838,155
15,60,-20,-50,-80,-50,10,240,0.4,0.15,2.666666666666667,1083,155,14.312096029547552,32.3854602898871,12.144547608707663,155
15,60,-20,-50,-70,-40,5,240,0.4,0.2,2.0,945,155,16.402116402116402,33.72336096100264,16.86168048050132,155
15,60,-20,-40,-80,-40,5,240,0.35,0.2,1.7499999999999998,922,156,16.919739696312362,29.307737401256922,16.747278515003956,155
15,90,-10,-40,-70,-40,10,240,0.4,0.2,2.0,1118,154,13.774597495527727,32.832009863298865,16.416004931649432,154
30,120,-10,-40,-70,-50,5,360,0.4,0.2,2.0,592,154,26.013513513513516,31.73533206631774,15.86766603315887,154
15,90,-20,-40,-70,-40,10,240,0.4,0.2,2.0,1128,155,13.741134751773048,32.90494293456604,16.45247146728302,154
15,60,-20,-50,-80,-50,5,240,0.4,0.15,2.666666666666667,1062,154,14.500941619585687,32.31783037694922,12.119186391355953,154
30,120,-20,-40,-70,-50,10,360,0.4,0.2,2.0,646,155,23.993808049535602,30.967829327530538,15.483914663765269,154
30,120,-20,-40,-70,-50,10,240,0.35,0.2,1.7499999999999998,646,154,23.8390092879257,27.09685066158922,15.483914663765269,154
15,90,-20,-50,-70,-40,10,360,0.3,0.2,1.4999999999999998,517,155,29.980657640232106,24.41972610843137,16.279817405620914,154
15,90,-10,-50,-70,-40,5,360,0.3,0.2,1.4999999999999998,503,154,30.61630218687873,24.342050620928042,16.22803374728536,154
30,120,-10,-40,-70,-50,10,240,0.3,0.15,2.0,574,153,26.65505226480836,22.509635998010936,11.254817999005468,153
30,120,-20,-40,-70,-50,5,240,0.4,0.15,2.666666666666667,689,153,22.206095791001452,33.04643194726581,12.39241198022468,153
15,120,-20,-40,-80,-50,5,360,0.3,0.15,2.0,613,153,24.95921696574225,23.136157642014822,11.568078821007411,153
15,90,-20,-40,-80,-50,10,240,0.4,0.15,2.666666666666667,1067,154,14.432989690721648,33.188111602382484,12.44554185089343,153
15,120,-20,-40,-80,-50,5,360,0.35,0.2,1.7499999999999998,613,153,24.95921696574225,26.992183915683956,15.42410509467655,153
15,60,-10,-50,-80,-50,5,240,0.4,0.15,2.666666666666667,1033,153,14.811229428848016,32.412098994351204,12.1545371228817,153
15,60,-10,-50,-80,-50,10,240,0.4,0.15,2.666666666666667,1049,153,14.585319351763584,32.54635619371957,12.204883572644837,153
15,120,-20,-40,-70,-40,10,360,0.35,0.2,1.7499999999999998,662,153,23.11178247734139,28.575608911675175,16.3289193781001,153
15,90,-20,-40,-70,-40,5,240,0.4,0.15,2.666666666666667,1144,153,13.374125874125875,33.266875196939154,12.475078198852183,153
15,90,-10,-40,-70,-40,5,240,0.4,0.15,2.666666666666667,1134,153,13.492063492063492,33.19816280623989,12.449311052339958,153
30,60,-20,-50,-70,-50,10,360,0.35,0.15,2.3333333333333335,671,153,22.801788375558868,28.614553337209664,12.263380001661284,153
15,60,-10,-40,-80,-40,10,240,0.35,0.2,1.7499999999999998,891,153,17.17171717171717,29.101464087270415,16.629408049868815,152
30,120,-10,-40,-70,-50,5,240,0.35,0.2,1.7499999999999998,592,153,25.844594594594593,27.768415558028014,15.86766603315887,152
15,120,-20,-40,-70,-40,10,360,0.3,0.15,2.0,662,152,22.9607250755287,24.493379067150148,12.246689533575074,152
15,60,-10,-50,-70,-40,5,240,0.4,0.2,2.0,927,152,16.396979503775622,33.62573766567196,16.81286883283598,152
30,60,-20,-50,-70,-50,5,360,0.35,0.2,1.7499999999999998,602,152,25.249169435215947,28.95827593402255,16.547586248012884,152
15,120,-10,-40,-70,-40,10,360,0.35,0.2,1.7499999999999998,654,152,23.24159021406728,28.257958985870083,16.147405134782908,152
30,60,-10,-50,-70,-50,5,360,0.3,0.2,1.4999999999999998,514,152,29.571984435797667,24.49215748089544,16.328104987263625,152
15,120,-10,-40,-70,-40,10,360,0.3,0.15,2.0,654,152,23.24159021406728,24.22110770217436,12.11055385108718,152
15,90,-10,-50,-70,-40,10,360,0.3,0.2,1.4999999999999998,511,153,29.9412915851272,24.331491442629282,16.22099429508619,152
30,60,-10,-40,-80,-50,10,360,0.4,0.15,2.666666666666667,781,151,19.334186939820743,31.506044780990596,11.814766792871474,151
15,60,-10,-50,-70,-40,10,240,0.4,0.2,2.0,952,152,15.966386554621847,33.64786100761367,16.823930503806835,151
30,60,-10,-50,-70,-50,10,360,0.3,0.15,2.0,561,151,26.916221033868094,24.203876057152055,12.101938028576027,151
15,120,-10,-40,-80,-50,5,360,0.35,0.2,1.7499999999999998,593,150,25.29510961214165,26.977606052271526,15.4157748870123,150
15,90,-20,-50,-80,-50,5,360,0.35,0.2,1.7499999999999998,492,150,30.48780487804878,28.10310412045415,16.058916640259515,150
60,90,-20,-40,-70,-50,10,240,0.4,0.2,2.0,890,151,16.96629213483146,31.366814839586233,15.683407419793117,150
15,120,-20,-40,-80,-50,10,360,0.35,0.2,1.7499999999999998,589,151,25.636672325976228,27.215138053582056,15.551507459189748,150
30,60,-10,-40,-80,-50,10,240,0.35,0.2,1.7499999999999998,781,150,19.206145966709347,27.567789183366774,15.753022390495298,150
60,90,-10,-40,-70,-50,10,240,0.3,0.2,1.4999999999999998,641,150,23.400936037441497,23.103419668659313,15.402279779106209,150
15,120,-10,-40,-80,-50,5,360,0.3,0.15,2.0,593,151,25.463743676222595,23.123662330518457,11.561831165259228,150
15,240,-10,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,529,150,28.35538752362949,24.55125814491104,16.367505429940696,150
15,120,-20,-40,-70,-40,10,240,0.3,0.2,1.4999999999999998,662,150,22.658610271903324,24.493379067150148,16.3289193781001,150
15,120,-20,-40,-80,-50,10,240,0.3,0.2,1.4999999999999998,589,151,25.636672325976228,23.327261188784618,15.551507459189748,150
15,120,-20,-40,-80,-50,10,360,0.3,0.15,2.0,589,149,25.29711375212224,23.327261188784618,11.663630594392309,149
60,90,-10,-40,-70,-50,5,240,0.3,0.2,1.4999999999999998,624,149,23.878205128205128,23.539316585636687,15.692877723757789,149
15,120,-10,-40,-70,-40,10,240,0.3,0.2,1.4999999999999998,654,149,22.782874617737004,24.22110770217436,16.147405134782908,149
15,90,-20,-50,-80,-50,10,360,0.35,0.2,1.7499999999999998,494,148,29.959514170040485,27.925146733841277,15.957226705052161,148
60,90,-20,-40,-70,-50,10,240,0.4,0.15,2.666666666666667,890,148,16.629213483146067,31.366814839586233,11.762555564844837,148
15,240,-20,-40,-70,-50,5,360,0.3,0.2,1.4999999999999998,536,147,27.425373134328357,24.12916906334454,16.086112708896366,147
60,120,-20,-40,-70,-50,10,360,0.35,0.2,1.7499999999999998,524,146,27.86259541984733,27.91822938388878,15.953273933650733,146
