fast_h,slow_h,ob,cool,os,rec,slk,exec_h,tp_x,sl_x,rr,bars,pos,hr,tp$,sl$,score
15,60,-20,-40,-80,-50,10,360,0.35,0.15,2.3333333333333335,2214,464,20.957542908762424,29.218769620581675,12.522329837392146,464
15,60,-20,-40,-80,-50,5,240,0.3,0.15,2.0,2285,463,20.26258205689278,25.003692494403886,12.501846247201943,463
15,90,-10,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,2682,462,17.225950782997764,29.145274958925675,12.49083212525386,462
15,60,-20,-40,-80,-50,10,360,0.4,0.2,2.0,2214,460,20.77687443541102,33.39287956637906,16.69643978318953,460
15,60,-10,-50,-70,-50,10,240,0.35,0.15,2.3333333333333335,2579,459,17.797595967429235,28.5566655132778,12.238570934261915,459
15,90,-20,-40,-70,-50,10,240,0.35,0.15,2.3333333333333335,2792,458,16.404011461318053,29.064969091293218,12.456415324839952,458
15,60,-20,-40,-70,-40,5,240,0.3,0.2,1.4999999999999998,2070,458,22.125603864734302,24.903734162208252,16.602489441472173,458
30,60,-10,-40,-70,-50,10,240,0.3,0.2,1.4999999999999998,1947,458,23.52336928608115,24.061167914592012,16.04077860972801,458
30,60,-20,-40,-70,-50,5,360,0.4,0.15,2.666666666666667,2343,454,19.37686726419121,32.70252615482207,12.263447308058273,454
15,60,-10,-40,-70,-40,10,240,0.3,0.2,1.4999999999999998,2070,454,21.932367149758456,24.83470546084565,16.556470307230434,454
15,60,-10,-40,-80,-50,5,240,0.3,0.15,2.0,2209,452,20.46174739701222,24.952338036678086,12.476169018339043,452
15,60,-10,-40,-80,-50,10,360,0.35,0.15,2.3333333333333335,2127,452,21.250587682181475,29.171043107527375,12.501875617511734,452
15,60,-10,-40,-70,-40,5,240,0.3,0.2,1.4999999999999998,2033,450,22.134776192818496,24.86281666878156,16.57521111252104,450
30,60,-10,-40,-70,-50,5,360,0.35,0.15,2.3333333333333335,1997,449,22.483725588382576,28.296619893287055,12.127122811408736,449
15,60,-20,-40,-70,-40,10,360,0.4,0.2,2.0,2110,449,21.27962085308057,33.16938190558114,16.58469095279057,449
15,60,-20,-50,-70,-50,5,240,0.35,0.15,2.3333333333333335,2541,448,17.63085399449036,28.526946068712537,12.22583402944823,448
15,90,-10,-40,-70,-50,10,240,0.35,0.15,2.3333333333333335,2720,448,16.470588235294116,29.040333832589855,12.445857356824222,447
15,60,-10,-40,-80,-50,10,360,0.4,0.2,2.0,2127,444,20.87447108603667,33.33833498003129,16.669167490015646,444
15,60,-20,-40,-80,-50,10,240,0.3,0.15,2.0,2214,442,19.96386630532972,25.044659674784292,12.522329837392146,442
30,60,-20,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,2343,443,18.90738369611609,28.614710385469305,12.263447308058273,442
15,60,-20,-40,-70,-40,10,360,0.35,0.15,2.3333333333333335,2110,442,20.9478672985782,29.023209167383488,12.438518214592923,442
30,60,-20,-40,-70,-50,10,240,0.35,0.2,1.7499999999999998,2259,441,19.52191235059761,28.238602609412442,16.13634434823568,441
15,60,-20,-40,-70,-40,5,360,0.4,0.2,2.0,2070,440,21.256038647342994,33.204978882944346,16.602489441472173,440
15,90,-20,-50,-70,-50,10,360,0.3,0.2,1.4999999999999998,1486,440,29.609690444145357,24.241278459794597,16.16085230652973,440
