entry,exit,pnl,reason,type,side,entry_price,exit_price
2024-11-08 17:30:00+00:00,2024-11-08 19:30:00+00:00,-2.199999999999818,ny_close,wr90,1,7021.7,7019.5
2024-11-11 17:15:00+00:00,2024-11-11 18:30:00+00:00,-20.0,sl,wr90,1,6815.7,6795.7
2024-11-12 16:30:00+00:00,2024-11-12 16:45:00+00:00,-20.0,sl,wr90,1,6840.7,6820.7
2024-11-13 15:30:00+00:00,2024-11-13 16:15:00+00:00,60.0,tp,wr90,1,6752.6,6812.6
2024-11-22 12:45:00+00:00,2024-11-22 13:15:00+00:00,-20.0,sl,wr90,1,6967.0,6947.0
2024-11-22 13:30:00+00:00,2024-11-22 14:45:00+00:00,60.0,tp,wr90,1,6960.0,7020.0
2024-11-28 16:45:00+00:00,2024-11-28 19:30:00+00:00,14.199999999999818,ny_close,wr90,1,6862.7,6876.9
2024-12-02 17:45:00+00:00,2024-12-02 18:45:00+00:00,-20.0,sl,wr90,1,6794.8,6774.8
2024-12-05 12:15:00+00:00,2024-12-05 14:00:00+00:00,60.0,tp,wr90,1,6816.5,6876.5
2024-12-05 17:00:00+00:00,2024-12-05 17:30:00+00:00,-20.0,sl,wr90,1,6834.8,6814.8
2024-12-06 14:15:00+00:00,2024-12-06 14:45:00+00:00,-20.0,sl,wr90,1,6746.2,6726.2
2024-12-06 15:45:00+00:00,2024-12-06 19:30:00+00:00,-5.0,ny_close,wr90,1,6707.4,6702.4
2024-12-10 11:30:00+00:00,2024-12-10 15:45:00+00:00,60.0,tp,wr90,1,6785.2,6845.2
2024-12-13 13:45:00+00:00,2024-12-13 14:15:00+00:00,-20.0,sl,wr90,1,7017.4,6997.4
2024-12-13 14:30:00+00:00,2024-12-13 17:15:00+00:00,60.0,tp,wr90,1,7025.8,7085.8
2024-12-16 10:45:00+00:00,2024-12-16 11:30:00+00:00,-20.0,sl,wr90,1,7028.4,7008.4
2024-12-16 17:15:00+00:00,2024-12-16 19:30:00+00:00,8.600000000000364,ny_close,wr90,1,7033.2,7041.8
2024-12-17 16:15:00+00:00,2024-12-17 19:30:00+00:00,41.79999999999927,ny_close,wr90,1,6921.1,6962.9
2024-12-20 15:15:00+00:00,2024-12-20 16:15:00+00:00,60.0,tp,wr90,1,6872.8,6932.8
2024-12-23 14:00:00+00:00,2024-12-23 15:15:00+00:00,-20.0,sl,wr90,1,6912.1,6892.1
2024-12-23 16:15:00+00:00,2024-12-23 16:30:00+00:00,-20.0,sl,wr90,1,6884.5,6864.5
2024-12-31 14:00:00+00:00,2024-12-31 16:45:00+00:00,60.0,tp,wr90,1,7105.0,7165.0
2025-01-03 10:30:00+00:00,2025-01-03 11:15:00+00:00,-20.0,sl,wr90,1,7264.7,7244.7
2025-01-08 11:30:00+00:00,2025-01-08 14:45:00+00:00,-20.0,sl,wr90,1,7409.6,7389.6
2025-01-13 10:15:00+00:00,2025-01-13 13:30:00+00:00,-20.0,sl,wr90,1,7707.2,7687.2
2025-01-13 15:00:00+00:00,2025-01-13 15:15:00+00:00,-20.0,sl,wr90,1,7703.2,7683.2
2025-01-14 15:30:00+00:00,2025-01-14 16:45:00+00:00,-20.0,sl,wr90,1,7675.3,7655.3
2025-01-15 09:45:00+00:00,2025-01-15 13:45:00+00:00,60.0,tp,wr90,1,7666.5,7726.5
2025-01-16 17:00:00+00:00,2025-01-16 19:15:00+00:00,-20.0,sl,wr90,1,7772.0,7752.0
2025-01-17 16:15:00+00:00,2025-01-17 19:30:00+00:00,-8.100000000000364,ny_close,wr90,1,7743.3,7735.2
2025-01-20 14:15:00+00:00,2025-01-20 14:30:00+00:00,-20.0,sl,wr90,1,7636.5,7616.5
2025-01-20 16:30:00+00:00,2025-01-20 17:30:00+00:00,-20.0,sl,wr90,1,7629.3,7609.3
2025-01-21 14:15:00+00:00,2025-01-21 15:45:00+00:00,60.0,tp,wr90,1,7552.2,7612.2
2025-01-22 15:15:00+00:00,2025-01-22 16:00:00+00:00,-20.0,sl,wr90,1,7553.6,7533.6
2025-01-24 15:30:00+00:00,2025-01-24 16:00:00+00:00,-20.0,sl,wr90,1,7442.9,7422.9
2025-01-24 16:30:00+00:00,2025-01-24 16:45:00+00:00,-20.0,sl,wr90,1,7454.9,7434.9
2025-01-27 14:00:00+00:00,2025-01-27 14:30:00+00:00,-20.0,sl,wr90,1,7423.3,7403.3
2025-01-28 10:45:00+00:00,2025-01-28 13:45:00+00:00,60.0,tp,wr90,1,7334.5,7394.5
2025-01-28 15:15:00+00:00,2025-01-28 15:30:00+00:00,-20.0,sl,wr90,1,7338.2,7318.2
2025-01-28 17:15:00+00:00,2025-01-28 17:45:00+00:00,-20.0,sl,wr90,1,7314.9,7294.9
2025-01-30 09:30:00+00:00,2025-01-30 09:45:00+00:00,-20.0,sl,wr90,1,7214.7,7194.7
2025-01-30 10:45:00+00:00,2025-01-30 14:45:00+00:00,60.0,tp,wr90,1,7220.6,7280.6
2025-01-31 12:00:00+00:00,2025-01-31 14:45:00+00:00,-20.0,sl,wr90,1,7244.0,7224.0
2025-01-31 15:30:00+00:00,2025-01-31 16:45:00+00:00,60.0,tp,wr90,1,7213.6,7273.6
2025-02-07 17:15:00+00:00,2025-02-07 19:30:00+00:00,3.5,ny_close,wr90,1,7074.8,7078.3
2025-02-11 15:45:00+00:00,2025-02-11 19:30:00+00:00,23.099999999999454,ny_close,wr90,1,7293.3,7316.4
2025-02-13 11:15:00+00:00,2025-02-13 15:00:00+00:00,60.0,tp,wr90,1,7043.2,7103.2
2025-02-14 17:00:00+00:00,2025-02-14 17:30:00+00:00,-20.0,sl,wr90,1,7095.3,7075.3
2025-02-18 13:30:00+00:00,2025-02-18 14:00:00+00:00,-20.0,sl,wr90,1,7121.4,7101.4
2025-02-21 09:15:00+00:00,2025-02-21 10:15:00+00:00,-20.0,sl,wr90,1,7214.0,7194.0
2025-02-24 13:45:00+00:00,2025-02-24 19:30:00+00:00,27.900000000000546,ny_close,wr90,1,7036.9,7064.8
2025-02-26 13:00:00+00:00,2025-02-26 16:00:00+00:00,-20.0,sl,wr90,1,6879.3,6859.3
2025-02-28 09:15:00+00:00,2025-02-28 10:45:00+00:00,-20.0,sl,wr90,1,6957.9,6937.9
2025-03-03 16:00:00+00:00,2025-03-03 16:15:00+00:00,-20.0,sl,wr90,1,6948.9,6928.9
2025-03-04 15:15:00+00:00,2025-03-04 17:00:00+00:00,60.0,tp,wr90,1,6703.5,6763.5
2025-03-05 09:30:00+00:00,2025-03-05 09:45:00+00:00,-20.0,sl,wr90,1,6757.1,6737.1
2025-03-05 17:15:00+00:00,2025-03-05 19:00:00+00:00,60.0,tp,wr90,1,6557.3,6617.3
2025-03-06 17:30:00+00:00,2025-03-06 17:45:00+00:00,-20.0,sl,wr90,1,6615.2,6595.2
2025-03-14 14:00:00+00:00,2025-03-14 14:30:00+00:00,-20.0,sl,wr90,1,6665.5,6645.5
2025-03-14 14:45:00+00:00,2025-03-14 18:30:00+00:00,35.400000000000546,ny_close,wr90,1,6660.7,6696.1
2025-03-17 15:30:00+00:00,2025-03-17 18:30:00+00:00,10.300000000000182,ny_close,wr90,1,6726.5,6736.8
2025-03-19 10:00:00+00:00,2025-03-19 14:45:00+00:00,60.0,tp,wr90,1,6640.2,6700.2
2025-03-20 14:00:00+00:00,2025-03-20 14:15:00+00:00,60.0,tp,wr90,1,6703.4,6763.4
2025-03-21 12:15:00+00:00,2025-03-21 13:15:00+00:00,-20.0,sl,wr90,1,6794.0,6774.0
2025-03-24 09:30:00+00:00,2025-03-24 11:15:00+00:00,60.0,tp,wr90,1,6826.8,6886.8
2025-03-24 13:30:00+00:00,2025-03-24 15:00:00+00:00,60.0,tp,wr90,1,6845.4,6905.4
2025-04-01 09:00:00+00:00,2025-04-01 10:15:00+00:00,60.0,tp,wr90,1,7113.1,7173.1
2025-04-02 08:15:00+00:00,2025-04-02 12:30:00+00:00,-20.0,sl,wr90,1,7069.9,7049.9
2025-04-02 13:00:00+00:00,2025-04-02 15:00:00+00:00,60.0,tp,wr90,1,7067.8,7127.8
2025-04-03 07:45:00+00:00,2025-04-03 09:00:00+00:00,-20.0,sl,wr90,1,6918.7,6898.7
2025-04-03 15:30:00+00:00,2025-04-03 17:45:00+00:00,60.0,tp,wr90,1,6622.4,6682.4
2025-04-08 08:30:00+00:00,2025-04-08 12:00:00+00:00,60.0,tp,wr90,1,6050.6,6110.6
2025-04-09 10:30:00+00:00,2025-04-09 11:00:00+00:00,-20.0,sl,wr90,1,5678.4,5658.4
2025-04-10 09:45:00+00:00,2025-04-10 11:45:00+00:00,-20.0,sl,wr90,1,6043.6,6023.6
2025-04-14 14:30:00+00:00,2025-04-14 15:00:00+00:00,-20.0,sl,wr90,1,6148.2,6128.2
2025-04-15 09:00:00+00:00,2025-04-15 09:45:00+00:00,-20.0,sl,wr90,1,6112.9,6092.9
2025-04-15 12:45:00+00:00,2025-04-15 14:00:00+00:00,60.0,tp,wr90,1,6074.5,6134.5
2025-04-15 16:15:00+00:00,2025-04-15 18:30:00+00:00,8.400000000000546,ny_close,wr90,1,6077.4,6085.8
2025-04-24 16:15:00+00:00,2025-04-24 17:00:00+00:00,60.0,tp,wr90,1,6228.9,6288.9
2025-04-25 13:15:00+00:00,2025-04-25 15:30:00+00:00,60.0,tp,wr90,1,6221.9,6281.9
2025-04-30 13:15:00+00:00,2025-04-30 13:45:00+00:00,-20.0,sl,wr90,1,5957.2,5937.2
2025-05-01 11:15:00+00:00,2025-05-01 12:45:00+00:00,60.0,tp,wr90,1,5660.7,5720.7
2025-05-05 13:00:00+00:00,2025-05-05 14:15:00+00:00,-20.0,sl,wr90,1,5722.8,5702.8
2025-05-09 15:00:00+00:00,2025-05-09 18:30:00+00:00,41.30000000000018,ny_close,wr90,1,6033.8,6075.1
2025-05-14 10:45:00+00:00,2025-05-14 18:30:00+00:00,5.600000000000364,ny_close,wr90,1,6266.0,6271.6
2025-05-15 10:15:00+00:00,2025-05-15 13:00:00+00:00,60.0,tp,wr90,1,6060.8,6120.8
2025-05-19 10:45:00+00:00,2025-05-19 12:45:00+00:00,60.0,tp,wr90,1,6122.9,6182.9
2025-05-22 11:45:00+00:00,2025-05-22 12:00:00+00:00,-20.0,sl,wr90,1,6064.5,6044.5
2025-05-26 12:15:00+00:00,2025-05-26 13:15:00+00:00,-20.0,sl,wr90,1,6145.0,6125.0
2025-05-27 16:15:00+00:00,2025-05-27 18:30:00+00:00,21.800000000000182,ny_close,wr90,1,6056.2,6078.0
2025-05-29 15:00:00+00:00,2025-05-29 15:30:00+00:00,-20.0,sl,wr90,1,6091.1,6071.1
2025-06-03 10:45:00+00:00,2025-06-03 12:15:00+00:00,60.0,tp,wr90,1,6223.6,6283.6
2025-06-09 14:15:00+00:00,2025-06-09 18:30:00+00:00,40.19999999999982,ny_close,wr90,1,6418.7,6458.9
2025-06-12 10:45:00+00:00,2025-06-12 11:15:00+00:00,-20.0,sl,wr90,1,6625.3,6605.3
2025-06-12 12:15:00+00:00,2025-06-12 14:15:00+00:00,60.0,tp,wr90,1,6609.5,6669.5
2025-06-16 13:00:00+00:00,2025-06-16 13:30:00+00:00,-20.0,sl,wr90,1,7044.3,7024.3
2025-06-24 13:45:00+00:00,2025-06-24 14:15:00+00:00,-20.0,sl,wr90,1,6532.2,6512.2
2025-06-25 11:45:00+00:00,2025-06-25 12:00:00+00:00,-20.0,sl,wr90,1,6473.5,6453.5
2025-06-26 09:45:00+00:00,2025-06-26 14:15:00+00:00,60.0,tp,wr90,1,6478.0,6538.0
2025-06-27 16:45:00+00:00,2025-06-27 18:30:00+00:00,27.399999999999636,ny_close,wr90,1,6478.3,6505.7
2025-06-30 15:30:00+00:00,2025-06-30 15:45:00+00:00,-20.0,sl,wr90,1,6450.3,6430.3
2025-06-30 16:15:00+00:00,2025-06-30 18:15:00+00:00,-20.0,sl,wr90,1,6465.5,6445.5
2025-07-02 15:00:00+00:00,2025-07-02 16:00:00+00:00,60.0,tp,wr90,1,6522.0,6582.0
2025-07-03 14:00:00+00:00,2025-07-03 14:45:00+00:00,-20.0,sl,wr90,1,6654.3,6634.3
2025-07-04 09:45:00+00:00,2025-07-06 22:00:00+00:00,-67.10000000000036,ny_close,wr90,1,6573.5,6506.4
2025-07-08 09:00:00+00:00,2025-07-08 14:45:00+00:00,60.0,tp,wr90,1,6672.2,6732.2
2025-07-09 13:45:00+00:00,2025-07-09 14:15:00+00:00,-20.0,sl,wr90,1,6719.4,6699.4
2025-07-09 14:45:00+00:00,2025-07-09 17:00:00+00:00,60.0,tp,wr90,1,6730.7,6790.7
2025-07-10 14:15:00+00:00,2025-07-10 14:45:00+00:00,-20.0,sl,wr90,1,6640.4,6620.4
2025-07-10 16:15:00+00:00,2025-07-10 16:45:00+00:00,-20.0,sl,wr90,1,6619.7,6599.7
2025-07-15 08:00:00+00:00,2025-07-15 12:45:00+00:00,60.0,tp,wr90,1,6563.3,6623.3
2025-07-15 14:00:00+00:00,2025-07-15 14:15:00+00:00,-20.0,sl,wr90,1,6592.4,6572.4
2025-07-16 14:45:00+00:00,2025-07-16 17:00:00+00:00,60.0,tp,wr90,1,6482.2,6542.2
2025-07-18 16:00:00+00:00,2025-07-18 16:30:00+00:00,-20.0,sl,wr90,1,6655.0,6635.0
2025-07-21 14:30:00+00:00,2025-07-21 18:30:00+00:00,47.5,ny_close,wr90,1,6550.3,6597.8
2025-07-22 15:45:00+00:00,2025-07-22 16:00:00+00:00,-20.0,sl,wr90,1,6528.9,6508.9
2025-07-22 16:45:00+00:00,2025-07-22 18:30:00+00:00,28.899999999999636,ny_close,wr90,1,6504.8,6533.7
2025-07-23 11:30:00+00:00,2025-07-23 18:30:00+00:00,31.699999999999818,ny_close,wr90,1,6489.7,6521.4
2025-07-24 12:30:00+00:00,2025-07-24 13:45:00+00:00,-20.0,sl,wr90,1,6593.2,6573.2
2025-07-30 11:45:00+00:00,2025-07-30 12:15:00+00:00,60.0,tp,wr90,1,6862.6,6922.6
2025-07-31 16:15:00+00:00,2025-07-31 18:30:00+00:00,39.29999999999927,ny_close,wr90,1,6862.6,6901.9
2025-08-04 14:15:00+00:00,2025-08-04 15:00:00+00:00,60.0,tp,wr90,1,6549.5,6609.5
2025-08-07 16:00:00+00:00,2025-08-07 17:45:00+00:00,-20.0,sl,wr90,1,6364.9,6344.9
2025-08-14 08:45:00+00:00,2025-08-14 11:00:00+00:00,-20.0,sl,wr90,1,6235.1,6215.1
2025-08-14 11:15:00+00:00,2025-08-14 13:30:00+00:00,60.0,tp,wr90,1,6231.0,6291.0
2025-08-19 11:45:00+00:00,2025-08-19 13:00:00+00:00,-20.0,sl,wr90,1,6213.0,6193.0
2025-08-19 13:30:00+00:00,2025-08-19 17:00:00+00:00,-20.0,sl,wr90,1,6200.8,6180.8
2025-08-21 14:15:00+00:00,2025-08-21 17:00:00+00:00,60.0,tp,wr90,1,6286.4,6346.4
2025-08-28 14:45:00+00:00,2025-08-28 15:45:00+00:00,-20.0,sl,wr90,1,6353.4,6333.4
2025-08-29 15:00:00+00:00,2025-08-29 16:45:00+00:00,-20.0,sl,wr90,1,6396.1,6376.1
2025-09-02 13:15:00+00:00,2025-09-02 13:45:00+00:00,-20.0,sl,wr90,1,6473.1,6453.1
2025-09-04 11:15:00+00:00,2025-09-04 13:15:00+00:00,-20.0,sl,wr90,1,6302.1,6282.1
2025-09-08 15:15:00+00:00,2025-09-08 16:15:00+00:00,-20.0,sl,wr90,1,6231.5,6211.5
2025-09-09 11:00:00+00:00,2025-09-09 13:15:00+00:00,60.0,tp,wr90,1,6258.8,6318.8
2025-09-10 15:00:00+00:00,2025-09-10 16:00:00+00:00,60.0,tp,wr90,1,6304.6,6364.6
2025-09-22 13:45:00+00:00,2025-09-22 18:30:00+00:00,28.299999999999272,ny_close,wr90,1,6195.1,6223.4
2025-09-24 09:15:00+00:00,2025-09-24 10:45:00+00:00,60.0,tp,wr90,1,6351.6,6411.6
2025-09-25 15:15:00+00:00,2025-09-25 18:30:00+00:00,34.19999999999982,ny_close,wr90,1,6456.0,6490.2
2025-09-26 10:45:00+00:00,2025-09-26 14:00:00+00:00,60.0,tp,wr90,1,6481.7,6541.7
2025-09-29 12:30:00+00:00,2025-09-29 13:15:00+00:00,-20.0,sl,wr90,1,6437.5,6417.5
2025-09-30 13:00:00+00:00,2025-09-30 15:45:00+00:00,60.0,tp,wr90,1,6228.1,6288.1
2025-10-01 14:30:00+00:00,2025-10-01 15:15:00+00:00,-20.0,sl,wr90,1,6164.4,6144.4
2025-10-03 11:15:00+00:00,2025-10-03 11:45:00+00:00,-20.0,sl,wr90,1,6074.5,6054.5
2025-10-03 12:45:00+00:00,2025-10-03 18:30:00+00:00,12.100000000000364,ny_close,wr90,1,6060.4,6072.5
2025-10-06 12:15:00+00:00,2025-10-06 18:30:00+00:00,23.5,ny_close,wr90,1,6124.4,6147.9
2025-10-13 14:00:00+00:00,2025-10-13 15:45:00+00:00,-20.0,sl,wr90,1,5942.5,5922.5
2025-10-14 11:15:00+00:00,2025-10-14 13:45:00+00:00,60.0,tp,wr90,1,5775.9,5835.9
2025-10-21 14:15:00+00:00,2025-10-21 15:30:00+00:00,60.0,tp,wr90,1,5674.9,5734.9
2025-10-22 08:15:00+00:00,2025-10-22 10:15:00+00:00,-20.0,sl,wr90,1,5820.3,5800.3
2025-10-27 09:15:00+00:00,2025-10-27 10:00:00+00:00,-20.0,sl,wr90,1,6090.4,6070.4
2025-10-27 10:15:00+00:00,2025-10-27 10:45:00+00:00,-20.0,sl,wr90,1,6097.6,6077.6
2025-10-28 16:15:00+00:00,2025-10-28 16:30:00+00:00,-20.0,sl,wr90,1,5999.1,5979.1
2025-10-29 09:15:00+00:00,2025-10-29 14:30:00+00:00,60.0,tp,wr90,1,5988.8,6048.8
2025-10-31 10:30:00+00:00,2025-10-31 13:00:00+00:00,60.0,tp,wr90,1,6018.9,6078.9
2025-11-03 10:00:00+00:00,2025-11-03 11:15:00+00:00,-20.0,sl,wr90,1,6082.4,6062.4
2025-11-03 12:00:00+00:00,2025-11-03 15:30:00+00:00,-20.0,sl,wr90,1,6069.3,6049.3
2025-11-06 16:00:00+00:00,2025-11-06 16:45:00+00:00,-20.0,sl,wr90,1,5916.5,5896.5
2025-11-06 17:45:00+00:00,2025-11-06 19:30:00+00:00,25.100000000000364,ny_close,wr90,1,5907.7,5932.8
2025-11-07 14:45:00+00:00,2025-11-07 15:45:00+00:00,-20.0,sl,wr90,1,5969.9,5949.9
2025-11-10 15:45:00+00:00,2025-11-10 16:00:00+00:00,-20.0,sl,wr90,1,5967.3,5947.3
2025-11-14 09:00:00+00:00,2025-11-14 10:15:00+00:00,60.0,tp,wr90,1,5935.4,5995.4
2025-11-19 15:15:00+00:00,2025-11-19 19:30:00+00:00,31.100000000000364,ny_close,wr90,1,5901.4,5932.5
2025-11-21 11:15:00+00:00,2025-11-21 12:30:00+00:00,60.0,tp,wr90,1,5780.0,5840.0
2025-11-21 15:45:00+00:00,2025-11-21 16:00:00+00:00,-20.0,sl,wr90,1,5781.8,5761.8
2025-11-24 10:30:00+00:00,2025-11-24 16:15:00+00:00,60.0,tp,wr90,1,5767.3,5827.3
2025-11-25 16:30:00+00:00,2025-11-25 19:30:00+00:00,43.100000000000364,ny_close,wr90,1,5747.2,5790.3
2025-11-26 08:45:00+00:00,2025-11-26 10:30:00+00:00,-20.0,sl,wr90,1,5788.2,5768.2
2025-12-01 14:00:00+00:00,2025-12-01 19:30:00+00:00,28.100000000000364,ny_close,wr90,1,5896.9,5925.0
2025-12-10 16:45:00+00:00,2025-12-10 18:45:00+00:00,60.0,tp,wr90,1,5783.7,5843.7
2025-12-11 16:45:00+00:00,2025-12-11 19:30:00+00:00,38.30000000000018,ny_close,wr90,1,5718.2,5756.5
2025-12-12 15:45:00+00:00,2025-12-12 16:00:00+00:00,-20.0,sl,wr90,1,5727.6,5707.6
2025-12-15 17:30:00+00:00,2025-12-15 19:30:00+00:00,24.300000000000182,ny_close,wr90,1,5649.2,5673.5
2025-12-16 16:00:00+00:00,2025-12-16 19:30:00+00:00,-4.600000000000364,ny_close,wr90,1,5522.0,5517.4
2025-12-17 15:00:00+00:00,2025-12-17 19:30:00+00:00,-6.0,ny_close,wr90,1,5585.1,5579.1
2025-12-18 10:00:00+00:00,2025-12-18 11:00:00+00:00,-20.0,sl,wr90,1,5605.5,5585.5
2025-12-18 12:30:00+00:00,2025-12-18 19:30:00+00:00,-2.0,ny_close,wr90,1,5596.5,5594.5
2025-12-23 15:45:00+00:00,2025-12-23 19:30:00+00:00,44.30000000000018,ny_close,wr90,1,5789.9,5834.2
2025-12-24 16:15:00+00:00,2025-12-25 23:00:00+00:00,4.0,ny_close,wr90,1,5831.4,5835.4
2026-01-02 15:45:00+00:00,2026-01-02 16:30:00+00:00,-20.0,sl,wr90,1,5681.2,5661.2
2026-01-09 10:00:00+00:00,2026-01-09 14:15:00+00:00,60.0,tp,wr90,1,5786.8,5846.8
2026-01-12 11:45:00+00:00,2026-01-12 16:15:00+00:00,60.0,tp,wr90,1,5853.4,5913.4
2026-01-15 17:45:00+00:00,2026-01-15 19:30:00+00:00,10.0,ny_close,wr90,1,5902.3,5912.3
2026-01-19 09:00:00+00:00,2026-01-19 09:30:00+00:00,-20.0,sl,wr90,1,5888.9,5868.9
2026-01-28 11:15:00+00:00,2026-01-28 12:15:00+00:00,60.0,tp,wr90,1,6224.3,6284.3
2026-02-03 09:30:00+00:00,2026-02-03 10:15:00+00:00,60.0,tp,wr90,1,6121.3,6181.3
2026-02-04 09:30:00+00:00,2026-02-04 13:45:00+00:00,-20.0,sl,wr90,1,6315.7,6295.7
2026-02-04 14:15:00+00:00,2026-02-04 15:45:00+00:00,-20.0,sl,wr90,1,6304.8,6284.8
2026-02-17 17:30:00+00:00,2026-02-17 19:30:00+00:00,12.699999999999818,ny_close,wr90,1,6210.7,6223.4
2026-02-20 11:15:00+00:00,2026-02-20 12:00:00+00:00,-20.0,sl,wr90,1,6610.9,6590.9
2026-02-20 16:30:00+00:00,2026-02-20 19:30:00+00:00,28.600000000000364,ny_close,wr90,1,6617.7,6646.3
2026-02-24 16:15:00+00:00,2026-02-24 17:00:00+00:00,-20.0,sl,wr90,1,6611.9,6591.9
2026-02-25 16:30:00+00:00,2026-02-25 19:30:00+00:00,1.699999999999818,ny_close,wr90,1,6546.5,6548.2
2026-02-26 13:30:00+00:00,2026-02-26 15:00:00+00:00,60.0,tp,wr90,1,6415.4,6475.4
2026-03-09 08:45:00+00:00,2026-03-09 09:00:00+00:00,-20.0,sl,wr90,1,10182.2,10162.2
