timestamp,open,high,low,close,regime
2026-04-14 12:00:00+00:00,4775.15,4777.86,4762.37,4771.32,1
2026-04-14 13:00:00+00:00,4771.3,4804.06,4771.11,4794.87,1
2026-04-14 14:00:00+00:00,4795.55,4818.2,4793.12,4804.03,1
2026-04-14 15:00:00+00:00,4804.07,4816.47,4791.37,4808.22,1
2026-04-14 16:00:00+00:00,4808.32,4820.9,4804.88,4810.49,1
2026-04-14 17:00:00+00:00,4810.57,4841.67,4809.71,4834.98,1
2026-04-14 18:00:00+00:00,4835.06,4843.4,4830.71,4835.57,0
2026-04-14 19:00:00+00:00,4835.7,4846.44,4835.7,4845.07,0
2026-04-14 20:00:00+00:00,4845.53,4846.39,4839.64,4841.19,0
2026-04-14 22:00:00+00:00,4840.68,4851.88,4833.33,4835.15,0
2026-04-14 23:00:00+00:00,4835.11,4844.25,4833.54,4837.39,0
2026-04-15 00:00:00+00:00,4837.48,4840.01,4827.1,4835.84,0
2026-04-15 01:00:00+00:00,4835.66,4871.5,4828.25,4847.31,1
2026-04-15 02:00:00+00:00,4847.28,4853.71,4820.7,4824.04,1
2026-04-15 03:00:00+00:00,4824.1,4830.06,4817.09,4824.06,0
2026-04-15 04:00:00+00:00,4823.88,4828.22,4820.47,4825.03,0
2026-04-15 05:00:00+00:00,4825.11,4830.73,4812.69,4819.61,0
2026-04-15 06:00:00+00:00,4820.0,4824.9,4811.16,4811.63,0
2026-04-15 07:00:00+00:00,4811.92,4817.1,4804.17,4811.38,0
2026-04-15 08:00:00+00:00,4811.36,4821.09,4804.87,4818.45,0
2026-04-15 09:00:00+00:00,4818.47,4819.61,4786.17,4798.37,1
2026-04-15 10:00:00+00:00,4797.97,4805.45,4790.58,4800.32,1
2026-04-15 11:00:00+00:00,4800.42,4815.19,4795.63,4812.61,1
2026-04-15 12:00:00+00:00,4812.63,4816.35,4807.13,4811.79,0
2026-04-15 13:00:00+00:00,4811.75,4830.21,4808.5,4828.85,1
2026-04-15 14:00:00+00:00,4829.0,4830.45,4813.76,4815.79,1
2026-04-15 15:00:00+00:00,4815.8,4816.32,4787.02,4801.83,1
2026-04-15 16:00:00+00:00,4801.82,4812.8,4800.12,4803.93,0
2026-04-15 17:00:00+00:00,4803.89,4808.87,4790.84,4792.84,0
2026-04-15 18:00:00+00:00,4792.88,4802.23,4790.5,4800.15,0
2026-04-15 19:00:00+00:00,4799.95,4803.64,4794.86,4796.05,0
2026-04-15 20:00:00+00:00,4796.2,4796.86,4787.86,4791.08,0
2026-04-15 22:00:00+00:00,4798.38,4812.19,4791.51,4807.85,1
2026-04-15 23:00:00+00:00,4807.83,4826.9,4807.78,4823.41,1
2026-04-16 00:00:00+00:00,4823.59,4837.83,4820.66,4833.29,1
2026-04-16 01:00:00+00:00,4833.24,4836.51,4811.29,4818.17,1
2026-04-16 02:00:00+00:00,4818.25,4825.19,4812.77,4819.93,0
2026-04-16 03:00:00+00:00,4819.65,4827.35,4819.02,4824.32,0
2026-04-16 04:00:00+00:00,4824.22,4833.62,4823.01,4833.04,0
2026-04-16 05:00:00+00:00,4833.1,4838.42,4821.3,4821.57,0
2026-04-16 06:00:00+00:00,4821.5,4830.77,4814.65,4826.25,0
2026-04-16 07:00:00+00:00,4826.66,4831.13,4817.27,4821.26,0
2026-04-16 08:00:00+00:00,4821.35,4821.84,4806.63,4813.97,0
2026-04-16 09:00:00+00:00,4813.94,4818.17,4807.03,4812.89,0
2026-04-16 10:00:00+00:00,4812.93,4817.23,4805.23,4817.14,0
2026-04-16 11:00:00+00:00,4817.25,4822.54,4815.55,4822.34,0
2026-04-16 12:00:00+00:00,4822.45,4823.5,4811.66,4816.37,0
2026-04-16 13:00:00+00:00,4816.75,4824.24,4784.35,4794.92,1
2026-04-16 14:00:00+00:00,4794.89,4805.35,4773.04,4788.8,1
2026-04-16 15:00:00+00:00,4788.81,4813.1,4788.39,4807.15,1
2026-04-16 16:00:00+00:00,4807.6,4810.04,4785.34,4792.09,1
2026-04-16 17:00:00+00:00,4792.15,4795.62,4781.47,4789.48,0
2026-04-16 18:00:00+00:00,4789.5,4794.31,4786.08,4789.74,0
2026-04-16 19:00:00+00:00,4789.73,4798.86,4789.72,4794.16,0
2026-04-16 20:00:00+00:00,4793.8,4794.01,4786.38,4789.76,0
2026-04-16 22:00:00+00:00,4795.75,4798.11,4791.15,4795.35,0
2026-04-16 23:00:00+00:00,4794.72,4798.07,4791.9,4791.97,0
2026-04-17 00:00:00+00:00,4791.81,4801.45,4785.82,4795.08,0
2026-04-17 01:00:00+00:00,4794.93,4795.95,4767.58,4789.44,1
2026-04-17 02:00:00+00:00,4789.5,4794.94,4784.67,4784.7,0
2026-04-17 03:00:00+00:00,4784.82,4798.06,4784.82,4792.87,0
2026-04-17 04:00:00+00:00,4792.85,4804.8,4792.6,4803.07,0
2026-04-17 05:00:00+00:00,4803.04,4806.35,4793.92,4794.54,0
2026-04-17 06:00:00+00:00,4794.5,4795.41,4779.36,4785.17,0
2026-04-17 07:00:00+00:00,4785.2,4794.74,4778.78,4784.51,0
2026-04-17 08:00:00+00:00,4784.56,4796.86,4781.02,4795.89,0
2026-04-17 09:00:00+00:00,4796.04,4800.89,4789.85,4790.32,0
2026-04-17 10:00:00+00:00,4790.52,4794.08,4782.42,4787.36,0
2026-04-17 11:00:00+00:00,4787.42,4811.74,4783.86,4799.42,1
2026-04-17 12:00:00+00:00,4799.52,4847.69,4797.66,4846.35,2
2026-04-17 13:00:00+00:00,4846.32,4886.61,4834.98,4880.45,2
2026-04-17 14:00:00+00:00,4880.47,4886.02,4860.94,4873.34,1
2026-04-17 15:00:00+00:00,4873.52,4880.89,4854.92,4867.42,1
2026-04-17 16:00:00+00:00,4867.45,4873.55,4863.85,4867.12,0
2026-04-17 17:00:00+00:00,4867.22,4869.53,4853.92,4862.46,0
2026-04-17 18:00:00+00:00,4862.53,4868.3,4856.12,4858.14,0
2026-04-17 19:00:00+00:00,4858.0,4861.28,4852.73,4854.67,0
2026-04-17 20:00:00+00:00,4854.95,4855.52,4827.98,4830.6,1
2026-04-19 22:00:00+00:00,4765.44,4796.0,4761.29,4779.52,2
2026-04-19 23:00:00+00:00,4779.58,4779.68,4736.93,4755.28,2
2026-04-20 00:00:00+00:00,4755.39,4774.75,4745.12,4772.47,2
2026-04-20 01:00:00+00:00,4772.48,4814.53,4771.04,4807.89,2
2026-04-20 02:00:00+00:00,4807.78,4809.37,4793.28,4797.31,1
2026-04-20 03:00:00+00:00,4797.27,4798.81,4788.73,4791.11,0
2026-04-20 04:00:00+00:00,4791.47,4795.9,4787.05,4789.18,0
2026-04-20 05:00:00+00:00,4789.12,4796.25,4780.06,4791.02,0
2026-04-20 06:00:00+00:00,4790.87,4795.58,4783.98,4795.53,0
2026-04-20 07:00:00+00:00,4796.47,4805.82,4787.14,4789.88,0
2026-04-20 08:00:00+00:00,4789.5,4796.09,4786.12,4796.06,0
2026-04-20 09:00:00+00:00,4796.5,4798.11,4783.38,4791.83,0
2026-04-20 10:00:00+00:00,4791.81,4800.95,4791.13,4796.08,0
2026-04-20 11:00:00+00:00,4796.61,4811.21,4786.59,4810.66,1
2026-04-20 12:00:00+00:00,4810.81,4822.4,4799.16,4803.76,1
2026-04-20 13:00:00+00:00,4804.02,4826.44,4799.78,4817.87,1
2026-04-20 14:00:00+00:00,4817.89,4827.92,4792.31,4805.53,1
2026-04-20 15:00:00+00:00,4805.41,4809.72,4792.89,4799.98,0
2026-04-20 16:00:00+00:00,4800.02,4806.58,4792.83,4805.44,0
2026-04-20 17:00:00+00:00,4805.82,4812.0,4803.75,4806.78,0
2026-04-20 18:00:00+00:00,4806.89,4816.84,4806.89,4814.29,0
2026-04-20 19:00:00+00:00,4814.15,4821.62,4810.48,4814.31,0
2026-04-20 20:00:00+00:00,4814.29,4821.94,4812.24,4820.28,0
2026-04-20 22:00:00+00:00,4825.35,4833.2,4821.08,4827.69,0
2026-04-20 23:00:00+00:00,4827.57,4832.24,4819.86,4821.97,0
2026-04-21 00:00:00+00:00,4822.25,4830.66,4817.07,4824.04,0
2026-04-21 01:00:00+00:00,4823.95,4824.71,4805.85,4810.09,1
2026-04-21 02:00:00+00:00,4810.14,4810.64,4802.62,4806.98,0
2026-04-21 03:00:00+00:00,4806.96,4807.84,4792.65,4797.3,0
2026-04-21 04:00:00+00:00,4797.34,4798.17,4788.73,4788.99,0
2026-04-21 05:00:00+00:00,4789.22,4797.21,4783.08,4784.24,0
2026-04-21 06:00:00+00:00,4784.16,4790.95,4774.32,4779.22,0
2026-04-21 07:00:00+00:00,4778.66,4792.82,4772.55,4786.43,1
2026-04-21 08:00:00+00:00,4786.5,4793.0,4774.51,4786.2,1
2026-04-21 09:00:00+00:00,4786.55,4789.57,4781.4,4783.88,0
2026-04-21 10:00:00+00:00,4784.04,4790.48,4780.97,4789.85,0
2026-04-21 11:00:00+00:00,4789.77,4798.25,4775.44,4794.69,1
2026-04-21 12:00:00+00:00,4794.87,4797.06,4766.61,4779.03,1
2026-04-21 13:00:00+00:00,4778.91,4794.39,4761.54,4779.64,1
2026-04-21 14:00:00+00:00,4779.61,4782.86,4723.71,4739.36,2
2026-04-21 15:00:00+00:00,4739.34,4757.61,4727.94,4741.86,1
2026-04-21 16:00:00+00:00,4741.96,4746.77,4708.33,4711.17,2
2026-04-21 17:00:00+00:00,4711.36,4722.14,4696.96,4711.07,1
2026-04-21 18:00:00+00:00,4710.96,4715.08,4692.1,4709.39,1
2026-04-21 19:00:00+00:00,4709.47,4715.33,4668.63,4679.98,2
2026-04-21 20:00:00+00:00,4679.85,4720.5,4668.89,4719.95,2
2026-04-21 22:00:00+00:00,4721.85,4730.18,4715.59,4719.68,1
2026-04-21 23:00:00+00:00,4719.56,4740.69,4718.28,4738.2,1
2026-04-22 00:00:00+00:00,4738.42,4747.64,4738.42,4740.1,0
2026-04-22 01:00:00+00:00,4740.0,4754.78,4735.83,4752.11,1
2026-04-22 02:00:00+00:00,4752.56,4758.58,4750.13,4755.92,0
2026-04-22 03:00:00+00:00,4755.81,4765.28,4752.93,4758.36,0
2026-04-22 04:00:00+00:00,4758.47,4759.66,4752.06,4754.85,0
2026-04-22 05:00:00+00:00,4754.87,4772.3,4752.27,4767.46,1
2026-04-22 06:00:00+00:00,4767.49,4768.01,4759.03,4767.85,0
2026-04-22 07:00:00+00:00,4767.74,4772.59,4759.63,4760.78,0
2026-04-22 08:00:00+00:00,4761.1,4762.5,4751.85,4757.18,0
2026-04-22 09:00:00+00:00,4756.92,4762.83,4752.13,4755.19,0
2026-04-22 10:00:00+00:00,4755.11,4760.2,4745.66,4759.37,0
2026-04-22 11:00:00+00:00,4759.4,4760.98,4748.08,4750.58,0
2026-04-22 12:00:00+00:00,4750.62,4760.2,4742.86,4744.25,1
2026-04-22 13:00:00+00:00,4744.35,4761.24,4736.35,4753.0,1
2026-04-22 14:00:00+00:00,4752.63,4757.38,4730.18,4736.44,1
2026-04-22 15:00:00+00:00,4736.49,4740.37,4724.96,4727.91,0
2026-04-22 16:00:00+00:00,4727.94,4735.12,4724.0,4728.83,0
2026-04-22 17:00:00+00:00,4729.03,4739.8,4728.58,4737.38,0
2026-04-22 18:00:00+00:00,4737.37,4749.35,4730.11,4741.67,0
2026-04-22 19:00:00+00:00,4741.73,4745.39,4737.0,4740.21,0
2026-04-22 20:00:00+00:00,4740.43,4740.9,4734.43,4739.25,0
2026-04-22 22:00:00+00:00,4745.81,4746.02,4725.56,4726.01,1
2026-04-22 23:00:00+00:00,4726.14,4730.27,4723.25,4727.99,0
2026-04-23 00:00:00+00:00,4728.01,4753.92,4693.9,4748.35,2
2026-04-23 01:00:00+00:00,4748.38,4750.52,4722.12,4723.44,1
2026-04-23 02:00:00+00:00,4723.47,4725.2,4698.12,4699.07,1
2026-04-23 03:00:00+00:00,4699.14,4709.11,4698.3,4704.11,0
2026-04-23 04:00:00+00:00,4703.91,4707.37,4698.42,4704.42,0
2026-04-23 05:00:00+00:00,4704.4,4715.5,4692.39,4713.96,1
2026-04-23 06:00:00+00:00,4713.6,4721.39,4708.51,4713.12,1
2026-04-23 07:00:00+00:00,4713.23,4720.72,4702.75,4719.11,1
2026-04-23 08:00:00+00:00,4718.95,4725.12,4702.01,4703.4,1
2026-04-23 09:00:00+00:00,4703.23,4703.96,4694.67,4697.62,0
2026-04-23 10:00:00+00:00,4697.23,4701.96,4684.38,4696.57,1
2026-04-23 11:00:00+00:00,4696.6,4721.2,4695.67,4720.75,1
2026-04-23 12:00:00+00:00,4720.71,4743.41,4719.66,4740.25,1
2026-04-23 13:00:00+00:00,4740.28,4741.28,4723.67,4725.05,1
2026-04-23 14:00:00+00:00,4724.94,4736.96,4717.17,4733.61,1
2026-04-23 15:00:00+00:00,4733.67,4740.99,4716.48,4720.52,1
2026-04-23 16:00:00+00:00,4720.53,4737.36,4715.78,4733.05,1
2026-04-23 17:00:00+00:00,4733.35,4734.73,4663.88,4709.3,2
2026-04-23 18:00:00+00:00,4709.67,4721.85,4699.4,4701.01,1
2026-04-23 19:00:00+00:00,4700.96,4704.87,4689.52,4696.38,0
2026-04-23 20:00:00+00:00,4695.97,4698.54,4686.62,4692.99,0
2026-04-23 22:00:00+00:00,4699.73,4700.55,4690.21,4693.23,0
2026-04-23 23:00:00+00:00,4693.12,4700.94,4686.83,4695.48,0
2026-04-24 00:00:00+00:00,4695.4,4708.23,4690.88,4704.61,1
2026-04-24 01:00:00+00:00,4704.59,4711.41,4689.83,4699.73,1
2026-04-24 02:00:00+00:00,4699.7,4701.07,4672.91,4676.96,1
2026-04-24 03:00:00+00:00,4676.91,4678.89,4668.71,4672.43,0
2026-04-24 04:00:00+00:00,4672.09,4677.35,4657.83,4674.62,1
2026-04-24 05:00:00+00:00,4674.69,4687.79,4669.41,4686.3,1
2026-04-24 06:00:00+00:00,4686.86,4688.04,4666.82,4672.12,1
2026-04-24 07:00:00+00:00,4672.15,4695.21,4671.03,4694.43,1
2026-04-24 08:00:00+00:00,4694.39,4697.63,4684.88,4691.0,0
2026-04-24 09:00:00+00:00,4691.02,4697.11,4679.42,4682.03,0
2026-04-24 10:00:00+00:00,4681.96,4686.52,4674.46,4677.99,0
2026-04-24 11:00:00+00:00,4678.3,4717.3,4678.1,4707.13,1
2026-04-24 12:00:00+00:00,4707.2,4712.31,4690.36,4700.92,1
2026-04-24 13:00:00+00:00,4701.43,4717.42,4689.55,4711.66,1
2026-04-24 14:00:00+00:00,4711.44,4740.3,4707.17,4726.44,1
2026-04-24 15:00:00+00:00,4726.62,4733.96,4714.88,4727.38,1
2026-04-24 16:00:00+00:00,4727.27,4729.9,4718.94,4726.85,0
2026-04-24 17:00:00+00:00,4726.9,4730.29,4719.1,4723.47,0
2026-04-24 18:00:00+00:00,4723.51,4725.25,4716.79,4722.81,0
2026-04-24 19:00:00+00:00,4722.84,4726.42,4713.65,4716.29,0
2026-04-24 20:00:00+00:00,4717.37,4717.51,4705.24,4709.6,0
2026-04-26 22:00:00+00:00,4697.74,4700.23,4680.32,4684.82,1
2026-04-26 23:00:00+00:00,4684.7,4685.04,4674.87,4680.24,0
2026-04-27 00:00:00+00:00,4680.22,4698.23,4672.33,4697.77,1
2026-04-27 01:00:00+00:00,4697.69,4709.46,4690.96,4702.58,1
2026-04-27 02:00:00+00:00,4702.72,4723.76,4696.44,4718.35,1
2026-04-27 03:00:00+00:00,4718.39,4729.79,4714.41,4724.3,0
2026-04-27 04:00:00+00:00,4724.43,4730.31,4722.89,4725.2,0
2026-04-27 05:00:00+00:00,4725.32,4725.73,4708.91,4710.19,1
2026-04-27 06:00:00+00:00,4710.1,4715.71,4709.24,4713.03,0
2026-04-27 07:00:00+00:00,4712.7,4718.46,4710.12,4713.44,0
2026-04-27 08:00:00+00:00,4713.45,4714.69,4705.18,4707.04,0
2026-04-27 09:00:00+00:00,4707.05,4708.5,4699.56,4703.66,0
2026-04-27 10:00:00+00:00,4703.7,4711.0,4699.7,4708.83,0
2026-04-27 11:00:00+00:00,4708.92,4709.09,4700.25,4704.81,0
2026-04-27 12:00:00+00:00,4705.0,4712.83,4697.02,4699.25,0
2026-04-27 13:00:00+00:00,4699.63,4703.62,4689.26,4696.15,0
2026-04-27 14:00:00+00:00,4695.99,4696.9,4676.75,4678.34,1
2026-04-27 15:00:00+00:00,4678.39,4682.76,4667.4,4670.21,0
2026-04-27 16:00:00+00:00,4670.18,4679.51,4667.35,4676.61,0
2026-04-27 17:00:00+00:00,4676.75,4686.12,4668.36,4682.1,0
2026-04-27 18:00:00+00:00,4682.12,4685.58,4678.96,4680.71,0
2026-04-27 19:00:00+00:00,4680.45,4682.86,4676.7,4680.86,0
2026-04-27 20:00:00+00:00,4680.93,4682.69,4677.57,4682.59,0
2026-04-27 22:00:00+00:00,4684.76,4691.2,4681.64,4688.21,0
2026-04-27 23:00:00+00:00,4688.16,4695.27,4687.57,4692.11,0
2026-04-28 00:00:00+00:00,4692.26,4701.44,4690.25,4690.59,0
2026-04-28 01:00:00+00:00,4690.35,4691.43,4669.57,4670.92,1
2026-04-28 02:00:00+00:00,4670.86,4679.89,4666.16,4669.23,0
2026-04-28 03:00:00+00:00,4669.01,4676.08,4668.67,4671.19,0
2026-04-28 04:00:00+00:00,4671.11,4671.4,4666.73,4667.92,0
2026-04-28 05:00:00+00:00,4667.86,4668.29,4624.1,4632.05,2
2026-04-28 06:00:00+00:00,4631.98,4643.18,4623.24,4629.12,1
2026-04-28 07:00:00+00:00,4629.06,4639.56,4620.55,4633.14,1
2026-04-28 08:00:00+00:00,4633.17,4635.42,4614.69,4629.88,1
2026-04-28 09:00:00+00:00,4629.84,4630.32,4604.58,4604.9,1
2026-04-28 10:00:00+00:00,4604.84,4616.56,4603.44,4603.5,1
2026-04-28 11:00:00+00:00,4603.32,4608.89,4555.48,4562.58,2
2026-04-28 12:00:00+00:00,4562.44,4600.19,4554.67,4593.75,2
2026-04-28 13:00:00+00:00,4593.83,4594.48,4570.85,4580.83,1
2026-04-28 14:00:00+00:00,4580.53,4580.71,4557.41,4574.58,1
2026-04-28 15:00:00+00:00,4574.6,4586.48,4566.97,4586.48,1
2026-04-28 16:00:00+00:00,4586.38,4595.03,4577.8,4592.37,1
2026-04-28 17:00:00+00:00,4592.43,4601.66,4587.22,4594.94,0
2026-04-28 18:00:00+00:00,4594.98,4600.64,4592.19,4594.37,0
2026-04-28 19:00:00+00:00,4594.39,4600.04,4593.45,4595.7,0
2026-04-28 20:00:00+00:00,4595.66,4598.8,4591.19,4595.62,0
2026-04-28 22:00:00+00:00,4599.21,4600.13,4592.4,4594.25,0
2026-04-28 23:00:00+00:00,4594.3,4596.39,4587.96,4595.56,0
2026-04-29 00:00:00+00:00,4595.66,4610.48,4594.81,4600.49,0
