side,signal_ts,entry_time,entry_price,stop,target,sl,tp,horizon,timeout,impulse_low,impulse_high,target_updates,exit_time,exit_price,exit_reason,pnl,win,struct_trend,struct_last_kind,struct_last_swing_price,struct_dist_pts,struct_leg_pts,struct_prior_leg_pts,struct_pullback_pct,struct_leg_age_15m,struct_hh,struct_hl,struct_lh,struct_ll,struct_aligned,with_trend,counter_trend,range_regime
1,2025-10-10 18:30:00+00:00,2025-10-10 18:31:00+00:00,4003.19,4001.24,4009.040000000001,1.9500000000002728,5.8500000000008185,120,2025-10-10 20:31:00+00:00,4001.24,4005.42,0,2025-10-10 18:31:00+00:00,4001.24,stop_loss,-1.9500000000002728,False,1.0,-1.0,3975.13,27.929999999999836,27.929999999999836,52.5600000000004,0.5313926940639198,5.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-10 18:45:00+00:00,2025-10-10 18:46:00+00:00,3996.63,4000.95,3983.670000000001,4.319999999999709,12.959999999999127,120,2025-10-10 20:46:00+00:00,3995.29,4000.95,0,2025-10-10 18:50:00+00:00,4000.95,stop_loss,-4.319999999999709,False,1.0,-1.0,3975.13,21.75,21.75,52.5600000000004,0.4138127853881247,6.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
-1,2025-10-13 10:15:00+00:00,2025-10-13 10:16:00+00:00,4072.34,4077.85,4055.810000000001,5.5099999999997635,16.52999999999929,120,2025-10-13 12:16:00+00:00,4073.83,4077.85,0,2025-10-13 10:38:00+00:00,4077.85,stop_loss,-5.5099999999997635,False,1.0,-1.0,3975.13,97.42999999999984,97.42999999999984,52.5600000000004,1.853691019786893,260.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-13 14:00:00+00:00,2025-10-13 14:01:00+00:00,4096.31,4086.18,4126.700000000003,10.130000000000564,30.39000000000169,120,2025-10-13 19:00:00+00:00,4086.18,4089.91,2,2025-10-13 19:00:00+00:00,4100.51,timeout,4.199999999999818,True,1.0,-1.0,3975.13,120.84999999999991,120.84999999999991,52.5600000000004,2.2992770167427508,275.0,1.0,1.0,0.0,0.0,1.0,True,False,False
1,2025-10-14 07:30:00+00:00,2025-10-14 07:31:00+00:00,4123.01,4110.35,4160.99,12.659999999999854,37.97999999999956,120,2025-10-14 12:30:00+00:00,4110.35,4116.11,4,2025-10-14 12:30:00+00:00,4117.99,timeout,-5.020000000000437,False,0.0,-1.0,4090.18,32.66000000000031,32.66000000000031,92.68000000000029,0.3523953388001749,4.0,1.0,0.0,0.0,1.0,0.0,False,False,True
-1,2025-10-14 12:30:00+00:00,2025-10-14 12:31:00+00:00,4117.94,4131.91,4076.029999999999,13.970000000000255,41.910000000000764,120,2025-10-14 16:00:00+00:00,4127.23,4131.91,3,2025-10-14 14:10:00+00:00,4131.91,stop_loss,-13.970000000000255,False,-1.0,1.0,4144.67,-26.63000000000011,26.63000000000011,92.99000000000024,0.28637487901924985,7.0,0.0,0.0,1.0,1.0,1.0,True,False,False
1,2025-10-14 14:15:00+00:00,2025-10-14 14:16:00+00:00,4133.27,4123.32,4163.120000000003,9.950000000000728,29.850000000002183,120,2025-10-14 20:15:00+00:00,4123.32,4129.96,7,2025-10-14 20:15:00+00:00,4144.89,timeout,11.61999999999989,True,0.0,-1.0,4097.91,35.22999999999956,35.22999999999956,54.49000000000024,0.6465406496604773,4.0,0.0,1.0,1.0,0.0,0.0,False,False,True
1,2025-10-15 07:45:00+00:00,2025-10-15 07:46:00+00:00,4205.95,4200.34,4222.779999999999,5.609999999999673,16.829999999999018,120,2025-10-15 10:45:00+00:00,4200.34,4205.34,1,2025-10-15 09:15:00+00:00,4200.34,stop_loss,-5.609999999999673,False,0.0,-1.0,4097.91,107.88000000000011,107.88000000000011,54.49000000000024,1.9798128096898449,74.0,0.0,1.0,1.0,0.0,0.0,False,False,True
-1,2025-10-15 09:30:00+00:00,2025-10-15 09:31:00+00:00,4190.26,4204.15,4148.590000000002,13.889999999999418,41.669999999998254,120,2025-10-15 11:31:00+00:00,4196.55,4204.15,0,2025-10-15 10:16:00+00:00,4204.15,stop_loss,-13.889999999999418,False,1.0,-1.0,4164.0,26.079999999999927,26.079999999999927,120.57999999999993,0.21628794161552448,0.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
-1,2025-10-15 10:45:00+00:00,2025-10-15 10:46:00+00:00,4193.88,4198.12,4181.160000000001,4.239999999999782,12.719999999999345,120,2025-10-15 12:46:00+00:00,4193.55,4198.12,0,2025-10-15 10:51:00+00:00,4198.12,stop_loss,-4.239999999999782,False,1.0,-1.0,4164.0,29.909999999999854,29.909999999999854,120.57999999999993,0.2480510864156566,5.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
-1,2025-10-15 12:30:00+00:00,2025-10-15 12:31:00+00:00,4183.29,4192.25,4156.41,8.960000000000036,26.88000000000011,120,2025-10-15 14:31:00+00:00,4183.74,4192.25,0,2025-10-15 12:58:00+00:00,4192.25,stop_loss,-8.960000000000036,False,1.0,-1.0,4164.0,19.460000000000036,19.460000000000036,120.57999999999993,0.16138663128213673,12.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-15 13:00:00+00:00,2025-10-15 13:01:00+00:00,4186.13,4182.37,4197.410000000001,3.7600000000002183,11.280000000000655,120,2025-10-15 15:01:00+00:00,4182.37,4186.38,0,2025-10-15 13:13:00+00:00,4197.410000000001,target_hit,11.280000000000655,True,1.0,-1.0,4164.0,22.0,22.0,120.57999999999993,0.18245148449162393,14.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-15 13:30:00+00:00,2025-10-15 13:31:00+00:00,4195.39,4197.0,4190.560000000001,1.6099999999996726,4.829999999999018,120,2025-10-15 15:31:00+00:00,4193.3,4197.0,0,2025-10-15 13:31:00+00:00,4190.560000000001,target_hit,4.829999999999018,True,1.0,-1.0,4164.0,31.470000000000255,31.470000000000255,120.57999999999993,0.2609885553159751,16.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
-1,2025-10-15 13:45:00+00:00,2025-10-15 13:46:00+00:00,4194.08,4195.88,4188.679999999999,1.800000000000182,5.400000000000546,120,2025-10-15 15:46:00+00:00,4188.29,4195.88,0,2025-10-15 13:48:00+00:00,4188.679999999999,target_hit,5.400000000000546,True,1.0,-1.0,4164.0,30.530000000000655,30.530000000000655,120.57999999999993,0.253192900978609,17.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-15 14:00:00+00:00,2025-10-15 14:01:00+00:00,4197.35,4189.79,4220.030000000002,7.5600000000004,22.6800000000012,120,2025-10-15 16:15:00+00:00,4189.79,4194.6,1,2025-10-15 15:34:00+00:00,4189.79,stop_loss,-7.5600000000004,False,1.0,-1.0,4164.0,33.279999999999745,33.279999999999745,120.57999999999993,0.27599933654005443,18.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-15 15:45:00+00:00,2025-10-15 15:46:00+00:00,4196.58,4198.29,4191.45,1.7100000000000364,5.130000000000109,120,2025-10-15 17:46:00+00:00,4193.61,4198.29,0,2025-10-15 15:48:00+00:00,4191.45,target_hit,5.130000000000109,True,1.0,-1.0,4164.0,32.93000000000029,32.93000000000029,120.57999999999993,0.27309669928678315,25.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-15 16:15:00+00:00,2025-10-15 16:16:00+00:00,4195.11,4189.72,4211.279999999998,5.389999999999418,16.169999999998254,120,2025-10-15 18:45:00+00:00,4189.72,4193.76,2,2025-10-15 17:12:00+00:00,4189.72,stop_loss,-5.389999999999418,False,1.0,-1.0,4164.0,30.909999999999854,30.909999999999854,120.57999999999993,0.2563443357107304,27.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-15 17:15:00+00:00,2025-10-15 17:16:00+00:00,4187.38,4190.16,4179.040000000001,2.7799999999997453,8.339999999999236,120,2025-10-15 19:16:00+00:00,4184.42,4190.16,0,2025-10-15 17:16:00+00:00,4190.16,stop_loss,-2.7799999999997453,False,1.0,-1.0,4164.0,23.449999999999818,23.449999999999818,120.57999999999993,0.19447669596947945,31.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-15 17:30:00+00:00,2025-10-15 17:31:00+00:00,4190.51,4186.78,4201.700000000002,3.730000000000473,11.190000000001419,120,2025-10-15 19:31:00+00:00,4186.78,4192.22,0,2025-10-15 17:31:00+00:00,4186.78,stop_loss,-3.730000000000473,False,1.0,-1.0,4164.0,26.409999999999854,26.409999999999854,120.57999999999993,0.21902471388289824,32.0,1.0,1.0,0.0,0.0,1.0,True,False,False
1,2025-10-15 18:15:00+00:00,2025-10-15 18:16:00+00:00,4199.26,4197.1,4205.74,2.1599999999998545,6.479999999999563,120,2025-10-15 20:16:00+00:00,4197.1,4201.61,0,2025-10-15 18:18:00+00:00,4197.1,stop_loss,-2.1599999999998545,False,1.0,-1.0,4164.0,34.960000000000036,34.960000000000036,120.57999999999993,0.28993199535578085,35.0,1.0,1.0,0.0,0.0,1.0,True,False,False
1,2025-10-16 07:00:00+00:00,2025-10-16 07:01:00+00:00,4225.21,4219.06,4243.659999999999,6.149999999999636,18.44999999999891,120,2025-10-16 09:01:00+00:00,4219.06,4222.92,0,2025-10-16 09:01:00+00:00,4233.88,timeout,8.670000000000073,True,1.0,-1.0,4203.46,21.720000000000255,21.720000000000255,78.31999999999971,0.2773237997957142,4.0,1.0,1.0,0.0,0.0,1.0,True,False,False
1,2025-10-16 13:15:00+00:00,2025-10-16 13:16:00+00:00,4245.8,4234.76,4278.92,11.039999999999964,33.11999999999989,120,2025-10-16 16:15:00+00:00,4234.76,4240.48,1,2025-10-16 16:08:00+00:00,4278.92,target_hit,33.11999999999989,True,1.0,-1.0,4203.46,42.14000000000033,42.14000000000033,78.31999999999971,0.5380490296220695,29.0,1.0,1.0,0.0,0.0,1.0,True,False,False
1,2025-10-16 16:30:00+00:00,2025-10-16 16:31:00+00:00,4288.91,4283.05,4306.489999999999,5.859999999999673,17.579999999999018,120,2025-10-16 18:31:00+00:00,4283.05,4289.51,0,2025-10-16 16:34:00+00:00,4283.05,stop_loss,-5.859999999999673,False,1.0,-1.0,4203.46,85.22000000000025,85.22000000000025,78.31999999999971,1.0881001021450531,42.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-16 16:45:00+00:00,2025-10-16 16:46:00+00:00,4272.98,4288.7,4225.819999999999,15.720000000000255,47.160000000000764,120,2025-10-16 18:46:00+00:00,4283.64,4288.7,0,2025-10-16 17:03:00+00:00,4288.7,stop_loss,-15.720000000000255,False,1.0,-1.0,4203.46,69.58999999999924,69.58999999999924,78.31999999999971,0.8885342185903919,43.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-16 17:15:00+00:00,2025-10-16 17:16:00+00:00,4289.71,4284.1,4306.539999999999,5.609999999999673,16.829999999999018,120,2025-10-16 19:16:00+00:00,4284.1,4288.79,0,2025-10-16 18:14:00+00:00,4284.1,stop_loss,-5.609999999999673,False,1.0,-1.0,4203.46,86.10999999999967,86.10999999999967,78.31999999999971,1.0994637385086823,45.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-16 18:15:00+00:00,2025-10-16 18:16:00+00:00,4281.25,4293.18,4245.459999999999,11.930000000000291,35.79000000000087,120,2025-10-16 20:30:00+00:00,4289.33,4293.18,1,2025-10-16 18:42:00+00:00,4293.18,stop_loss,-11.930000000000291,False,1.0,-1.0,4203.46,77.99000000000069,77.99000000000069,78.31999999999971,0.9957865168539451,49.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-16 18:45:00+00:00,2025-10-16 18:46:00+00:00,4293.24,4285.37,4316.849999999999,7.869999999999891,23.609999999999673,120,2025-10-16 20:46:00+00:00,4285.37,4289.35,0,2025-10-16 20:03:00+00:00,4316.849999999999,target_hit,23.609999999999673,True,1.0,-1.0,4203.46,89.61999999999989,89.61999999999989,78.31999999999971,1.1442798774259477,51.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-17 07:00:00+00:00,2025-10-17 07:01:00+00:00,4360.14,4365.9,4342.860000000002,5.759999999999309,17.279999999997926,120,2025-10-17 09:15:00+00:00,4360.98,4365.9,1,2025-10-17 07:19:00+00:00,4342.860000000002,target_hit,17.279999999997926,True,0.0,1.0,4378.93,-18.75,18.75,102.4399999999996,0.1830339711050378,8.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-17 07:30:00+00:00,2025-10-17 07:31:00+00:00,4330.45,4354.13,4259.409999999999,23.68000000000029,71.04000000000087,120,2025-10-17 15:30:00+00:00,4349.66,4354.13,12,2025-10-17 13:37:00+00:00,4259.409999999999,target_hit,71.04000000000087,True,0.0,1.0,4378.93,-48.3700000000008,48.3700000000008,102.4399999999996,0.472178836392044,10.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-17 13:45:00+00:00,2025-10-17 13:46:00+00:00,4290.5,4315.1,4216.699999999999,24.600000000000364,73.80000000000109,120,2025-10-17 15:46:00+00:00,4306.53,4315.1,0,2025-10-17 14:14:00+00:00,4216.699999999999,target_hit,73.80000000000109,True,0.0,1.0,4378.93,-88.17000000000007,88.17000000000007,102.4399999999996,0.8606989457243305,35.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-17 14:15:00+00:00,2025-10-17 14:16:00+00:00,4225.0,4274.53,4076.4100000000008,49.529999999999745,148.58999999999924,120,2025-10-17 21:30:00+00:00,4267.36,4274.53,11,2025-10-19 22:02:00+00:00,4258.89,timeout,-33.89000000000033,False,0.0,1.0,4378.93,-153.84000000000015,153.84000000000015,102.4399999999996,1.5017571261226157,37.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
1,2025-10-20 07:15:00+00:00,2025-10-20 07:16:00+00:00,4255.98,4240.23,4303.23,15.75,47.25,120,2025-10-20 14:30:00+00:00,4240.23,4244.45,8,2025-10-20 12:33:00+00:00,4303.23,target_hit,47.25,True,0.0,-1.0,4221.29,34.55000000000018,34.55000000000018,52.56999999999971,0.6572189461670225,3.0,0.0,1.0,1.0,0.0,0.0,False,False,True
1,2025-10-20 12:45:00+00:00,2025-10-20 12:46:00+00:00,4317.65,4292.06,4394.419999999997,25.589999999999236,76.76999999999771,120,2025-10-20 21:15:00+00:00,4292.06,4298.43,12,2025-10-20 22:01:00+00:00,4364.44,timeout,46.789999999999964,True,0.0,-1.0,4221.29,96.10999999999967,96.10999999999967,52.56999999999971,1.8282290279627202,25.0,0.0,1.0,1.0,0.0,0.0,False,False,True
1,2025-10-21 07:00:00+00:00,2025-10-21 07:01:00+00:00,4340.6,4335.46,4356.020000000001,5.140000000000327,15.420000000000982,120,2025-10-21 09:01:00+00:00,4335.46,4343.0,0,2025-10-21 07:02:00+00:00,4335.46,stop_loss,-5.140000000000327,False,0.0,1.0,4344.52,-4.25,4.25,64.80000000000018,0.06558641975308624,0.0,0.0,1.0,1.0,0.0,0.0,False,False,True
-1,2025-10-21 07:15:00+00:00,2025-10-21 07:16:00+00:00,4331.09,4339.21,4306.7300000000005,8.11999999999989,24.359999999999673,120,2025-10-21 09:16:00+00:00,4333.47,4339.21,0,2025-10-21 07:33:00+00:00,4306.7300000000005,target_hit,24.359999999999673,True,0.0,1.0,4344.52,-13.140000000001237,13.140000000001237,64.80000000000018,0.2027777777777963,1.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-21 07:45:00+00:00,2025-10-21 07:46:00+00:00,4302.32,4319.59,4250.509999999998,17.270000000000437,51.81000000000131,120,2025-10-21 10:00:00+00:00,4306.13,4319.59,1,2025-10-21 08:14:00+00:00,4250.509999999998,target_hit,51.81000000000131,True,0.0,1.0,4344.52,-42.090000000000146,42.090000000000146,64.80000000000018,0.6495370370370375,3.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-21 08:15:00+00:00,2025-10-21 08:16:00+00:00,4260.15,4301.09,4137.329999999998,40.94000000000051,122.82000000000153,120,2025-10-21 15:45:00+00:00,4292.84,4301.09,13,2025-10-21 14:29:00+00:00,4137.329999999998,target_hit,122.82000000000153,True,0.0,1.0,4344.52,-84.21000000000095,84.21000000000095,64.80000000000018,1.299537037037048,5.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-21 14:30:00+00:00,2025-10-21 14:31:00+00:00,4131.97,4181.91,3982.1500000000015,49.9399999999996,149.8199999999988,120,2025-10-21 21:45:00+00:00,4175.69,4181.91,11,2025-10-21 22:01:00+00:00,4132.55,timeout,-0.5799999999999272,False,0.0,1.0,4344.52,-212.45000000000073,212.45000000000073,64.80000000000018,3.2785493827160512,30.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-22 07:00:00+00:00,2025-10-22 07:01:00+00:00,4153.66,4159.75,4135.389999999999,6.0900000000001455,18.270000000000437,120,2025-10-22 09:01:00+00:00,4153.32,4159.75,0,2025-10-22 07:06:00+00:00,4135.389999999999,target_hit,18.270000000000437,True,0.0,1.0,4161.63,-7.930000000000291,7.930000000000291,129.90999999999985,0.06104226002617427,0.0,1.0,0.0,0.0,1.0,-0.0,False,False,True
-1,2025-10-22 07:15:00+00:00,2025-10-22 07:16:00+00:00,4143.52,4152.65,4116.130000000003,9.1299999999992,27.3899999999976,120,2025-10-22 09:45:00+00:00,4147.14,4152.65,1,2025-10-22 08:04:00+00:00,4116.130000000003,target_hit,27.3899999999976,True,0.0,1.0,4161.63,-17.970000000000255,17.970000000000255,129.90999999999985,0.13832653375413959,1.0,1.0,0.0,0.0,1.0,-0.0,False,False,True
-1,2025-10-22 08:15:00+00:00,2025-10-22 08:16:00+00:00,4069.77,4134.62,3875.2200000000003,64.84999999999991,194.54999999999973,120,2025-10-22 21:45:00+00:00,4129.5,4134.62,22,2025-10-22 22:01:00+00:00,4106.6,timeout,-36.83000000000038,False,0.0,1.0,4161.63,-92.01000000000022,92.01000000000022,129.90999999999985,0.7082595643137581,5.0,1.0,0.0,0.0,1.0,-0.0,False,False,True
-1,2025-10-23 07:00:00+00:00,2025-10-23 07:01:00+00:00,4113.64,4118.31,4099.63,4.670000000000073,14.010000000000218,120,2025-10-23 09:01:00+00:00,4113.6,4118.31,0,2025-10-23 07:03:00+00:00,4118.31,stop_loss,-4.670000000000073,False,1.0,1.0,4138.25,-24.48999999999978,24.48999999999978,52.84999999999991,0.46338694418164283,3.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-23 07:15:00+00:00,2025-10-23 07:16:00+00:00,4114.99,4113.32,4120.0,1.6700000000000728,5.010000000000218,120,2025-10-23 09:16:00+00:00,4113.32,4116.94,0,2025-10-23 07:19:00+00:00,4120.0,target_hit,5.010000000000218,True,1.0,1.0,4138.25,-23.44000000000051,23.44000000000051,52.84999999999991,0.4435193945127824,4.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-23 07:45:00+00:00,2025-10-23 07:46:00+00:00,4104.55,4111.61,4083.3700000000017,7.059999999999491,21.179999999998472,120,2025-10-23 10:00:00+00:00,4100.15,4111.61,1,2025-10-23 08:05:00+00:00,4111.61,stop_loss,-7.059999999999491,False,1.0,-1.0,4091.83,12.819999999999709,12.819999999999709,73.7800000000002,0.17375982651124525,0.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-23 08:15:00+00:00,2025-10-23 08:16:00+00:00,4114.78,4094.16,4176.639999999999,20.61999999999989,61.85999999999967,120,2025-10-23 19:45:00+00:00,4094.16,4099.88,14,2025-10-23 19:45:00+00:00,4117.99,timeout,3.2100000000000364,True,1.0,-1.0,4091.83,22.850000000000364,22.850000000000364,73.7800000000002,0.3097045269720832,2.0,1.0,1.0,0.0,0.0,1.0,True,False,False
-1,2025-10-23 19:45:00+00:00,2025-10-23 19:46:00+00:00,4118.03,4125.7,4095.0199999999995,7.670000000000073,23.01000000000022,120,2025-10-23 21:46:00+00:00,4119.93,4125.7,0,2025-10-23 20:57:00+00:00,4125.7,stop_loss,-7.670000000000073,False,1.0,1.0,4155.04,-36.900000000000546,36.900000000000546,46.42000000000007,0.7949159844894547,22.0,1.0,1.0,0.0,0.0,-1.0,False,True,False
1,2025-10-24 07:15:00+00:00,2025-10-24 07:16:00+00:00,4092.28,4090.46,4097.740000000001,1.8200000000001637,5.460000000000491,120,2025-10-24 09:16:00+00:00,4090.46,4095.81,0,2025-10-24 07:24:00+00:00,4090.46,stop_loss,-1.8200000000001637,False,0.0,1.0,4144.65,-52.529999999999745,52.529999999999745,47.64000000000033,1.1026448362720274,24.0,0.0,1.0,1.0,0.0,0.0,False,False,True
-1,2025-10-24 07:30:00+00:00,2025-10-24 07:31:00+00:00,4087.31,4092.95,4070.3900000000003,5.639999999999873,16.919999999999618,120,2025-10-24 09:31:00+00:00,4089.16,4092.95,0,2025-10-24 07:55:00+00:00,4070.3900000000003,target_hit,16.919999999999618,True,0.0,1.0,4144.65,-57.19999999999982,57.19999999999982,47.64000000000033,1.20067170445003,25.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-24 08:00:00+00:00,2025-10-24 08:01:00+00:00,4074.51,4084.11,4045.7100000000005,9.599999999999909,28.799999999999727,120,2025-10-24 12:45:00+00:00,4075.45,4084.11,5,2025-10-24 11:03:00+00:00,4045.7100000000005,target_hit,28.799999999999727,True,0.0,1.0,4144.65,-70.1899999999996,70.1899999999996,47.64000000000033,1.4733417296389404,27.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
1,2025-10-24 11:15:00+00:00,2025-10-24 11:16:00+00:00,4058.43,4045.31,4097.789999999999,13.11999999999989,39.35999999999967,120,2025-10-24 14:45:00+00:00,4045.31,4052.74,2,2025-10-24 13:06:00+00:00,4097.789999999999,target_hit,39.35999999999922,True,-1.0,-1.0,4044.51,13.88000000000011,13.88000000000011,37.25,0.37261744966443244,0.0,0.0,0.0,1.0,1.0,-1.0,False,True,False
1,2025-10-24 13:15:00+00:00,2025-10-24 13:16:00+00:00,4112.5,4080.51,4208.469999999999,31.98999999999978,95.96999999999935,120,2025-10-24 17:30:00+00:00,4080.51,4085.03,5,2025-10-24 17:30:00+00:00,4121.63,timeout,9.13000000000011,True,-1.0,-1.0,4044.51,67.80999999999949,67.80999999999949,37.25,1.8204026845637447,8.0,0.0,0.0,1.0,1.0,-1.0,False,True,False
-1,2025-10-24 17:30:00+00:00,2025-10-24 17:31:00+00:00,4121.69,4125.13,4111.369999999998,3.4400000000005093,10.320000000001528,120,2025-10-24 19:31:00+00:00,4120.23,4125.13,0,2025-10-24 17:44:00+00:00,4111.369999999998,target_hit,10.320000000001528,True,-1.0,1.0,4138.71,-16.92999999999938,16.92999999999938,100.13999999999942,0.1690633113640851,4.0,0.0,0.0,1.0,1.0,1.0,True,False,False
-1,2025-10-24 18:15:00+00:00,2025-10-24 18:16:00+00:00,4103.86,4107.16,4093.959999999999,3.300000000000182,9.900000000000546,120,2025-10-24 20:16:00+00:00,4102.49,4107.16,0,2025-10-24 18:17:00+00:00,4107.16,stop_loss,-3.300000000000182,False,-1.0,1.0,4138.71,-34.74000000000069,34.74000000000069,100.13999999999942,0.346914319952076,7.0,0.0,0.0,1.0,1.0,1.0,True,False,False
1,2025-10-24 18:30:00+00:00,2025-10-24 18:31:00+00:00,4105.69,4104.46,4109.379999999998,1.2299999999995634,3.6899999999986903,120,2025-10-24 20:31:00+00:00,4104.46,4108.18,0,2025-10-24 18:34:00+00:00,4109.379999999998,target_hit,3.6899999999986903,True,-1.0,1.0,4138.71,-33.279999999999745,33.279999999999745,100.13999999999942,0.3323347313760729,8.0,0.0,0.0,1.0,1.0,-1.0,False,True,False
1,2025-10-24 19:00:00+00:00,2025-10-24 19:01:00+00:00,4112.31,4106.12,4130.880000000002,6.190000000000509,18.570000000001528,120,2025-10-24 21:15:00+00:00,4106.12,4109.74,1,2025-10-24 19:46:00+00:00,4106.12,stop_loss,-6.190000000000509,False,-1.0,1.0,4138.71,-26.609999999999673,26.609999999999673,100.13999999999942,0.2657279808268407,10.0,0.0,0.0,1.0,1.0,-1.0,False,True,False
-1,2025-10-27 09:00:00+00:00,2025-10-27 09:01:00+00:00,4048.59,4055.98,4026.4200000000005,7.389999999999873,22.169999999999618,120,2025-10-27 12:45:00+00:00,4039.23,4055.98,4,2025-10-27 11:11:00+00:00,4026.4200000000005,target_hit,22.169999999999618,True,0.0,-1.0,4073.8,-25.01000000000022,25.01000000000022,94.19999999999982,0.0,43.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-27 11:15:00+00:00,2025-10-27 11:16:00+00:00,4031.11,4037.95,4010.590000000001,6.839999999999691,20.519999999999072,120,2025-10-27 13:45:00+00:00,4031.91,4037.95,2,2025-10-27 12:03:00+00:00,4037.95,stop_loss,-6.839999999999691,False,0.0,-1.0,4073.8,-42.5300000000002,42.5300000000002,94.19999999999982,0.0,52.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
1,2025-10-27 12:15:00+00:00,2025-10-27 12:16:00+00:00,4034.61,4024.71,4064.3100000000004,9.900000000000091,29.700000000000273,120,2025-10-27 15:30:00+00:00,4024.71,4030.32,3,2025-10-27 13:31:00+00:00,4024.71,stop_loss,-9.900000000000091,False,0.0,-1.0,4073.8,-39.65000000000009,39.65000000000009,94.19999999999982,0.0,56.0,0.0,1.0,1.0,0.0,0.0,False,False,True
-1,2025-10-27 13:45:00+00:00,2025-10-27 13:46:00+00:00,4021.63,4033.87,3984.9100000000008,12.239999999999782,36.719999999999345,120,2025-10-27 16:30:00+00:00,4025.81,4033.87,3,2025-10-27 14:37:00+00:00,3984.9100000000008,target_hit,36.719999999999345,True,0.0,-1.0,4073.8,-52.070000000000164,52.070000000000164,94.19999999999982,0.0,62.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-27 14:45:00+00:00,2025-10-27 14:46:00+00:00,3998.41,4000.47,3992.23,2.0599999999999454,6.179999999999836,120,2025-10-27 16:46:00+00:00,3995.33,4000.47,0,2025-10-27 14:48:00+00:00,3992.23,target_hit,6.179999999999836,True,0.0,-1.0,4073.8,-75.19000000000005,75.19000000000005,94.19999999999982,0.0,66.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
-1,2025-10-27 15:15:00+00:00,2025-10-27 15:16:00+00:00,3976.68,3988.37,3941.6099999999997,11.690000000000055,35.070000000000164,120,2025-10-27 17:16:00+00:00,3978.11,3988.37,0,2025-10-27 15:29:00+00:00,3988.37,stop_loss,-11.690000000000055,False,0.0,-1.0,4073.8,-96.95000000000027,96.95000000000027,94.19999999999982,0.0,68.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
1,2025-10-27 15:30:00+00:00,2025-10-27 15:31:00+00:00,3988.92,3980.02,4015.6200000000003,8.900000000000091,26.700000000000273,120,2025-10-27 17:31:00+00:00,3980.02,3984.12,0,2025-10-27 15:43:00+00:00,3980.02,stop_loss,-8.900000000000091,False,0.0,-1.0,4073.8,-84.86999999999989,84.86999999999989,94.19999999999982,0.0,69.0,0.0,1.0,1.0,0.0,0.0,False,False,True
-1,2025-10-27 15:45:00+00:00,2025-10-27 15:46:00+00:00,3982.88,3988.03,3967.43,5.150000000000091,15.450000000000273,120,2025-10-27 17:46:00+00:00,3981.68,3988.03,0,2025-10-27 15:51:00+00:00,3988.03,stop_loss,-5.150000000000091,False,0.0,-1.0,4073.8,-90.76000000000022,90.76000000000022,94.19999999999982,0.0,70.0,0.0,1.0,1.0,0.0,-0.0,False,False,True
