h,dx,rx,tp_x,sl_x,rr,bars,pos,hr,tp$,sl$,score
120,0.5,0.2,0.35,0.12,2.9166666666666665,8502,513,6.033874382498236,34.13249350354797,11.702569201216445,513
120,0.5,0.2,0.35,0.1,3.4999999999999996,8502,449,5.281110326981887,34.13249350354797,9.752141001013706,449
360,0.8,0.1,0.2,0.2,1.0,1927,443,22.98910223144785,20.187432069845556,20.187432069845556,443
120,0.5,0.2,0.4,0.12,3.3333333333333335,8502,438,5.151729004940014,39.008564004054826,11.702569201216445,438
480,0.8,0.1,0.2,0.2,1.0,1927,418,21.69174883238194,20.187432069845556,20.187432069845556,418
360,0.8,0.15,0.2,0.2,1.0,1861,418,22.46104245029554,19.976775634571375,19.976775634571375,418
480,0.8,0.1,0.25,0.2,1.25,1927,401,20.809548521017124,25.23429008730695,20.187432069845556,401
240,0.8,0.1,0.2,0.2,1.0,1927,396,20.550077841203944,20.187432069845556,20.187432069845556,396
480,0.8,0.15,0.2,0.2,1.0,1861,394,21.171413218699627,19.976775634571375,19.976775634571375,394
360,0.8,0.1,0.25,0.2,1.25,1927,394,20.446289569278672,25.23429008730695,20.187432069845556,394
120,0.8,0.1,0.2,0.2,1.0,1927,392,20.3425012973534,20.187432069845556,20.187432069845556,392
120,0.5,0.2,0.4,0.1,4.0,8502,385,4.528346271465537,39.008564004054826,9.752141001013706,385
480,0.8,0.1,0.3,0.2,1.4999999999999998,1927,380,19.719771665801762,30.28114810476834,20.187432069845556,379
480,0.8,0.15,0.25,0.2,1.25,1861,377,20.257925846319182,24.970969543214217,19.976775634571375,377
240,0.8,0.15,0.2,0.2,1.0,1861,374,20.096722192369693,19.976775634571375,19.976775634571375,374
120,0.8,0.15,0.2,0.2,1.0,1861,370,19.881783987103706,19.976775634571375,19.976775634571375,370
360,0.8,0.15,0.25,0.2,1.25,1861,369,19.82804943578721,24.970969543214217,19.976775634571375,369
120,0.8,0.1,0.2,0.15,1.3333333333333335,1927,359,18.629994810586403,20.187432069845556,15.14057405238417,359
480,0.8,0.15,0.3,0.2,1.4999999999999998,1861,356,19.129500268672757,29.965163451857062,19.976775634571375,356
360,0.8,0.2,0.2,0.2,1.0,1708,352,20.60889929742389,20.061079560801026,20.061079560801026,352
480,0.8,0.1,0.35,0.2,1.7499999999999998,1927,350,18.16294758692268,35.32800612222973,20.187432069845556,350
360,0.8,0.1,0.2,0.15,1.3333333333333335,1927,342,17.747794499221587,20.187432069845556,15.14057405238417,342
120,0.8,0.15,0.2,0.15,1.3333333333333335,1861,337,18.108543793659322,19.976775634571375,14.982581725928531,337
480,0.8,0.2,0.2,0.2,1.0,1708,329,19.262295081967213,20.061079560801026,20.061079560801026,329
360,0.8,0.1,0.3,0.2,1.4999999999999998,1927,329,17.073170731707318,30.28114810476834,20.187432069845556,329
480,0.8,0.15,0.35,0.2,1.7499999999999998,1861,327,17.571198280494357,34.9593573604999,19.976775634571375,327
240,0.8,0.1,0.2,0.15,1.3333333333333335,1927,324,16.813700051894138,20.187432069845556,15.14057405238417,324
360,0.8,0.15,0.2,0.15,1.3333333333333335,1861,321,17.24879097259538,19.976775634571375,14.982581725928531,321
360,0.8,0.1,0.25,0.15,1.6666666666666667,1927,321,16.658017644006225,25.23429008730695,15.14057405238417,320
480,0.8,0.2,0.25,0.2,1.25,1708,312,18.26697892271663,25.076349451001278,20.061079560801026,312
360,0.8,0.15,0.3,0.2,1.4999999999999998,1861,310,16.657710908113916,29.965163451857062,19.976775634571375,310
240,0.8,0.1,0.25,0.2,1.25,1927,305,15.827711468604047,25.23429008730695,20.187432069845556,305
240,0.8,0.15,0.2,0.15,1.3333333333333335,1861,303,16.281569048898444,19.976775634571375,14.982581725928531,303
360,0.8,0.2,0.25,0.2,1.25,1708,303,17.740046838407494,25.076349451001278,20.061079560801026,303
120,0.8,0.1,0.2,0.12,1.6666666666666667,1927,303,15.723923196678774,20.187432069845556,12.112459241907334,302
360,0.8,0.15,0.25,0.15,1.6666666666666667,1861,300,16.12036539494895,24.970969543214217,14.982581725928531,300
480,0.8,0.1,0.4,0.2,2.0,1927,298,15.464452516865595,40.37486413969111,20.187432069845556,298
120,0.8,0.2,0.2,0.2,1.0,1708,298,17.447306791569087,20.061079560801026,20.061079560801026,298
240,0.8,0.2,0.2,0.2,1.0,1708,299,17.505854800936767,20.061079560801026,20.061079560801026,298
480,0.8,0.2,0.3,0.2,1.4999999999999998,1708,293,17.15456674473068,30.091619341201532,20.061079560801026,293
480,0.8,0.1,0.2,0.15,1.3333333333333335,1927,292,15.153087701089776,20.187432069845556,15.14057405238417,291
480,0.8,0.1,0.25,0.15,1.6666666666666667,1927,292,15.153087701089776,25.23429008730695,15.14057405238417,291
240,0.8,0.15,0.25,0.2,1.25,1861,287,15.421816227834498,24.970969543214217,19.976775634571375,287
480,0.8,0.1,0.3,0.15,2.0,1927,286,14.84172288531396,30.28114810476834,15.14057405238417,286
480,0.8,0.15,0.4,0.2,2.0,1861,285,15.314347125201506,39.95355126914275,19.976775634571375,285
120,0.8,0.15,0.2,0.12,1.6666666666666667,1861,283,15.206878022568512,19.976775634571375,11.986065380742822,283
480,0.8,0.15,0.2,0.15,1.3333333333333335,1861,276,14.830736163353036,19.976775634571375,14.982581725928531,276
480,0.8,0.15,0.25,0.15,1.6666666666666667,1861,276,14.830736163353036,24.970969543214217,14.982581725928531,276
480,0.8,0.2,0.35,0.2,1.7499999999999998,1708,275,16.100702576112415,35.10688923140178,20.061079560801026,275
480,0.8,0.15,0.3,0.15,2.0,1861,270,14.508328855454057,29.965163451857062,14.982581725928531,270
120,0.8,0.1,0.2,0.1,2.0,1927,267,13.855734302023873,20.187432069845556,10.093716034922778,267
480,0.8,0.1,0.35,0.15,2.3333333333333335,1927,267,13.855734302023873,35.32800612222973,15.14057405238417,267
120,0.8,0.2,0.2,0.15,1.3333333333333335,1708,265,15.515222482435597,20.061079560801026,15.045809670600766,265
360,0.8,0.2,0.2,0.15,1.3333333333333335,1708,264,15.456674473067917,20.061079560801026,15.045809670600766,264
240,0.8,0.1,0.25,0.15,1.6666666666666667,1927,264,13.700051894135962,25.23429008730695,15.14057405238417,264
240,0.8,0.1,0.2,0.12,1.6666666666666667,1927,262,13.596263622210692,20.187432069845556,12.112459241907334,262
360,0.8,0.1,0.3,0.15,2.0,1927,260,13.492475350285419,30.28114810476834,15.14057405238417,260
120,0.8,0.15,0.2,0.1,2.0,1861,253,13.594841483073616,19.976775634571375,9.988387817285687,253
360,0.8,0.2,0.3,0.2,1.4999999999999998,1708,252,14.754098360655737,30.091619341201532,20.061079560801026,252
480,0.8,0.15,0.35,0.15,2.3333333333333335,1861,251,13.487372380440624,34.9593573604999,14.982581725928531,251
360,0.8,0.1,0.2,0.12,1.6666666666666667,1927,250,12.973533990659055,20.187432069845556,12.112459241907334,250
360,0.8,0.1,0.25,0.12,2.0833333333333335,1927,250,12.973533990659055,25.23429008730695,12.112459241907334,250
240,0.8,0.15,0.25,0.15,1.6666666666666667,1861,247,13.272434175174638,24.970969543214217,14.982581725928531,247
360,0.8,0.1,0.35,0.2,1.7499999999999998,1927,246,12.76595744680851,35.32800612222973,20.187432069845556,246
240,0.8,0.15,0.2,0.12,1.6666666666666667,1861,244,13.111230521225147,19.976775634571375,11.986065380742822,244
360,0.8,0.15,0.3,0.15,2.0,1861,244,13.111230521225147,29.965163451857062,14.982581725928531,244
360,0.8,0.2,0.25,0.15,1.6666666666666667,1708,243,14.227166276346603,25.076349451001278,15.045809670600766,242
480,0.8,0.2,0.4,0.2,2.0,1708,242,14.168618266978921,40.12215912160205,20.061079560801026,241
240,0.8,0.1,0.25,0.12,2.0833333333333335,1927,236,12.247016087182148,25.23429008730695,12.112459241907334,236
360,0.8,0.15,0.2,0.12,1.6666666666666667,1861,235,12.62761955937668,19.976775634571375,11.986065380742822,235
120,0.8,0.1,0.25,0.2,1.25,1927,235,12.195121951219512,25.23429008730695,20.187432069845556,235
360,0.8,0.15,0.25,0.12,2.0833333333333335,1861,235,12.62761955937668,24.970969543214217,11.986065380742822,235
240,0.8,0.2,0.2,0.15,1.3333333333333335,1708,232,13.583138173302109,20.061079560801026,15.045809670600766,232
240,0.8,0.1,0.2,0.1,2.0,1927,229,11.883757135443695,20.187432069845556,10.093716034922778,229
360,0.8,0.15,0.35,0.2,1.7499999999999998,1861,228,12.251477700161203,34.9593573604999,19.976775634571375,228
120,0.8,0.1,0.25,0.15,1.6666666666666667,1927,227,11.779968863518423,25.23429008730695,15.14057405238417,227
480,0.8,0.1,0.4,0.15,2.666666666666667,1927,227,11.779968863518423,40.37486413969111,15.14057405238417,227
480,0.8,0.2,0.25,0.15,1.6666666666666667,1708,225,13.173302107728338,25.076349451001278,15.045809670600766,225
480,0.8,0.2,0.2,0.15,1.3333333333333335,1708,225,13.173302107728338,20.061079560801026,15.045809670600766,225
240,0.8,0.2,0.25,0.2,1.25,1708,223,13.056206088992974,25.076349451001278,20.061079560801026,223
480,0.8,0.2,0.3,0.15,2.0,1708,221,12.939110070257613,30.091619341201532,15.045809670600766,221
240,0.8,0.15,0.25,0.12,2.0833333333333335,1861,220,11.821601289629232,24.970969543214217,11.986065380742822,220
120,0.8,0.15,0.25,0.2,1.25,1861,221,11.875335840945727,24.970969543214217,19.976775634571375,220
240,0.8,0.1,0.3,0.2,1.4999999999999998,1927,218,11.312921639854697,30.28114810476834,20.187432069845556,218
120,0.8,0.2,0.2,0.12,1.6666666666666667,1708,216,12.646370023419204,20.061079560801026,12.036647736480614,216
240,0.8,0.15,0.2,0.1,2.0,1861,216,11.606663084363246,19.976775634571375,9.988387817285687,216
480,0.8,0.15,0.4,0.15,2.666666666666667,1861,214,11.499193981730253,39.95355126914275,14.982581725928531,214
120,0.8,0.15,0.25,0.15,1.6666666666666667,1861,213,11.445459430413756,24.970969543214217,14.982581725928531,213
480,0.8,0.1,0.25,0.12,2.0833333333333335,1927,212,11.001556824078879,25.23429008730695,12.112459241907334,212
480,0.8,0.1,0.2,0.12,1.6666666666666667,1927,212,11.001556824078879,20.187432069845556,12.112459241907334,212
480,0.8,0.2,0.35,0.15,2.3333333333333335,1708,212,12.412177985948478,35.10688923140178,15.045809670600766,212
480,0.8,0.1,0.3,0.12,2.5,1927,209,10.84587441619097,30.28114810476834,12.112459241907334,209
240,0.8,0.1,0.25,0.1,2.5,1927,208,10.793980280228334,25.23429008730695,10.093716034922778,208
360,0.8,0.1,0.3,0.12,2.5,1927,205,10.638297872340425,30.28114810476834,12.112459241907334,205
240,0.8,0.15,0.3,0.2,1.4999999999999998,1861,204,10.961848468565288,29.965163451857062,19.976775634571375,204
120,0.8,0.1,0.25,0.12,2.0833333333333335,1927,202,10.482615464452518,25.23429008730695,12.112459241907334,202
360,0.8,0.1,0.35,0.15,2.3333333333333335,1927,202,10.482615464452518,35.32800612222973,15.14057405238417,202
360,0.8,0.1,0.2,0.1,2.0,1927,201,10.43072132848988,20.187432069845556,10.093716034922778,201
360,0.8,0.1,0.25,0.1,2.5,1927,201,10.43072132848988,25.23429008730695,10.093716034922778,201
480,0.8,0.15,0.2,0.12,1.6666666666666667,1861,199,10.693175711982805,19.976775634571375,11.986065380742822,199
480,0.8,0.15,0.25,0.12,2.0833333333333335,1861,199,10.693175711982805,24.970969543214217,11.986065380742822,199
240,0.8,0.15,0.25,0.1,2.5,1861,197,10.585706609349813,24.970969543214217,9.988387817285687,197
360,0.8,0.2,0.35,0.2,1.7499999999999998,1708,196,11.475409836065573,35.10688923140178,20.061079560801026,196
480,0.8,0.15,0.3,0.12,2.5,1861,196,10.531972058033315,29.965163451857062,11.986065380742822,196
360,0.8,0.2,0.3,0.15,2.0,1708,194,11.358313817330211,30.091619341201532,15.045809670600766,194
360,0.8,0.15,0.3,0.12,2.5,1861,192,10.317033852767329,29.965163451857062,11.986065380742822,192
360,0.8,0.1,0.4,0.2,2.0,1927,192,9.963674104826154,40.37486413969111,20.187432069845556,192
360,0.8,0.15,0.25,0.1,2.5,1861,190,10.209564750134337,24.970969543214217,9.988387817285687,190
360,0.8,0.15,0.2,0.1,2.0,1861,190,10.209564750134337,19.976775634571375,9.988387817285687,190
480,0.8,0.1,0.35,0.12,2.9166666666666665,1927,190,9.859885832900881,35.32800612222973,12.112459241907334,189
240,0.8,0.1,0.3,0.15,2.0,1927,189,9.807991696938247,30.28114810476834,15.14057405238417,189
120,0.8,0.15,0.25,0.12,2.0833333333333335,1861,188,10.102095647501343,24.970969543214217,11.986065380742822,188
360,0.8,0.2,0.25,0.12,2.0833333333333335,1708,188,11.00702576112412,25.076349451001278,12.036647736480614,187
360,0.8,0.2,0.2,0.12,1.6666666666666667,1708,188,11.00702576112412,20.061079560801026,12.036647736480614,187
120,0.8,0.2,0.2,0.1,2.0,1708,187,10.94847775175644,20.061079560801026,10.030539780400513,187
240,0.8,0.2,0.25,0.15,1.6666666666666667,1708,187,10.94847775175644,25.076349451001278,15.045809670600766,187
360,0.8,0.15,0.35,0.15,2.3333333333333335,1861,186,9.99462654486835,34.9593573604999,14.982581725928531,186
120,0.8,0.1,0.25,0.1,2.5,1927,181,9.392838609237156,25.23429008730695,10.093716034922778,181
480,0.8,0.2,0.4,0.15,2.666666666666667,1708,181,10.597189695550352,40.12215912160205,15.045809670600766,181
360,0.8,0.15,0.4,0.2,2.0,1861,179,9.618484685652874,39.95355126914275,19.976775634571375,178
480,0.8,0.15,0.35,0.12,2.9166666666666665,1861,177,9.511015583019882,34.9593573604999,11.986065380742822,177
240,0.8,0.15,0.3,0.15,2.0,1861,176,9.457281031703385,29.965163451857062,14.982581725928531,176
360,0.8,0.1,0.3,0.1,2.9999999999999996,1927,175,9.08147379346134,30.28114810476834,10.093716034922778,175
240,0.8,0.1,0.3,0.12,2.5,1927,173,8.977685521536067,30.28114810476834,12.112459241907334,173
240,0.8,0.2,0.2,0.12,1.6666666666666667,1708,173,10.1288056206089,20.061079560801026,12.036647736480614,173
120,0.8,0.15,0.25,0.1,2.5,1861,169,9.081139172487909,24.970969543214217,9.988387817285687,168
480,0.8,0.1,0.25,0.1,2.5,1927,167,8.66632070576025,25.23429008730695,10.093716034922778,167
480,0.8,0.1,0.2,0.1,2.0,1927,167,8.66632070576025,20.187432069845556,10.093716034922778,167
480,0.8,0.2,0.25,0.12,2.0833333333333335,1708,165,9.660421545667447,25.076349451001278,12.036647736480614,165
240,0.8,0.1,0.3,0.1,2.9999999999999996,1927,165,8.562532433834976,30.28114810476834,10.093716034922778,165
480,0.8,0.2,0.2,0.12,1.6666666666666667,1708,165,9.660421545667447,20.061079560801026,12.036647736480614,165
480,0.8,0.1,0.3,0.1,2.9999999999999996,1927,164,8.51063829787234,30.28114810476834,10.093716034922778,164
360,0.8,0.15,0.3,0.1,2.9999999999999996,1861,164,8.812466415905428,29.965163451857062,9.988387817285687,164
480,0.8,0.1,0.4,0.12,3.3333333333333335,1927,164,8.51063829787234,40.37486413969111,12.112459241907334,164
480,0.8,0.2,0.3,0.12,2.5,1708,164,9.601873536299765,30.091619341201532,12.036647736480614,164
120,0.8,0.2,0.25,0.2,1.25,1708,163,9.543325526932083,25.076349451001278,20.061079560801026,162
360,0.8,0.2,0.35,0.15,2.3333333333333335,1708,161,9.426229508196721,35.10688923140178,15.045809670600766,161
240,0.8,0.2,0.25,0.12,2.0833333333333335,1708,160,9.367681498829041,25.076349451001278,12.036647736480614,160
240,0.8,0.15,0.3,0.12,2.5,1861,160,8.59752821063944,29.965163451857062,11.986065380742822,159
480,0.8,0.15,0.25,0.1,2.5,1861,156,8.382590005373455,24.970969543214217,9.988387817285687,156
480,0.8,0.15,0.2,0.1,2.0,1861,156,8.382590005373455,19.976775634571375,9.988387817285687,156
120,0.8,0.2,0.25,0.15,1.6666666666666667,1708,155,9.074941451990632,25.076349451001278,15.045809670600766,155
480,0.8,0.2,0.35,0.12,2.9166666666666665,1708,155,9.074941451990632,35.10688923140178,12.036647736480614,155
240,0.8,0.2,0.3,0.2,1.4999999999999998,1708,154,9.01639344262295,30.091619341201532,20.061079560801026,154
240,0.8,0.15,0.3,0.1,2.9999999999999996,1861,154,8.275120902740463,29.965163451857062,9.988387817285687,154
360,0.8,0.2,0.4,0.2,2.0,1708,154,9.01639344262295,40.12215912160205,20.061079560801026,154
480,0.8,0.15,0.3,0.1,2.9999999999999996,1861,153,8.221386351423966,29.965163451857062,9.988387817285687,153
480,0.8,0.15,0.4,0.12,3.3333333333333335,1861,151,8.113917248790973,39.95355126914275,11.986065380742822,151
360,0.8,0.1,0.4,0.15,2.666666666666667,1927,151,7.836014530358069,40.37486413969111,15.14057405238417,150
360,0.8,0.1,0.35,0.12,2.9166666666666665,1927,151,7.836014530358069,35.32800612222973,12.112459241907334,150
360,0.8,0.2,0.3,0.12,2.5,1708,150,8.782201405152225,30.091619341201532,12.036647736480614,150
240,0.8,0.2,0.2,0.1,2.0,1708,147,8.60655737704918,20.061079560801026,10.030539780400513,147
480,0.8,0.1,0.35,0.1,3.4999999999999996,1927,147,7.6284379865075245,35.32800612222973,10.093716034922778,147
360,0.8,0.2,0.2,0.1,2.0,1708,144,8.430913348946136,20.061079560801026,10.030539780400513,144
360,0.8,0.2,0.25,0.1,2.5,1708,144,8.430913348946136,25.076349451001278,10.030539780400513,144
360,0.8,0.15,0.4,0.15,2.666666666666667,1861,138,7.415368081676518,39.95355126914275,14.982581725928531,138
240,0.8,0.2,0.25,0.1,2.5,1708,139,8.138173302107727,25.076349451001278,10.030539780400513,138
360,0.8,0.15,0.35,0.12,2.9166666666666665,1861,138,7.415368081676518,34.9593573604999,11.986065380742822,138
480,0.8,0.15,0.35,0.1,3.4999999999999996,1861,136,7.307898979043525,34.9593573604999,9.988387817285687,136
240,0.8,0.1,0.35,0.2,1.7499999999999998,1927,136,7.0576024909185255,35.32800612222973,20.187432069845556,135
120,0.8,0.2,0.25,0.12,2.0833333333333335,1708,135,7.903981264637003,25.076349451001278,12.036647736480614,135
240,0.8,0.2,0.3,0.15,2.0,1708,130,7.611241217798595,30.091619341201532,15.045809670600766,130
480,0.8,0.2,0.4,0.12,3.3333333333333335,1708,129,7.552693208430913,40.12215912160205,12.036647736480614,129
240,0.8,0.1,0.35,0.15,2.3333333333333335,1927,125,6.4867669953295275,35.32800612222973,15.14057405238417,125
480,0.8,0.2,0.2,0.1,2.0,1708,125,7.318501170960187,20.061079560801026,10.030539780400513,124
480,0.8,0.2,0.25,0.1,2.5,1708,125,7.318501170960187,25.076349451001278,10.030539780400513,124
480,0.8,0.2,0.3,0.1,2.9999999999999996,1708,124,7.259953161592506,30.091619341201532,10.030539780400513,124
480,0.8,0.1,0.4,0.1,4.0,1927,123,6.382978723404255,40.37486413969111,10.093716034922778,123
360,0.8,0.2,0.3,0.1,2.9999999999999996,1708,122,7.142857142857142,30.091619341201532,10.030539780400513,122
240,0.8,0.15,0.35,0.2,1.7499999999999998,1861,122,6.555615260612574,34.9593573604999,19.976775634571375,122
360,0.8,0.1,0.35,0.1,3.4999999999999996,1927,121,6.279190451478983,35.32800612222973,10.093716034922778,121
360,0.8,0.1,0.4,0.12,3.3333333333333335,1927,120,6.227296315516346,40.37486413969111,12.112459241907334,120
360,0.8,0.2,0.4,0.15,2.666666666666667,1708,119,6.967213114754098,40.12215912160205,15.045809670600766,119
360,0.8,0.2,0.35,0.12,2.9166666666666665,1708,119,6.967213114754098,35.10688923140178,12.036647736480614,119
480,0.8,0.2,0.35,0.1,3.4999999999999996,1708,117,6.850117096018736,35.10688923140178,10.030539780400513,117
120,0.8,0.2,0.25,0.1,2.5,1708,116,6.791569086651054,25.076349451001278,10.030539780400513,116
240,0.8,0.2,0.3,0.12,2.5,1708,114,6.674473067915692,30.091619341201532,12.036647736480614,114
480,0.8,0.15,0.4,0.1,4.0,1861,112,6.018269747447609,39.95355126914275,9.988387817285687,112
240,0.8,0.15,0.35,0.15,2.3333333333333335,1861,112,6.018269747447609,34.9593573604999,14.982581725928531,112
240,0.8,0.1,0.35,0.12,2.9166666666666665,1927,110,5.708354955889985,35.32800612222973,12.112459241907334,110
360,0.8,0.15,0.35,0.1,3.4999999999999996,1861,110,5.910800644814616,34.9593573604999,9.988387817285687,110
240,0.8,0.2,0.3,0.1,2.9999999999999996,1708,109,6.381733021077284,30.091619341201532,10.030539780400513,109
120,0.8,0.1,0.3,0.2,1.4999999999999998,1927,109,5.656460819927348,30.28114810476834,20.187432069845556,109
360,0.8,0.15,0.4,0.12,3.3333333333333335,1861,107,5.749596990865126,39.95355126914275,11.986065380742822,107
120,0.8,0.15,0.3,0.2,1.4999999999999998,1861,104,5.588393336915637,29.965163451857062,19.976775634571375,104
240,0.8,0.1,0.35,0.1,3.4999999999999996,1927,102,5.293201868188895,35.32800612222973,10.093716034922778,102
120,0.8,0.1,0.3,0.15,2.0,1927,102,5.293201868188895,30.28114810476834,15.14057405238417,102
240,0.8,0.1,0.4,0.2,2.0,1927,100,5.1894135962636225,40.37486413969111,20.187432069845556,100
240,0.8,0.2,0.35,0.2,1.7499999999999998,1708,98,5.737704918032787,35.10688923140178,20.061079560801026,98
120,0.8,0.15,0.3,0.15,2.0,1861,97,5.212251477700161,29.965163451857062,14.982581725928531,97
240,0.8,0.15,0.35,0.12,2.9166666666666665,1861,97,5.212251477700161,34.9593573604999,11.986065380742822,97
480,0.8,0.2,0.4,0.1,4.0,1708,93,5.444964871194379,40.12215912160205,10.030539780400513,93
240,0.8,0.2,0.35,0.15,2.3333333333333335,1708,91,5.327868852459016,35.10688923140178,15.045809670600766,91
360,0.8,0.1,0.4,0.1,4.0,1927,91,4.722366372599896,40.37486413969111,10.093716034922778,91
240,0.8,0.15,0.35,0.1,3.4999999999999996,1861,91,4.889844169801182,34.9593573604999,9.988387817285687,91
360,0.8,0.2,0.35,0.1,3.4999999999999996,1708,91,5.327868852459016,35.10688923140178,10.030539780400513,91
120,0.8,0.1,0.3,0.12,2.5,1927,90,4.67047223663726,30.28114810476834,12.112459241907334,90
240,0.8,0.1,0.4,0.15,2.666666666666667,1927,89,4.618578100674624,40.37486413969111,15.14057405238417,89
360,0.8,0.2,0.4,0.12,3.3333333333333335,1708,88,5.152224824355972,40.12215912160205,12.036647736480614,88
120,0.8,0.1,0.3,0.1,2.9999999999999996,1927,86,4.462895692786715,30.28114810476834,10.093716034922778,86
240,0.8,0.15,0.4,0.2,2.0,1861,86,4.6211714132187,39.95355126914275,19.976775634571375,86
120,0.8,0.15,0.3,0.12,2.5,1861,85,4.567436861902203,29.965163451857062,11.986065380742822,85
120,0.8,0.2,0.3,0.2,1.4999999999999998,1708,83,4.859484777517564,30.091619341201532,20.061079560801026,83
240,0.8,0.1,0.4,0.12,3.3333333333333335,1927,82,4.25531914893617,40.37486413969111,12.112459241907334,82
120,0.8,0.15,0.3,0.1,2.9999999999999996,1861,81,4.352498656636217,29.965163451857062,9.988387817285687,81
360,0.8,0.15,0.4,0.1,4.0,1861,80,4.29876410531972,39.95355126914275,9.988387817285687,79
240,0.8,0.2,0.35,0.12,2.9166666666666665,1708,76,4.449648711943794,35.10688923140178,12.036647736480614,76
120,0.8,0.2,0.3,0.15,2.0,1708,76,4.449648711943794,30.091619341201532,15.045809670600766,76
240,0.8,0.15,0.4,0.15,2.666666666666667,1861,76,4.083825900053735,39.95355126914275,14.982581725928531,76
240,0.8,0.1,0.4,0.1,4.0,1927,75,3.8920601971977167,40.37486413969111,10.093716034922778,75
240,0.8,0.2,0.35,0.1,3.4999999999999996,1708,71,4.156908665105386,35.10688923140178,10.030539780400513,71
120,0.8,0.2,0.3,0.12,2.5,1708,69,4.039812646370024,30.091619341201532,12.036647736480614,69
240,0.8,0.15,0.4,0.12,3.3333333333333335,1861,69,3.707684040838259,39.95355126914275,11.986065380742822,69
120,0.8,0.1,0.35,0.2,1.7499999999999998,1927,67,3.476907109496627,35.32800612222973,20.187432069845556,67
120,0.8,0.15,0.35,0.2,1.7499999999999998,1861,66,3.5464803868887693,34.9593573604999,19.976775634571375,66
120,0.8,0.2,0.3,0.1,2.9999999999999996,1708,65,3.8056206088992974,30.091619341201532,10.030539780400513,65
240,0.8,0.15,0.4,0.1,4.0,1861,64,3.4390112842557765,39.95355126914275,9.988387817285687,64
120,0.8,0.15,0.4,0.2,2.0,1861,62,3.3315421816227833,39.95355126914275,19.976775634571375,62
240,0.8,0.2,0.4,0.2,2.0,1708,62,3.629976580796253,40.12215912160205,20.061079560801026,62
120,0.8,0.1,0.4,0.2,2.0,1927,62,3.2174364296834455,40.37486413969111,20.187432069845556,61
360,0.8,0.2,0.4,0.1,4.0,1708,61,3.571428571428571,40.12215912160205,10.030539780400513,61
120,0.8,0.1,0.35,0.15,2.3333333333333335,1927,60,3.113648157758173,35.32800612222973,15.14057405238417,60
120,0.8,0.15,0.35,0.15,2.3333333333333335,1861,59,3.1703385276732945,34.9593573604999,14.982581725928531,59
120,0.8,0.1,0.4,0.15,2.666666666666667,1927,55,2.8541774779449924,40.37486413969111,15.14057405238417,55
120,0.8,0.15,0.4,0.15,2.666666666666667,1861,55,2.955400322407308,39.95355126914275,14.982581725928531,55
240,0.8,0.2,0.4,0.15,2.666666666666667,1708,55,3.2201405152224827,40.12215912160205,15.045809670600766,55
120,0.8,0.2,0.35,0.2,1.7499999999999998,1708,53,3.1030444964871196,35.10688923140178,20.061079560801026,53
120,0.8,0.2,0.4,0.2,2.0,1708,51,2.9859484777517564,40.12215912160205,20.061079560801026,51
240,0.8,0.2,0.4,0.12,3.3333333333333335,1708,48,2.810304449648712,40.12215912160205,12.036647736480614,48
120,0.8,0.1,0.35,0.12,2.9166666666666665,1927,48,2.4909185262065385,35.32800612222973,12.112459241907334,48
120,0.8,0.15,0.35,0.12,2.9166666666666665,1861,47,2.525523911875336,34.9593573604999,11.986065380742822,47
120,0.8,0.2,0.35,0.15,2.3333333333333335,1708,46,2.693208430913349,35.10688923140178,15.045809670600766,46
120,0.8,0.2,0.4,0.15,2.666666666666667,1708,44,2.576112412177986,40.12215912160205,15.045809670600766,44
240,0.8,0.2,0.4,0.1,4.0,1708,44,2.576112412177986,40.12215912160205,10.030539780400513,44
120,0.8,0.1,0.35,0.1,3.4999999999999996,1927,44,2.2833419823559935,35.32800612222973,10.093716034922778,43
120,0.8,0.15,0.35,0.1,3.4999999999999996,1861,43,2.31058570660935,34.9593573604999,9.988387817285687,43
120,0.8,0.1,0.4,0.12,3.3333333333333335,1927,43,2.2314478463933574,40.37486413969111,12.112459241907334,43
120,0.8,0.15,0.4,0.12,3.3333333333333335,1861,43,2.31058570660935,39.95355126914275,11.986065380742822,43
120,0.8,0.1,0.4,0.1,4.0,1927,39,2.0238713025428128,40.37486413969111,10.093716034922778,39
120,0.8,0.15,0.4,0.1,4.0,1861,39,2.0956475013433637,39.95355126914275,9.988387817285687,39
120,0.8,0.2,0.35,0.12,2.9166666666666665,1708,39,2.2833723653395785,35.10688923140178,12.036647736480614,39
120,0.8,0.2,0.4,0.12,3.3333333333333335,1708,37,2.1662763466042154,40.12215912160205,12.036647736480614,37
120,0.8,0.2,0.35,0.1,3.4999999999999996,1708,35,2.0491803278688523,35.10688923140178,10.030539780400513,34
120,0.8,0.2,0.4,0.1,4.0,1708,33,1.9320843091334896,40.12215912160205,10.030539780400513,33
