entry_time,exit_time,entry_price,exit_price,pnl,side,pattern,exit_reason,matched_pattern
2026-03-23 13:26:00+00:00,2026-03-23 13:27:00+00:00,4407.32,4424.627064905028,17.30706490502871,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-23 13:28:00+00:00,2026-03-23 13:29:00+00:00,4415.44,4405.683258204245,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-23 13:30:00+00:00,2026-03-23 13:36:00+00:00,4410.37,4434.777064905028,24.407064905028165,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-23 13:37:00+00:00,2026-03-23 13:38:00+00:00,4435.21,4425.453258204246,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-23 13:39:00+00:00,2026-03-23 13:41:00+00:00,4424.77,4444.757064905028,19.987064905027182,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-23 13:45:00+00:00,2026-03-23 13:45:00+00:00,4423.33,4436.397064905028,13.067064905028019,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-23 17:28:00+00:00,2026-03-23 17:31:00+00:00,4411.0,4424.067064905028,13.067064905028019,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-24 00:54:00+00:00,2026-03-24 00:56:00+00:00,4383.69,4373.933258204245,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-24 03:12:00+00:00,2026-03-24 03:31:00+00:00,4358.94,4349.183258204245,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-24 05:52:00+00:00,2026-03-24 05:55:00+00:00,4360.13,4350.373258204246,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-24 06:04:00+00:00,2026-03-24 06:10:00+00:00,4360.65,4374.677064905028,14.027064905028055,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-24 06:45:00+00:00,2026-03-24 06:55:00+00:00,4378.4,4393.027064905028,14.62706490502842,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-24 07:31:00+00:00,2026-03-24 07:48:00+00:00,4408.46,4421.527064905028,13.067064905028019,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-24 08:02:00+00:00,2026-03-24 08:20:00+00:00,4405.29,4395.533258204246,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-24 08:21:00+00:00,2026-03-24 09:56:00+00:00,4397.44,4425.447064905028,28.00706490502853,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-24 20:29:00+00:00,2026-03-24 20:54:00+00:00,4453.2,4479.057064905028,25.857064905027983,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-24 22:31:00+00:00,2026-03-24 22:59:00+00:00,4464.94,4481.257064905028,16.31706490502802,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-27 17:16:00+00:00,2026-03-27 17:22:00+00:00,4504.9,4495.143258204245,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-27 17:23:00+00:00,2026-03-27 17:27:00+00:00,4497.0,4487.243258204246,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-27 17:28:00+00:00,2026-03-27 18:30:00+00:00,4488.05,4512.117064905028,24.06706490502802,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
2026-03-30 01:53:00+00:00,2026-03-30 02:33:00+00:00,4468.56,4458.803258204246,-9.756741795754351,1,uptrend_retrace_v15,stop_loss,uptrend_retrace_v15
2026-03-30 02:56:00+00:00,2026-03-30 03:05:00+00:00,4482.47,4496.367064905028,13.897064905027946,1,uptrend_retrace_v15,target_hit,uptrend_retrace_v15
