signal_ts,side,p_long,p_short,p_pick,pnl,exit_reason,scaled_half,bars_held,win
2026-04-23 17:09:00+00:00,1,0.7969513535499573,0.5462465882301331,0.7969513535499573,5.0,trail_stop,True,5,True
2026-04-23 17:42:00+00:00,-1,0.766083300113678,0.836296558380127,0.836296558380127,5.0,trail_stop,True,2,True
2026-04-24 07:58:00+00:00,1,0.5883119106292725,0.2785877585411072,0.5883119106292725,-7.25,timeout,False,10,False
2026-04-24 08:01:00+00:00,1,0.6056469678878784,0.2669341266155243,0.6056469678878784,-0.21000000000003638,timeout,False,10,False
2026-04-24 09:25:00+00:00,1,0.6055483222007751,0.4500945210456848,0.6055483222007751,-3.5600000000004,timeout,False,10,False
2026-04-24 11:01:00+00:00,1,0.5866506099700928,0.301217645406723,0.5866506099700928,5.0,trail_stop,True,3,True
2026-04-24 11:07:00+00:00,1,0.7911103367805481,0.24242384731769562,0.7911103367805481,-9.039999999999964,timeout,False,10,False
2026-04-24 11:10:00+00:00,1,0.6804903745651245,0.48130008578300476,0.6804903745651245,-0.07999999999992724,timeout,False,10,False
2026-04-27 12:41:00+00:00,1,0.5984941720962524,0.15018916130065918,0.5984941720962524,5.0,trail_stop,True,7,True
2026-04-28 08:00:00+00:00,1,0.6054433584213257,0.5177293419837952,0.6054433584213257,-10.139999999999418,timeout,False,10,False
2026-04-28 08:06:00+00:00,-1,0.42487698793411255,0.6936987638473511,0.6936987638473511,5.0,trail_stop,True,5,True
2026-04-28 09:57:00+00:00,1,0.6533938050270081,0.44929465651512146,0.6533938050270081,5.0,trail_stop,True,3,True
2026-04-28 10:00:00+00:00,-1,0.41652563214302063,0.6478694677352905,0.6478694677352905,-1.680000000000291,timeout,False,10,False
2026-04-28 11:36:00+00:00,1,0.7690612077713013,0.6293367147445679,0.7690612077713013,-13.5600000000004,timeout,False,10,False
2026-04-28 13:00:00+00:00,1,0.6847555637359619,0.5946851372718811,0.6847555637359619,-13.920000000000073,timeout,False,10,False
2026-04-28 13:30:00+00:00,1,0.727877140045166,0.6234353184700012,0.727877140045166,0.13000000000010914,timeout,False,10,True
2026-04-28 13:33:00+00:00,-1,0.5175073742866516,0.722924530506134,0.722924530506134,5.0,trail_stop,True,8,True
2026-04-29 13:31:00+00:00,-1,0.5171686410903931,0.6436122059822083,0.6436122059822083,5.0,trail_stop,True,7,True
2026-04-29 15:52:00+00:00,-1,0.3842010796070099,0.6167538166046143,0.6167538166046143,5.0,trail_stop,True,2,True
2026-04-29 18:01:00+00:00,1,0.6649049520492554,0.4202272295951843,0.6649049520492554,-14.800000000000182,timeout,False,10,False
2026-04-29 18:07:00+00:00,1,0.6186014413833618,0.4839748740196228,0.6186014413833618,0.7300000000004729,timeout,False,10,True
2026-04-29 18:10:00+00:00,-1,0.4716319441795349,0.7869406342506409,0.7869406342506409,5.0,trail_stop,True,4,True
2026-04-29 18:37:00+00:00,1,0.7847399711608887,0.5985246896743774,0.7847399711608887,-1.8400000000001455,timeout,False,10,False
2026-04-30 08:05:00+00:00,1,0.7041491866111755,0.4127155542373657,0.7041491866111755,-4.139999999999418,timeout,False,10,False
2026-04-30 12:20:00+00:00,-1,0.3877051770687103,0.6053396463394165,0.6053396463394165,5.0,trail_stop,True,6,True
2026-04-30 19:50:00+00:00,1,0.6172890067100525,0.40870293974876404,0.6172890067100525,2.730000000000473,timeout,False,10,True
2026-05-01 13:30:00+00:00,1,0.6362601518630981,0.3671833574771881,0.6362601518630981,7.5,target_full,True,3,True
2026-05-01 14:00:00+00:00,-1,0.5912148356437683,0.6970300674438477,0.6970300674438477,-9.659999999999854,timeout,False,10,False
2026-05-01 18:30:00+00:00,1,0.8020060062408447,0.19151821732521057,0.8020060062408447,0.9400000000005093,timeout,False,10,True
2026-05-04 10:04:00+00:00,1,0.6721941828727722,0.32693418860435486,0.6721941828727722,-20.0,stop_loss,False,7,False
2026-05-04 10:07:00+00:00,1,0.6938437223434448,0.3778401017189026,0.6938437223434448,-9.860000000000582,timeout,False,10,False
2026-05-04 11:04:00+00:00,1,0.7485517859458923,0.42921847105026245,0.7485517859458923,3.2200000000002547,timeout,False,10,True
2026-05-04 13:01:00+00:00,-1,0.525985062122345,0.6058506369590759,0.6058506369590759,5.0,trail_stop,True,3,True
2026-05-05 07:38:00+00:00,-1,0.3973388373851776,0.6906201243400574,0.6906201243400574,5.0,trail_stop,True,6,True
