side,signal_ts,entry_time,entry_price,entry_style,stop,target,sl,tp,horizon,timeout,impulse_low,impulse_high,slot_low,slot_high,stop_mode,entry_struct_trend,target_updates,exit_time,exit_price,exit_reason,pnl,win,hold_min
1,2026-02-04 08:00:00+00:00,2026-02-04 08:02:00+00:00,5090.15,breakout_next_open,5081.57,5115.889999999999,8.579999999999927,25.73999999999978,120,2026-02-04 10:02:00+00:00,5081.57,5087.7,5079.72,5092.3,impulse_bar,1,0,2026-02-04 08:03:00+00:00,5081.57,stop_loss,-8.579999999999927,False,1.0
1,2026-02-04 10:45:00+00:00,2026-02-04 10:47:00+00:00,5061.33,breakout_next_open,5044.24,5112.6,17.090000000000146,51.27000000000044,120,2026-02-04 12:47:00+00:00,5044.24,5054.65,5044.24,5061.82,impulse_bar,1,0,2026-02-04 11:12:00+00:00,5044.24,stop_loss,-17.090000000000146,False,25.0
1,2026-02-04 11:45:00+00:00,2026-02-04 11:50:00+00:00,5039.36,breakout_next_open,5025.51,5080.909999999998,13.849999999999454,41.54999999999836,120,2026-02-04 14:00:00+00:00,5025.51,5036.41,5021.9,5040.71,impulse_bar,1,1,2026-02-04 13:10:00+00:00,5025.51,stop_loss,-13.849999999999454,False,80.0
1,2026-02-04 13:30:00+00:00,2026-02-04 13:32:00+00:00,5056.26,breakout_next_open,5028.15,5140.590000000002,28.110000000000582,84.33000000000175,120,2026-02-04 16:00:00+00:00,5028.15,5043.85,5028.15,5054.97,impulse_bar,1,2,2026-02-04 14:30:00+00:00,5028.15,stop_loss,-28.110000000000582,False,58.0
-1,2026-02-05 08:30:00+00:00,2026-02-05 08:36:00+00:00,4924.02,breakout_next_open,4940.15,4875.630000000003,16.1299999999992,48.3899999999976,120,2026-02-05 10:45:00+00:00,4934.04,4940.15,4919.55,4944.4,impulse_bar,-1,1,2026-02-05 09:06:00+00:00,4875.630000000003,target_hit,48.3899999999976,True,30.0
-1,2026-02-05 10:30:00+00:00,2026-02-05 10:35:00+00:00,4863.06,breakout_next_open,4878.25,4817.490000000002,15.1899999999996,45.5699999999988,120,2026-02-05 12:35:00+00:00,4869.9,4878.25,4848.18,4878.89,impulse_bar,-1,0,2026-02-05 10:43:00+00:00,4878.25,stop_loss,-15.1899999999996,False,8.0
-1,2026-02-05 11:45:00+00:00,2026-02-05 11:47:00+00:00,4879.45,breakout_next_open,4893.53,4837.21,14.079999999999927,42.23999999999978,120,2026-02-05 13:47:00+00:00,4884.42,4893.53,4869.68,4893.53,impulse_bar,-1,0,2026-02-05 12:11:00+00:00,4837.21,target_hit,42.23999999999978,True,24.0
-1,2026-02-05 14:15:00+00:00,2026-02-05 14:17:00+00:00,4815.33,breakout_next_open,4836.34,4752.299999999999,21.01000000000022,63.030000000000655,120,2026-02-05 16:17:00+00:00,4822.51,4836.34,4811.27,4850.22,impulse_bar,-1,0,2026-02-05 14:26:00+00:00,4836.34,stop_loss,-21.01000000000022,False,9.0
-1,2026-02-05 15:00:00+00:00,2026-02-05 15:02:00+00:00,4830.13,breakout_next_open,4859.91,4740.790000000001,29.779999999999745,89.33999999999924,120,2026-02-05 17:45:00+00:00,4847.35,4859.91,4838.62,4870.91,impulse_bar,-1,2,2026-02-05 16:00:00+00:00,4814.8,structure_change,15.329999999999927,True,58.0
1,2026-02-09 10:45:00+00:00,2026-02-09 10:48:00+00:00,4995.16,breakout_next_open,4990.4,5009.4400000000005,4.760000000000218,14.280000000000655,120,2026-02-09 12:48:00+00:00,4990.4,4998.34,4981.58,5000.28,impulse_bar,1,0,2026-02-09 10:58:00+00:00,4990.4,stop_loss,-4.760000000000218,False,10.0
1,2026-02-09 11:00:00+00:00,2026-02-09 11:02:00+00:00,4994.77,breakout_next_open,4982.72,5030.920000000001,12.050000000000182,36.150000000000546,120,2026-02-09 13:02:00+00:00,4982.72,4992.98,4982.72,4999.38,impulse_bar,1,0,2026-02-09 13:02:00+00:00,5013.43,timeout,18.659999999999854,True,120.0
1,2026-02-09 14:00:00+00:00,2026-02-09 14:02:00+00:00,5012.73,breakout_next_open,4999.04,5053.799999999998,13.6899999999996,41.0699999999988,120,2026-02-09 16:45:00+00:00,4999.04,5003.53,4996.06,5011.38,impulse_bar,1,3,2026-02-09 15:34:00+00:00,5053.799999999998,target_hit,41.0699999999988,True,92.0
1,2026-02-09 18:15:00+00:00,2026-02-09 18:17:00+00:00,5057.32,breakout_next_open,5047.58,5086.539999999999,9.739999999999782,29.219999999999345,120,2026-02-09 20:17:00+00:00,5047.58,5051.69,5046.16,5059.55,impulse_bar,1,0,2026-02-09 18:21:00+00:00,5047.58,stop_loss,-9.739999999999782,False,4.0
1,2026-02-09 19:30:00+00:00,2026-02-09 19:32:00+00:00,5074.66,breakout_next_open,5064.57,5104.93,10.090000000000146,30.270000000000437,120,2026-02-09 21:32:00+00:00,5064.57,5068.42,5064.11,5075.0,impulse_bar,1,0,2026-02-09 21:14:00+00:00,5064.57,stop_loss,-10.090000000000146,False,102.0
1,2026-02-10 13:45:00+00:00,2026-02-10 13:47:00+00:00,5054.89,breakout_next_open,5036.92,5108.800000000001,17.970000000000255,53.910000000000764,120,2026-02-10 16:15:00+00:00,5036.92,5048.19,5036.92,5058.92,impulse_bar,1,1,2026-02-10 14:47:00+00:00,5036.92,stop_loss,-17.970000000000255,False,60.0
1,2026-02-11 15:00:00+00:00,2026-02-11 15:02:00+00:00,5060.58,breakout_next_open,5040.51,5120.789999999999,20.06999999999971,60.20999999999913,120,2026-02-11 17:02:00+00:00,5040.51,5050.17,5040.51,5065.38,impulse_bar,1,0,2026-02-11 15:37:00+00:00,5040.51,stop_loss,-20.06999999999971,False,35.0
1,2026-02-11 16:45:00+00:00,2026-02-11 16:47:00+00:00,5076.36,breakout_next_open,5056.15,5136.99,20.210000000000036,60.63000000000011,120,2026-02-11 18:47:00+00:00,5056.15,5068.76,5056.15,5078.61,impulse_bar,1,0,2026-02-11 17:45:00+00:00,5092.72,structure_change,16.360000000000582,True,58.0
-1,2026-02-12 17:45:00+00:00,2026-02-12 17:47:00+00:00,4953.95,breakout_next_open,4965.78,4918.46,11.829999999999927,35.48999999999978,120,2026-02-12 20:15:00+00:00,4958.68,4965.78,4957.61,4975.55,impulse_bar,-1,2,2026-02-12 18:18:00+00:00,4918.46,target_hit,35.48999999999978,True,31.0
-1,2026-02-12 19:00:00+00:00,2026-02-12 19:02:00+00:00,4931.49,breakout_next_open,4942.74,4897.74,11.25,33.75,120,2026-02-12 21:15:00+00:00,4934.91,4942.74,4933.34,4952.89,impulse_bar,-1,1,2026-02-12 19:19:00+00:00,4942.74,stop_loss,-11.25,False,17.0
-1,2026-02-12 20:15:00+00:00,2026-02-12 20:17:00+00:00,4937.19,breakout_next_open,4946.77,4908.449999999997,9.580000000000837,28.74000000000251,120,2026-02-12 22:45:00+00:00,4941.13,4946.77,4933.14,4949.01,impulse_bar,-1,2,2026-02-12 23:01:00+00:00,4908.449999999997,target_hit,28.74000000000251,True,164.0
1,2026-02-13 12:15:00+00:00,2026-02-13 12:17:00+00:00,4967.09,breakout_next_open,4953.44,5008.040000000002,13.650000000000546,40.95000000000164,120,2026-02-13 14:17:00+00:00,4953.44,4959.15,4952.2,4964.57,impulse_bar,1,0,2026-02-13 14:17:00+00:00,5001.19,timeout,34.099999999999454,True,120.0
1,2026-02-13 15:00:00+00:00,2026-02-13 15:02:00+00:00,5002.72,breakout_next_open,4989.76,5041.6,12.960000000000036,38.88000000000011,120,2026-02-13 17:02:00+00:00,4989.76,4999.71,4989.01,5007.38,impulse_bar,1,0,2026-02-13 15:53:00+00:00,4989.76,stop_loss,-12.960000000000036,False,51.0
1,2026-02-13 16:30:00+00:00,2026-02-13 16:39:00+00:00,5017.76,breakout_next_open,4998.3,5076.14,19.460000000000036,58.38000000000011,120,2026-02-13 18:39:00+00:00,4998.3,5006.94,4995.72,5033.88,impulse_bar,1,0,2026-02-13 18:39:00+00:00,5030.46,timeout,12.699999999999818,True,120.0
-1,2026-02-17 13:15:00+00:00,2026-02-17 13:23:00+00:00,4919.53,breakout_next_open,4933.96,4876.239999999999,14.430000000000291,43.29000000000087,120,2026-02-17 15:45:00+00:00,4928.48,4933.96,4917.9,4934.25,impulse_bar,-1,2,2026-02-17 13:58:00+00:00,4876.239999999999,target_hit,43.29000000000087,True,35.0
-1,2026-02-17 15:00:00+00:00,2026-02-17 15:02:00+00:00,4864.71,breakout_next_open,4872.32,4841.880000000001,7.609999999999673,22.829999999999018,120,2026-02-17 17:02:00+00:00,4859.85,4872.32,4855.82,4881.83,impulse_bar,-1,0,2026-02-17 15:05:00+00:00,4872.32,stop_loss,-7.609999999999673,False,3.0
-1,2026-02-17 19:30:00+00:00,2026-02-17 19:32:00+00:00,4879.78,breakout_next_open,4896.12,4830.759999999999,16.340000000000146,49.02000000000044,120,2026-02-17 21:32:00+00:00,4889.72,4896.12,4881.7,4899.09,impulse_bar,-1,0,2026-02-17 21:32:00+00:00,4881.18,timeout,-1.4000000000005457,False,120.0
1,2026-02-18 12:15:00+00:00,2026-02-18 12:17:00+00:00,4924.51,breakout_next_open,4911.15,4964.590000000002,13.360000000000582,40.080000000001746,120,2026-02-18 15:15:00+00:00,4911.15,4918.32,4911.15,4927.02,impulse_bar,1,1,2026-02-18 13:36:00+00:00,4964.590000000002,target_hit,40.080000000001746,True,79.0
1,2026-02-18 15:15:00+00:00,2026-02-18 15:17:00+00:00,5007.93,breakout_next_open,4992.37,5054.6100000000015,15.5600000000004,46.6800000000012,120,2026-02-18 17:17:00+00:00,4992.37,5001.58,4991.46,5009.5,impulse_bar,1,0,2026-02-18 16:22:00+00:00,4992.37,stop_loss,-15.5600000000004,False,65.0
1,2026-02-19 15:00:00+00:00,2026-02-19 15:04:00+00:00,5008.66,breakout_next_open,4988.83,5068.15,19.829999999999927,59.48999999999978,120,2026-02-19 17:04:00+00:00,4988.83,4995.1,4987.42,5011.35,impulse_bar,1,0,2026-02-19 17:04:00+00:00,4994.89,timeout,-13.769999999999527,False,120.0
1,2026-02-20 12:45:00+00:00,2026-02-20 12:47:00+00:00,5024.1,breakout_next_open,5011.24,5062.680000000002,12.860000000000582,38.580000000001746,120,2026-02-20 16:45:00+00:00,5011.24,5020.38,5006.25,5026.67,impulse_bar,1,1,2026-02-20 15:01:00+00:00,5062.680000000002,target_hit,38.580000000001746,True,134.0
1,2026-02-20 15:30:00+00:00,2026-02-20 15:38:00+00:00,5033.99,breakout_next_open,5018.9,5079.26,15.090000000000146,45.27000000000044,120,2026-02-20 18:45:00+00:00,5018.9,5032.16,5010.98,5046.35,impulse_bar,1,1,2026-02-20 18:45:00+00:00,5069.84,timeout,35.850000000000364,True,187.0
1,2026-02-20 18:45:00+00:00,2026-02-20 18:47:00+00:00,5072.59,breakout_next_open,5056.42,5121.1,16.170000000000073,48.51000000000022,120,2026-02-20 20:47:00+00:00,5056.42,5064.75,5056.42,5076.32,impulse_bar,1,0,2026-02-20 20:47:00+00:00,5085.36,timeout,12.769999999999527,True,120.0
1,2026-02-23 08:45:00+00:00,2026-02-23 08:47:00+00:00,5134.73,breakout_next_open,5124.12,5166.559999999999,10.609999999999673,31.829999999999018,120,2026-02-23 11:00:00+00:00,5124.12,5131.57,5122.32,5133.04,impulse_bar,1,1,2026-02-23 11:00:00+00:00,5161.75,timeout,27.020000000000437,True,133.0
1,2026-02-23 15:00:00+00:00,2026-02-23 15:09:00+00:00,5198.73,breakout_next_open,5190.11,5224.589999999999,8.61999999999989,25.859999999999673,120,2026-02-23 17:09:00+00:00,5190.11,5198.1,5186.7,5201.29,impulse_bar,1,0,2026-02-23 15:11:00+00:00,5190.11,stop_loss,-8.61999999999989,False,2.0
1,2026-02-23 18:00:00+00:00,2026-02-23 18:02:00+00:00,5208.47,breakout_next_open,5199.26,5236.1,9.210000000000036,27.63000000000011,120,2026-02-23 20:02:00+00:00,5199.26,5204.36,5196.55,5208.61,impulse_bar,1,0,2026-02-23 20:02:00+00:00,5220.43,timeout,11.960000000000036,True,120.0
-1,2026-02-26 08:30:00+00:00,2026-02-26 08:32:00+00:00,5175.93,breakout_next_open,5190.3,5132.820000000001,14.36999999999989,43.10999999999967,120,2026-02-26 10:32:00+00:00,5185.48,5190.3,5175.14,5191.63,impulse_bar,-1,0,2026-02-26 10:05:00+00:00,5190.3,stop_loss,-14.36999999999989,False,93.0
1,2026-02-27 13:30:00+00:00,2026-02-27 13:32:00+00:00,5223.72,breakout_next_open,5211.8,5259.4800000000005,11.920000000000073,35.76000000000022,120,2026-02-27 15:32:00+00:00,5211.8,5221.88,5211.8,5241.19,impulse_bar,1,0,2026-02-27 13:40:00+00:00,5211.8,stop_loss,-11.920000000000073,False,8.0
1,2026-03-02 13:30:00+00:00,2026-03-02 13:38:00+00:00,5403.53,breakout_next_open,5382.7,5466.0199999999995,20.829999999999927,62.48999999999978,120,2026-03-02 15:38:00+00:00,5382.7,5390.69,5382.7,5410.15,impulse_bar,1,0,2026-03-02 14:01:00+00:00,5382.7,stop_loss,-20.829999999999927,False,23.0
-1,2026-03-03 08:30:00+00:00,2026-03-03 08:32:00+00:00,5308.38,breakout_next_open,5322.6,5265.719999999999,14.220000000000255,42.660000000000764,120,2026-03-03 10:32:00+00:00,5317.49,5322.6,5310.31,5329.26,impulse_bar,-1,0,2026-03-03 09:25:00+00:00,5265.719999999999,target_hit,42.660000000000764,True,53.0
-1,2026-03-03 15:00:00+00:00,2026-03-03 15:02:00+00:00,5047.5,breakout_next_open,5074.07,4967.790000000001,26.56999999999971,79.70999999999913,120,2026-03-03 17:02:00+00:00,5050.38,5074.07,5013.72,5078.94,impulse_bar,-1,0,2026-03-03 15:48:00+00:00,5074.07,stop_loss,-26.56999999999971,False,46.0
-1,2026-03-03 20:45:00+00:00,2026-03-03 20:47:00+00:00,5104.85,breakout_next_open,5124.66,5045.420000000002,19.80999999999949,59.42999999999847,120,2026-03-03 22:47:00+00:00,5116.85,5124.66,5101.39,5127.68,impulse_bar,-1,0,2026-03-03 23:01:00+00:00,5094.43,structure_change,10.420000000000073,True,134.0
1,2026-03-04 08:30:00+00:00,2026-03-04 08:32:00+00:00,5164.26,breakout_next_open,5156.07,5188.830000000002,8.19000000000051,24.570000000001528,120,2026-03-04 10:32:00+00:00,5156.07,5161.27,5151.66,5169.7,impulse_bar,1,0,2026-03-04 10:08:00+00:00,5188.830000000002,target_hit,24.570000000001528,True,96.0
1,2026-03-04 11:00:00+00:00,2026-03-04 11:02:00+00:00,5193.03,breakout_next_open,5181.32,5228.16,11.710000000000036,35.13000000000011,120,2026-03-04 13:02:00+00:00,5181.32,5186.78,5181.2,5194.76,impulse_bar,1,0,2026-03-04 12:19:00+00:00,5181.32,stop_loss,-11.710000000000036,False,77.0
1,2026-03-04 13:15:00+00:00,2026-03-04 13:21:00+00:00,5186.86,breakout_next_open,5170.29,5236.569999999999,16.56999999999971,49.70999999999913,120,2026-03-04 15:21:00+00:00,5170.29,5179.35,5170.29,5197.05,impulse_bar,1,0,2026-03-04 13:59:00+00:00,5170.29,stop_loss,-16.56999999999971,False,38.0
-1,2026-03-11 14:45:00+00:00,2026-03-11 14:47:00+00:00,5180.42,breakout_next_open,5192.91,5142.950000000001,12.489999999999782,37.469999999999345,120,2026-03-11 16:47:00+00:00,5187.21,5192.91,5174.45,5196.36,impulse_bar,-1,0,2026-03-11 14:50:00+00:00,5192.91,stop_loss,-12.489999999999782,False,3.0
-1,2026-03-13 08:15:00+00:00,2026-03-13 08:17:00+00:00,5075.7,breakout_next_open,5086.34,5043.779999999999,10.640000000000327,31.920000000000982,120,2026-03-13 10:17:00+00:00,5080.22,5086.34,5066.47,5086.34,impulse_bar,-1,0,2026-03-13 08:30:00+00:00,5074.88,structure_change,0.819999999999709,True,13.0
1,2026-03-16 16:45:00+00:00,2026-03-16 16:47:00+00:00,4986.35,breakout_next_open,4978.55,5009.750000000001,7.800000000000182,23.400000000000546,120,2026-03-16 20:00:00+00:00,4978.55,4983.74,4973.92,4989.98,impulse_bar,1,2,2026-03-16 18:33:00+00:00,5009.750000000001,target_hit,23.400000000000546,True,106.0
1,2026-03-17 11:15:00+00:00,2026-03-17 11:17:00+00:00,5007.71,breakout_next_open,4997.8,5037.44,9.909999999999854,29.729999999999563,120,2026-03-17 15:15:00+00:00,4997.8,5001.89,4996.7,5006.15,impulse_bar,1,2,2026-03-17 13:45:00+00:00,5024.23,structure_change,16.519999999999527,True,148.0
-1,2026-03-18 18:30:00+00:00,2026-03-18 18:33:00+00:00,4878.55,breakout_next_open,4887.86,4850.620000000002,9.30999999999949,27.929999999998472,120,2026-03-18 20:45:00+00:00,4878.49,4887.86,4876.85,4889.75,impulse_bar,-1,1,2026-03-18 19:00:00+00:00,4850.620000000002,target_hit,27.929999999998472,True,27.0
-1,2026-03-19 12:00:00+00:00,2026-03-19 12:02:00+00:00,4642.14,breakout_next_open,4664.44,4575.2400000000025,22.299999999999272,66.89999999999782,120,2026-03-19 14:02:00+00:00,4656.63,4664.44,4650.48,4668.78,impulse_bar,-1,0,2026-03-19 12:43:00+00:00,4575.2400000000025,target_hit,66.89999999999782,True,41.0
-1,2026-03-19 13:00:00+00:00,2026-03-19 13:02:00+00:00,4523.84,breakout_next_open,4565.91,4397.630000000001,42.06999999999971,126.20999999999913,120,2026-03-19 15:02:00+00:00,4548.64,4565.91,4530.91,4586.63,impulse_bar,-1,0,2026-03-19 13:05:00+00:00,4565.91,stop_loss,-42.06999999999971,False,3.0
-1,2026-03-19 13:45:00+00:00,2026-03-19 13:47:00+00:00,4553.86,breakout_next_open,4577.91,4481.709999999999,24.050000000000182,72.15000000000055,120,2026-03-19 15:47:00+00:00,4557.23,4577.91,4545.75,4583.77,impulse_bar,-1,0,2026-03-19 13:52:00+00:00,4577.91,stop_loss,-24.050000000000182,False,5.0
-1,2026-03-20 12:30:00+00:00,2026-03-20 12:32:00+00:00,4676.4,breakout_next_open,4688.63,4639.709999999998,12.230000000000473,36.69000000000142,120,2026-03-20 15:15:00+00:00,4678.5,4688.63,4677.9,4692.59,impulse_bar,-1,1,2026-03-20 13:35:00+00:00,4639.709999999998,target_hit,36.69000000000142,True,63.0
-1,2026-03-20 14:30:00+00:00,2026-03-20 14:32:00+00:00,4569.29,breakout_next_open,4589.45,4508.81,20.159999999999854,60.47999999999956,120,2026-03-20 16:32:00+00:00,4573.43,4589.45,4551.37,4589.45,impulse_bar,-1,0,2026-03-20 16:15:00+00:00,4589.45,stop_loss,-20.159999999999854,False,103.0
-1,2026-03-20 17:30:00+00:00,2026-03-20 17:32:00+00:00,4566.97,breakout_next_open,4583.58,4517.140000000001,16.609999999999673,49.82999999999902,120,2026-03-20 19:32:00+00:00,4575.13,4583.58,4567.93,4583.58,impulse_bar,-1,0,2026-03-20 18:47:00+00:00,4517.140000000001,target_hit,49.82999999999902,True,75.0
-1,2026-03-23 11:30:00+00:00,2026-03-23 11:33:00+00:00,4405.34,breakout_next_open,4463.49,4230.890000000001,58.149999999999636,174.4499999999989,120,2026-03-23 13:33:00+00:00,4417.24,4463.49,4353.29,4463.49,impulse_bar,-1,0,2026-03-23 12:49:00+00:00,4463.49,stop_loss,-58.149999999999636,False,76.0
-1,2026-03-23 18:15:00+00:00,2026-03-23 18:17:00+00:00,4410.39,breakout_next_open,4427.44,4359.2400000000025,17.049999999999272,51.14999999999782,120,2026-03-23 20:17:00+00:00,4420.96,4427.44,4402.34,4429.58,impulse_bar,-1,0,2026-03-23 18:26:00+00:00,4427.44,stop_loss,-17.049999999999272,False,9.0
-1,2026-03-24 11:00:00+00:00,2026-03-24 11:05:00+00:00,4408.53,breakout_next_open,4427.11,4352.79,18.579999999999927,55.73999999999978,120,2026-03-24 13:05:00+00:00,4419.17,4427.11,4418.2,4442.29,impulse_bar,-1,0,2026-03-24 11:34:00+00:00,4427.11,stop_loss,-18.579999999999927,False,29.0
-1,2026-03-25 08:00:00+00:00,2026-03-25 08:02:00+00:00,4537.94,breakout_next_open,4549.2,4504.159999999999,11.260000000000218,33.780000000000655,120,2026-03-25 10:02:00+00:00,4543.04,4549.2,4536.51,4551.04,impulse_bar,-1,0,2026-03-25 08:03:00+00:00,4549.2,stop_loss,-11.260000000000218,False,1.0
-1,2026-03-25 09:30:00+00:00,2026-03-25 09:34:00+00:00,4556.5,breakout_next_open,4564.14,4533.579999999999,7.640000000000327,22.920000000000982,120,2026-03-25 11:45:00+00:00,4556.53,4564.14,4553.9,4566.59,impulse_bar,-1,1,2026-03-25 09:48:00+00:00,4533.579999999999,target_hit,22.920000000000982,True,14.0
-1,2026-03-25 17:15:00+00:00,2026-03-25 17:17:00+00:00,4546.33,breakout_next_open,4558.18,4510.779999999999,11.850000000000364,35.55000000000109,120,2026-03-25 19:17:00+00:00,4550.71,4558.18,4543.32,4558.18,impulse_bar,-1,0,2026-03-25 17:27:00+00:00,4558.18,stop_loss,-11.850000000000364,False,10.0
-1,2026-03-25 19:00:00+00:00,2026-03-25 19:02:00+00:00,4534.54,breakout_next_open,4550.76,4485.879999999999,16.220000000000255,48.660000000000764,120,2026-03-25 21:02:00+00:00,4544.19,4550.76,4530.91,4550.76,impulse_bar,-1,0,2026-03-25 22:01:00+00:00,4515.68,timeout,18.859999999999673,True,179.0
-1,2026-03-26 08:15:00+00:00,2026-03-26 08:17:00+00:00,4435.53,breakout_next_open,4457.43,4369.829999999998,21.900000000000546,65.70000000000164,120,2026-03-26 10:17:00+00:00,4449.27,4457.43,4439.53,4459.37,impulse_bar,-1,0,2026-03-26 10:17:00+00:00,4432.07,timeout,3.4600000000000364,True,120.0
-1,2026-03-26 15:15:00+00:00,2026-03-26 15:17:00+00:00,4452.64,breakout_next_open,4466.76,4410.280000000001,14.11999999999989,42.35999999999967,120,2026-03-26 17:30:00+00:00,4459.82,4466.76,4450.93,4469.09,impulse_bar,-1,1,2026-03-26 16:21:00+00:00,4410.280000000001,target_hit,42.35999999999967,True,64.0
-1,2026-03-26 16:45:00+00:00,2026-03-26 16:47:00+00:00,4386.11,breakout_next_open,4397.16,4352.959999999999,11.050000000000182,33.150000000000546,120,2026-03-26 18:47:00+00:00,4381.92,4397.16,4367.37,4397.16,impulse_bar,-1,0,2026-03-26 17:01:00+00:00,4397.16,stop_loss,-11.050000000000182,False,14.0
-1,2026-03-26 17:30:00+00:00,2026-03-26 17:32:00+00:00,4380.46,breakout_next_open,4394.28,4339.000000000001,13.819999999999709,41.45999999999913,120,2026-03-26 20:30:00+00:00,4386.14,4394.28,4377.3,4397.87,impulse_bar,-1,1,2026-03-26 18:40:00+00:00,4394.28,stop_loss,-13.819999999999709,False,68.0
-1,2026-03-26 19:15:00+00:00,2026-03-26 19:17:00+00:00,4388.99,breakout_next_open,4399.54,4357.339999999999,10.550000000000182,31.650000000000546,120,2026-03-26 21:30:00+00:00,4393.08,4399.54,4382.1,4399.54,impulse_bar,-1,1,2026-03-26 20:03:00+00:00,4357.339999999999,target_hit,31.650000000000546,True,46.0
-1,2026-03-27 08:30:00+00:00,2026-03-27 08:32:00+00:00,4433.67,breakout_next_open,4445.07,4399.470000000001,11.399999999999636,34.19999999999891,120,2026-03-27 12:45:00+00:00,4438.86,4445.07,4430.58,4447.62,impulse_bar,-1,2,2026-03-27 11:15:00+00:00,4415.93,structure_change,17.73999999999978,True,163.0
1,2026-03-30 09:45:00+00:00,2026-03-30 09:47:00+00:00,4537.46,breakout_next_open,4528.26,4565.0599999999995,9.199999999999818,27.599999999999454,120,2026-03-30 11:47:00+00:00,4528.26,4532.62,4523.17,4538.38,impulse_bar,1,0,2026-03-30 10:26:00+00:00,4528.26,stop_loss,-9.199999999999818,False,39.0
1,2026-03-30 11:15:00+00:00,2026-03-30 11:17:00+00:00,4539.1,breakout_next_open,4531.47,4561.990000000001,7.630000000000109,22.890000000000327,120,2026-03-30 13:17:00+00:00,4531.47,4535.87,4527.16,4541.23,impulse_bar,1,0,2026-03-30 11:44:00+00:00,4561.990000000001,target_hit,22.890000000000327,True,27.0
1,2026-03-31 11:00:00+00:00,2026-03-31 11:02:00+00:00,4548.96,breakout_next_open,4541.43,4571.549999999999,7.529999999999745,22.589999999999236,120,2026-03-31 13:02:00+00:00,4541.43,4548.99,4540.08,4553.17,impulse_bar,1,0,2026-03-31 11:10:00+00:00,4541.43,stop_loss,-7.529999999999745,False,8.0
1,2026-03-31 11:15:00+00:00,2026-03-31 11:17:00+00:00,4563.88,breakout_next_open,4546.96,4614.64,16.920000000000073,50.76000000000022,120,2026-03-31 15:45:00+00:00,4546.96,4550.79,4541.04,4564.0,impulse_bar,1,3,2026-03-31 14:00:00+00:00,4614.64,target_hit,50.76000000000022,True,163.0
1,2026-03-31 15:15:00+00:00,2026-03-31 15:22:00+00:00,4614.19,breakout_next_open,4599.1,4659.459999999997,15.089999999999236,45.26999999999771,120,2026-03-31 19:30:00+00:00,4599.1,4605.83,4599.1,4624.05,impulse_bar,1,5,2026-03-31 17:34:00+00:00,4659.459999999997,target_hit,45.26999999999771,True,132.0
1,2026-03-31 18:15:00+00:00,2026-03-31 18:17:00+00:00,4666.21,breakout_next_open,4653.69,4703.770000000001,12.520000000000437,37.56000000000131,120,2026-03-31 21:45:00+00:00,4653.69,4660.78,4653.19,4669.68,impulse_bar,1,2,2026-03-31 22:01:00+00:00,4679.18,timeout,12.970000000000255,True,224.0
1,2026-04-01 07:00:00+00:00,2026-04-01 07:02:00+00:00,4728.19,breakout_next_open,4708.17,4788.249999999998,20.019999999999527,60.05999999999858,120,2026-04-01 10:30:00+00:00,4708.17,4718.58,4708.17,4733.96,impulse_bar,1,1,2026-04-01 10:30:00+00:00,4730.58,timeout,2.3900000000003274,True,208.0
1,2026-04-01 10:30:00+00:00,2026-04-01 10:32:00+00:00,4731.97,breakout_next_open,4724.53,4754.290000000002,7.440000000000509,22.320000000001528,120,2026-04-01 13:30:00+00:00,4724.53,4728.81,4715.22,4729.34,impulse_bar,1,2,2026-04-01 11:39:00+00:00,4754.290000000002,target_hit,22.320000000001528,True,67.0
1,2026-04-01 15:30:00+00:00,2026-04-01 15:32:00+00:00,4775.33,breakout_next_open,4763.49,4810.85,11.840000000000146,35.52000000000044,120,2026-04-01 18:30:00+00:00,4763.49,4769.54,4762.36,4776.84,impulse_bar,1,2,2026-04-01 18:03:00+00:00,4763.49,stop_loss,-11.840000000000146,False,151.0
1,2026-04-01 19:45:00+00:00,2026-04-01 19:47:00+00:00,4766.29,breakout_next_open,4763.59,4774.389999999999,2.699999999999818,8.099999999999454,120,2026-04-01 21:47:00+00:00,4763.59,4768.02,4762.51,4778.92,impulse_bar,1,0,2026-04-01 19:50:00+00:00,4763.59,stop_loss,-2.699999999999818,False,3.0
-1,2026-04-02 10:30:00+00:00,2026-04-02 10:32:00+00:00,4618.86,breakout_next_open,4625.14,4600.019999999998,6.280000000000655,18.840000000001965,120,2026-04-02 12:32:00+00:00,4619.8,4625.14,4603.59,4627.75,impulse_bar,-1,0,2026-04-02 10:42:00+00:00,4625.14,stop_loss,-6.280000000000655,False,10.0
-1,2026-04-02 11:45:00+00:00,2026-04-02 11:47:00+00:00,4600.52,breakout_next_open,4617.5,4549.580000000002,16.979999999999563,50.93999999999869,120,2026-04-02 13:47:00+00:00,4609.14,4617.5,4591.88,4617.93,impulse_bar,-1,0,2026-04-02 12:20:00+00:00,4617.5,stop_loss,-16.979999999999563,False,33.0
-1,2026-04-02 12:45:00+00:00,2026-04-02 12:47:00+00:00,4619.68,breakout_next_open,4627.66,4595.740000000002,7.979999999999563,23.93999999999869,120,2026-04-02 14:47:00+00:00,4621.28,4627.66,4615.29,4627.66,impulse_bar,-1,0,2026-04-02 13:00:00+00:00,4595.740000000002,target_hit,23.93999999999869,True,13.0
