signal_ts,entry_time,entry_price,side,exit_time,exit_reason,pnl,scaled_half,win,target_updates
2026-03-03 09:00:00+00:00,2026-03-03 09:01:00+00:00,5299.15,-1,2026-03-03 09:04:00+00:00,target_full,7.5,True,True,0
2026-03-03 09:15:00+00:00,2026-03-03 09:16:00+00:00,5297.91,-1,2026-03-03 09:17:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 09:30:00+00:00,2026-03-03 09:31:00+00:00,5254.63,1,2026-03-03 09:32:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 09:45:00+00:00,2026-03-03 09:46:00+00:00,5263.81,1,2026-03-03 09:48:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 10:00:00+00:00,2026-03-03 10:01:00+00:00,5272.05,-1,2026-03-03 10:11:00+00:00,timeout,-3.389999999999418,False,False,0
2026-03-03 10:15:00+00:00,2026-03-03 10:16:00+00:00,5272.68,1,2026-03-03 10:23:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 10:30:00+00:00,2026-03-03 10:31:00+00:00,5273.09,-1,2026-03-03 10:34:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 10:45:00+00:00,2026-03-03 10:46:00+00:00,5255.46,-1,2026-03-03 10:49:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 11:00:00+00:00,2026-03-03 11:01:00+00:00,5255.74,1,2026-03-03 11:02:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 11:15:00+00:00,2026-03-03 11:16:00+00:00,5193.16,1,2026-03-03 11:17:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 11:30:00+00:00,2026-03-03 11:31:00+00:00,5125.36,-1,2026-03-03 11:31:00+00:00,target_full,7.5,True,True,0
2026-03-03 11:45:00+00:00,2026-03-03 11:46:00+00:00,5137.95,-1,2026-03-03 11:55:00+00:00,stop_loss,-20.0,False,False,0
2026-03-03 12:00:00+00:00,2026-03-03 12:01:00+00:00,5151.37,1,2026-03-03 12:05:00+00:00,target_full,7.5,True,True,0
2026-03-03 12:15:00+00:00,2026-03-03 12:16:00+00:00,5184.57,1,2026-03-03 12:17:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 12:30:00+00:00,2026-03-03 12:31:00+00:00,5206.88,-1,2026-03-03 12:32:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 12:45:00+00:00,2026-03-03 12:46:00+00:00,5200.65,-1,2026-03-03 12:56:00+00:00,timeout,-22.300000000000182,False,False,0
2026-03-03 13:00:00+00:00,2026-03-03 13:01:00+00:00,5198.32,1,2026-03-03 13:03:00+00:00,stop_loss,-20.0,False,False,0
2026-03-03 13:15:00+00:00,2026-03-03 13:16:00+00:00,5165.96,-1,2026-03-03 13:17:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 13:30:00+00:00,2026-03-03 13:31:00+00:00,5182.32,-1,2026-03-03 13:32:00+00:00,target_full,7.5,True,True,0
2026-03-03 13:45:00+00:00,2026-03-03 13:46:00+00:00,5137.87,-1,2026-03-03 13:47:00+00:00,target_full,7.5,True,True,0
2026-03-03 14:00:00+00:00,2026-03-03 14:01:00+00:00,5158.45,-1,2026-03-03 14:04:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 14:15:00+00:00,2026-03-03 14:16:00+00:00,5155.53,-1,2026-03-03 14:17:00+00:00,target_full,7.5,True,True,0
