side,entry_time,entry_price,stop,target,timeout,target_updates,stop_updates,s1_prob,s2_prob,tp,sl,horizon,exit_time,exit_price,exit_reason,pnl,wf_cycle,source,entry_ts,exit_ts,month
1,2025-08-07 23:46:00+00:00,3404.11,3399.7557614007274,3409.9415695525977,2025-08-08 01:46:00+00:00,1,0,0.5,0.5304653644561768,5.831569552597416,4.354238599272736,120,2025-08-07 23:47:00+00:00,3399.7557614007274,stop_loss,-4.354238599272776,16,long,2025-08-07 23:46:00+00:00,2025-08-07 23:47:00+00:00,2025-08
1,2025-08-07 23:48:00+00:00,3402.64,3398.285761400727,3408.4715695525974,2025-08-08 01:49:00+00:00,2,0,0.5,0.5494053959846497,5.831569552597416,4.354238599272736,120,2025-08-07 23:50:00+00:00,3398.285761400727,stop_loss,-4.354238599272776,16,long,2025-08-07 23:48:00+00:00,2025-08-07 23:50:00+00:00,2025-08
1,2025-08-07 23:51:00+00:00,3401.29,3396.935761400727,3407.1215695525975,2025-08-08 01:52:00+00:00,2,0,0.5,0.6458843350410461,5.831569552597416,4.354238599272736,120,2025-08-07 23:54:00+00:00,3396.935761400727,stop_loss,-4.354238599272776,16,long,2025-08-07 23:51:00+00:00,2025-08-07 23:54:00+00:00,2025-08
1,2025-08-07 23:55:00+00:00,3401.78,3397.4257614007274,3407.6115695525978,2025-08-08 01:55:00+00:00,1,0,0.5,0.7230226993560791,5.831569552597416,4.354238599272736,120,2025-08-07 23:56:00+00:00,3397.4257614007274,stop_loss,-4.354238599272776,16,long,2025-08-07 23:55:00+00:00,2025-08-07 23:56:00+00:00,2025-08
1,2025-08-07 23:58:00+00:00,3399.82,3395.4657614007274,3406.4215695525977,2025-08-08 01:59:00+00:00,2,0,0.5,0.6825795769691467,5.831569552597416,4.354238599272736,120,2025-08-08 00:17:00+00:00,3395.4657614007274,stop_loss,-4.354238599272776,16,long,2025-08-07 23:58:00+00:00,2025-08-08 00:17:00+00:00,2025-08
-1,2025-08-08 09:24:00+00:00,3399.59,3410.197144468551,3376.377853651473,2025-08-08 17:34:00+00:00,2,0,0.5,0.49815160036087036,22.982146348527255,10.60714446855104,480,2025-08-08 17:34:00+00:00,3397.09,timeout,2.5,16,short,2025-08-08 09:24:00+00:00,2025-08-08 17:34:00+00:00,2025-08
1,2025-08-08 12:24:00+00:00,3393.36,3389.0057614007274,3401.0815695525976,2025-08-08 14:29:00+00:00,6,0,0.5,0.5243538022041321,5.831569552597416,4.354238599272736,120,2025-08-08 12:35:00+00:00,3401.0815695525976,target_hit,7.72156955259743,16,long,2025-08-08 12:24:00+00:00,2025-08-08 12:35:00+00:00,2025-08
1,2025-08-08 12:47:00+00:00,3397.11,3392.7557614007274,3403.3715695525975,2025-08-08 14:47:00+00:00,1,0,0.5,0.7056978940963745,5.831569552597416,4.354238599272736,120,2025-08-08 12:48:00+00:00,3392.7557614007274,stop_loss,-4.354238599272776,16,long,2025-08-08 12:47:00+00:00,2025-08-08 12:48:00+00:00,2025-08
1,2025-08-08 12:49:00+00:00,3395.12,3390.765761400727,3402.4915695525974,2025-08-08 14:57:00+00:00,9,0,0.5,0.7823850512504578,5.831569552597416,4.354238599272736,120,2025-08-08 12:59:00+00:00,3390.765761400727,stop_loss,-4.354238599272776,16,long,2025-08-08 12:49:00+00:00,2025-08-08 12:59:00+00:00,2025-08
1,2025-08-08 13:01:00+00:00,3392.49,3388.135761400727,3398.6415695525975,2025-08-08 15:01:00+00:00,1,0,0.5,0.8384291529655457,5.831569552597416,4.354238599272736,120,2025-08-08 13:04:00+00:00,3388.135761400727,stop_loss,-4.354238599272776,16,long,2025-08-08 13:01:00+00:00,2025-08-08 13:04:00+00:00,2025-08
1,2025-08-08 13:07:00+00:00,3393.29,3388.935761400727,3401.3515695525975,2025-08-08 15:20:00+00:00,11,0,0.5,0.8887268304824829,5.831569552597416,4.354238599272736,120,2025-08-08 13:24:00+00:00,3388.935761400727,stop_loss,-4.354238599272776,16,long,2025-08-08 13:07:00+00:00,2025-08-08 13:24:00+00:00,2025-08
1,2025-08-08 13:30:00+00:00,3393.5,3389.145761400727,3402.0515695525974,2025-08-08 16:07:00+00:00,10,0,0.5,0.7497461438179016,5.831569552597416,4.354238599272736,120,2025-08-08 14:08:00+00:00,3389.145761400727,stop_loss,-4.354238599272776,16,long,2025-08-08 13:30:00+00:00,2025-08-08 14:08:00+00:00,2025-08
1,2025-08-08 15:39:00+00:00,3394.35,3389.995761400727,3401.5215695525976,2025-08-08 18:19:00+00:00,12,0,0.5,0.4898330867290497,5.831569552597416,4.354238599272736,120,2025-08-08 17:59:00+00:00,3389.995761400727,stop_loss,-4.354238599272776,16,long,2025-08-08 15:39:00+00:00,2025-08-08 17:59:00+00:00,2025-08
