side,entry_time,entry_price,stop,target,timeout,target_updates,stop_updates,s1_prob,s2_prob,tp,sl,horizon,matched_pattern,exit_time,exit_price,exit_reason,pnl,source
1,2025-12-29 01:04:00+00:00,4504.46,4489.46,4524.46,2025-12-29 01:19:00+00:00,0,0,0.8537750840187073,0.8537750840187073,20.0,15.0,15,uptrend_retrace,2025-12-29 01:19:00+00:00,4509.97,timeout,5.510000000000218,pattern
-1,2026-01-07 01:36:00+00:00,4465.63,4495.63,4425.63,2026-01-07 01:51:00+00:00,1,0,0.6287710666656494,0.3712289333343506,40.0,30.0,15,reversal_fvg_short,2026-01-07 01:51:00+00:00,4467.96,timeout,-2.3299999999999272,pattern
-1,2026-01-08 06:07:00+00:00,4418.09,4448.09,4378.09,2026-01-08 06:23:00+00:00,1,0,0.6661505699157715,0.3338494300842285,40.0,30.0,15,reversal_fvg_short,2026-01-08 06:23:00+00:00,4423.55,timeout,-5.460000000000036,pattern
-1,2026-01-14 08:36:00+00:00,4630.41,4660.41,4590.41,2026-01-14 09:00:00+00:00,4,0,0.6100029349327087,0.38999706506729126,40.0,30.0,15,reversal_fvg_short,2026-01-14 09:00:00+00:00,4634.74,timeout,-4.329999999999927,pattern
-1,2026-01-14 10:06:00+00:00,4631.84,4661.84,4591.73,2026-01-14 10:58:00+00:00,17,0,0.647548258304596,0.35245174169540405,40.0,30.0,15,reversal_fvg_short,2026-01-14 10:58:00+00:00,4632.78,timeout,-0.9399999999995998,pattern
-1,2026-01-14 21:52:00+00:00,4625.17,4655.17,4585.17,2026-01-14 22:07:00+00:00,0,0,0.6375125646591187,0.36248743534088135,40.0,30.0,15,reversal_fvg_short,2026-01-14 23:01:00+00:00,4626.9,timeout,-1.7299999999995634,pattern
-1,2026-01-15 03:15:00+00:00,4591.04,4621.04,4547.44,2026-01-15 03:47:00+00:00,3,0,0.638759434223175,0.36124056577682495,40.0,30.0,15,reversal_fvg_short,2026-01-15 03:47:00+00:00,4593.05,timeout,-2.0100000000002183,pattern
-1,2026-01-21 14:12:00+00:00,4845.92,4875.92,4783.14,2026-01-21 16:15:00+00:00,25,0,0.7278268933296204,0.27217310667037964,40.0,30.0,30,downtrend_retrace,2026-01-21 16:15:00+00:00,4852.17,timeout,-6.25,pattern
1,2026-01-27 19:58:00+00:00,5099.34,5079.34,5139.34,2026-01-27 20:13:00+00:00,0,0,0.9852188229560852,0.9852188229560852,40.0,20.0,15,breakthrough_long,2026-01-27 20:11:00+00:00,5139.34,target_hit,40.0,pattern
1,2026-01-27 21:39:00+00:00,5180.85,5165.85,5209.76,2026-01-27 22:05:00+00:00,12,0,0.6008421778678894,0.6008421778678894,20.0,15.0,15,reversal_fvg_long,2026-01-27 23:01:00+00:00,5175.63,timeout,-5.220000000000255,pattern
1,2026-01-28 01:46:00+00:00,5220.26,5205.26,5243.92,2026-01-28 02:10:00+00:00,10,0,0.6097973585128784,0.6097973585128784,20.0,15.0,15,reversal_fvg_long,2026-01-28 01:59:00+00:00,5205.26,stop_loss,-15.0,pattern
1,2026-01-28 02:28:00+00:00,5220.06,5205.06,5249.61,2026-01-28 02:57:00+00:00,14,0,0.5875964760780334,0.5875964760780334,20.0,15.0,15,reversal_fvg_long,2026-01-28 02:57:00+00:00,5229.95,timeout,9.889999999999418,pattern
1,2026-01-28 05:42:00+00:00,5266.29,5251.29,5286.29,2026-01-28 05:58:00+00:00,2,0,0.7161465287208557,0.7161465287208557,20.0,15.0,15,reversal_fvg_long,2026-01-28 05:58:00+00:00,5262.39,timeout,-3.899999999999636,pattern
1,2026-01-28 08:01:00+00:00,5290.21,5275.21,5318.06,2026-01-28 08:25:00+00:00,10,0,0.7414271831512451,0.7414271831512451,20.0,15.0,15,reversal_fvg_long,2026-01-28 08:25:00+00:00,5295.18,timeout,4.970000000000255,pattern
1,2026-01-28 08:31:00+00:00,5300.87,5285.87,5330.92,2026-01-28 08:52:00+00:00,7,0,0.7125948667526245,0.7125948667526245,20.0,15.0,15,reversal_fvg_long,2026-01-28 08:45:00+00:00,5285.87,stop_loss,-15.0,pattern
1,2026-01-28 21:49:00+00:00,5400.83,5380.83,5457.32,2026-01-28 22:12:00+00:00,7,0,0.986814022064209,0.986814022064209,40.0,20.0,15,breakthrough_long,2026-01-28 23:01:00+00:00,5450.9,timeout,50.06999999999971,pattern
1,2026-01-28 23:03:00+00:00,5442.64,5422.64,5492.44,2026-01-28 23:24:00+00:00,3,0,0.9955322742462158,0.9955322742462158,40.0,20.0,15,breakthrough_long,2026-01-28 23:19:00+00:00,5492.44,target_hit,49.79999999999927,pattern
1,2026-01-28 23:25:00+00:00,5484.57,5464.57,5551.47,2026-01-28 23:50:00+00:00,5,0,0.9911432266235352,0.9911432266235352,40.0,20.0,15,breakthrough_long,2026-01-28 23:38:00+00:00,5551.47,target_hit,66.90000000000055,pattern
1,2026-01-29 00:19:00+00:00,5487.01,5472.01,5507.01,2026-01-29 00:34:00+00:00,0,0,0.5808440446853638,0.5808440446853638,20.0,15.0,15,uptrend_retrace,2026-01-29 00:20:00+00:00,5472.01,stop_loss,-15.0,pattern
1,2026-01-29 01:05:00+00:00,5468.83,5453.83,5499.64,2026-01-29 01:22:00+00:00,3,0,0.6205884218215942,0.6205884218215942,20.0,15.0,15,uptrend_retrace,2026-01-29 01:09:00+00:00,5453.83,stop_loss,-15.0,pattern
1,2026-01-29 01:15:00+00:00,5480.12,5465.12,5513.98,2026-01-29 01:36:00+00:00,4,0,0.6092023849487305,0.6092023849487305,20.0,15.0,15,uptrend_retrace,2026-01-29 01:24:00+00:00,5513.98,target_hit,33.85999999999967,pattern
-1,2026-01-29 07:29:00+00:00,5538.21,5568.21,5498.21,2026-01-29 07:44:00+00:00,0,0,0.6344939470291138,0.36550605297088623,40.0,30.0,15,downtrend_retrace,2026-01-29 07:44:00+00:00,5549.54,timeout,-11.329999999999927,pattern
-1,2026-01-29 08:06:00+00:00,5527.63,5557.63,5487.63,2026-01-29 08:24:00+00:00,1,0,0.6816641092300415,0.3183358907699585,40.0,30.0,15,downtrend_retrace,2026-01-29 08:24:00+00:00,5530.5,timeout,-2.869999999999891,pattern
1,2026-01-29 20:49:00+00:00,5364.35,5344.35,5404.35,2026-01-29 21:04:00+00:00,0,0,0.9892938137054443,0.9892938137054443,40.0,20.0,15,breakthrough_long,2026-01-29 20:57:00+00:00,5404.35,target_hit,40.0,pattern
1,2026-01-30 01:17:00+00:00,5329.86,5314.86,5349.86,2026-01-30 01:32:00+00:00,0,0,0.6568850874900818,0.6568850874900818,20.0,15.0,15,uptrend_retrace,2026-01-30 01:23:00+00:00,5349.86,target_hit,20.0,pattern
1,2026-01-30 02:25:00+00:00,5163.5,5148.5,5183.5,2026-01-30 02:40:00+00:00,0,0,0.5687984824180603,0.5687984824180603,20.0,15.0,15,uptrend_retrace,2026-01-30 02:25:00+00:00,5183.5,target_hit,20.0,pattern
1,2026-01-30 02:32:00+00:00,5145.0,5130.0,5187.5,2026-01-30 02:48:00+00:00,2,0,0.6165390610694885,0.6165390610694885,20.0,15.0,15,uptrend_retrace,2026-01-30 02:36:00+00:00,5187.5,target_hit,42.5,pattern
1,2026-01-30 08:38:00+00:00,5084.98,5069.98,5137.75,2026-01-30 09:22:00+00:00,12,0,0.715117335319519,0.715117335319519,20.0,15.0,15,uptrend_retrace,2026-01-30 09:08:00+00:00,5069.98,stop_loss,-15.0,pattern
1,2026-01-30 09:16:00+00:00,5047.75,5032.75,5088.35,2026-01-30 09:41:00+00:00,6,0,0.833699107170105,0.833699107170105,20.0,15.0,15,uptrend_retrace,2026-01-30 09:28:00+00:00,5032.75,stop_loss,-15.0,pattern
1,2026-01-30 09:32:00+00:00,5055.99,5040.99,5082.1,2026-01-30 09:48:00+00:00,2,0,0.9077113270759583,0.9077113270759583,20.0,15.0,15,uptrend_retrace,2026-01-30 09:38:00+00:00,5040.99,stop_loss,-15.0,pattern
1,2026-01-30 09:48:00+00:00,4991.55,4976.55,5011.55,2026-01-30 10:03:00+00:00,1,0,0.8598280549049377,0.8598280549049377,20.0,15.0,15,uptrend_retrace,2026-01-30 09:49:00+00:00,4976.55,stop_loss,-15.0,pattern
1,2026-01-30 09:50:00+00:00,4982.69,4967.69,5002.69,2026-01-30 10:05:00+00:00,0,0,0.8204291462898254,0.8204291462898254,20.0,15.0,15,uptrend_retrace,2026-01-30 09:50:00+00:00,4967.69,stop_loss,-15.0,pattern
1,2026-01-30 09:53:00+00:00,4985.34,4970.34,5008.2,2026-01-30 10:09:00+00:00,2,0,0.9116067290306091,0.9116067290306091,20.0,15.0,15,uptrend_retrace,2026-01-30 09:57:00+00:00,5008.2,target_hit,22.859999999999673,pattern
1,2026-01-30 09:59:00+00:00,5009.3,4994.3,5033.94,2026-01-30 10:14:00+00:00,1,0,0.7275198698043823,0.7275198698043823,20.0,15.0,15,uptrend_retrace,2026-01-30 10:00:00+00:00,5033.94,target_hit,24.639999999999418,pattern
1,2026-01-30 13:25:00+00:00,5026.25,5011.25,5052.2,2026-01-30 13:42:00+00:00,3,0,0.6089168787002563,0.6089168787002563,20.0,15.0,15,uptrend_retrace,2026-01-30 13:31:00+00:00,5011.25,stop_loss,-15.0,pattern
1,2026-01-30 13:37:00+00:00,5032.5,5017.5,5058.31,2026-01-30 14:01:00+00:00,4,0,0.7976653575897217,0.7976653575897217,20.0,15.0,15,uptrend_retrace,2026-01-30 13:47:00+00:00,5017.5,stop_loss,-15.0,pattern
1,2026-01-30 13:48:00+00:00,5006.94,4991.94,5037.98,2026-01-30 14:07:00+00:00,5,0,0.9144055843353271,0.9144055843353271,20.0,15.0,15,uptrend_retrace,2026-01-30 14:01:00+00:00,5037.98,target_hit,31.039999999999964,pattern
1,2026-01-30 15:08:00+00:00,5013.55,4998.55,5033.55,2026-01-30 15:23:00+00:00,0,0,0.5872164368629456,0.5872164368629456,20.0,15.0,15,uptrend_retrace,2026-01-30 15:08:00+00:00,4998.55,stop_loss,-15.0,pattern
1,2026-01-30 15:11:00+00:00,5011.85,4996.85,5031.85,2026-01-30 15:26:00+00:00,0,0,0.8602694869041443,0.8602694869041443,20.0,15.0,15,uptrend_retrace,2026-01-30 15:11:00+00:00,5031.85,target_hit,20.0,pattern
1,2026-01-30 15:12:00+00:00,5036.5,5021.5,5056.52,2026-01-30 15:29:00+00:00,3,0,0.7046741843223572,0.7046741843223572,20.0,15.0,15,uptrend_retrace,2026-01-30 15:18:00+00:00,5056.52,target_hit,20.020000000000437,pattern
1,2026-02-01 23:06:00+00:00,4820.3,4805.3,4843.37,2026-02-01 23:24:00+00:00,4,0,0.6488005518913269,0.6488005518913269,20.0,15.0,15,uptrend_retrace,2026-02-01 23:10:00+00:00,4805.3,stop_loss,-15.0,pattern
1,2026-02-01 23:26:00+00:00,4737.45,4722.45,4761.8,2026-02-01 23:42:00+00:00,2,0,0.7263997197151184,0.7263997197151184,20.0,15.0,15,uptrend_retrace,2026-02-01 23:28:00+00:00,4722.45,stop_loss,-15.0,pattern
1,2026-02-01 23:29:00+00:00,4726.5,4711.5,4798.35,2026-02-02 00:14:00+00:00,28,0,0.7483652830123901,0.7483652830123901,20.0,15.0,15,uptrend_retrace,2026-02-02 00:08:00+00:00,4798.35,target_hit,71.85000000000036,pattern
1,2026-02-02 01:01:00+00:00,4738.2,4723.2,4758.2,2026-02-02 01:16:00+00:00,0,0,0.683495819568634,0.683495819568634,20.0,15.0,15,uptrend_retrace,2026-02-02 01:01:00+00:00,4758.2,target_hit,20.0,pattern
1,2026-02-02 01:02:00+00:00,4749.06,4734.06,4769.06,2026-02-02 01:17:00+00:00,0,0,0.6238324642181396,0.6238324642181396,20.0,15.0,15,uptrend_retrace,2026-02-02 01:02:00+00:00,4769.06,target_hit,20.0,pattern
1,2026-02-02 01:04:00+00:00,4773.6,4758.6,4793.6,2026-02-02 01:19:00+00:00,0,0,0.6980093717575073,0.6980093717575073,20.0,15.0,15,uptrend_retrace,2026-02-02 01:04:00+00:00,4758.6,stop_loss,-15.0,pattern
1,2026-02-02 01:05:00+00:00,4756.63,4741.63,4783.2,2026-02-02 01:20:00+00:00,1,0,0.789114236831665,0.789114236831665,20.0,15.0,15,uptrend_retrace,2026-02-02 01:06:00+00:00,4741.63,stop_loss,-15.0,pattern
1,2026-02-02 01:07:00+00:00,4750.43,4735.43,4770.43,2026-02-02 01:22:00+00:00,0,0,0.8865019679069519,0.8865019679069519,20.0,15.0,15,uptrend_retrace,2026-02-02 01:07:00+00:00,4735.43,stop_loss,-15.0,pattern
1,2026-02-02 01:08:00+00:00,4702.35,4687.35,4734.01,2026-02-02 01:23:00+00:00,1,0,0.6873803734779358,0.6873803734779358,20.0,15.0,15,reversal_fvg_long,2026-02-02 01:09:00+00:00,4687.35,stop_loss,-15.0,pattern
1,2026-02-02 01:10:00+00:00,4656.0,4641.0,4676.0,2026-02-02 01:25:00+00:00,0,0,0.705540120601654,0.705540120601654,20.0,15.0,15,reversal_fvg_long,2026-02-02 01:10:00+00:00,4641.0,stop_loss,-15.0,pattern
1,2026-02-02 01:21:00+00:00,4703.19,4688.19,4723.19,2026-02-02 01:36:00+00:00,0,0,0.8611533641815186,0.8611533641815186,20.0,15.0,15,uptrend_retrace,2026-02-02 01:21:00+00:00,4688.19,stop_loss,-15.0,pattern
1,2026-02-02 01:22:00+00:00,4692.0,4677.0,4712.0,2026-02-02 01:37:00+00:00,1,0,0.8505153059959412,0.8505153059959412,20.0,15.0,15,uptrend_retrace,2026-02-02 01:23:00+00:00,4677.0,stop_loss,-15.0,pattern
1,2026-02-02 01:24:00+00:00,4648.8,4633.8,4668.8,2026-02-02 01:39:00+00:00,0,0,0.6728557348251343,0.6728557348251343,20.0,15.0,15,uptrend_retrace,2026-02-02 01:24:00+00:00,4668.8,target_hit,20.0,pattern
1,2026-02-02 01:25:00+00:00,4675.23,4660.23,4695.23,2026-02-02 01:40:00+00:00,0,0,0.8531800508499146,0.8531800508499146,20.0,15.0,15,uptrend_retrace,2026-02-02 01:25:00+00:00,4660.23,stop_loss,-15.0,pattern
1,2026-02-02 01:26:00+00:00,4662.08,4647.08,4682.08,2026-02-02 01:41:00+00:00,0,0,0.8128112554550171,0.8128112554550171,20.0,15.0,15,uptrend_retrace,2026-02-02 01:26:00+00:00,4682.08,target_hit,20.0,pattern
1,2026-02-02 01:27:00+00:00,4690.37,4675.37,4723.71,2026-02-02 01:44:00+00:00,3,0,0.8416996598243713,0.8416996598243713,20.0,15.0,15,uptrend_retrace,2026-02-02 01:30:00+00:00,4675.37,stop_loss,-15.0,pattern
1,2026-02-02 01:31:00+00:00,4677.42,4662.42,4764.65,2026-02-02 02:45:00+00:00,58,0,0.8823040127754211,0.8823040127754211,20.0,15.0,15,uptrend_retrace,2026-02-02 02:32:00+00:00,4764.65,target_hit,87.22999999999956,pattern
1,2026-02-02 04:02:00+00:00,4620.35,4605.35,4640.35,2026-02-02 04:18:00+00:00,2,0,0.8608892560005188,0.8608892560005188,20.0,15.0,15,uptrend_retrace,2026-02-02 04:05:00+00:00,4605.35,stop_loss,-15.0,pattern
1,2026-02-02 04:06:00+00:00,4619.46,4604.46,4692.45,2026-02-02 04:32:00+00:00,11,0,0.8133932948112488,0.8133932948112488,20.0,15.0,15,uptrend_retrace,2026-02-02 04:19:00+00:00,4692.45,target_hit,72.98999999999978,pattern
1,2026-02-02 04:22:00+00:00,4683.84,4668.84,4711.1,2026-02-02 04:53:00+00:00,16,0,0.6122861504554749,0.6122861504554749,20.0,15.0,15,uptrend_retrace,2026-02-02 04:39:00+00:00,4668.84,stop_loss,-15.0,pattern
1,2026-02-02 04:40:00+00:00,4668.05,4653.05,4698.0,2026-02-02 04:57:00+00:00,3,0,0.7485918998718262,0.7485918998718262,20.0,15.0,15,uptrend_retrace,2026-02-02 04:45:00+00:00,4698.0,target_hit,29.949999999999818,pattern
1,2026-02-02 06:01:00+00:00,4569.62,4554.62,4589.62,2026-02-02 06:16:00+00:00,1,0,0.7170506119728088,0.7170506119728088,20.0,15.0,15,uptrend_retrace,2026-02-02 06:02:00+00:00,4554.62,stop_loss,-15.0,pattern
1,2026-02-02 06:03:00+00:00,4553.3,4538.3,4583.9,2026-02-02 06:20:00+00:00,3,0,0.8306879997253418,0.8306879997253418,20.0,15.0,15,uptrend_retrace,2026-02-02 06:06:00+00:00,4538.3,stop_loss,-15.0,pattern
1,2026-02-02 06:07:00+00:00,4536.96,4521.96,4556.96,2026-02-02 06:22:00+00:00,0,0,0.916894793510437,0.916894793510437,20.0,15.0,15,uptrend_retrace,2026-02-02 06:08:00+00:00,4521.96,stop_loss,-15.0,pattern
1,2026-02-02 06:09:00+00:00,4535.65,4520.65,4555.65,2026-02-02 06:24:00+00:00,0,0,0.9137110710144043,0.9137110710144043,20.0,15.0,15,uptrend_retrace,2026-02-02 06:09:00+00:00,4555.65,target_hit,20.0,pattern
1,2026-02-02 06:10:00+00:00,4551.85,4536.85,4576.95,2026-02-02 06:27:00+00:00,3,0,0.7666813731193542,0.7666813731193542,20.0,15.0,15,uptrend_retrace,2026-02-02 06:13:00+00:00,4536.85,stop_loss,-15.0,pattern
1,2026-02-02 06:14:00+00:00,4534.8,4519.8,4564.35,2026-02-02 06:31:00+00:00,3,0,0.8655296564102173,0.8655296564102173,20.0,15.0,15,uptrend_retrace,2026-02-02 06:17:00+00:00,4519.8,stop_loss,-15.0,pattern
1,2026-02-02 06:20:00+00:00,4531.19,4516.19,4551.19,2026-02-02 06:35:00+00:00,0,0,0.8512014150619507,0.8512014150619507,20.0,15.0,15,uptrend_retrace,2026-02-02 06:20:00+00:00,4516.19,stop_loss,-15.0,pattern
-1,2026-02-02 06:21:00+00:00,4507.67,4537.67,4412.65,2026-02-02 06:42:00+00:00,6,0,0.9427287578582764,0.05727124214172363,40.0,30.0,15,reversal_fvg_short,2026-02-02 06:38:00+00:00,4412.65,target_hit,95.02000000000044,pattern
1,2026-02-02 06:43:00+00:00,4440.92,4425.92,4504.79,2026-02-02 07:09:00+00:00,11,0,0.7013372182846069,0.7013372182846069,20.0,15.0,15,uptrend_retrace,2026-02-02 06:56:00+00:00,4504.79,target_hit,63.86999999999989,pattern
1,2026-02-02 07:01:00+00:00,4506.75,4491.75,4526.75,2026-02-02 07:16:00+00:00,0,0,0.5577447414398193,0.5577447414398193,20.0,15.0,15,uptrend_retrace,2026-02-02 07:02:00+00:00,4526.75,target_hit,20.0,pattern
1,2026-02-02 07:17:00+00:00,4536.69,4521.69,4568.75,2026-02-02 07:39:00+00:00,7,0,0.7283527255058289,0.7283527255058289,20.0,15.0,15,uptrend_retrace,2026-02-02 07:25:00+00:00,4568.75,target_hit,32.0600000000004,pattern
1,2026-02-02 07:27:00+00:00,4571.35,4556.35,4592.56,2026-02-02 07:43:00+00:00,2,0,0.5707196593284607,0.5707196593284607,20.0,15.0,15,uptrend_retrace,2026-02-02 07:29:00+00:00,4556.35,stop_loss,-15.0,pattern
1,2026-02-02 07:30:00+00:00,4562.79,4547.79,4582.79,2026-02-02 07:45:00+00:00,1,0,0.7470102906227112,0.7470102906227112,20.0,15.0,15,uptrend_retrace,2026-02-02 07:31:00+00:00,4547.79,stop_loss,-15.0,pattern
1,2026-02-02 07:32:00+00:00,4538.9,4523.9,4566.36,2026-02-02 07:51:00+00:00,5,0,0.7166930437088013,0.7166930437088013,20.0,15.0,15,uptrend_retrace,2026-02-02 07:37:00+00:00,4566.36,target_hit,27.460000000000036,pattern
1,2026-02-02 07:39:00+00:00,4562.1,4547.1,4588.3,2026-02-02 07:54:00+00:00,1,0,0.5634593367576599,0.5634593367576599,20.0,15.0,15,uptrend_retrace,2026-02-02 07:41:00+00:00,4588.3,target_hit,26.199999999999818,pattern
1,2026-02-02 07:43:00+00:00,4572.17,4557.17,4592.17,2026-02-02 07:58:00+00:00,1,0,0.6425354480743408,0.6425354480743408,20.0,15.0,15,uptrend_retrace,2026-02-02 07:45:00+00:00,4592.17,target_hit,20.0,pattern
1,2026-02-02 08:01:00+00:00,4577.44,4562.44,4624.3,2026-02-02 08:23:00+00:00,8,0,0.9167602062225342,0.9167602062225342,20.0,15.0,15,uptrend_retrace,2026-02-02 08:09:00+00:00,4624.3,target_hit,46.86000000000058,pattern
1,2026-02-02 08:13:00+00:00,4611.0,4596.0,4642.35,2026-02-02 08:33:00+00:00,6,0,0.7684329748153687,0.7684329748153687,20.0,15.0,15,uptrend_retrace,2026-02-02 08:20:00+00:00,4642.35,target_hit,31.350000000000364,pattern
1,2026-02-02 08:26:00+00:00,4630.77,4615.77,4654.8,2026-02-02 08:49:00+00:00,4,0,0.594697892665863,0.594697892665863,20.0,15.0,15,uptrend_retrace,2026-02-02 08:36:00+00:00,4615.77,stop_loss,-15.0,pattern
1,2026-02-02 08:38:00+00:00,4617.97,4602.97,4656.9,2026-02-02 09:00:00+00:00,5,0,0.5982638597488403,0.5982638597488403,20.0,15.0,15,uptrend_retrace,2026-02-02 09:00:00+00:00,4638.8,timeout,20.829999999999927,pattern
1,2026-02-02 10:01:00+00:00,4722.57,4707.57,4743.32,2026-02-02 10:16:00+00:00,1,0,0.835151731967926,0.835151731967926,20.0,15.0,15,reversal_fvg_long,2026-02-02 10:08:00+00:00,4707.57,stop_loss,-15.0,pattern
1,2026-02-02 10:14:00+00:00,4724.75,4709.75,4749.9,2026-02-02 10:29:00+00:00,1,0,0.7741446495056152,0.7741446495056152,20.0,15.0,15,reversal_fvg_long,2026-02-02 10:20:00+00:00,4709.75,stop_loss,-15.0,pattern
1,2026-02-02 10:24:00+00:00,4689.05,4674.05,4711.16,2026-02-02 10:40:00+00:00,2,0,0.5761998891830444,0.5761998891830444,20.0,15.0,15,uptrend_retrace,2026-02-02 10:27:00+00:00,4674.05,stop_loss,-15.0,pattern
1,2026-02-02 17:34:00+00:00,4686.23,4671.23,4706.23,2026-02-02 17:50:00+00:00,1,0,0.59589684009552,0.59589684009552,20.0,15.0,15,uptrend_retrace,2026-02-02 17:36:00+00:00,4671.23,stop_loss,-15.0,pattern
1,2026-02-02 19:03:00+00:00,4645.52,4630.52,4681.21,2026-02-02 19:54:00+00:00,29,0,0.6529937386512756,0.6529937386512756,20.0,15.0,15,uptrend_retrace,2026-02-02 19:40:00+00:00,4681.21,target_hit,35.6899999999996,pattern
1,2026-02-02 19:43:00+00:00,4692.69,4677.69,4712.69,2026-02-02 19:58:00+00:00,0,0,0.6434680223464966,0.6434680223464966,20.0,15.0,15,uptrend_retrace,2026-02-02 19:51:00+00:00,4712.69,target_hit,20.0,pattern
1,2026-02-02 21:01:00+00:00,4659.73,4644.73,4679.73,2026-02-02 21:16:00+00:00,0,0,0.5651931762695312,0.5651931762695312,20.0,15.0,15,uptrend_retrace,2026-02-02 21:02:00+00:00,4644.73,stop_loss,-15.0,pattern
1,2026-02-02 21:12:00+00:00,4669.05,4654.05,4701.03,2026-02-02 22:05:00+00:00,32,0,0.7304075360298157,0.7304075360298157,20.0,15.0,15,uptrend_retrace,2026-02-02 21:51:00+00:00,4654.05,stop_loss,-15.0,pattern
1,2026-02-02 21:55:00+00:00,4664.77,4649.77,4684.77,2026-02-02 22:14:00+00:00,5,0,0.6918532848358154,0.6918532848358154,20.0,15.0,15,uptrend_retrace,2026-02-02 23:01:00+00:00,4684.77,target_hit,20.0,pattern
1,2026-02-02 23:30:00+00:00,4738.07,4723.07,4758.07,2026-02-02 23:45:00+00:00,1,0,0.622027575969696,0.622027575969696,20.0,15.0,15,uptrend_retrace,2026-02-02 23:31:00+00:00,4723.07,stop_loss,-15.0,pattern
1,2026-02-02 23:32:00+00:00,4725.81,4710.81,4770.45,2026-02-03 00:03:00+00:00,15,0,0.6861445307731628,0.6861445307731628,20.0,15.0,15,uptrend_retrace,2026-02-02 23:52:00+00:00,4770.45,target_hit,44.63999999999942,pattern
1,2026-02-03 01:01:00+00:00,4783.87,4768.87,4803.87,2026-02-03 01:16:00+00:00,0,0,0.617682695388794,0.617682695388794,20.0,15.0,15,uptrend_retrace,2026-02-03 01:01:00+00:00,4768.87,stop_loss,-15.0,pattern
1,2026-02-03 01:02:00+00:00,4781.95,4766.95,4801.95,2026-02-03 01:17:00+00:00,0,0,0.6649572849273682,0.6649572849273682,20.0,15.0,15,uptrend_retrace,2026-02-03 01:02:00+00:00,4801.95,target_hit,20.0,pattern
1,2026-02-03 01:13:00+00:00,4822.58,4807.58,4874.33,2026-02-03 01:44:00+00:00,14,0,0.7327404618263245,0.7327404618263245,20.0,15.0,15,reversal_fvg_long,2026-02-03 01:44:00+00:00,4845.63,timeout,23.050000000000182,pattern
1,2026-02-03 02:27:00+00:00,4765.52,4750.52,4801.76,2026-02-03 02:57:00+00:00,13,0,0.6194638013839722,0.6194638013839722,20.0,15.0,15,uptrend_retrace,2026-02-03 02:45:00+00:00,4750.52,stop_loss,-15.0,pattern
1,2026-02-03 02:48:00+00:00,4757.13,4742.13,4790.71,2026-02-03 03:09:00+00:00,5,0,0.6374262571334839,0.6374262571334839,20.0,15.0,15,uptrend_retrace,2026-02-03 03:04:00+00:00,4790.71,target_hit,33.57999999999993,pattern
1,2026-02-03 03:11:00+00:00,4769.0,4754.0,4797.27,2026-02-03 03:40:00+00:00,14,0,0.5628581643104553,0.5628581643104553,20.0,15.0,15,uptrend_retrace,2026-02-03 03:26:00+00:00,4754.0,stop_loss,-15.0,pattern
1,2026-02-03 03:28:00+00:00,4763.7,4748.7,4800.27,2026-02-03 03:45:00+00:00,3,0,0.6522892117500305,0.6522892117500305,20.0,15.0,15,uptrend_retrace,2026-02-03 03:38:00+00:00,4800.27,target_hit,36.57000000000062,pattern
1,2026-02-03 08:06:00+00:00,4901.77,4886.77,4929.35,2026-02-03 08:22:00+00:00,2,0,0.6041978597640991,0.6041978597640991,20.0,15.0,15,uptrend_retrace,2026-02-03 08:12:00+00:00,4929.35,target_hit,27.579999999999927,pattern
1,2026-02-03 08:13:00+00:00,4932.12,4917.12,4960.19,2026-02-03 08:58:00+00:00,25,0,0.7646967172622681,0.7646967172622681,20.0,15.0,15,reversal_fvg_long,2026-02-03 08:58:00+00:00,4918.63,timeout,-13.489999999999782,pattern
1,2026-02-03 09:28:00+00:00,4895.69,4880.69,4915.69,2026-02-03 09:45:00+00:00,3,0,0.7097756862640381,0.7097756862640381,20.0,15.0,15,uptrend_retrace,2026-02-03 09:39:00+00:00,4915.69,target_hit,20.0,pattern
1,2026-02-03 09:58:00+00:00,4915.95,4900.95,4935.95,2026-02-03 10:13:00+00:00,0,0,0.5933747291564941,0.5933747291564941,20.0,15.0,15,uptrend_retrace,2026-02-03 10:13:00+00:00,4927.18,timeout,11.230000000000473,pattern
1,2026-02-03 13:20:00+00:00,4918.67,4903.67,4944.15,2026-02-03 13:39:00+00:00,5,0,0.5577728748321533,0.5577728748321533,20.0,15.0,15,uptrend_retrace,2026-02-03 13:39:00+00:00,4930.49,timeout,11.819999999999709,pattern
1,2026-02-03 15:02:00+00:00,4914.69,4899.69,4944.06,2026-02-03 15:22:00+00:00,5,0,0.6054478883743286,0.6054478883743286,20.0,15.0,15,uptrend_retrace,2026-02-03 15:11:00+00:00,4944.06,target_hit,29.3700000000008,pattern
-1,2026-02-03 19:01:00+00:00,4902.62,4932.62,4846.31,2026-02-03 19:23:00+00:00,2,0,0.648064136505127,0.35193586349487305,40.0,30.0,15,reversal_fvg_short,2026-02-03 19:23:00+00:00,4927.4,timeout,-24.779999999999745,pattern
1,2026-02-03 19:25:00+00:00,4924.1,4909.1,4967.6,2026-02-03 20:06:00+00:00,21,0,0.562605619430542,0.562605619430542,20.0,15.0,15,uptrend_retrace,2026-02-03 20:03:00+00:00,4909.1,stop_loss,-15.0,pattern
