min_volume,model,prob,signals,trades,wr,net,avg,mech_net,mech_trades,elapsed_s
200.0,logreg,0.5,317,204,41.2,819.9,4.02,1019.4,572,9.3
200.0,et,0.5,243,171,44.4,753.7,4.41,1019.4,572,10.3
200.0,lgb,0.5,200,155,43.9,696.3,4.49,1019.4,572,11.1
200.0,gbc,0.55,139,113,46.9,668.6,5.92,1019.4,572,17.3
200.0,xgb,0.5,184,144,43.8,459.2,3.19,1019.4,572,10.6
200.0,mlp,0.5,77,65,36.9,456.5,7.02,1019.4,572,9.5
200.0,ens,0.5,177,139,43.9,366.6,2.64,1019.4,572,12.0
200.0,hgb,0.7,79,65,49.2,345.7,5.32,1019.4,572,13.1
200.0,rf,0.52,112,85,43.5,226.5,2.66,1019.4,572,10.5
