entry_time,entry_price,stop,target,timeout,target_updates,stop_updates,s1_prob,s2_prob,tp,sl,horizon,exit_time,exit_price,exit_reason,pnl,side
2026-02-04 19:06:00+00:00,4923.87,4948.87,4893.87,2026-02-04 19:38:00+00:00,2,0,0.8182770609855652,0.21585209667682648,30.0,25.0,30,2026-02-04 19:15:00+00:00,4948.87,stop_loss,-25.0,down
2026-02-04 19:17:00+00:00,4942.25,4917.25,4983.79,2026-02-04 20:41:00+00:00,7,0,0.6487913131713867,0.6998917460441589,30.0,25.0,30,2026-02-04 20:30:00+00:00,4917.25,stop_loss,-25.0,up
2026-02-04 20:49:00+00:00,4940.42,4915.42,4975.48,2026-02-04 21:20:00+00:00,1,0,0.7469978928565979,0.6034371852874756,30.0,25.0,30,2026-02-04 21:20:00+00:00,4951.08,timeout,10.659999999999854,up
2026-02-05 01:13:00+00:00,4978.67,5003.67,4915.13,2026-02-05 01:52:00+00:00,6,0,0.7213667035102844,0.1712501347064972,30.0,25.0,30,2026-02-05 01:25:00+00:00,4943.71,reverse_signal,34.960000000000036,down
2026-02-05 01:26:00+00:00,4943.64,4918.64,4973.64,2026-02-05 01:56:00+00:00,0,0,0.9190826416015625,0.5728159546852112,30.0,25.0,30,2026-02-05 01:35:00+00:00,4973.64,target_hit,30.0,up
2026-02-05 01:36:00+00:00,4977.25,5002.25,4878.6,2026-02-05 02:45:00+00:00,10,0,0.7983371019363403,0.03920989856123924,30.0,25.0,30,2026-02-05 02:16:00+00:00,4898.1,reverse_signal,79.14999999999964,down
2026-02-05 02:17:00+00:00,4898.55,4873.55,4928.55,2026-02-05 02:47:00+00:00,0,0,0.9035900831222534,0.5596193075180054,30.0,25.0,30,2026-02-05 02:22:00+00:00,4928.55,target_hit,30.0,up
2026-02-05 02:36:00+00:00,4926.75,4951.75,4846.0,2026-02-05 03:15:00+00:00,3,0,0.923899233341217,0.06467660516500473,30.0,25.0,30,2026-02-05 02:47:00+00:00,4846.0,target_hit,80.75,down
2026-02-05 02:48:00+00:00,4842.15,4817.15,4882.98,2026-02-05 03:20:00+00:00,3,0,0.8323216438293457,0.6310056447982788,30.0,25.0,30,2026-02-05 02:51:00+00:00,4817.15,stop_loss,-25.0,up
2026-02-05 02:52:00+00:00,4816.0,4791.0,4875.65,2026-02-05 03:24:00+00:00,2,0,0.7269530296325684,0.9045373797416687,30.0,25.0,30,2026-02-05 03:00:00+00:00,4791.0,stop_loss,-25.0,up
2026-02-05 03:01:00+00:00,4795.7,4770.7,4835.67,2026-02-05 03:31:00+00:00,1,0,0.7449493408203125,0.6971992254257202,30.0,25.0,30,2026-02-05 03:03:00+00:00,4835.67,target_hit,39.970000000000255,up
2026-02-05 03:04:00+00:00,4833.17,4808.17,4884.85,2026-02-05 03:40:00+00:00,2,0,0.8254140615463257,0.8961042761802673,30.0,25.0,30,2026-02-05 03:21:00+00:00,4884.85,target_hit,51.68000000000029,up
2026-02-05 03:22:00+00:00,4880.15,4905.15,4850.15,2026-02-05 03:52:00+00:00,0,0,0.8655405640602112,0.3398216664791107,30.0,25.0,30,2026-02-05 03:30:00+00:00,4850.15,target_hit,30.0,down
2026-02-05 05:31:00+00:00,4854.33,4879.33,4804.83,2026-02-05 06:03:00+00:00,2,0,0.5981398224830627,0.19723057746887207,30.0,25.0,30,2026-02-05 05:43:00+00:00,4879.33,stop_loss,-25.0,down
2026-02-05 05:44:00+00:00,4886.79,4911.79,4856.79,2026-02-05 06:16:00+00:00,1,0,0.8789107203483582,0.1843968778848648,30.0,25.0,30,2026-02-05 06:08:00+00:00,4911.79,stop_loss,-25.0,down
2026-02-05 06:29:00+00:00,4929.17,4954.17,4899.17,2026-02-05 06:59:00+00:00,0,0,0.5809887051582336,0.14792074263095856,30.0,25.0,30,2026-02-05 06:55:00+00:00,4899.17,target_hit,30.0,down
2026-02-05 07:26:00+00:00,4931.01,4956.01,4901.01,2026-02-05 07:56:00+00:00,0,0,0.6009583473205566,0.23368169367313385,30.0,25.0,30,2026-02-05 07:41:00+00:00,4901.01,target_hit,30.0,down
2026-02-05 07:42:00+00:00,4901.02,4876.02,4931.02,2026-02-05 08:12:00+00:00,0,0,0.5046427249908447,0.6030665040016174,30.0,25.0,30,2026-02-05 08:11:00+00:00,4931.02,target_hit,30.0,up
2026-02-05 08:12:00+00:00,4936.54,4911.54,4966.54,2026-02-05 08:42:00+00:00,0,0,0.5055510997772217,0.66131192445755,30.0,25.0,30,2026-02-05 08:42:00+00:00,4920.47,timeout,-16.06999999999971,up
