h,tpx,slx,rr,pt,hr_mask,nt,pnl,wr,dd,n_cycles
240,0.8,0.2,4.0,0.35,2.1,13,262.0,61.5,-112.2,17
240,0.8,0.2,4.0,0.4,2.1,13,262.0,61.5,-112.2,17
480,0.8,0.15,5.33,0.3,6.1,55,260.1,27.3,-336.9,18
60,0.3,0.25,1.2,0.4,4.7,88,259.3,53.4,-217.2,22
240,0.5,0.15,3.33,0.5,6.9,73,259.0,31.5,-202.3,20
480,0.55,0.2,2.75,0.4,13.9,121,258.9,35.5,-391.2,20
240,0.6,0.15,4.0,0.35,4.2,50,257.7,34.0,-383.4,18
60,0.4,0.1,4.0,0.4,2.0,37,256.6,40.5,-87.3,18
480,0.4,0.35,1.14,0.45,28.4,190,255.7,46.3,-867.1,23
60,0.4,0.25,1.6,0.4,2.0,30,255.4,53.3,-82.3,18
240,0.5,0.12,4.17,0.3,6.9,119,255.4,26.9,-424.7,20
480,0.6,0.25,2.4,0.4,11.0,96,254.9,42.7,-480.5,18
480,0.45,0.35,1.29,0.4,21.7,181,254.9,47.5,-1052.6,23
60,0.35,0.15,2.33,0.5,3.0,33,254.9,48.5,-62.3,18
60,0.4,0.15,2.67,0.4,2.0,33,254.7,48.5,-99.6,18
480,0.8,0.25,3.2,0.5,6.1,34,252.9,38.2,-196.7,18
240,0.55,0.25,2.2,0.5,5.3,35,250.4,45.7,-172.3,18
480,0.55,0.25,2.2,0.4,13.9,111,249.4,39.6,-411.0,20
480,0.8,0.35,2.29,0.3,6.1,45,249.3,51.1,-366.9,18
240,0.7,0.2,3.5,0.45,2.9,24,248.6,45.8,-136.0,18
240,0.6,0.1,6.0,0.45,4.2,50,248.4,24.0,-352.5,18
60,0.35,0.12,2.92,0.5,3.0,36,247.8,44.4,-83.5,18
120,0.5,0.3,1.67,0.3,2.5,33,245.8,57.6,-273.4,18
240,0.5,0.12,4.17,0.5,6.9,84,245.7,26.2,-259.1,20
60,0.45,0.15,3.0,0.3,1.4,27,243.5,51.9,-91.5,18
120,0.5,0.2,2.5,0.35,2.5,35,243.4,45.7,-165.9,18
480,0.4,0.3,1.33,0.3,28.4,230,243.3,42.2,-869.8,23
120,0.5,0.2,2.5,0.4,2.5,29,242.9,48.3,-166.7,18
480,0.6,0.3,2.0,0.3,11.0,102,242.4,43.1,-556.4,18
60,0.35,0.25,1.4,0.4,3.0,45,242.4,57.8,-107.0,18
240,0.7,0.15,4.67,0.45,2.9,26,241.6,42.3,-140.6,18
480,0.55,0.1,5.5,0.5,13.9,146,241.5,19.9,-335.7,20
240,0.7,0.12,5.83,0.4,2.9,31,239.7,35.5,-208.6,18
60,0.35,0.3,1.17,0.5,3.0,32,239.4,53.1,-62.1,18
60,0.3,0.15,2.0,0.4,4.7,98,238.8,44.9,-218.8,22
240,0.7,0.12,5.83,0.3,2.9,34,238.7,38.2,-203.1,18
120,0.35,0.15,2.33,0.4,7.9,118,238.5,44.1,-147.5,23
60,0.35,0.1,3.5,0.5,3.0,38,238.5,42.1,-69.3,18
480,0.55,0.12,4.58,0.4,13.9,147,238.4,25.2,-363.0,20
60,0.3,0.12,2.5,0.4,4.7,104,237.9,37.5,-175.1,22
480,0.8,0.35,2.29,0.35,6.1,44,237.6,47.7,-245.4,18
480,0.55,0.2,2.75,0.3,13.9,145,236.3,33.8,-400.8,20
480,0.6,0.3,2.0,0.35,11.0,100,235.8,43.0,-476.3,18
60,0.35,0.2,1.75,0.5,3.0,33,235.5,51.5,-95.2,18
240,0.5,0.3,1.67,0.4,6.9,74,234.6,43.2,-415.6,20
240,0.6,0.3,2.0,0.4,4.2,43,234.6,46.5,-479.9,18
60,0.35,0.2,1.75,0.4,3.0,47,234.1,57.4,-103.9,18
240,0.4,0.25,1.6,0.3,13.5,172,233.9,43.6,-393.6,23
240,0.45,0.1,4.5,0.35,9.4,156,233.8,23.7,-297.6,23
240,0.6,0.12,5.0,0.45,4.2,44,233.4,29.5,-397.5,18
60,0.3,0.2,1.5,0.45,4.7,78,233.4,50.0,-217.5,22
60,0.4,0.3,1.33,0.4,2.0,30,233.1,53.3,-96.3,18
480,0.6,0.25,2.4,0.35,11.0,103,231.9,38.8,-464.0,18
120,0.35,0.25,1.4,0.3,7.9,136,231.7,52.2,-288.8,23
240,0.5,0.3,1.67,0.3,6.9,88,231.6,43.2,-473.3,20
240,0.5,0.25,2.0,0.45,6.9,68,231.5,42.6,-333.1,20
60,0.4,0.12,3.33,0.45,2.0,29,231.4,44.8,-93.3,18
60,0.4,0.25,1.6,0.45,2.0,24,230.7,50.0,-93.0,18
240,0.8,0.1,8.0,0.3,2.1,15,230.1,40.0,-121.5,17
120,0.4,0.25,1.6,0.35,5.5,99,230.1,51.5,-287.3,23
60,0.35,0.25,1.4,0.5,3.0,32,229.8,53.1,-80.7,18
480,0.55,0.2,2.75,0.45,13.9,116,228.5,35.3,-351.8,20
480,0.7,0.15,4.67,0.45,7.7,52,228.1,36.5,-193.4,18
480,0.7,0.1,7.0,0.45,7.7,62,226.1,27.4,-162.2,18
60,0.3,0.25,1.2,0.5,4.7,60,224.9,51.7,-147.5,22
120,0.5,0.2,2.5,0.45,2.5,26,224.5,50.0,-157.4,18
120,0.5,0.25,2.0,0.4,2.5,25,223.8,56.0,-251.4,18
480,0.8,0.2,4.0,0.5,6.1,36,223.5,36.1,-196.7,18
60,0.4,0.12,3.33,0.35,2.0,42,222.9,45.2,-80.0,18
60,0.35,0.12,2.92,0.4,3.0,52,222.8,48.1,-133.9,18
60,0.45,0.25,1.8,0.45,1.4,14,222.3,71.4,-82.6,18
480,0.8,0.3,2.67,0.5,6.1,33,220.3,42.4,-206.5,18
240,0.7,0.12,5.83,0.35,2.9,32,219.5,34.4,-231.4,18
480,0.7,0.15,4.67,0.3,7.7,69,218.6,33.3,-279.8,18
480,0.8,0.25,3.2,0.45,6.1,39,218.0,35.9,-196.7,18
60,0.4,0.12,3.33,0.3,2.0,47,216.3,44.7,-132.8,18
480,0.4,0.25,1.6,0.35,28.4,247,216.2,36.8,-847.7,23
60,0.4,0.1,4.0,0.35,2.0,43,216.2,39.5,-97.4,18
240,0.55,0.25,2.2,0.45,5.3,38,216.2,44.7,-129.1,18
60,0.35,0.1,3.5,0.4,3.0,53,216.1,43.4,-126.7,18
120,0.5,0.3,1.67,0.5,2.5,19,214.9,57.9,-118.0,18
240,0.4,0.3,1.33,0.3,13.5,166,213.9,46.4,-451.4,23
480,0.4,0.35,1.14,0.4,28.4,205,213.7,44.9,-871.7,23
60,0.3,0.25,1.2,0.45,4.7,76,212.6,52.6,-196.7,22
240,0.55,0.15,3.67,0.4,5.3,49,212.6,36.7,-293.7,18
240,0.55,0.35,1.57,0.5,5.3,35,212.2,45.7,-180.9,18
240,0.55,0.3,1.83,0.5,5.3,35,211.2,45.7,-190.0,18
60,0.4,0.15,2.67,0.45,2.0,27,211.1,44.4,-112.8,18
480,0.8,0.2,4.0,0.45,6.1,41,211.0,34.1,-196.7,18
60,0.3,0.2,1.5,0.3,4.7,124,210.7,50.8,-252.4,22
60,0.45,0.3,1.5,0.4,1.4,14,210.7,71.4,-99.1,18
120,0.35,0.1,3.5,0.4,7.9,139,210.3,34.5,-227.5,23
60,0.3,0.15,2.0,0.35,4.7,110,210.1,47.3,-277.8,22
240,0.4,0.25,1.6,0.4,13.5,148,208.8,47.3,-293.0,23
480,0.55,0.35,1.57,0.3,13.9,119,208.6,42.9,-591.7,20
60,0.3,0.12,2.5,0.3,4.7,141,207.4,38.3,-243.6,22
480,0.55,0.12,4.58,0.35,13.9,168,207.4,23.8,-423.3,20
240,0.8,0.15,5.33,0.4,2.1,14,207.1,50.0,-125.4,17
240,0.8,0.15,5.33,0.35,2.1,14,207.1,50.0,-125.4,17
120,0.35,0.15,2.33,0.3,7.9,152,206.0,42.8,-352.9,23
60,0.45,0.3,1.5,0.45,1.4,14,205.7,71.4,-99.1,18
120,0.5,0.25,2.0,0.35,2.5,32,204.4,53.1,-250.6,18
480,0.4,0.2,2.0,0.3,28.4,279,202.1,32.6,-777.8,23
240,0.4,0.3,1.33,0.5,13.5,119,201.3,47.1,-263.6,23
480,0.6,0.15,4.0,0.3,11.0,128,201.1,26.6,-458.2,18
120,0.4,0.3,1.33,0.3,5.5,104,200.1,53.8,-370.2,23
60,0.35,0.25,1.4,0.35,3.0,51,199.3,58.8,-105.7,18
60,0.3,0.25,1.2,0.3,4.7,118,198.0,53.4,-313.2,22
60,0.4,0.35,1.14,0.4,2.0,30,195.6,53.3,-110.4,18
60,0.4,0.3,1.33,0.45,2.0,24,193.2,50.0,-107.1,18
60,0.4,0.1,4.0,0.3,2.0,49,192.3,38.8,-135.1,18
240,0.55,0.2,2.75,0.5,5.3,36,191.9,38.9,-178.8,18
60,0.3,0.2,1.5,0.35,4.7,105,191.4,53.3,-252.4,22
60,0.35,0.2,1.75,0.35,3.0,53,190.9,58.5,-102.5,18
240,0.8,0.12,6.67,0.3,2.1,15,190.6,40.0,-159.7,17
240,0.35,0.25,1.4,0.3,18.6,232,189.3,41.8,-497.2,23
240,0.4,0.2,2.0,0.45,13.5,142,188.6,40.8,-226.3,23
240,0.55,0.1,5.5,0.4,5.3,58,188.1,24.1,-257.9,18
240,0.55,0.15,3.67,0.35,5.3,54,187.9,35.2,-338.9,18
240,0.6,0.35,1.71,0.4,4.2,43,187.4,46.5,-566.8,18
120,0.45,0.1,4.5,0.3,3.8,94,187.3,31.9,-217.5,18
60,0.45,0.15,3.0,0.4,1.4,17,187.1,58.8,-99.1,18
120,0.5,0.3,1.67,0.35,2.5,31,186.5,54.8,-269.6,18
480,0.7,0.2,3.5,0.5,7.7,46,185.8,41.3,-157.7,18
120,0.5,0.35,1.43,0.5,2.5,19,185.7,57.9,-137.7,18
60,0.45,0.3,1.5,0.35,1.4,21,185.4,61.9,-110.5,18
240,0.8,0.1,8.0,0.35,2.1,14,183.6,42.9,-121.5,17
240,0.8,0.1,8.0,0.4,2.1,14,183.6,42.9,-121.5,17
60,0.4,0.1,4.0,0.45,2.0,30,183.5,36.7,-100.3,18
120,0.5,0.25,2.0,0.45,2.5,23,183.4,56.5,-204.1,18
480,0.7,0.12,5.83,0.4,7.7,61,182.3,29.5,-166.6,18
60,0.35,0.15,2.33,0.4,3.0,48,180.9,52.1,-126.4,18
60,0.45,0.25,1.8,0.4,1.4,15,177.6,66.7,-82.6,18
60,0.4,0.2,2.0,0.4,2.0,33,177.1,48.5,-146.4,18
120,0.35,0.1,3.5,0.3,7.9,180,175.8,31.7,-274.3,23
120,0.35,0.2,1.75,0.35,7.9,129,174.2,48.8,-273.6,23
480,0.7,0.15,4.67,0.4,7.7,58,174.1,34.5,-275.1,18
480,0.7,0.25,2.8,0.5,7.7,44,173.1,43.2,-142.8,18
60,0.45,0.2,2.25,0.4,1.4,16,172.3,62.5,-104.0,18
120,0.4,0.35,1.14,0.3,5.5,100,171.9,55.0,-399.7,23
240,0.55,0.12,4.58,0.4,5.3,52,171.1,26.9,-267.0,18
120,0.55,0.25,2.2,0.3,1.8,15,170.4,60.0,-97.1,18
240,0.5,0.25,2.0,0.5,6.9,66,169.6,40.9,-337.4,20
60,0.4,0.3,1.33,0.3,2.0,39,169.4,51.3,-142.6,18
60,0.45,0.12,3.75,0.4,1.4,18,169.1,55.6,-110.2,18
60,0.35,0.3,1.17,0.4,3.0,45,168.8,57.8,-138.2,18
480,0.8,0.3,2.67,0.45,6.1,38,167.2,39.5,-209.5,18
240,0.4,0.15,2.67,0.45,13.5,152,167.0,35.5,-403.7,23
480,0.55,0.1,5.5,0.45,13.9,160,167.0,20.0,-368.2,20
60,0.3,0.15,2.0,0.5,4.7,67,166.4,41.8,-155.0,22
240,0.5,0.3,1.67,0.35,6.9,82,166.2,41.5,-448.1,20
480,0.7,0.12,5.83,0.35,7.7,68,164.9,27.9,-263.4,18
240,0.55,0.1,5.5,0.35,5.3,65,164.6,23.1,-301.5,18
120,0.55,0.3,1.83,0.3,1.8,15,164.5,60.0,-103.0,18
240,0.55,0.12,4.58,0.35,5.3,58,163.6,27.6,-302.7,18
60,0.5,0.35,1.43,0.3,0.9,11,163.2,72.7,-49.3,18
240,0.4,0.12,3.33,0.5,13.5,154,162.9,29.9,-331.1,23
480,0.4,0.35,1.14,0.3,28.4,217,161.8,45.6,-984.4,23
60,0.35,0.15,2.33,0.35,3.0,55,161.1,54.5,-124.7,18
120,0.5,0.1,5.0,0.5,2.5,27,160.3,37.0,-138.7,18
240,0.8,0.3,2.67,0.45,2.1,9,159.7,66.7,-88.4,17
240,0.8,0.35,2.29,0.45,2.1,9,159.7,66.7,-88.4,17
60,0.5,0.35,1.43,0.35,0.9,10,159.7,70.0,-49.3,18
240,0.8,0.3,2.67,0.5,2.1,9,159.4,66.7,-86.8,17
240,0.8,0.35,2.29,0.5,2.1,9,159.4,66.7,-86.8,17
120,0.55,0.35,1.57,0.3,1.8,15,158.6,60.0,-109.0,18
480,0.55,0.1,5.5,0.3,13.9,202,158.2,20.3,-437.5,20
60,0.4,0.15,2.67,0.35,2.0,39,158.0,43.6,-116.7,18
240,0.55,0.3,1.83,0.45,5.3,38,157.7,44.7,-201.5,18
120,0.55,0.12,4.58,0.45,1.8,11,157.6,63.6,-39.3,18
60,0.5,0.25,2.0,0.3,0.9,12,157.5,66.7,-82.6,18
60,0.3,0.12,2.5,0.45,4.7,86,156.8,37.2,-217.4,22
60,0.4,0.35,1.14,0.45,2.0,24,155.7,50.0,-126.9,18
120,0.35,0.1,3.5,0.35,7.9,162,155.2,34.0,-228.4,23
60,0.5,0.35,1.43,0.4,0.9,10,154.5,70.0,-49.3,18
240,0.4,0.2,2.0,0.3,13.5,186,154.2,39.2,-392.8,23
60,0.5,0.25,2.0,0.35,0.9,11,154.0,63.6,-82.6,18
480,0.8,0.12,6.67,0.35,6.1,60,154.0,21.7,-315.6,18
240,0.4,0.15,2.67,0.3,13.5,208,153.7,33.2,-361.5,23
120,0.5,0.12,4.17,0.5,2.5,25,153.6,40.0,-142.6,18
480,0.8,0.35,2.29,0.4,6.1,42,153.1,40.5,-285.3,18
120,0.55,0.15,3.67,0.35,1.8,14,152.0,57.1,-90.9,18
60,0.3,0.15,2.0,0.45,4.7,82,151.9,43.9,-247.8,22
60,0.45,0.2,2.25,0.35,1.4,23,151.1,56.5,-150.0,18
60,0.5,0.25,2.0,0.4,0.9,11,148.8,63.6,-82.6,18
60,0.35,0.12,2.92,0.35,3.0,59,148.6,45.8,-144.0,18
120,0.55,0.15,3.67,0.45,1.8,11,145.7,63.6,-51.2,18
240,0.8,0.12,6.67,0.35,2.1,14,145.5,42.9,-159.7,17
240,0.8,0.12,6.67,0.4,2.1,14,145.5,42.9,-159.7,17
480,0.6,0.3,2.0,0.4,11.0,94,144.7,46.8,-492.8,18
60,0.4,0.2,2.0,0.45,2.0,27,144.7,44.4,-163.2,18
60,0.5,0.35,1.43,0.45,0.9,9,144.3,66.7,-49.3,18
480,0.55,0.12,4.58,0.45,13.9,142,144.3,23.2,-401.3,20
60,0.5,0.35,1.43,0.5,0.9,8,144.2,75.0,-49.3,18
60,0.4,0.3,1.33,0.35,2.0,36,144.2,47.2,-142.6,18
120,0.55,0.25,2.2,0.35,1.8,14,144.0,57.1,-98.9,18
480,0.55,0.15,3.67,0.35,13.9,147,143.2,28.6,-431.5,20
60,0.5,0.25,2.0,0.5,0.9,9,142.8,66.7,-82.6,18
480,0.35,0.3,1.17,0.35,34.6,251,141.7,43.4,-925.0,23
240,0.55,0.35,1.57,0.45,5.3,38,141.7,44.7,-238.2,18
60,0.35,0.25,1.4,0.3,3.0,59,141.5,57.6,-196.7,18
60,0.5,0.3,1.67,0.3,0.9,12,141.0,66.7,-99.1,18
480,0.45,0.25,1.8,0.3,21.7,225,140.7,41.8,-887.5,23
480,0.8,0.35,2.29,0.5,6.1,33,140.4,42.4,-245.3,18
120,0.5,0.15,3.33,0.5,2.5,22,140.4,40.9,-148.5,18
480,0.55,0.15,3.67,0.4,13.9,131,139.7,29.8,-370.2,20
240,0.45,0.12,3.75,0.35,9.4,144,139.3,27.1,-273.0,23
480,0.55,0.3,1.83,0.3,13.9,127,138.8,40.2,-548.5,20
120,0.55,0.15,3.67,0.3,1.8,15,138.7,53.3,-117.5,18
60,0.5,0.25,2.0,0.45,0.9,10,138.6,60.0,-82.6,18
240,0.55,0.15,3.67,0.5,5.3,38,138.6,34.2,-220.9,18
120,0.55,0.3,1.83,0.35,1.8,14,138.1,57.1,-104.8,18
60,0.5,0.3,1.67,0.35,0.9,11,137.5,63.6,-99.1,18
480,0.7,0.1,7.0,0.35,7.7,79,136.0,24.1,-280.5,18
60,0.45,0.25,1.8,0.5,1.4,11,135.7,63.6,-82.6,18
120,0.4,0.2,2.0,0.45,5.5,68,135.6,47.1,-189.6,23
120,0.4,0.2,2.0,0.4,5.5,82,135.4,47.6,-217.5,23
60,0.3,0.1,3.0,0.45,4.7,92,135.1,32.6,-227.4,22
60,0.4,0.25,1.6,0.35,2.0,36,135.0,47.2,-127.2,18
120,0.35,0.15,2.33,0.35,7.9,138,133.3,43.5,-295.3,23
120,0.55,0.25,2.2,0.45,1.8,11,132.4,63.6,-64.5,18
60,0.5,0.3,1.67,0.4,0.9,11,132.3,63.6,-99.1,18
120,0.55,0.35,1.57,0.35,1.8,14,132.2,57.1,-110.7,18
120,0.55,0.12,4.58,0.4,1.8,13,131.9,53.8,-72.7,18
240,0.7,0.1,7.0,0.3,2.9,37,131.9,29.7,-183.9,18
120,0.4,0.3,1.33,0.35,5.5,97,129.6,52.6,-357.8,23
240,0.5,0.3,1.67,0.45,6.9,67,129.3,43.3,-382.2,20
240,0.7,0.1,7.0,0.4,2.9,34,127.9,26.5,-193.2,18
120,0.55,0.3,1.83,0.45,1.8,11,126.5,63.6,-70.4,18
60,0.5,0.3,1.67,0.5,0.9,9,126.3,66.7,-99.1,18
120,0.55,0.2,2.75,0.45,1.8,11,125.8,63.6,-71.0,18
60,0.35,0.3,1.17,0.35,3.0,51,125.7,58.8,-136.9,18
480,0.7,0.35,2.0,0.5,7.7,42,124.8,47.6,-182.8,18
240,0.55,0.2,2.75,0.45,5.3,40,123.7,37.5,-213.5,18
60,0.4,0.15,2.67,0.3,2.0,44,123.6,43.2,-183.9,18
60,0.45,0.1,4.5,0.4,1.4,20,123.0,40.0,-135.9,18
60,0.45,0.25,1.8,0.35,1.4,22,123.0,59.1,-142.5,18
60,0.35,0.1,3.5,0.35,3.0,61,122.8,41.0,-138.2,18
60,0.4,0.35,1.14,0.3,2.0,39,122.1,51.3,-166.4,18
60,0.5,0.3,1.67,0.45,0.9,10,122.1,60.0,-99.1,18
60,0.45,0.1,4.5,0.3,1.4,29,121.1,34.5,-106.8,18
60,0.45,0.15,3.0,0.5,1.4,13,120.8,53.8,-99.1,18
120,0.55,0.35,1.57,0.45,1.8,11,120.5,63.6,-76.3,18
120,0.7,0.25,2.8,0.4,0.9,9,120.1,77.8,-15.5,18
120,0.7,0.2,3.5,0.4,0.9,9,120.1,77.8,-15.5,18
120,0.7,0.15,4.67,0.4,0.9,9,120.1,77.8,-15.5,18
120,0.7,0.12,5.83,0.4,0.9,9,120.1,77.8,-15.5,18
120,0.7,0.1,7.0,0.4,0.9,9,120.1,77.8,-15.5,18
120,0.7,0.3,2.33,0.4,0.9,9,120.1,77.8,-15.5,18
120,0.7,0.35,2.0,0.4,0.9,9,120.1,77.8,-15.5,18
60,0.45,0.1,4.5,0.5,1.4,15,119.7,46.7,-99.1,18
60,0.35,0.2,1.75,0.3,3.0,63,119.5,54.0,-183.3,18
480,0.55,0.15,3.67,0.45,13.9,122,119.5,27.9,-360.6,20
60,0.45,0.3,1.5,0.5,1.4,11,119.2,63.6,-99.1,18
120,0.55,0.2,2.75,0.35,1.8,14,118.2,57.1,-124.7,18
60,0.45,0.12,3.75,0.5,1.4,14,116.8,50.0,-102.0,18
240,0.8,0.25,3.2,0.45,2.1,9,116.1,66.7,-132.0,17
60,0.4,0.25,1.6,0.3,2.0,40,116.1,50.0,-183.3,18
60,0.45,0.2,2.25,0.5,1.4,12,115.9,58.3,-104.0,18
60,0.35,0.12,2.92,0.3,3.0,69,115.2,44.9,-150.3,18
120,0.35,0.12,2.92,0.4,7.9,129,114.8,37.2,-227.5,23
240,0.55,0.12,4.58,0.5,5.3,40,114.6,25.0,-193.7,18
480,0.7,0.1,7.0,0.4,7.7,70,114.6,24.3,-250.9,18
480,0.45,0.35,1.29,0.3,21.7,194,114.4,49.0,-1105.9,23
240,0.8,0.25,3.2,0.5,2.1,9,114.2,66.7,-132.0,17
120,0.7,0.12,5.83,0.3,0.9,11,112.9,72.7,-14.5,18
120,0.7,0.15,4.67,0.3,0.9,11,112.9,72.7,-14.5,18
120,0.7,0.3,2.33,0.3,0.9,11,112.9,72.7,-14.5,18
120,0.7,0.25,2.8,0.3,0.9,11,112.9,72.7,-14.5,18
120,0.7,0.35,2.0,0.3,0.9,11,112.9,72.7,-14.5,18
480,0.4,0.1,4.0,0.35,28.4,426,112.9,18.8,-1006.4,23
120,0.7,0.2,3.5,0.3,0.9,11,112.9,72.7,-14.5,18
120,0.7,0.35,2.0,0.35,0.9,10,112.3,80.0,-12.9,18
120,0.7,0.3,2.33,0.35,0.9,10,112.3,80.0,-12.9,18
120,0.7,0.25,2.8,0.35,0.9,10,112.3,80.0,-12.9,18
120,0.7,0.12,5.83,0.35,0.9,10,112.3,80.0,-12.9,18
120,0.7,0.2,3.5,0.35,0.9,10,112.3,80.0,-12.9,18
120,0.7,0.1,7.0,0.35,0.9,10,112.3,80.0,-12.9,18
120,0.7,0.15,4.67,0.35,0.9,10,112.3,80.0,-12.9,18
120,0.55,0.15,3.67,0.4,1.8,13,111.6,53.8,-93.0,18
240,0.7,0.1,7.0,0.35,2.9,35,111.0,25.7,-212.2,18
120,0.35,0.25,1.4,0.4,7.9,109,110.2,53.2,-304.5,23
120,0.55,0.12,4.58,0.35,1.8,14,110.2,50.0,-94.4,18
120,0.4,0.35,1.14,0.35,5.5,93,110.1,53.8,-390.5,23
480,0.7,0.1,7.0,0.3,7.7,89,109.5,23.6,-301.1,18
240,0.4,0.3,1.33,0.45,13.5,131,108.9,47.3,-289.7,23
120,0.55,0.25,2.2,0.4,1.8,13,103.6,53.8,-101.0,18
60,0.3,0.1,3.0,0.5,4.7,77,103.3,28.6,-188.1,22
60,0.5,0.1,5.0,0.3,0.9,13,103.1,53.8,-47.1,18
60,0.45,0.35,1.29,0.5,1.4,11,102.6,63.6,-115.6,18
240,0.4,0.25,1.6,0.35,13.5,159,102.5,44.7,-379.3,23
60,0.5,0.1,5.0,0.5,0.9,9,102.5,55.6,-33.0,18
120,0.55,0.12,4.58,0.3,1.8,15,102.5,46.7,-115.4,18
120,0.45,0.25,1.8,0.3,3.8,74,102.3,47.3,-365.8,18
60,0.45,0.12,3.75,0.35,1.4,25,101.2,48.0,-125.7,18
120,0.5,0.2,2.5,0.5,2.5,22,100.1,45.5,-197.7,18
60,0.5,0.1,5.0,0.35,0.9,12,99.6,50.0,-47.1,18
120,0.4,0.2,2.0,0.5,5.5,59,99.1,45.8,-189.6,23
60,0.5,0.12,4.17,0.5,0.9,9,98.7,55.6,-39.6,18
120,0.55,0.3,1.83,0.4,1.8,13,97.7,53.8,-106.9,18
60,0.4,0.35,1.14,0.35,2.0,36,96.8,47.2,-166.4,18
60,0.5,0.12,4.17,0.3,0.9,13,96.5,53.8,-56.5,18
120,0.7,0.25,2.8,0.45,0.9,8,95.7,62.5,-15.5,18
120,0.7,0.3,2.33,0.45,0.9,8,95.7,62.5,-15.5,18
120,0.7,0.2,3.5,0.45,0.9,8,95.7,62.5,-15.5,18
120,0.7,0.35,2.0,0.45,0.9,8,95.7,62.5,-15.5,18
120,0.7,0.15,4.67,0.45,0.9,8,95.7,62.5,-15.5,18
120,0.7,0.1,7.0,0.45,0.9,8,95.7,62.5,-15.5,18
120,0.7,0.12,5.83,0.45,0.9,8,95.7,62.5,-15.5,18
120,0.55,0.2,2.75,0.3,1.8,15,95.4,53.3,-160.8,18
60,0.5,0.1,5.0,0.4,0.9,12,94.4,50.0,-47.1,18
60,0.45,0.15,3.0,0.45,1.4,16,94.1,56.2,-127.3,18
120,0.7,0.1,7.0,0.3,0.9,11,93.9,63.6,-28.6,18
60,0.5,0.12,4.17,0.35,0.9,12,93.0,50.0,-56.5,18
60,0.55,0.1,5.5,0.3,0.6,3,92.7,66.7,0.0,10
60,0.55,0.1,5.5,0.35,0.6,3,92.7,66.7,0.0,10
60,0.55,0.1,5.5,0.4,0.6,3,92.7,66.7,0.0,10
120,0.55,0.35,1.57,0.4,1.8,13,91.8,53.8,-112.8,18
480,0.55,0.25,2.2,0.3,13.9,134,91.6,36.6,-498.5,20
120,0.55,0.1,5.5,0.3,1.8,16,90.1,43.8,-113.1,18
120,0.7,0.3,2.33,0.5,0.9,8,89.9,62.5,-15.5,18
120,0.7,0.2,3.5,0.5,0.9,8,89.9,62.5,-15.5,18
120,0.7,0.12,5.83,0.5,0.9,8,89.9,62.5,-15.5,18
120,0.7,0.35,2.0,0.5,0.9,8,89.9,62.5,-15.5,18
120,0.7,0.25,2.8,0.5,0.9,8,89.9,62.5,-15.5,18
120,0.7,0.15,4.67,0.5,0.9,8,89.9,62.5,-15.5,18
120,0.7,0.1,7.0,0.5,0.9,8,89.9,62.5,-15.5,18
60,0.35,0.15,2.33,0.3,3.0,65,89.0,50.8,-127.2,18
240,0.4,0.1,4.0,0.3,13.5,258,88.4,24.8,-568.0,23
60,0.5,0.12,4.17,0.4,0.9,12,87.8,50.0,-56.5,18
60,0.55,0.12,4.58,0.4,0.6,3,87.1,66.7,0.0,10
60,0.55,0.12,4.58,0.35,0.6,3,87.1,66.7,0.0,10
60,0.55,0.12,4.58,0.3,0.6,3,87.1,66.7,0.0,10
60,0.35,0.1,3.5,0.3,3.0,73,86.0,39.7,-140.2,18
60,0.3,0.12,2.5,0.5,4.7,71,85.5,32.4,-193.8,22
60,0.55,0.2,2.75,0.3,0.6,3,85.5,66.7,0.0,10
60,0.55,0.25,2.2,0.4,0.6,3,85.5,66.7,0.0,10
60,0.55,0.3,1.83,0.4,0.6,3,85.5,66.7,0.0,10
60,0.55,0.35,1.57,0.4,0.6,3,85.5,66.7,0.0,10
60,0.55,0.35,1.57,0.3,0.6,3,85.5,66.7,0.0,10
60,0.55,0.2,2.75,0.4,0.6,3,85.5,66.7,0.0,10
60,0.55,0.3,1.83,0.35,0.6,3,85.5,66.7,0.0,10
60,0.55,0.25,2.2,0.3,0.6,3,85.5,66.7,0.0,10
