h,tpx,slx,rr,pt,hr_mask,nt,pnl,wr,dd,n_cycles
480,0.45,0.12,3.75,0.35,21.7,312,646.8,25.0,-584.9,23
480,0.45,0.15,3.0,0.35,21.7,267,646.7,29.6,-546.9,23
240,0.45,0.3,1.5,0.4,9.4,100,646.5,50.0,-295.1,23
240,0.45,0.25,1.8,0.4,9.4,103,643.3,47.6,-295.1,23
240,0.6,0.3,2.0,0.3,4.2,47,640.3,51.1,-260.6,18
480,0.5,0.35,1.43,0.5,17.5,112,638.5,47.3,-505.5,23
240,0.35,0.12,2.92,0.45,18.6,242,634.6,31.4,-234.8,23
480,0.5,0.2,2.5,0.3,17.5,190,634.5,35.3,-454.1,23
480,0.5,0.15,3.33,0.3,17.5,219,628.3,29.7,-422.4,23
240,0.45,0.15,3.0,0.5,9.4,92,620.1,43.5,-257.5,23
480,0.6,0.1,6.0,0.4,11.0,139,619.7,25.2,-310.2,18
240,0.35,0.3,1.17,0.35,18.6,200,619.2,47.0,-464.4,23
240,0.45,0.15,3.0,0.4,9.4,113,615.0,38.1,-236.0,23
480,0.45,0.1,4.5,0.35,21.7,351,613.6,20.8,-659.3,23
240,0.6,0.35,1.71,0.3,4.2,47,611.2,51.1,-304.1,18
240,0.45,0.2,2.25,0.4,9.4,108,610.9,42.6,-275.4,23
240,0.35,0.1,3.5,0.35,18.6,324,609.3,26.2,-367.0,23
240,0.35,0.2,1.75,0.4,18.6,216,607.4,40.3,-446.6,23
240,0.45,0.35,1.29,0.3,9.4,126,607.2,46.8,-412.3,23
480,0.45,0.15,3.0,0.45,21.7,241,607.2,31.1,-598.6,23
240,0.35,0.25,1.4,0.4,18.6,201,601.9,44.8,-437.7,23
240,0.35,0.1,3.5,0.45,18.6,273,597.7,27.1,-273.0,23
240,0.35,0.1,3.5,0.5,18.6,240,592.2,27.5,-241.0,23
480,0.4,0.12,3.33,0.45,28.4,327,590.2,24.2,-715.7,23
480,0.6,0.12,5.0,0.4,11.0,122,587.2,28.7,-309.0,18
240,0.45,0.35,1.29,0.5,9.4,80,577.9,56.2,-359.9,23
240,0.45,0.2,2.25,0.5,9.4,90,577.0,47.8,-247.6,23
240,0.35,0.1,3.5,0.4,18.6,302,569.6,26.5,-350.1,23
240,0.5,0.1,5.0,0.35,6.9,111,563.0,25.2,-287.0,20
480,0.45,0.12,3.75,0.45,21.7,284,560.0,26.1,-661.5,23
480,0.5,0.25,2.0,0.35,17.5,157,557.0,42.0,-526.9,23
240,0.35,0.25,1.4,0.35,18.6,215,553.4,44.2,-412.6,23
480,0.4,0.2,2.0,0.4,28.4,261,553.1,34.5,-701.2,23
480,0.5,0.35,1.43,0.35,17.5,138,551.8,48.6,-680.2,23
480,0.45,0.12,3.75,0.4,21.7,301,550.8,24.9,-606.5,23
240,0.45,0.25,1.8,0.5,9.4,86,549.9,52.3,-262.7,23
480,0.55,0.35,1.57,0.5,13.9,91,542.9,46.2,-454.8,20
480,0.5,0.2,2.5,0.4,17.5,157,542.9,33.8,-416.2,23
120,0.4,0.1,4.0,0.3,5.5,136,542.8,35.3,-239.0,23
480,0.4,0.25,1.6,0.5,28.4,208,540.1,40.9,-842.9,23
240,0.35,0.12,2.92,0.4,18.6,273,539.4,30.0,-383.0,23
240,0.7,0.35,2.0,0.3,2.9,26,537.3,61.5,-127.1,18
240,0.5,0.15,3.33,0.4,6.9,82,528.9,34.1,-208.3,20
120,0.4,0.12,3.33,0.35,5.5,115,527.4,40.0,-182.8,23
480,0.45,0.15,3.0,0.4,21.7,260,526.2,29.6,-592.0,23
480,0.7,0.35,2.0,0.35,7.7,51,524.0,54.9,-199.2,18
480,0.4,0.2,2.0,0.5,28.4,231,523.9,36.4,-892.4,23
480,0.7,0.25,2.8,0.35,7.7,53,522.7,49.1,-215.3,18
120,0.4,0.15,2.67,0.35,5.5,104,521.4,46.2,-145.2,23
480,0.4,0.15,2.67,0.5,28.4,264,520.9,29.5,-716.2,23
120,0.4,0.12,3.33,0.3,5.5,129,519.4,39.5,-251.0,23
240,0.45,0.1,4.5,0.3,9.4,176,517.6,25.6,-268.7,23
240,0.5,0.15,3.33,0.35,6.9,92,516.9,33.7,-255.7,20
240,0.6,0.25,2.4,0.35,4.2,46,514.4,47.8,-293.9,18
120,0.4,0.15,2.67,0.3,5.5,117,513.0,46.2,-224.6,23
240,0.5,0.1,5.0,0.4,6.9,100,509.3,25.0,-275.1,20
240,0.7,0.25,2.8,0.3,2.9,26,508.9,57.7,-146.5,18
240,0.35,0.2,1.75,0.35,18.6,233,506.8,39.5,-400.6,23
480,0.7,0.3,2.33,0.35,7.7,53,504.5,50.9,-170.6,18
240,0.35,0.12,2.92,0.3,18.6,315,502.3,28.6,-357.5,23
240,0.45,0.15,3.0,0.45,9.4,97,502.2,41.2,-249.5,23
480,0.5,0.3,1.67,0.3,17.5,165,501.8,44.2,-769.1,23
480,0.6,0.1,6.0,0.35,11.0,152,501.2,21.7,-374.6,18
240,0.45,0.3,1.5,0.5,9.4,86,501.0,53.5,-334.1,23
120,0.4,0.1,4.0,0.35,5.5,121,501.0,34.7,-163.2,23
240,0.7,0.35,2.0,0.35,2.9,25,500.5,56.0,-132.8,18
240,0.6,0.3,2.0,0.35,4.2,45,500.1,51.1,-317.7,18
480,0.4,0.35,1.14,0.5,28.4,182,498.9,47.3,-895.8,23
240,0.5,0.2,2.5,0.4,6.9,77,493.8,40.3,-323.6,20
240,0.7,0.25,2.8,0.4,2.9,24,488.1,54.2,-123.3,18
480,0.6,0.35,1.71,0.45,11.0,86,487.3,51.2,-465.5,18
480,0.4,0.2,2.0,0.45,28.4,241,486.5,35.3,-762.1,23
480,0.7,0.25,2.8,0.3,7.7,62,486.4,46.8,-278.3,18
240,0.6,0.1,6.0,0.3,4.2,63,485.7,27.0,-224.8,18
240,0.7,0.15,4.67,0.3,2.9,28,485.1,53.6,-127.0,18
240,0.45,0.2,2.25,0.45,9.4,95,485.1,45.3,-247.6,23
480,0.7,0.35,2.0,0.3,7.7,60,484.6,53.3,-294.0,18
480,0.7,0.3,2.33,0.3,7.7,62,474.9,50.0,-237.4,18
240,0.5,0.12,4.17,0.4,6.9,94,474.2,27.7,-260.9,20
480,0.4,0.12,3.33,0.4,28.4,358,473.9,23.2,-807.5,23
240,0.5,0.12,4.17,0.35,6.9,105,473.5,27.6,-275.1,20
240,0.7,0.25,2.8,0.35,2.9,25,472.7,52.0,-170.7,18
480,0.4,0.3,1.33,0.4,28.4,216,470.2,43.1,-816.9,23
240,0.7,0.2,3.5,0.3,2.9,27,469.6,55.6,-150.8,18
240,0.45,0.25,1.8,0.35,9.4,120,467.3,44.2,-332.9,23
120,0.5,0.1,5.0,0.3,2.5,47,465.2,40.4,-126.2,18
240,0.5,0.2,2.5,0.35,6.9,86,464.2,39.5,-347.3,20
480,0.8,0.2,4.0,0.35,6.1,47,463.4,40.4,-196.7,18
240,0.45,0.35,1.29,0.45,9.4,83,463.2,54.2,-355.0,23
480,0.6,0.25,2.4,0.45,11.0,93,463.1,44.1,-443.2,18
240,0.7,0.3,2.33,0.3,2.9,26,462.8,57.7,-167.8,18
240,0.6,0.35,1.71,0.35,4.2,45,462.6,51.1,-390.6,18
240,0.35,0.1,3.5,0.3,18.6,353,462.1,24.9,-403.3,23
240,0.5,0.1,5.0,0.3,6.9,127,459.4,25.2,-332.4,20
240,0.45,0.15,3.0,0.3,9.4,150,457.8,34.7,-324.6,23
480,0.4,0.3,1.33,0.5,28.4,195,456.6,44.1,-951.6,23
480,0.5,0.3,1.67,0.5,17.5,121,456.6,43.8,-532.6,23
480,0.4,0.15,2.67,0.45,28.4,279,456.5,28.3,-548.7,23
240,0.7,0.35,2.0,0.4,2.9,24,455.5,54.2,-132.8,18
240,0.55,0.25,2.2,0.4,5.3,45,454.9,48.9,-147.3,18
480,0.6,0.12,5.0,0.45,11.0,118,453.8,28.0,-278.8,18
240,0.45,0.12,3.75,0.3,9.4,162,451.9,29.0,-273.2,23
240,0.7,0.3,2.33,0.4,2.9,24,451.5,54.2,-135.2,18
480,0.55,0.3,1.83,0.5,13.9,96,451.4,43.8,-426.2,20
480,0.4,0.25,1.6,0.45,28.4,220,450.4,40.0,-688.1,23
240,0.5,0.35,1.43,0.4,6.9,70,447.0,48.6,-436.8,20
480,0.5,0.3,1.67,0.45,17.5,130,444.1,43.8,-649.9,23
480,0.7,0.25,2.8,0.4,7.7,50,442.6,46.0,-233.9,18
240,0.35,0.15,2.33,0.4,18.6,240,441.2,34.2,-338.0,23
480,0.7,0.35,2.0,0.4,7.7,49,439.2,51.0,-203.5,18
480,0.7,0.3,2.33,0.4,7.7,50,438.4,48.0,-174.8,18
480,0.7,0.25,2.8,0.45,7.7,45,436.4,48.9,-120.9,18
480,0.45,0.25,1.8,0.45,21.7,195,435.6,42.1,-893.5,23
480,0.5,0.25,2.0,0.3,17.5,176,434.4,40.3,-692.9,23
480,0.8,0.25,3.2,0.35,6.1,45,433.4,44.4,-196.7,18
240,0.45,0.35,1.29,0.35,9.4,113,430.8,46.9,-520.6,23
480,0.7,0.2,3.5,0.4,7.7,53,428.2,43.4,-215.6,18
240,0.7,0.3,2.33,0.35,2.9,25,426.7,52.0,-192.1,18
480,0.5,0.3,1.67,0.35,17.5,149,426.2,45.0,-623.5,23
240,0.55,0.15,3.67,0.3,5.3,58,426.1,37.9,-306.9,18
240,0.45,0.25,1.8,0.45,9.4,91,424.4,49.5,-245.9,23
240,0.35,0.12,2.92,0.35,18.6,296,424.3,29.1,-386.8,23
240,0.6,0.12,5.0,0.3,4.2,58,422.2,29.3,-260.1,18
480,0.45,0.2,2.25,0.4,21.7,226,421.5,36.3,-699.0,23
480,0.7,0.2,3.5,0.45,7.7,47,421.3,46.8,-114.5,18
240,0.5,0.15,3.33,0.3,6.9,103,419.8,34.0,-277.1,20
120,0.5,0.15,3.33,0.3,2.5,39,419.7,46.2,-147.5,18
480,0.4,0.25,1.6,0.4,28.4,239,417.3,38.5,-679.0,23
480,0.7,0.2,3.5,0.35,7.7,56,416.3,44.6,-196.2,18
480,0.6,0.15,4.0,0.4,11.0,112,416.0,32.1,-340.7,18
480,0.6,0.1,6.0,0.3,11.0,160,413.2,21.2,-401.2,18
240,0.45,0.3,1.5,0.45,9.4,89,411.0,51.7,-317.2,23
120,0.5,0.12,4.17,0.3,2.5,45,410.9,42.2,-151.0,18
240,0.55,0.25,2.2,0.35,5.3,50,408.9,46.0,-168.0,18
240,0.45,0.3,1.5,0.3,9.4,131,408.3,45.0,-389.2,23
480,0.6,0.35,1.71,0.5,11.0,81,406.1,50.6,-560.7,18
480,0.6,0.12,5.0,0.35,11.0,135,404.7,23.7,-409.9,18
480,0.45,0.2,2.25,0.45,21.7,214,402.9,36.9,-809.8,23
480,0.55,0.2,2.75,0.5,13.9,108,402.0,35.2,-358.5,20
480,0.4,0.15,2.67,0.4,28.4,302,401.9,27.2,-592.5,23
240,0.6,0.2,3.0,0.5,4.2,38,401.8,44.7,-329.2,18
480,0.45,0.35,1.29,0.45,21.7,170,401.0,48.8,-1006.7,23
480,0.55,0.12,4.58,0.5,13.9,131,400.2,24.4,-369.9,20
480,0.6,0.25,2.4,0.5,11.0,87,399.8,43.7,-515.7,18
120,0.4,0.12,3.33,0.45,5.5,76,399.3,40.8,-159.3,23
120,0.5,0.12,4.17,0.4,2.5,32,398.9,46.9,-114.5,18
480,0.6,0.2,3.0,0.5,11.0,91,396.2,40.7,-412.1,18
240,0.45,0.12,3.75,0.5,9.4,97,396.1,35.1,-274.0,23
480,0.6,0.35,1.71,0.35,11.0,94,395.8,46.8,-491.9,18
240,0.6,0.2,3.0,0.35,4.2,49,394.7,42.9,-368.5,18
240,0.6,0.3,2.0,0.5,4.2,36,393.9,50.0,-296.4,18
480,0.7,0.2,3.5,0.3,7.7,65,393.5,43.1,-245.2,18
480,0.55,0.25,2.2,0.5,13.9,101,392.2,39.6,-387.0,20
480,0.8,0.25,3.2,0.3,6.1,46,391.8,45.7,-295.1,18
240,0.55,0.2,2.75,0.3,5.3,57,387.6,40.4,-263.5,18
480,0.4,0.2,2.0,0.35,28.4,272,387.5,33.1,-842.6,23
480,0.6,0.12,5.0,0.5,11.0,111,387.3,27.0,-326.2,18
480,0.55,0.35,1.57,0.45,13.9,98,386.2,45.9,-461.2,20
240,0.5,0.2,2.5,0.3,6.9,97,386.0,40.2,-362.6,20
240,0.45,0.15,3.0,0.35,9.4,133,385.1,34.6,-295.1,23
120,0.4,0.12,3.33,0.4,5.5,93,380.6,38.7,-159.3,23
120,0.4,0.2,2.0,0.35,5.5,102,380.4,50.0,-224.1,23
240,0.55,0.2,2.75,0.4,5.3,47,380.1,42.6,-163.4,18
240,0.45,0.1,4.5,0.4,9.4,130,380.0,25.4,-227.5,23
240,0.6,0.2,3.0,0.4,4.2,46,379.9,41.3,-338.9,18
480,0.8,0.15,5.33,0.35,6.1,52,379.7,28.8,-206.5,18
480,0.5,0.35,1.43,0.3,17.5,156,379.7,46.2,-886.0,23
60,0.4,0.25,1.6,0.5,2.0,19,379.3,63.2,-85.8,18
240,0.55,0.3,1.83,0.4,5.3,45,379.0,48.9,-193.1,18
240,0.7,0.2,3.5,0.4,2.9,25,378.7,48.0,-137.2,18
480,0.45,0.2,2.25,0.35,21.7,235,378.1,35.3,-752.7,23
240,0.6,0.2,3.0,0.45,4.2,40,378.0,45.0,-368.5,18
240,0.7,0.15,4.67,0.35,2.9,28,377.4,42.9,-169.0,18
240,0.55,0.1,5.5,0.3,5.3,72,376.6,25.0,-234.0,18
240,0.7,0.2,3.5,0.35,2.9,26,373.8,46.2,-175.1,18
240,0.7,0.15,4.67,0.4,2.9,27,372.9,44.4,-140.6,18
120,0.5,0.15,3.33,0.4,2.5,29,371.8,48.3,-119.9,18
60,0.3,0.1,3.0,0.35,4.7,124,371.8,38.7,-204.9,22
120,0.5,0.15,3.33,0.35,2.5,36,371.2,44.4,-119.1,18
480,0.55,0.15,3.67,0.5,13.9,114,371.2,28.9,-316.3,20
240,0.8,0.3,2.67,0.3,2.1,13,371.1,69.2,-90.2,17
240,0.45,0.2,2.25,0.3,9.4,143,370.7,39.2,-393.4,23
240,0.6,0.35,1.71,0.5,4.2,36,370.3,50.0,-339.2,18
480,0.55,0.15,3.67,0.3,13.9,159,369.6,28.9,-388.0,20
240,0.6,0.15,4.0,0.3,4.2,53,368.7,34.0,-309.1,18
240,0.55,0.3,1.83,0.3,5.3,55,367.3,47.3,-289.7,18
240,0.45,0.25,1.8,0.3,9.4,135,367.0,43.0,-354.1,23
480,0.8,0.2,4.0,0.3,6.1,49,365.9,40.8,-331.1,18
240,0.6,0.1,6.0,0.35,4.2,60,365.8,25.0,-265.2,18
240,0.5,0.2,2.5,0.45,6.9,69,365.5,40.6,-306.3,20
120,0.5,0.1,5.0,0.35,2.5,45,365.4,37.8,-119.1,18
60,0.4,0.3,1.33,0.5,2.0,19,365.3,63.2,-99.9,18
240,0.8,0.35,2.29,0.3,2.1,13,364.8,69.2,-97.5,17
480,0.45,0.3,1.5,0.35,21.7,194,363.2,45.9,-1024.2,23
240,0.6,0.3,2.0,0.45,4.2,38,362.8,50.0,-344.1,18
240,0.5,0.15,3.33,0.45,6.9,74,361.9,33.8,-198.0,20
480,0.45,0.35,1.29,0.35,21.7,184,361.4,48.4,-1021.2,23
120,0.5,0.1,5.0,0.4,2.5,36,359.2,41.7,-119.9,18
480,0.8,0.2,4.0,0.4,6.1,45,358.3,35.6,-196.7,18
480,0.45,0.1,4.5,0.3,21.7,370,357.7,20.0,-692.2,23
480,0.4,0.3,1.33,0.45,28.4,202,356.3,43.6,-827.8,23
60,0.45,0.35,1.29,0.3,1.4,23,356.0,65.2,-71.8,18
240,0.4,0.35,1.14,0.5,13.5,115,354.8,48.7,-226.1,23
240,0.55,0.35,1.57,0.4,5.3,45,353.0,48.9,-195.9,18
60,0.4,0.35,1.14,0.5,2.0,19,351.2,63.2,-113.9,18
240,0.8,0.25,3.2,0.3,2.1,13,350.9,69.2,-124.3,17
480,0.45,0.3,1.5,0.45,21.7,184,349.8,46.7,-1033.9,23
480,0.6,0.3,2.0,0.45,11.0,92,349.6,47.8,-448.9,18
240,0.6,0.1,6.0,0.4,4.2,56,349.4,23.2,-266.2,18
480,0.55,0.3,1.83,0.45,13.9,102,349.1,44.1,-418.9,20
60,0.45,0.3,1.5,0.3,1.4,24,347.9,62.5,-99.1,18
480,0.6,0.35,1.71,0.4,11.0,87,347.3,50.6,-513.5,18
480,0.55,0.35,1.57,0.4,13.9,101,347.3,45.5,-514.5,20
120,0.5,0.12,4.17,0.35,2.5,42,346.8,40.5,-147.2,18
240,0.35,0.15,2.33,0.35,18.6,261,345.6,33.3,-353.8,23
240,0.5,0.25,2.0,0.4,6.9,76,344.9,42.1,-352.6,20
240,0.35,0.3,1.17,0.3,18.6,217,344.4,45.2,-544.6,23
120,0.35,0.2,1.75,0.3,7.9,141,344.0,48.9,-254.4,23
240,0.6,0.25,2.4,0.5,4.2,36,342.8,47.2,-362.8,18
240,0.55,0.2,2.75,0.35,5.3,52,342.1,40.4,-176.7,18
480,0.6,0.35,1.71,0.3,11.0,97,341.6,46.4,-564.0,18
240,0.5,0.1,5.0,0.45,6.9,92,340.9,25.0,-275.1,20
240,0.55,0.12,4.58,0.3,5.3,65,340.5,29.2,-268.1,18
480,0.6,0.2,3.0,0.3,11.0,115,339.0,36.5,-518.1,18
120,0.4,0.15,2.67,0.4,5.5,86,337.8,43.0,-142.2,23
240,0.4,0.2,2.0,0.5,13.5,126,337.4,42.1,-224.7,23
480,0.45,0.25,1.8,0.4,21.7,207,335.9,41.1,-836.1,23
480,0.45,0.15,3.0,0.3,21.7,282,335.3,29.4,-631.5,23
60,0.4,0.12,3.33,0.5,2.0,23,335.3,56.5,-78.5,18
480,0.8,0.25,3.2,0.4,6.1,43,335.2,37.2,-196.7,18
120,0.4,0.1,4.0,0.5,5.5,73,334.8,35.6,-132.7,23
60,0.3,0.1,3.0,0.4,4.7,109,333.3,35.8,-157.4,22
240,0.5,0.12,4.17,0.45,6.9,85,332.8,28.2,-254.8,20
120,0.5,0.3,1.67,0.4,2.5,25,332.6,60.0,-270.4,18
480,0.45,0.25,1.8,0.35,21.7,214,331.4,41.1,-840.7,23
240,0.5,0.35,1.43,0.45,6.9,63,331.3,49.2,-420.0,20
480,0.8,0.3,2.67,0.3,6.1,45,330.8,48.9,-295.1,18
240,0.55,0.3,1.83,0.35,5.3,50,329.8,48.0,-211.5,18
240,0.45,0.3,1.5,0.35,9.4,117,329.3,45.3,-445.7,23
240,0.6,0.15,4.0,0.5,4.2,38,328.7,39.5,-385.3,18
240,0.35,0.2,1.75,0.3,18.6,254,328.7,38.6,-410.7,23
480,0.5,0.3,1.67,0.4,17.5,137,328.6,41.6,-723.2,23
480,0.8,0.3,2.67,0.35,6.1,44,328.0,45.5,-206.8,18
480,0.5,0.25,2.0,0.4,17.5,145,326.7,37.9,-619.3,23
480,0.6,0.2,3.0,0.45,11.0,100,326.4,39.0,-381.9,18
480,0.55,0.1,5.5,0.35,13.9,184,326.2,21.2,-374.3,20
480,0.45,0.12,3.75,0.3,21.7,329,325.9,24.0,-712.1,23
240,0.8,0.2,4.0,0.3,2.1,14,325.0,64.3,-111.5,17
480,0.6,0.12,5.0,0.3,11.0,142,324.3,23.2,-448.7,18
480,0.4,0.15,2.67,0.35,28.4,313,324.0,26.2,-788.9,23
240,0.55,0.35,1.57,0.3,5.3,55,322.7,47.3,-347.1,18
60,0.4,0.15,2.67,0.5,2.0,21,322.2,57.1,-105.6,18
240,0.45,0.12,3.75,0.4,9.4,121,322.2,28.9,-250.3,23
120,0.4,0.2,2.0,0.3,5.5,112,321.8,50.0,-337.8,23
120,0.5,0.3,1.67,0.45,2.5,23,320.2,60.9,-195.1,18
240,0.55,0.25,2.2,0.3,5.3,55,319.8,43.6,-330.7,18
240,0.55,0.35,1.57,0.35,5.3,50,319.6,48.0,-264.7,18
240,0.7,0.25,2.8,0.45,2.9,23,318.3,52.2,-161.8,18
120,0.5,0.35,1.43,0.3,2.5,30,317.3,63.3,-306.3,18
60,0.35,0.12,2.92,0.45,3.0,43,317.2,51.2,-89.4,18
240,0.7,0.25,2.8,0.5,2.9,23,316.8,52.2,-165.5,18
240,0.6,0.35,1.71,0.45,4.2,38,316.6,50.0,-409.2,18
240,0.5,0.35,1.43,0.3,6.9,85,315.3,47.1,-510.4,20
120,0.4,0.15,2.67,0.45,5.5,72,314.8,43.1,-142.2,23
240,0.35,0.15,2.33,0.3,18.6,280,314.4,32.5,-382.3,23
480,0.7,0.3,2.33,0.45,7.7,45,314.2,48.9,-169.2,18
60,0.45,0.35,1.29,0.4,1.4,14,314.0,78.6,-49.3,18
60,0.45,0.2,2.25,0.3,1.4,26,313.6,57.7,-67.0,18
120,0.4,0.1,4.0,0.45,5.5,83,313.5,33.7,-132.7,23
480,0.7,0.35,2.0,0.45,7.7,44,312.4,52.3,-154.1,18
480,0.55,0.3,1.83,0.4,13.9,106,312.0,43.4,-443.6,20
60,0.35,0.15,2.33,0.45,3.0,39,309.8,56.4,-85.3,18
240,0.4,0.25,1.6,0.45,13.5,134,309.6,47.0,-228.8,23
240,0.5,0.1,5.0,0.5,6.9,89,309.3,23.6,-278.2,20
240,0.6,0.25,2.4,0.45,4.2,38,309.2,47.4,-412.0,18
60,0.45,0.35,1.29,0.45,1.4,14,309.1,78.6,-49.3,18
120,0.5,0.1,5.0,0.45,2.5,31,308.2,41.9,-81.6,18
240,0.8,0.3,2.67,0.35,2.1,12,308.1,66.7,-97.9,17
120,0.4,0.25,1.6,0.3,5.5,106,307.7,52.8,-299.7,23
480,0.4,0.15,2.67,0.3,28.4,323,307.7,26.0,-697.5,23
240,0.8,0.3,2.67,0.4,2.1,12,307.6,66.7,-98.5,17
240,0.6,0.12,5.0,0.35,4.2,55,306.9,29.1,-337.0,18
60,0.3,0.25,1.2,0.35,4.7,98,304.8,57.1,-201.2,22
60,0.35,0.1,3.5,0.45,3.0,44,304.6,47.7,-91.4,18
120,0.4,0.12,3.33,0.5,5.5,67,304.6,38.8,-159.3,23
240,0.6,0.12,5.0,0.4,4.2,51,304.0,27.5,-324.6,18
240,0.7,0.2,3.5,0.5,2.9,23,303.6,47.8,-139.7,18
240,0.5,0.2,2.5,0.5,6.9,67,303.5,38.8,-310.6,20
60,0.3,0.2,1.5,0.4,4.7,92,303.5,51.1,-213.1,22
240,0.8,0.35,2.29,0.35,2.1,12,302.6,66.7,-97.5,17
480,0.6,0.15,4.0,0.5,11.0,100,302.4,31.0,-352.7,18
120,0.4,0.1,4.0,0.4,5.5,99,302.1,32.3,-132.7,23
480,0.6,0.15,4.0,0.45,11.0,107,302.1,31.8,-299.6,18
240,0.8,0.35,2.29,0.4,2.1,12,302.0,66.7,-97.5,17
240,0.7,0.35,2.0,0.45,2.9,23,301.7,52.2,-155.3,18
480,0.6,0.1,6.0,0.45,11.0,138,301.5,23.9,-287.2,18
240,0.4,0.35,1.14,0.45,13.5,126,300.2,49.2,-267.2,23
240,0.7,0.35,2.0,0.5,2.9,23,300.2,52.2,-159.0,18
480,0.6,0.25,2.4,0.3,11.0,104,297.5,40.4,-524.6,18
480,0.6,0.3,2.0,0.5,11.0,86,297.3,47.7,-542.2,18
240,0.45,0.2,2.25,0.35,9.4,126,295.9,38.1,-354.1,23
240,0.5,0.25,2.0,0.3,6.9,91,295.5,41.8,-404.3,20
60,0.35,0.3,1.17,0.45,3.0,38,295.3,60.5,-77.5,18
480,0.5,0.35,1.43,0.4,17.5,127,294.5,44.1,-779.9,23
60,0.35,0.2,1.75,0.45,3.0,39,294.2,59.0,-96.4,18
240,0.45,0.1,4.5,0.5,9.4,104,293.7,28.8,-304.4,23
240,0.6,0.1,6.0,0.5,4.2,47,292.5,25.5,-331.8,18
120,0.5,0.12,4.17,0.45,2.5,29,292.1,44.8,-104.2,18
60,0.3,0.1,3.0,0.3,4.7,154,292.0,36.4,-214.3,22
480,0.4,0.3,1.33,0.35,28.4,225,291.8,41.8,-914.8,23
240,0.5,0.25,2.0,0.35,6.9,84,291.4,40.5,-379.2,20
60,0.35,0.25,1.4,0.45,3.0,38,288.5,60.5,-69.7,18
240,0.8,0.25,3.2,0.35,2.1,12,287.9,66.7,-132.0,17
240,0.8,0.25,3.2,0.4,2.1,12,287.9,66.7,-132.0,17
480,0.6,0.15,4.0,0.35,11.0,123,287.4,27.6,-429.3,18
60,0.4,0.2,2.0,0.5,2.0,21,287.0,57.1,-140.8,18
60,0.4,0.1,4.0,0.5,2.0,24,286.2,45.8,-84.5,18
60,0.45,0.25,1.8,0.3,1.4,25,285.6,60.0,-82.6,18
120,0.35,0.2,1.75,0.4,7.9,113,284.1,50.4,-208.0,23
120,0.5,0.35,1.43,0.45,2.5,23,281.6,60.9,-214.0,18
480,0.6,0.2,3.0,0.35,11.0,112,281.4,34.8,-443.4,18
240,0.4,0.15,2.67,0.5,13.5,137,280.4,36.5,-353.0,23
240,0.7,0.3,2.33,0.45,2.9,23,280.2,52.2,-175.2,18
120,0.5,0.35,1.43,0.4,2.5,25,280.1,60.0,-303.3,18
480,0.6,0.1,6.0,0.5,11.0,128,279.7,23.4,-342.8,18
240,0.7,0.3,2.33,0.5,2.9,23,278.7,52.2,-178.9,18
480,0.55,0.12,4.58,0.3,13.9,183,278.4,24.0,-324.7,20
240,0.6,0.12,5.0,0.5,4.2,42,277.4,31.0,-372.8,18
60,0.3,0.12,2.5,0.35,4.7,117,277.3,41.0,-222.3,22
120,0.4,0.15,2.67,0.5,5.5,62,276.4,41.9,-142.2,23
60,0.3,0.2,1.5,0.5,4.7,63,276.1,49.2,-123.0,22
240,0.4,0.25,1.6,0.5,13.5,122,274.1,45.9,-252.1,23
60,0.45,0.35,1.29,0.35,1.4,21,273.8,66.7,-68.8,18
240,0.6,0.15,4.0,0.45,4.2,40,273.8,37.5,-415.9,18
120,0.5,0.25,2.0,0.3,2.5,34,273.5,55.9,-254.4,18
240,0.5,0.35,1.43,0.5,6.9,61,272.6,47.5,-419.1,20
120,0.5,0.2,2.5,0.3,2.5,38,272.2,47.4,-216.4,18
480,0.45,0.3,1.5,0.4,21.7,193,272.0,45.1,-1036.1,23
240,0.45,0.1,4.5,0.45,9.4,109,271.8,27.5,-286.6,23
480,0.8,0.3,2.67,0.4,6.1,42,271.7,40.5,-209.8,18
60,0.3,0.15,2.0,0.3,4.7,131,270.7,45.0,-277.8,22
240,0.4,0.35,1.14,0.3,13.5,157,270.3,49.0,-487.6,23
240,0.8,0.15,5.33,0.3,2.1,15,270.0,53.3,-125.4,17
480,0.55,0.25,2.2,0.45,13.9,107,269.8,40.2,-380.3,20
480,0.7,0.15,4.67,0.35,7.7,60,269.4,35.0,-259.3,18
480,0.55,0.1,5.5,0.4,13.9,165,269.2,21.8,-332.0,20
240,0.5,0.35,1.43,0.35,6.9,79,268.8,45.6,-485.3,20
240,0.45,0.12,3.75,0.45,9.4,102,267.6,32.4,-256.2,23
60,0.4,0.12,3.33,0.4,2.0,35,266.9,45.7,-70.3,18
240,0.6,0.25,2.4,0.4,4.2,44,265.6,43.2,-427.7,18
120,0.5,0.15,3.33,0.45,2.5,26,265.1,46.2,-118.0,18
120,0.5,0.35,1.43,0.35,2.5,28,264.9,60.7,-302.5,18
480,0.7,0.12,5.83,0.45,7.7,55,263.8,32.7,-130.5,18
60,0.45,0.12,3.75,0.3,1.4,28,263.7,50.0,-73.8,18
480,0.6,0.2,3.0,0.4,11.0,103,263.4,37.9,-412.4,18
240,0.6,0.15,4.0,0.4,4.2,46,262.6,32.6,-363.1,18
240,0.7,0.15,4.67,0.5,2.9,26,262.6,42.3,-163.5,18
