side,entry_time,entry_price,stop,target,timeout,exit_time,exit_price,exit_reason,pnl
down,2026-01-21 11:08:00+00:00,4863.36,4878.36,4825.32,2026-01-21 14:29:00+00:00,2026-01-21 13:36:00+00:00,4873.52,Reverse,-10.160000000000764
up,2026-01-21 13:37:00+00:00,4873.63,4858.63,4908.52,2026-01-21 14:40:00+00:00,2026-01-21 13:46:00+00:00,4873.96,Reverse,0.32999999999992724
down,2026-01-21 13:47:00+00:00,4873.68,4888.68,4813.86,2026-01-21 15:28:00+00:00,2026-01-21 14:30:00+00:00,4865.58,Reverse,8.100000000000364
up,2026-01-21 14:31:00+00:00,4865.67,4850.67,4895.67,2026-01-21 15:31:00+00:00,2026-01-21 14:31:00+00:00,4863.25,Reverse,-2.4200000000000728
down,2026-01-21 14:32:00+00:00,4863.5,4878.5,4784.55,2026-01-21 20:09:00+00:00,2026-01-21 19:36:00+00:00,4784.55,Target,78.94999999999982
down,2026-01-21 19:40:00+00:00,4773.58,4788.58,4730.11,2026-01-21 21:14:00+00:00,2026-01-21 20:15:00+00:00,4788.58,Stop,-15.0
down,2026-01-21 20:32:00+00:00,4810.9,4825.9,4774.15,2026-01-21 21:45:00+00:00,2026-01-21 20:51:00+00:00,4825.9,Stop,-15.0
down,2026-01-21 20:52:00+00:00,4826.74,4841.74,4787.51,2026-01-21 22:24:00+00:00,2026-01-21 23:01:00+00:00,4826.91,Timeout,-0.17000000000007276
down,2026-01-21 23:48:00+00:00,4786.55,4801.55,4749.43,2026-01-22 01:48:00+00:00,2026-01-22 00:49:00+00:00,4788.17,Reverse,-1.6199999999998909
up,2026-01-22 00:50:00+00:00,4788.48,4773.48,4818.48,2026-01-22 01:50:00+00:00,2026-01-22 00:51:00+00:00,4789.96,Reverse,1.480000000000473
down,2026-01-22 00:52:00+00:00,4789.63,4804.63,4751.56,2026-01-22 02:19:00+00:00,2026-01-22 01:20:00+00:00,4804.63,Stop,-15.0
down,2026-01-22 01:21:00+00:00,4803.52,4818.52,4764.66,2026-01-22 02:51:00+00:00,2026-01-22 01:52:00+00:00,4801.12,Reverse,2.4000000000005457
up,2026-01-22 01:53:00+00:00,4801.46,4786.46,4831.46,2026-01-22 02:53:00+00:00,2026-01-22 01:53:00+00:00,4804.22,Reverse,2.7600000000002183
down,2026-01-22 01:54:00+00:00,4803.91,4818.91,4748.05,2026-01-22 06:52:00+00:00,2026-01-22 05:53:00+00:00,4818.91,Stop,-15.0
down,2026-01-22 05:54:00+00:00,4817.83,4832.83,4786.5,2026-01-22 07:13:00+00:00,2026-01-22 07:06:00+00:00,4832.83,Stop,-15.0
down,2026-01-22 07:39:00+00:00,4836.65,4851.65,4794.34,2026-01-22 09:56:00+00:00,2026-01-22 09:56:00+00:00,4822.19,Timeout,14.460000000000036
down,2026-01-22 11:52:00+00:00,4833.86,4848.86,4794.08,2026-01-22 13:14:00+00:00,2026-01-22 12:15:00+00:00,4826.05,Reverse,7.809999999999491
up,2026-01-22 12:16:00+00:00,4826.36,4811.36,4861.07,2026-01-22 13:28:00+00:00,2026-01-22 12:30:00+00:00,4831.84,Reverse,5.480000000000473
down,2026-01-22 12:31:00+00:00,4831.99,4846.99,4782.02,2026-01-22 14:44:00+00:00,2026-01-22 13:47:00+00:00,4813.18,Reverse,18.80999999999949
up,2026-01-22 13:48:00+00:00,4813.29,4798.29,4843.29,2026-01-22 14:48:00+00:00,2026-01-22 13:48:00+00:00,4813.69,Reverse,0.3999999999996362
down,2026-01-22 13:49:00+00:00,4813.41,4828.41,4783.41,2026-01-22 14:49:00+00:00,2026-01-22 13:50:00+00:00,4817.36,Reverse,-3.949999999999818
up,2026-01-22 13:51:00+00:00,4817.88,4802.88,4850.83,2026-01-22 14:51:00+00:00,2026-01-22 13:57:00+00:00,4819.6,Reverse,1.7200000000002547
down,2026-01-22 13:58:00+00:00,4819.29,4834.29,4789.29,2026-01-22 15:11:00+00:00,2026-01-22 14:12:00+00:00,4824.21,Reverse,-4.920000000000073
up,2026-01-22 14:13:00+00:00,4824.15,4809.15,4854.15,2026-01-22 15:13:00+00:00,2026-01-22 14:13:00+00:00,4822.26,Reverse,-1.889999999999418
down,2026-01-22 14:14:00+00:00,4821.93,4836.93,4791.93,2026-01-22 15:31:00+00:00,2026-01-22 14:32:00+00:00,4836.93,Stop,-15.0
down,2026-01-22 14:33:00+00:00,4841.33,4856.33,4799.13,2026-01-22 16:30:00+00:00,2026-01-22 15:31:00+00:00,4856.33,Stop,-15.0
down,2026-01-22 15:32:00+00:00,4859.07,4874.07,4827.18,2026-01-22 16:59:00+00:00,2026-01-22 16:00:00+00:00,4874.07,Stop,-15.0
down,2026-01-22 16:01:00+00:00,4871.41,4886.41,4838.93,2026-01-22 17:29:00+00:00,2026-01-22 17:11:00+00:00,4877.8,Reverse,-6.390000000000327
up,2026-01-22 17:12:00+00:00,4878.11,4863.11,4910.51,2026-01-22 18:15:00+00:00,2026-01-22 17:35:00+00:00,4894.8,Reverse,16.69000000000051
down,2026-01-22 17:36:00+00:00,4894.69,4909.69,4861.98,2026-01-22 18:56:00+00:00,2026-01-22 18:03:00+00:00,4909.69,Stop,-15.0
down,2026-01-22 18:09:00+00:00,4913.05,4928.05,4878.44,2026-01-22 20:36:00+00:00,2026-01-22 20:17:00+00:00,4928.05,Stop,-15.0
down,2026-01-22 20:27:00+00:00,4926.23,4941.23,4886.02,2026-01-22 22:20:00+00:00,2026-01-22 21:24:00+00:00,4922.11,Reverse,4.119999999999891
up,2026-01-22 21:25:00+00:00,4922.45,4907.45,4952.45,2026-01-22 22:25:00+00:00,2026-01-22 21:45:00+00:00,4939.9,Reverse,17.449999999999818
down,2026-01-22 21:46:00+00:00,4939.64,4954.64,4905.76,2026-01-22 22:59:00+00:00,2026-01-22 23:01:00+00:00,4947.67,Timeout,-8.029999999999745
down,2026-01-22 23:09:00+00:00,4955.51,4970.51,4901.24,2026-01-23 03:29:00+00:00,2026-01-23 03:29:00+00:00,4944.15,Timeout,11.360000000000582
down,2026-01-23 03:35:00+00:00,4950.59,4965.59,4916.34,2026-01-23 05:13:00+00:00,2026-01-23 05:13:00+00:00,4956.85,Timeout,-6.260000000000218
down,2026-01-23 06:10:00+00:00,4955.7,4970.7,4924.23,2026-01-23 07:10:00+00:00,2026-01-23 06:11:00+00:00,4949.04,Reverse,6.6599999999998545
up,2026-01-23 06:12:00+00:00,4949.44,4934.44,4979.44,2026-01-23 07:12:00+00:00,2026-01-23 06:12:00+00:00,4950.43,Reverse,0.9900000000006912
down,2026-01-23 06:13:00+00:00,4950.14,4965.14,4918.89,2026-01-23 07:59:00+00:00,2026-01-23 07:00:00+00:00,4954.29,Reverse,-4.149999999999636
up,2026-01-23 07:01:00+00:00,4954.26,4939.26,4984.26,2026-01-23 08:01:00+00:00,2026-01-23 07:24:00+00:00,4951.96,Reverse,-2.300000000000182
down,2026-01-23 07:25:00+00:00,4951.65,4966.65,4872.81,2026-01-23 10:39:00+00:00,2026-01-23 09:40:00+00:00,4915.27,Reverse,36.3799999999992
up,2026-01-23 09:41:00+00:00,4915.75,4900.75,4945.75,2026-01-23 10:41:00+00:00,2026-01-23 09:41:00+00:00,4915.11,Reverse,-0.6400000000003274
down,2026-01-23 09:42:00+00:00,4914.79,4929.79,4884.79,2026-01-23 10:42:00+00:00,2026-01-23 09:46:00+00:00,4916.05,Reverse,-1.2600000000002183
up,2026-01-23 09:47:00+00:00,4916.39,4901.39,4952.79,2026-01-23 11:13:00+00:00,2026-01-23 10:16:00+00:00,4923.79,Reverse,7.399999999999636
down,2026-01-23 10:17:00+00:00,4923.52,4938.52,4882.65,2026-01-23 12:39:00+00:00,2026-01-23 11:53:00+00:00,4924.39,Reverse,-0.8699999999998909
up,2026-01-23 11:54:00+00:00,4924.57,4909.57,4954.57,2026-01-23 12:55:00+00:00,2026-01-23 12:00:00+00:00,4924.17,Reverse,-0.3999999999996362
down,2026-01-23 12:01:00+00:00,4923.89,4938.89,4893.89,2026-01-23 13:08:00+00:00,2026-01-23 12:09:00+00:00,4933.8,Reverse,-9.909999999999854
up,2026-01-23 12:10:00+00:00,4934.09,4919.09,4964.09,2026-01-23 13:10:00+00:00,2026-01-23 12:10:00+00:00,4933.87,Reverse,-0.22000000000025466
down,2026-01-23 12:11:00+00:00,4933.91,4948.91,4896.96,2026-01-23 15:07:00+00:00,2026-01-23 14:08:00+00:00,4943.98,Reverse,-10.069999999999709
up,2026-01-23 14:09:00+00:00,4943.98,4928.98,4975.5,2026-01-23 15:10:00+00:00,2026-01-23 14:12:00+00:00,4947.5,Reverse,3.5200000000004366
down,2026-01-23 14:13:00+00:00,4947.22,4962.22,4910.03,2026-01-23 15:29:00+00:00,2026-01-23 14:30:00+00:00,4934.82,Reverse,12.400000000000546
up,2026-01-23 14:31:00+00:00,4934.85,4919.85,4976.56,2026-01-23 15:37:00+00:00,2026-01-23 14:45:00+00:00,4949.32,Reverse,14.469999999999345
down,2026-01-23 14:46:00+00:00,4948.79,4963.79,4917.25,2026-01-23 16:14:00+00:00,2026-01-23 15:18:00+00:00,4949.58,Reverse,-0.7899999999999636
up,2026-01-23 15:19:00+00:00,4949.89,4934.89,4979.89,2026-01-23 16:26:00+00:00,2026-01-23 15:30:00+00:00,4950.33,Reverse,0.4399999999995998
down,2026-01-23 15:31:00+00:00,4949.95,4964.95,4919.27,2026-01-23 17:01:00+00:00,2026-01-23 16:02:00+00:00,4964.95,Stop,-15.0
down,2026-01-23 16:03:00+00:00,4964.49,4979.49,4932.91,2026-01-23 17:14:00+00:00,2026-01-23 16:18:00+00:00,4979.49,Stop,-15.0
up,2026-01-23 16:28:00+00:00,4982.82,4967.82,5012.82,2026-01-23 17:28:00+00:00,2026-01-23 16:31:00+00:00,4986.82,Reverse,4.0
down,2026-01-23 16:32:00+00:00,4986.38,5001.38,4928.61,2026-01-23 22:26:00+00:00,2026-01-25 23:01:00+00:00,5001.38,Stop,-15.0
down,2026-01-25 23:10:00+00:00,5022.48,5037.48,4984.19,2026-01-26 00:52:00+00:00,2026-01-25 23:53:00+00:00,5037.48,Stop,-15.0
down,2026-01-25 23:54:00+00:00,5036.91,5051.91,5002.59,2026-01-26 01:40:00+00:00,2026-01-26 00:41:00+00:00,5051.91,Stop,-15.0
down,2026-01-26 00:42:00+00:00,5051.9,5066.9,5008.4,2026-01-26 02:21:00+00:00,2026-01-26 01:22:00+00:00,5066.9,Stop,-15.0
down,2026-01-26 01:23:00+00:00,5066.98,5081.98,5036.98,2026-01-26 02:33:00+00:00,2026-01-26 01:34:00+00:00,5081.98,Stop,-15.0
down,2026-01-26 01:35:00+00:00,5083.83,5098.83,5044.71,2026-01-26 02:47:00+00:00,2026-01-26 01:48:00+00:00,5076.12,Reverse,7.710000000000036
up,2026-01-26 01:49:00+00:00,5076.2,5061.2,5106.2,2026-01-26 02:49:00+00:00,2026-01-26 01:50:00+00:00,5075.12,Reverse,-1.0799999999999272
down,2026-01-26 01:51:00+00:00,5074.83,5089.83,5044.83,2026-01-26 02:51:00+00:00,2026-01-26 01:52:00+00:00,5075.07,Reverse,-0.23999999999978172
up,2026-01-26 01:53:00+00:00,5075.34,5060.34,5105.34,2026-01-26 02:53:00+00:00,2026-01-26 01:54:00+00:00,5078.35,Reverse,3.0100000000002183
down,2026-01-26 01:55:00+00:00,5078.22,5093.22,5039.06,2026-01-26 03:30:00+00:00,2026-01-26 02:31:00+00:00,5093.22,Stop,-15.0
down,2026-01-26 02:32:00+00:00,5092.29,5107.29,5028.35,2026-01-26 06:14:00+00:00,2026-01-26 05:22:00+00:00,5059.34,Reverse,32.94999999999982
up,2026-01-26 05:23:00+00:00,5059.67,5044.67,5089.67,2026-01-26 06:23:00+00:00,2026-01-26 05:30:00+00:00,5065.29,Reverse,5.619999999999891
down,2026-01-26 05:31:00+00:00,5064.82,5079.82,5025.93,2026-01-26 07:00:00+00:00,2026-01-26 06:01:00+00:00,5079.82,Stop,-15.0
down,2026-01-26 06:02:00+00:00,5082.13,5097.13,5037.83,2026-01-26 07:31:00+00:00,2026-01-26 06:33:00+00:00,5078.08,Reverse,4.050000000000182
up,2026-01-26 06:34:00+00:00,5078.35,5063.35,5108.35,2026-01-26 07:34:00+00:00,2026-01-26 06:40:00+00:00,5082.64,Reverse,4.289999999999964
down,2026-01-26 06:41:00+00:00,5082.39,5097.39,5052.39,2026-01-26 07:41:00+00:00,2026-01-26 06:42:00+00:00,5088.99,Reverse,-6.599999999999454
up,2026-01-26 06:43:00+00:00,5089.3,5074.3,5119.3,2026-01-26 07:43:00+00:00,2026-01-26 06:44:00+00:00,5092.22,Reverse,2.9200000000000728
down,2026-01-26 06:45:00+00:00,5091.94,5106.94,5061.94,2026-01-26 07:45:00+00:00,2026-01-26 06:47:00+00:00,5106.94,Stop,-15.0
up,2026-01-26 06:51:00+00:00,5108.93,5093.93,5138.93,2026-01-26 07:54:00+00:00,2026-01-26 06:55:00+00:00,5093.93,Stop,-15.0
up,2026-01-26 06:57:00+00:00,5088.61,5073.61,5118.61,2026-01-26 07:57:00+00:00,2026-01-26 07:00:00+00:00,5075.88,Reverse,-12.729999999999563
down,2026-01-26 07:01:00+00:00,5075.76,5090.76,5045.76,2026-01-26 08:12:00+00:00,2026-01-26 07:13:00+00:00,5090.76,Stop,-15.0
down,2026-01-26 07:14:00+00:00,5089.46,5104.46,5047.0,2026-01-26 11:14:00+00:00,2026-01-26 11:14:00+00:00,5088.34,Timeout,1.1199999999998909
down,2026-01-26 11:18:00+00:00,5086.07,5101.07,5053.22,2026-01-26 13:15:00+00:00,2026-01-26 12:17:00+00:00,5089.12,Reverse,-3.050000000000182
up,2026-01-26 12:18:00+00:00,5089.55,5074.55,5119.55,2026-01-26 13:18:00+00:00,2026-01-26 12:20:00+00:00,5090.67,Reverse,1.1199999999998909
down,2026-01-26 12:21:00+00:00,5090.5,5105.5,5060.5,2026-01-26 13:21:00+00:00,2026-01-26 12:21:00+00:00,5092.63,Reverse,-2.130000000000109
up,2026-01-26 12:22:00+00:00,5092.86,5077.86,5122.86,2026-01-26 13:22:00+00:00,2026-01-26 12:23:00+00:00,5095.52,Reverse,2.660000000000764
down,2026-01-26 12:24:00+00:00,5095.24,5110.24,5064.7,2026-01-26 13:25:00+00:00,2026-01-26 12:26:00+00:00,5090.86,Reverse,4.380000000000109
up,2026-01-26 12:27:00+00:00,5090.97,5075.97,5120.97,2026-01-26 13:27:00+00:00,2026-01-26 12:27:00+00:00,5090.94,Reverse,-0.030000000000654836
down,2026-01-26 12:28:00+00:00,5090.6,5105.6,5037.12,2026-01-26 14:03:00+00:00,2026-01-26 13:04:00+00:00,5074.2,Reverse,16.400000000000546
up,2026-01-26 13:05:00+00:00,5074.52,5059.52,5104.52,2026-01-26 14:05:00+00:00,2026-01-26 13:05:00+00:00,5075.09,Reverse,0.569999999999709
down,2026-01-26 13:06:00+00:00,5074.78,5089.78,5044.78,2026-01-26 14:06:00+00:00,2026-01-26 13:06:00+00:00,5071.78,Reverse,3.0
up,2026-01-26 13:07:00+00:00,5072.07,5057.07,5106.05,2026-01-26 14:08:00+00:00,2026-01-26 13:10:00+00:00,5081.16,Reverse,9.090000000000146
down,2026-01-26 13:11:00+00:00,5081.11,5096.11,5050.22,2026-01-26 14:12:00+00:00,2026-01-26 13:13:00+00:00,5079.67,Reverse,1.4399999999995998
up,2026-01-26 13:14:00+00:00,5079.82,5064.82,5109.82,2026-01-26 14:14:00+00:00,2026-01-26 13:15:00+00:00,5083.12,Reverse,3.300000000000182
down,2026-01-26 13:16:00+00:00,5082.76,5097.76,5025.99,2026-01-26 15:02:00+00:00,2026-01-26 14:03:00+00:00,5064.51,Reverse,18.25
up,2026-01-26 14:04:00+00:00,5064.6,5049.6,5094.6,2026-01-26 15:04:00+00:00,2026-01-26 14:05:00+00:00,5068.71,Reverse,4.109999999999673
down,2026-01-26 14:06:00+00:00,5068.57,5083.57,5038.57,2026-01-26 15:06:00+00:00,2026-01-26 14:09:00+00:00,5068.16,Reverse,0.4099999999998545
up,2026-01-26 14:10:00+00:00,5068.49,5053.49,5102.17,2026-01-26 15:14:00+00:00,2026-01-26 14:15:00+00:00,5071.89,Reverse,3.4000000000005457
down,2026-01-26 14:16:00+00:00,5071.76,5086.76,5037.74,2026-01-26 15:36:00+00:00,2026-01-26 14:37:00+00:00,5086.76,Stop,-15.0
down,2026-01-26 14:38:00+00:00,5089.77,5104.77,5050.1,2026-01-26 15:49:00+00:00,2026-01-26 14:50:00+00:00,5085.19,Reverse,4.580000000000837
up,2026-01-26 14:51:00+00:00,5085.17,5070.17,5115.17,2026-01-26 15:51:00+00:00,2026-01-26 14:51:00+00:00,5087.84,Reverse,2.6700000000000728
down,2026-01-26 14:52:00+00:00,5087.48,5102.48,5048.38,2026-01-26 17:03:00+00:00,2026-01-26 16:04:00+00:00,5102.48,Stop,-15.0
down,2026-01-26 16:05:00+00:00,5100.26,5115.26,5064.24,2026-01-26 17:20:00+00:00,2026-01-26 16:24:00+00:00,5094.05,Reverse,6.210000000000036
up,2026-01-26 16:25:00+00:00,5094.52,5079.52,5124.52,2026-01-26 17:25:00+00:00,2026-01-26 16:28:00+00:00,5079.52,Stop,-15.0
down,2026-01-26 16:29:00+00:00,5075.29,5090.29,5045.29,2026-01-26 17:51:00+00:00,2026-01-26 16:55:00+00:00,5090.29,Stop,-15.0
down,2026-01-26 16:56:00+00:00,5087.64,5102.64,5053.88,2026-01-26 18:44:00+00:00,2026-01-26 17:45:00+00:00,5102.64,Stop,-15.0
up,2026-01-26 17:50:00+00:00,5100.95,5085.95,5130.95,2026-01-26 18:50:00+00:00,2026-01-26 18:10:00+00:00,5085.95,Stop,-15.0
down,2026-01-26 18:14:00+00:00,5079.14,5094.14,5032.03,2026-01-26 19:44:00+00:00,2026-01-26 18:55:00+00:00,5078.47,Reverse,0.6700000000000728
up,2026-01-26 18:56:00+00:00,5078.79,5063.79,5108.79,2026-01-26 19:59:00+00:00,2026-01-26 19:00:00+00:00,5068.07,Reverse,-10.720000000000255
down,2026-01-26 19:01:00+00:00,5067.99,5082.99,4998.74,2026-01-26 20:43:00+00:00,2026-01-26 19:49:00+00:00,5017.75,Reverse,50.23999999999978
up,2026-01-26 19:50:00+00:00,5018.3,5003.3,5059.22,2026-01-26 20:58:00+00:00,2026-01-26 20:01:00+00:00,5038.24,Reverse,19.9399999999996
down,2026-01-26 20:02:00+00:00,5037.91,5052.91,5006.65,2026-01-26 21:09:00+00:00,2026-01-26 20:12:00+00:00,5052.91,Stop,-15.0
down,2026-01-26 20:13:00+00:00,5047.9,5062.9,5013.7,2026-01-26 21:16:00+00:00,2026-01-26 20:17:00+00:00,5042.35,Reverse,5.549999999999272
up,2026-01-26 20:18:00+00:00,5042.74,5027.74,5072.74,2026-01-26 21:18:00+00:00,2026-01-26 20:18:00+00:00,5050.06,Reverse,7.3200000000006185
down,2026-01-26 20:19:00+00:00,5049.79,5064.79,5019.79,2026-01-26 21:19:00+00:00,2026-01-26 20:19:00+00:00,5048.76,Reverse,1.0299999999997453
up,2026-01-26 20:20:00+00:00,5049.08,5034.08,5079.08,2026-01-26 21:21:00+00:00,2026-01-26 20:22:00+00:00,5050.66,Reverse,1.5799999999999272
down,2026-01-26 20:23:00+00:00,5050.62,5065.62,5016.3,2026-01-26 21:24:00+00:00,2026-01-26 20:25:00+00:00,5047.68,Reverse,2.9399999999996
up,2026-01-26 20:26:00+00:00,5047.95,5032.95,5082.44,2026-01-26 21:27:00+00:00,2026-01-26 20:29:00+00:00,5056.29,Reverse,8.340000000000146
down,2026-01-26 20:30:00+00:00,5056.45,5071.45,5014.81,2026-01-26 21:53:00+00:00,2026-01-26 20:54:00+00:00,5056.08,Reverse,0.36999999999989086
up,2026-01-26 20:55:00+00:00,5056.43,5041.43,5086.43,2026-01-26 21:55:00+00:00,2026-01-26 20:57:00+00:00,5055.01,Reverse,-1.4200000000000728
down,2026-01-26 20:58:00+00:00,5054.72,5069.72,4969.5,2026-01-26 22:58:00+00:00,2026-01-26 23:01:00+00:00,5025.92,Timeout,28.800000000000182
down,2026-01-26 23:04:00+00:00,5028.97,5043.97,4998.97,2026-01-27 00:15:00+00:00,2026-01-26 23:16:00+00:00,5043.97,Stop,-15.0
down,2026-01-26 23:17:00+00:00,5043.96,5058.96,5012.97,2026-01-27 00:27:00+00:00,2026-01-26 23:45:00+00:00,5058.96,Stop,-15.0
up,2026-01-26 23:59:00+00:00,5047.77,5032.77,5077.77,2026-01-27 00:59:00+00:00,2026-01-27 00:00:00+00:00,5043.11,Reverse,-4.660000000000764
down,2026-01-27 00:01:00+00:00,5042.78,5057.78,4993.31,2026-01-27 01:59:00+00:00,2026-01-27 01:11:00+00:00,5057.78,Stop,-15.0
up,2026-01-27 01:14:00+00:00,5068.3,5053.3,5098.3,2026-01-27 02:14:00+00:00,2026-01-27 01:16:00+00:00,5068.07,Reverse,-0.23000000000047294
down,2026-01-27 01:17:00+00:00,5068.04,5083.04,5025.19,2026-01-27 06:11:00+00:00,2026-01-27 05:14:00+00:00,5063.44,Reverse,4.600000000000364
up,2026-01-27 05:15:00+00:00,5063.87,5048.87,5093.87,2026-01-27 06:15:00+00:00,2026-01-27 05:16:00+00:00,5062.96,Reverse,-0.9099999999998545
down,2026-01-27 05:17:00+00:00,5062.21,5077.21,5032.15,2026-01-27 06:44:00+00:00,2026-01-27 05:45:00+00:00,5077.21,Stop,-15.0
down,2026-01-27 05:46:00+00:00,5077.82,5092.82,5047.32,2026-01-27 07:08:00+00:00,2026-01-27 06:09:00+00:00,5082.02,Reverse,-4.200000000000728
up,2026-01-27 06:10:00+00:00,5082.2,5067.2,5112.2,2026-01-27 07:10:00+00:00,2026-01-27 06:10:00+00:00,5079.95,Reverse,-2.25
down,2026-01-27 06:11:00+00:00,5079.5,5094.5,5047.6,2026-01-27 08:08:00+00:00,2026-01-27 07:09:00+00:00,5094.5,Stop,-15.0
down,2026-01-27 07:10:00+00:00,5093.34,5108.34,5049.91,2026-01-27 09:55:00+00:00,2026-01-27 09:55:00+00:00,5093.19,Timeout,0.1500000000005457
down,2026-01-27 10:48:00+00:00,5083.98,5098.98,5040.71,2026-01-27 14:44:00+00:00,2026-01-27 13:49:00+00:00,5075.23,Reverse,8.75
up,2026-01-27 13:50:00+00:00,5075.5,5060.5,5110.16,2026-01-27 14:55:00+00:00,2026-01-27 14:01:00+00:00,5075.59,Reverse,0.09000000000014552
down,2026-01-27 14:02:00+00:00,5075.09,5090.09,5021.45,2026-01-27 16:04:00+00:00,2026-01-27 15:06:00+00:00,5064.72,Reverse,10.36999999999989
up,2026-01-27 15:07:00+00:00,5065.11,5050.11,5095.11,2026-01-27 16:07:00+00:00,2026-01-27 15:09:00+00:00,5064.38,Reverse,-0.7299999999995634
down,2026-01-27 15:10:00+00:00,5064.0,5079.0,5024.02,2026-01-27 16:14:00+00:00,2026-01-27 15:21:00+00:00,5072.58,Reverse,-8.579999999999927
up,2026-01-27 15:22:00+00:00,5072.87,5057.87,5103.89,2026-01-27 16:27:00+00:00,2026-01-27 15:30:00+00:00,5074.45,Reverse,1.5799999999999272
down,2026-01-27 15:31:00+00:00,5074.12,5089.12,5044.12,2026-01-27 16:47:00+00:00,2026-01-27 15:48:00+00:00,5082.73,Reverse,-8.609999999999673
up,2026-01-27 15:49:00+00:00,5083.01,5068.01,5116.37,2026-01-27 16:50:00+00:00,2026-01-27 15:53:00+00:00,5085.39,Reverse,2.380000000000109
down,2026-01-27 15:54:00+00:00,5085.26,5100.26,5052.32,2026-01-27 17:10:00+00:00,2026-01-27 16:18:00+00:00,5100.26,Stop,-15.0
down,2026-01-27 16:28:00+00:00,5096.25,5111.25,5046.71,2026-01-27 21:02:00+00:00,2026-01-27 20:03:00+00:00,5111.25,Stop,-15.0
down,2026-01-27 20:09:00+00:00,5119.7,5134.7,5089.7,2026-01-27 21:09:00+00:00,2026-01-27 20:10:00+00:00,5134.7,Stop,-15.0
down,2026-01-27 20:11:00+00:00,5134.77,5149.77,5103.13,2026-01-27 21:19:00+00:00,2026-01-27 20:20:00+00:00,5149.77,Stop,-15.0
down,2026-01-27 20:21:00+00:00,5147.36,5162.36,5104.27,2026-01-27 21:47:00+00:00,2026-01-27 20:48:00+00:00,5162.36,Stop,-15.0
down,2026-01-27 20:49:00+00:00,5163.84,5178.84,5125.42,2026-01-27 21:54:00+00:00,2026-01-27 20:55:00+00:00,5178.84,Stop,-15.0
down,2026-01-27 20:56:00+00:00,5179.54,5194.54,5139.47,2026-01-27 22:59:00+00:00,2026-01-27 23:01:00+00:00,5177.85,Timeout,1.6899999999995998
down,2026-01-27 23:02:00+00:00,5173.58,5188.58,5131.88,2026-01-28 01:59:00+00:00,2026-01-28 01:05:00+00:00,5188.58,Stop,-15.0
down,2026-01-28 01:31:00+00:00,5189.85,5204.85,5157.83,2026-01-28 02:39:00+00:00,2026-01-28 01:40:00+00:00,5204.85,Stop,-15.0
down,2026-01-28 01:41:00+00:00,5207.01,5222.01,5177.01,2026-01-28 02:45:00+00:00,2026-01-28 01:46:00+00:00,5222.01,Stop,-15.0
down,2026-01-28 01:47:00+00:00,5220.54,5235.54,5174.83,2026-01-28 02:59:00+00:00,2026-01-28 02:06:00+00:00,5206.74,Reverse,13.800000000000182
up,2026-01-28 02:07:00+00:00,5207.0,5192.0,5237.0,2026-01-28 03:07:00+00:00,2026-01-28 02:15:00+00:00,5211.87,Reverse,4.869999999999891
down,2026-01-28 02:16:00+00:00,5211.48,5226.48,5179.29,2026-01-28 03:31:00+00:00,2026-01-28 02:32:00+00:00,5226.48,Stop,-15.0
down,2026-01-28 02:33:00+00:00,5229.52,5244.52,5191.51,2026-01-28 04:00:00+00:00,2026-01-28 03:08:00+00:00,5244.52,Stop,-15.0
down,2026-01-28 03:14:00+00:00,5242.48,5257.48,5203.08,2026-01-28 06:07:00+00:00,2026-01-28 05:11:00+00:00,5257.48,Stop,-15.0
up,2026-01-28 05:27:00+00:00,5252.56,5237.56,5282.56,2026-01-28 06:27:00+00:00,2026-01-28 05:30:00+00:00,5260.61,Reverse,8.049999999999272
down,2026-01-28 05:31:00+00:00,5260.48,5275.48,5223.92,2026-01-28 07:44:00+00:00,2026-01-28 06:59:00+00:00,5269.83,Reverse,-9.350000000000364
up,2026-01-28 07:00:00+00:00,5270.18,5255.18,5300.18,2026-01-28 08:00:00+00:00,2026-01-28 07:00:00+00:00,5265.31,Reverse,-4.869999999999891
down,2026-01-28 07:01:00+00:00,5264.92,5279.92,5234.92,2026-01-28 08:13:00+00:00,2026-01-28 07:16:00+00:00,5275.93,Reverse,-11.010000000000218
up,2026-01-28 07:17:00+00:00,5276.18,5261.18,5306.18,2026-01-28 08:17:00+00:00,2026-01-28 07:30:00+00:00,5280.72,Reverse,4.539999999999964
down,2026-01-28 07:31:00+00:00,5280.23,5295.23,5247.6,2026-01-28 08:59:00+00:00,2026-01-28 08:02:00+00:00,5295.23,Stop,-15.0
down,2026-01-28 08:04:00+00:00,5295.97,5310.97,5260.38,2026-01-28 09:26:00+00:00,2026-01-28 08:32:00+00:00,5310.97,Stop,-15.0
down,2026-01-28 08:33:00+00:00,5311.07,5326.07,5213.72,2026-01-28 12:13:00+00:00,2026-01-28 11:26:00+00:00,5254.64,Reverse,56.42999999999938
up,2026-01-28 11:27:00+00:00,5254.88,5239.88,5284.88,2026-01-28 12:27:00+00:00,2026-01-28 11:30:00+00:00,5258.31,Reverse,3.430000000000291
down,2026-01-28 11:31:00+00:00,5258.02,5273.02,5224.75,2026-01-28 12:49:00+00:00,2026-01-28 11:50:00+00:00,5265.12,Reverse,-7.099999999999454
