side,entry_time,entry_price,stop,target,timeout,target_updates,exit_time,exit_price,exit_reason,pnl,pnl_cum
down,2025-12-01 05:04:00+00:00,4240.6,4255.6,3925.6000000000004,2025-12-01 07:44:00+00:00,19,2025-12-01 07:44:00+00:00,4240.66,Timeout,-0.05999999999949068,-48.33999999999651
down,2025-12-01 10:53:00+00:00,4256.41,4271.41,326.40999999999985,2025-12-01 20:53:00+00:00,260,2025-12-01 20:53:00+00:00,4238.2,Timeout,18.210000000000036,-30.12999999999647
down,2025-12-01 21:13:00+00:00,4238.49,4253.49,4193.49,2025-12-01 22:13:00+00:00,1,2025-12-01 23:01:00+00:00,4232.32,Timeout,6.170000000000073,-23.9599999999964
down,2025-12-02 01:16:00+00:00,4207.18,4222.18,4087.1800000000003,2025-12-02 02:49:00+00:00,6,2025-12-02 02:16:00+00:00,4222.18,Stop,-15.0,-38.9599999999964
down,2025-12-02 05:13:00+00:00,4219.06,4234.06,4174.06,2025-12-02 06:13:00+00:00,1,2025-12-02 06:13:00+00:00,4225.44,Timeout,-6.3799999999992,-45.3399999999956
down,2025-12-02 06:23:00+00:00,4212.35,4227.35,3972.3500000000004,2025-12-02 07:40:00+00:00,14,2025-12-02 07:40:00+00:00,4213.88,Timeout,-1.5299999999997453,-46.86999999999534
down,2025-12-02 08:30:00+00:00,4214.53,4229.53,4184.53,2025-12-02 09:30:00+00:00,0,2025-12-02 09:30:00+00:00,4193.97,Timeout,20.55999999999949,-26.309999999995853
down,2025-12-02 09:31:00+00:00,4193.64,4208.64,3923.6400000000003,2025-12-02 10:50:00+00:00,16,2025-12-02 10:50:00+00:00,4185.44,Timeout,8.200000000000728,-18.109999999995125
up,2025-12-02 11:13:00+00:00,4189.02,4174.02,4504.02,2025-12-02 12:38:00+00:00,19,2025-12-02 12:38:00+00:00,4205.76,Timeout,16.73999999999978,-1.3699999999953434
down,2025-12-02 12:51:00+00:00,4204.79,4219.79,3409.79,2025-12-02 15:06:00+00:00,51,2025-12-02 14:07:00+00:00,4219.79,Stop,-15.0,-16.369999999995343
down,2025-12-02 14:08:00+00:00,4219.29,4234.29,2659.29,2025-12-02 18:28:00+00:00,102,2025-12-02 18:28:00+00:00,4191.1,Timeout,28.1899999999996,11.820000000004256
down,2025-12-02 20:00:00+00:00,4196.72,4211.72,3746.7200000000003,2025-12-02 21:40:00+00:00,28,2025-12-02 20:41:00+00:00,4211.72,Stop,-15.0,-3.1799999999957436
down,2025-12-02 20:42:00+00:00,4212.01,4227.01,3897.01,2025-12-02 22:01:00+00:00,19,2025-12-02 23:01:00+00:00,4207.35,Timeout,4.6599999999998545,1.480000000004111
down,2025-12-03 05:37:00+00:00,4212.24,4227.24,4182.24,2025-12-03 06:37:00+00:00,0,2025-12-03 06:37:00+00:00,4207.6,Timeout,4.639999999999418,6.120000000003529
down,2025-12-03 11:02:00+00:00,4199.43,4214.43,3419.4300000000003,2025-12-03 13:33:00+00:00,50,2025-12-03 12:44:00+00:00,4214.43,Stop,-15.0,-8.879999999996471
up,2025-12-03 13:17:00+00:00,4218.37,4203.37,4683.37,2025-12-03 15:44:00+00:00,29,2025-12-03 15:44:00+00:00,4227.47,Timeout,9.100000000000364,0.22000000000389264
down,2025-12-03 16:16:00+00:00,4215.08,4230.08,3840.08,2025-12-03 18:59:00+00:00,23,2025-12-03 18:59:00+00:00,4197.26,Timeout,17.81999999999971,18.0400000000036
down,2025-12-03 19:02:00+00:00,4201.78,4216.78,4096.78,2025-12-03 20:12:00+00:00,5,2025-12-03 20:12:00+00:00,4211.32,Timeout,-9.539999999999964,8.500000000003638
down,2025-12-03 21:15:00+00:00,4210.07,4225.07,4180.07,2025-12-03 22:15:00+00:00,0,2025-12-03 23:01:00+00:00,4206.07,Timeout,4.0,12.500000000003638
up,2025-12-04 03:19:00+00:00,4194.94,4179.94,4404.94,2025-12-04 04:31:00+00:00,12,2025-12-04 04:31:00+00:00,4198.02,Timeout,3.0800000000008367,15.580000000004475
