signal_idx,ts,entry_time,exit_time,pred,side,entry_price,exit_price,pnl,entry_signal_prob,last_signal_prob,target_updates,last_target_signal_idx,last_target_time,signal_ts_close,update_ts_close,last_target_price,entry_target_price,exit_reason
15735,2026-01-30T06:24:00+00:00,2026-01-30T06:25:00+00:00,2026-01-30T15:00:00+00:00,0,down,5192.54,5130.22952,62.3104800000001,0.9988957223124397,0.9914066363765359,0,15735,2026-01-30T06:24:00+00:00,5194.35,5179.96,5130.22952,5130.22952,target_hit
19755,2026-02-06T00:30:00+00:00,2026-02-06T00:31:00+00:00,2026-02-06T00:31:00+00:00,2,up,4731.05,4716.05,-15.0,0.9768763832917309,0.9768763832917309,0,19755,2026-02-06T00:30:00+00:00,4728.99,4719.19,4787.8226,4787.8226,stop_loss
19756,2026-02-06T00:31:00+00:00,2026-02-06T00:32:00+00:00,2026-02-06T01:31:00+00:00,2,up,4713.69,4727.35,13.660000000000764,0.9872244187287623,0.9872244187287623,0,19756,2026-02-06T00:31:00+00:00,4712.7,4727.35,4770.254279999999,4770.254279999999,timeout
