side,entry_time,entry_price,stop,target,timeout,target_updates,exit_time,exit_price,exit_reason,pnl
down,2026-01-16 15:06:00+00:00,4617.84,4632.84,4587.25,2026-01-16 16:09:00+00:00,1,2026-01-16 15:10:00+00:00,4615.89,Reverse,1.949999999999818
up,2026-01-16 15:11:00+00:00,4616.26,4601.26,4647.81,2026-01-16 16:18:00+00:00,1,2026-01-16 15:19:00+00:00,4601.67,Reverse,-14.590000000000146
down,2026-01-16 15:20:00+00:00,4602.07,4617.07,4533.92,2026-01-16 16:30:00+00:00,9,2026-01-16 15:31:00+00:00,4555.19,Reverse,46.88000000000011
up,2026-01-16 15:32:00+00:00,4555.41,4540.41,4585.41,2026-01-16 16:33:00+00:00,0,2026-01-16 15:34:00+00:00,4540.41,Stop,-15.0
up,2026-01-16 15:35:00+00:00,4544.8,4529.8,4585.21,2026-01-16 16:44:00+00:00,4,2026-01-16 15:45:00+00:00,4563.33,Reverse,18.529999999999745
down,2026-01-16 15:46:00+00:00,4563.04,4578.04,4533.04,2026-01-16 16:46:00+00:00,0,2026-01-16 15:46:00+00:00,4563.05,Reverse,-0.010000000000218279
up,2026-01-16 15:47:00+00:00,4563.14,4548.14,4593.14,2026-01-16 16:47:00+00:00,0,2026-01-16 15:47:00+00:00,4568.64,Reverse,5.5
down,2026-01-16 15:48:00+00:00,4568.33,4583.33,4536.42,2026-01-16 16:51:00+00:00,1,2026-01-16 15:52:00+00:00,4560.69,Reverse,7.640000000000327
up,2026-01-16 15:53:00+00:00,4561.0,4546.0,4591.0,2026-01-16 16:53:00+00:00,0,2026-01-16 15:53:00+00:00,4566.31,Reverse,5.3100000000004
down,2026-01-16 15:54:00+00:00,4565.88,4580.88,4535.88,2026-01-16 17:04:00+00:00,0,2026-01-16 16:05:00+00:00,4580.88,Stop,-15.0
down,2026-01-16 16:06:00+00:00,4580.87,4595.87,4550.87,2026-01-16 17:25:00+00:00,0,2026-01-16 16:27:00+00:00,4595.87,Stop,-15.0
down,2026-01-16 16:31:00+00:00,4594.58,4609.58,4549.11,2026-01-16 20:27:00+00:00,8,2026-01-16 20:27:00+00:00,4589.57,Timeout,5.010000000000218
down,2026-01-16 20:32:00+00:00,4583.97,4598.97,4552.29,2026-01-16 21:59:00+00:00,1,2026-01-16 21:59:00+00:00,4597.43,Timeout,-13.460000000000036
down,2026-01-18 23:04:00+00:00,4646.85,4661.85,4616.85,2026-01-19 00:05:00+00:00,0,2026-01-18 23:06:00+00:00,4651.51,Reverse,-4.6599999999998545
up,2026-01-18 23:07:00+00:00,4654.65,4639.65,4687.77,2026-01-19 00:08:00+00:00,2,2026-01-18 23:11:00+00:00,4658.5,Reverse,3.850000000000364
down,2026-01-18 23:12:00+00:00,4656.63,4671.63,4626.63,2026-01-19 00:12:00+00:00,0,2026-01-18 23:12:00+00:00,4655.65,Reverse,0.9800000000004729
up,2026-01-18 23:13:00+00:00,4656.87,4641.87,4686.87,2026-01-19 00:13:00+00:00,0,2026-01-18 23:15:00+00:00,4662.61,Reverse,5.739999999999782
down,2026-01-18 23:16:00+00:00,4661.04,4676.04,4631.04,2026-01-19 00:22:00+00:00,0,2026-01-18 23:23:00+00:00,4676.04,Stop,-15.0
down,2026-01-18 23:24:00+00:00,4674.35,4689.35,4642.92,2026-01-19 00:31:00+00:00,1,2026-01-18 23:32:00+00:00,4689.35,Stop,-15.0
down,2026-01-18 23:33:00+00:00,4688.55,4703.55,4623.87,2026-01-19 03:04:00+00:00,13,2026-01-19 03:04:00+00:00,4664.94,Timeout,23.610000000000582
down,2026-01-19 13:43:00+00:00,4667.28,4682.28,4637.16,2026-01-19 15:22:00+00:00,1,2026-01-19 15:22:00+00:00,4665.51,Timeout,1.769999999999527
down,2026-01-19 23:04:00+00:00,4668.12,4683.12,4638.12,2026-01-20 00:04:00+00:00,0,2026-01-19 23:08:00+00:00,4671.08,Reverse,-2.9600000000000364
up,2026-01-19 23:09:00+00:00,4671.48,4656.48,4702.04,2026-01-20 00:28:00+00:00,1,2026-01-20 00:28:00+00:00,4661.2,Timeout,-10.279999999999745
up,2026-01-20 01:29:00+00:00,4671.14,4656.14,4701.14,2026-01-20 02:29:00+00:00,0,2026-01-20 02:29:00+00:00,4671.93,Timeout,0.7899999999999636
down,2026-01-20 05:35:00+00:00,4704.79,4719.79,4672.81,2026-01-20 07:03:00+00:00,2,2026-01-20 07:03:00+00:00,4715.04,Timeout,-10.25
down,2026-01-20 12:28:00+00:00,4727.78,4742.78,4686.75,2026-01-20 15:00:00+00:00,8,2026-01-20 14:01:00+00:00,4742.78,Stop,-15.0
down,2026-01-20 14:02:00+00:00,4741.93,4756.93,4694.03,2026-01-20 17:27:00+00:00,10,2026-01-20 16:57:00+00:00,4756.93,Stop,-15.0
up,2026-01-20 19:46:00+00:00,4763.5,4748.5,4793.5,2026-01-20 20:57:00+00:00,0,2026-01-20 20:24:00+00:00,4748.5,Stop,-15.0
up,2026-01-20 20:28:00+00:00,4750.92,4735.92,4780.92,2026-01-20 21:28:00+00:00,0,2026-01-20 21:28:00+00:00,4760.05,Timeout,9.13000000000011
down,2026-01-20 23:47:00+00:00,4777.85,4792.85,4741.94,2026-01-21 02:00:00+00:00,7,2026-01-21 01:04:00+00:00,4792.85,Stop,-15.0
down,2026-01-21 01:25:00+00:00,4816.73,4831.73,4785.45,2026-01-21 02:28:00+00:00,1,2026-01-21 01:30:00+00:00,4831.73,Stop,-15.0
down,2026-01-21 01:31:00+00:00,4830.43,4845.43,4786.51,2026-01-21 03:32:00+00:00,5,2026-01-21 03:04:00+00:00,4845.43,Stop,-15.0
down,2026-01-21 03:15:00+00:00,4833.63,4848.63,4798.15,2026-01-21 04:42:00+00:00,1,2026-01-21 04:18:00+00:00,4848.63,Stop,-15.0
down,2026-01-21 06:36:00+00:00,4878.88,4893.88,4804.95,2026-01-21 09:05:00+00:00,20,2026-01-21 09:05:00+00:00,4860.57,Timeout,18.3100000000004
down,2026-01-21 11:51:00+00:00,4861.74,4876.74,4828.36,2026-01-21 14:08:00+00:00,4,2026-01-21 13:37:00+00:00,4876.74,Stop,-15.0
down,2026-01-21 14:03:00+00:00,4871.11,4886.11,4813.86,2026-01-21 15:38:00+00:00,4,2026-01-21 14:39:00+00:00,4870.61,Reverse,0.5
up,2026-01-21 14:40:00+00:00,4871.08,4856.08,4901.08,2026-01-21 15:40:00+00:00,0,2026-01-21 14:40:00+00:00,4865.49,Reverse,-5.5900000000001455
down,2026-01-21 14:41:00+00:00,4865.58,4880.58,4835.58,2026-01-21 15:41:00+00:00,0,2026-01-21 14:41:00+00:00,4867.62,Reverse,-2.0399999999999636
up,2026-01-21 14:42:00+00:00,4867.81,4852.81,4899.65,2026-01-21 15:43:00+00:00,1,2026-01-21 14:44:00+00:00,4861.18,Reverse,-6.630000000000109
down,2026-01-21 14:45:00+00:00,4861.64,4876.64,4826.21,2026-01-21 15:48:00+00:00,2,2026-01-21 14:49:00+00:00,4853.67,Reverse,7.970000000000255
up,2026-01-21 14:50:00+00:00,4854.39,4839.39,4886.15,2026-01-21 15:57:00+00:00,3,2026-01-21 14:58:00+00:00,4857.82,Reverse,3.4299999999993815
down,2026-01-21 14:59:00+00:00,4857.16,4872.16,4827.16,2026-01-21 15:59:00+00:00,0,2026-01-21 14:59:00+00:00,4852.14,Reverse,5.019999999999527
up,2026-01-21 15:00:00+00:00,4852.18,4837.18,4889.86,2026-01-21 16:02:00+00:00,2,2026-01-21 15:03:00+00:00,4864.02,Reverse,11.840000000000146
down,2026-01-21 15:04:00+00:00,4863.73,4878.73,4833.73,2026-01-21 16:04:00+00:00,0,2026-01-21 15:04:00+00:00,4861.74,Reverse,1.9899999999997817
up,2026-01-21 15:05:00+00:00,4862.03,4847.03,4892.03,2026-01-21 16:05:00+00:00,0,2026-01-21 15:05:00+00:00,4864.56,Reverse,2.530000000000655
down,2026-01-21 15:06:00+00:00,4864.19,4879.19,4825.98,2026-01-21 16:14:00+00:00,3,2026-01-21 15:15:00+00:00,4858.2,Reverse,5.989999999999782
up,2026-01-21 15:16:00+00:00,4858.17,4843.17,4888.17,2026-01-21 16:17:00+00:00,0,2026-01-21 15:18:00+00:00,4843.17,Stop,-15.0
up,2026-01-21 15:19:00+00:00,4839.88,4824.88,4869.88,2026-01-21 16:19:00+00:00,0,2026-01-21 15:19:00+00:00,4831.57,Reverse,-8.3100000000004
down,2026-01-21 15:20:00+00:00,4831.28,4846.28,4787.46,2026-01-21 16:52:00+00:00,5,2026-01-21 15:53:00+00:00,4846.28,Stop,-15.0
down,2026-01-21 15:54:00+00:00,4850.89,4865.89,4817.75,2026-01-21 17:00:00+00:00,3,2026-01-21 16:01:00+00:00,4847.62,Reverse,3.2700000000004366
up,2026-01-21 16:02:00+00:00,4847.63,4832.63,4877.63,2026-01-21 17:02:00+00:00,0,2026-01-21 16:02:00+00:00,4847.58,Reverse,-0.0500000000001819
down,2026-01-21 16:03:00+00:00,4847.2,4862.2,4799.7,2026-01-21 17:55:00+00:00,7,2026-01-21 17:08:00+00:00,4827.09,Reverse,20.109999999999673
up,2026-01-21 17:09:00+00:00,4826.99,4811.99,4857.4,2026-01-21 18:26:00+00:00,1,2026-01-21 17:31:00+00:00,4811.99,Stop,-15.0
up,2026-01-21 17:34:00+00:00,4805.88,4790.88,4861.07,2026-01-21 19:21:00+00:00,13,2026-01-21 19:21:00+00:00,4849.5,Timeout,43.61999999999989
up,2026-01-21 19:28:00+00:00,4819.96,4804.96,4849.96,2026-01-21 20:29:00+00:00,0,2026-01-21 19:30:00+00:00,4804.96,Stop,-15.0
up,2026-01-21 19:32:00+00:00,4805.1,4790.1,4838.53,2026-01-21 20:34:00+00:00,1,2026-01-21 19:35:00+00:00,4790.1,Stop,-15.0
up,2026-01-21 19:39:00+00:00,4788.1,4773.1,4818.1,2026-01-21 20:39:00+00:00,0,2026-01-21 19:40:00+00:00,4773.1,Stop,-15.0
up,2026-01-21 19:41:00+00:00,4778.91,4763.91,4808.91,2026-01-21 20:43:00+00:00,0,2026-01-21 19:45:00+00:00,4763.91,Stop,-15.0
up,2026-01-21 19:46:00+00:00,4767.46,4752.46,4815.6,2026-01-21 21:10:00+00:00,8,2026-01-21 20:15:00+00:00,4789.93,Reverse,22.470000000000255
down,2026-01-21 20:16:00+00:00,4789.66,4804.66,4759.66,2026-01-21 21:29:00+00:00,0,2026-01-21 20:30:00+00:00,4804.66,Stop,-15.0
down,2026-01-21 20:31:00+00:00,4806.49,4821.49,4774.15,2026-01-21 21:43:00+00:00,2,2026-01-21 20:44:00+00:00,4821.49,Stop,-15.0
down,2026-01-21 20:45:00+00:00,4820.05,4835.05,4786.3,2026-01-21 22:12:00+00:00,3,2026-01-21 21:21:00+00:00,4835.05,Stop,-15.0
down,2026-01-21 21:22:00+00:00,4837.37,4852.37,4807.37,2026-01-21 22:22:00+00:00,0,2026-01-21 23:01:00+00:00,4826.91,Timeout,10.460000000000036
up,2026-01-21 23:07:00+00:00,4809.69,4794.69,4845.15,2026-01-22 00:14:00+00:00,4,2026-01-21 23:15:00+00:00,4814.42,Reverse,4.730000000000473
down,2026-01-21 23:16:00+00:00,4814.19,4829.19,4783.31,2026-01-22 00:16:00+00:00,1,2026-01-21 23:17:00+00:00,4806.01,Reverse,8.179999999999382
up,2026-01-21 23:18:00+00:00,4806.26,4791.26,4837.42,2026-01-22 00:24:00+00:00,2,2026-01-21 23:25:00+00:00,4791.26,Stop,-15.0
up,2026-01-21 23:26:00+00:00,4791.73,4776.73,4831.38,2026-01-22 01:27:00+00:00,4,2026-01-22 01:00:00+00:00,4786.64,Reverse,-5.089999999999236
down,2026-01-22 01:01:00+00:00,4786.38,4801.38,4744.24,2026-01-22 02:19:00+00:00,3,2026-01-22 01:20:00+00:00,4801.38,Stop,-15.0
down,2026-01-22 01:21:00+00:00,4803.52,4818.52,4764.37,2026-01-22 02:55:00+00:00,4,2026-01-22 02:55:00+00:00,4790.16,Timeout,13.360000000000582
down,2026-01-22 05:53:00+00:00,4817.52,4832.52,4786.5,2026-01-22 07:12:00+00:00,1,2026-01-22 07:06:00+00:00,4832.52,Stop,-15.0
down,2026-01-22 08:10:00+00:00,4828.56,4843.56,4794.34,2026-01-22 09:31:00+00:00,2,2026-01-22 08:39:00+00:00,4826.58,Reverse,1.980000000000473
up,2026-01-22 08:40:00+00:00,4826.89,4811.89,4856.89,2026-01-22 09:40:00+00:00,0,2026-01-22 08:55:00+00:00,4831.54,Reverse,4.649999999999636
down,2026-01-22 08:56:00+00:00,4831.23,4846.23,4801.23,2026-01-22 09:56:00+00:00,0,2026-01-22 09:56:00+00:00,4822.19,Timeout,9.039999999999964
up,2026-01-22 12:01:00+00:00,4827.52,4812.52,4857.52,2026-01-22 13:09:00+00:00,0,2026-01-22 12:10:00+00:00,4825.96,Reverse,-1.5600000000004002
down,2026-01-22 12:11:00+00:00,4825.65,4840.65,4795.28,2026-01-22 13:13:00+00:00,1,2026-01-22 12:14:00+00:00,4824.89,Reverse,0.7599999999993088
up,2026-01-22 12:15:00+00:00,4825.3,4810.3,4856.2,2026-01-22 13:16:00+00:00,1,2026-01-22 12:17:00+00:00,4826.26,Reverse,0.9600000000000364
down,2026-01-22 12:18:00+00:00,4826.08,4841.08,4796.08,2026-01-22 13:20:00+00:00,0,2026-01-22 12:21:00+00:00,4828.24,Reverse,-2.1599999999998545
up,2026-01-22 12:22:00+00:00,4828.62,4813.62,4862.12,2026-01-22 14:00:00+00:00,5,2026-01-22 13:01:00+00:00,4819.92,Reverse,-8.699999999999818
down,2026-01-22 13:02:00+00:00,4819.67,4834.67,4789.44,2026-01-22 14:11:00+00:00,1,2026-01-22 13:12:00+00:00,4824.4,Reverse,-4.729999999999563
up,2026-01-22 13:13:00+00:00,4824.77,4809.77,4861.31,2026-01-22 14:19:00+00:00,7,2026-01-22 13:20:00+00:00,4828.14,Reverse,3.369999999999891
down,2026-01-22 13:21:00+00:00,4827.89,4842.89,4797.89,2026-01-22 14:21:00+00:00,0,2026-01-22 13:21:00+00:00,4828.56,Reverse,-0.6700000000000728
up,2026-01-22 13:22:00+00:00,4828.76,4813.76,4864.01,2026-01-22 14:29:00+00:00,2,2026-01-22 13:30:00+00:00,4822.16,Reverse,-6.600000000000364
down,2026-01-22 13:31:00+00:00,4822.36,4837.36,4782.02,2026-01-22 15:00:00+00:00,6,2026-01-22 14:01:00+00:00,4823.84,Reverse,-1.480000000000473
up,2026-01-22 14:02:00+00:00,4824.07,4809.07,4854.07,2026-01-22 15:02:00+00:00,0,2026-01-22 14:02:00+00:00,4824.02,Reverse,-0.049999999999272404
down,2026-01-22 14:03:00+00:00,4823.88,4838.88,4790.97,2026-01-22 15:16:00+00:00,4,2026-01-22 14:17:00+00:00,4824.27,Reverse,-0.3900000000003274
up,2026-01-22 14:18:00+00:00,4824.58,4809.58,4854.58,2026-01-22 15:18:00+00:00,0,2026-01-22 14:18:00+00:00,4823.91,Reverse,-0.6700000000000728
down,2026-01-22 14:19:00+00:00,4823.76,4838.76,4793.76,2026-01-22 15:31:00+00:00,0,2026-01-22 14:32:00+00:00,4838.76,Stop,-15.0
down,2026-01-22 14:33:00+00:00,4841.33,4856.33,4799.13,2026-01-22 16:30:00+00:00,2,2026-01-22 15:31:00+00:00,4856.33,Stop,-15.0
down,2026-01-22 15:32:00+00:00,4859.07,4874.07,4827.18,2026-01-22 16:59:00+00:00,1,2026-01-22 16:00:00+00:00,4874.07,Stop,-15.0
down,2026-01-22 16:01:00+00:00,4871.41,4886.41,4841.41,2026-01-22 17:03:00+00:00,0,2026-01-22 17:03:00+00:00,4880.87,Timeout,-9.460000000000036
down,2026-01-22 17:09:00+00:00,4871.76,4886.76,4841.76,2026-01-22 18:21:00+00:00,0,2026-01-22 17:22:00+00:00,4886.76,Stop,-15.0
down,2026-01-22 17:23:00+00:00,4890.84,4905.84,4857.65,2026-01-22 18:32:00+00:00,3,2026-01-22 17:56:00+00:00,4905.84,Stop,-15.0
up,2026-01-22 20:40:00+00:00,4920.49,4905.49,4950.49,2026-01-22 21:40:00+00:00,0,2026-01-22 21:00:00+00:00,4917.25,Reverse,-3.2399999999997817
down,2026-01-22 21:01:00+00:00,4916.9,4931.9,4886.02,2026-01-22 22:10:00+00:00,1,2026-01-22 21:33:00+00:00,4931.9,Stop,-15.0
up,2026-01-22 21:39:00+00:00,4935.66,4920.66,4969.75,2026-01-22 22:45:00+00:00,2,2026-01-22 23:01:00+00:00,4947.57,Timeout,11.909999999999854
down,2026-01-22 23:02:00+00:00,4947.58,4962.58,4917.58,2026-01-23 00:09:00+00:00,0,2026-01-22 23:14:00+00:00,4943.03,Reverse,4.550000000000182
up,2026-01-22 23:15:00+00:00,4943.35,4928.35,4975.03,2026-01-23 00:17:00+00:00,2,2026-01-22 23:19:00+00:00,4941.87,Reverse,-1.480000000000473
down,2026-01-22 23:20:00+00:00,4941.54,4956.54,4911.54,2026-01-23 00:25:00+00:00,0,2026-01-22 23:26:00+00:00,4941.42,Reverse,0.11999999999989086
up,2026-01-22 23:27:00+00:00,4941.71,4926.71,4971.71,2026-01-23 00:30:00+00:00,0,2026-01-22 23:31:00+00:00,4933.18,Reverse,-8.529999999999745
down,2026-01-22 23:32:00+00:00,4932.85,4947.85,4902.85,2026-01-23 00:46:00+00:00,0,2026-01-22 23:47:00+00:00,4947.85,Stop,-15.0
down,2026-01-22 23:48:00+00:00,4953.59,4968.59,4909.11,2026-01-23 03:14:00+00:00,4,2026-01-23 03:14:00+00:00,4955.09,Timeout,-1.5
down,2026-01-23 03:19:00+00:00,4944.06,4959.06,4909.45,2026-01-23 05:12:00+00:00,1,2026-01-23 05:12:00+00:00,4956.06,Timeout,-12.0
down,2026-01-23 06:10:00+00:00,4955.7,4970.7,4872.81,2026-01-23 11:06:00+00:00,21,2026-01-23 11:05:00+00:00,4917.44,Reverse,38.26000000000022
up,2026-01-23 11:06:00+00:00,4917.76,4902.76,4947.76,2026-01-23 12:06:00+00:00,0,2026-01-23 11:08:00+00:00,4917.15,Reverse,-0.6100000000005821
down,2026-01-23 11:09:00+00:00,4916.86,4931.86,4886.86,2026-01-23 12:09:00+00:00,0,2026-01-23 11:10:00+00:00,4919.44,Reverse,-2.5799999999999272
up,2026-01-23 11:11:00+00:00,4919.89,4904.89,4974.99,2026-01-23 14:23:00+00:00,21,2026-01-23 13:24:00+00:00,4928.29,Reverse,8.399999999999636
down,2026-01-23 13:25:00+00:00,4928.03,4943.03,4898.03,2026-01-23 14:29:00+00:00,0,2026-01-23 13:30:00+00:00,4936.59,Reverse,-8.5600000000004
up,2026-01-23 13:31:00+00:00,4936.93,4921.93,4966.93,2026-01-23 14:31:00+00:00,0,2026-01-23 13:31:00+00:00,4933.92,Reverse,-3.0100000000002183
down,2026-01-23 13:32:00+00:00,4933.68,4948.68,4903.68,2026-01-23 14:32:00+00:00,0,2026-01-23 13:32:00+00:00,4938.27,Reverse,-4.5900000000001455
up,2026-01-23 13:33:00+00:00,4938.4,4923.4,4968.4,2026-01-23 14:35:00+00:00,0,2026-01-23 13:36:00+00:00,4929.23,Reverse,-9.170000000000073
down,2026-01-23 13:37:00+00:00,4929.12,4944.12,4899.12,2026-01-23 14:37:00+00:00,0,2026-01-23 13:37:00+00:00,4931.56,Reverse,-2.4400000000005093
up,2026-01-23 13:38:00+00:00,4931.93,4916.93,4961.93,2026-01-23 14:38:00+00:00,0,2026-01-23 13:38:00+00:00,4931.38,Reverse,-0.5500000000001819
down,2026-01-23 13:39:00+00:00,4931.07,4946.07,4901.07,2026-01-23 14:39:00+00:00,0,2026-01-23 13:39:00+00:00,4930.41,Reverse,0.6599999999998545
up,2026-01-23 13:40:00+00:00,4930.64,4915.64,4960.64,2026-01-23 14:40:00+00:00,0,2026-01-23 13:40:00+00:00,4931.01,Reverse,0.36999999999989086
down,2026-01-23 13:41:00+00:00,4930.37,4945.37,4900.37,2026-01-23 14:41:00+00:00,0,2026-01-23 13:42:00+00:00,4932.37,Reverse,-2.0
up,2026-01-23 13:43:00+00:00,4932.19,4917.19,4962.19,2026-01-23 14:43:00+00:00,0,2026-01-23 13:43:00+00:00,4930.73,Reverse,-1.4600000000000364
down,2026-01-23 13:44:00+00:00,4930.41,4945.41,4900.41,2026-01-23 14:47:00+00:00,0,2026-01-23 13:48:00+00:00,4936.3,Reverse,-5.890000000000327
up,2026-01-23 13:49:00+00:00,4936.49,4921.49,4966.49,2026-01-23 14:49:00+00:00,0,2026-01-23 13:49:00+00:00,4937.0,Reverse,0.5100000000002183
down,2026-01-23 13:50:00+00:00,4936.69,4951.69,4906.69,2026-01-23 14:50:00+00:00,0,2026-01-23 13:51:00+00:00,4936.92,Reverse,-0.23000000000047294
up,2026-01-23 13:52:00+00:00,4937.23,4922.23,4977.35,2026-01-23 15:30:00+00:00,8,2026-01-23 14:31:00+00:00,4936.78,Reverse,-0.4499999999998181
down,2026-01-23 14:32:00+00:00,4936.38,4951.38,4906.38,2026-01-23 15:45:00+00:00,0,2026-01-23 14:46:00+00:00,4951.38,Stop,-15.0
down,2026-01-23 14:47:00+00:00,4951.01,4966.01,4921.01,2026-01-23 15:47:00+00:00,0,2026-01-23 14:47:00+00:00,4952.47,Reverse,-1.4600000000000364
up,2026-01-23 14:48:00+00:00,4952.75,4937.75,4984.85,2026-01-23 15:56:00+00:00,2,2026-01-23 14:58:00+00:00,4947.4,Reverse,-5.350000000000364
down,2026-01-23 14:59:00+00:00,4947.19,4962.19,4913.56,2026-01-23 15:59:00+00:00,1,2026-01-23 15:00:00+00:00,4945.34,Reverse,1.8499999999994543
up,2026-01-23 15:01:00+00:00,4946.29,4931.29,4976.29,2026-01-23 16:01:00+00:00,0,2026-01-23 15:02:00+00:00,4949.08,Reverse,2.7899999999999636
down,2026-01-23 15:03:00+00:00,4948.71,4963.71,4918.71,2026-01-23 16:03:00+00:00,0,2026-01-23 15:05:00+00:00,4952.67,Reverse,-3.9600000000000364
up,2026-01-23 15:06:00+00:00,4952.78,4937.78,4985.81,2026-01-23 16:14:00+00:00,1,2026-01-23 15:15:00+00:00,4948.45,Reverse,-4.329999999999927
down,2026-01-23 15:16:00+00:00,4948.32,4963.32,4916.01,2026-01-23 16:18:00+00:00,2,2026-01-23 15:19:00+00:00,4949.21,Reverse,-0.8900000000003274
up,2026-01-23 15:20:00+00:00,4949.33,4934.33,4979.33,2026-01-23 16:23:00+00:00,0,2026-01-23 15:24:00+00:00,4945.06,Reverse,-4.269999999999527
down,2026-01-23 15:25:00+00:00,4944.93,4959.93,4914.93,2026-01-23 16:25:00+00:00,0,2026-01-23 15:25:00+00:00,4945.71,Reverse,-0.7799999999997453
up,2026-01-23 15:26:00+00:00,4945.64,4930.64,4977.77,2026-01-23 16:28:00+00:00,2,2026-01-23 15:29:00+00:00,4944.99,Reverse,-0.6500000000005457
down,2026-01-23 15:30:00+00:00,4944.84,4959.84,4914.84,2026-01-23 16:30:00+00:00,0,2026-01-23 15:30:00+00:00,4950.03,Reverse,-5.1899999999996
up,2026-01-23 15:31:00+00:00,4950.25,4935.25,4987.48,2026-01-23 16:41:00+00:00,5,2026-01-23 15:42:00+00:00,4959.08,Reverse,8.829999999999927
down,2026-01-23 15:43:00+00:00,4958.69,4973.69,4928.69,2026-01-23 16:43:00+00:00,0,2026-01-23 15:43:00+00:00,4957.5,Reverse,1.1899999999995998
up,2026-01-23 15:44:00+00:00,4957.76,4942.76,4987.76,2026-01-23 16:44:00+00:00,0,2026-01-23 15:44:00+00:00,4959.25,Reverse,1.4899999999997817
down,2026-01-23 15:45:00+00:00,4958.94,4973.94,4928.94,2026-01-23 16:45:00+00:00,0,2026-01-23 15:45:00+00:00,4959.12,Reverse,-0.18000000000029104
up,2026-01-23 15:46:00+00:00,4959.09,4944.09,4990.79,2026-01-23 16:54:00+00:00,1,2026-01-23 15:55:00+00:00,4958.42,Reverse,-0.6700000000000728
down,2026-01-23 15:56:00+00:00,4958.11,4973.11,4928.11,2026-01-23 16:56:00+00:00,0,2026-01-23 15:57:00+00:00,4957.56,Reverse,0.5499999999992724
up,2026-01-23 15:58:00+00:00,4957.81,4942.81,4987.81,2026-01-23 16:58:00+00:00,0,2026-01-23 15:58:00+00:00,4958.19,Reverse,0.37999999999919964
down,2026-01-23 15:59:00+00:00,4957.88,4972.88,4927.88,2026-01-23 16:59:00+00:00,0,2026-01-23 16:09:00+00:00,4972.88,Stop,-15.0
down,2026-01-23 16:10:00+00:00,4974.03,4989.03,4928.61,2026-01-23 20:26:00+00:00,6,2026-01-23 19:54:00+00:00,4989.03,Stop,-15.0
down,2026-01-23 20:09:00+00:00,4974.79,4989.79,4944.79,2026-01-23 22:02:00+00:00,0,2026-01-23 21:58:00+00:00,4989.79,Stop,-15.0
up,2026-01-25 23:02:00+00:00,5019.85,5004.85,5056.19,2026-01-26 00:04:00+00:00,1,2026-01-25 23:05:00+00:00,5004.85,Stop,-15.0
up,2026-01-25 23:06:00+00:00,5007.87,4992.87,5053.22,2026-01-26 00:11:00+00:00,3,2026-01-25 23:12:00+00:00,5019.54,Reverse,11.670000000000073
down,2026-01-25 23:13:00+00:00,5019.28,5034.28,4989.28,2026-01-26 00:13:00+00:00,0,2026-01-25 23:13:00+00:00,5021.13,Reverse,-1.8500000000003638
up,2026-01-25 23:14:00+00:00,5021.28,5006.28,5059.79,2026-01-26 00:22:00+00:00,6,2026-01-25 23:23:00+00:00,5028.29,Reverse,7.010000000000218
down,2026-01-25 23:24:00+00:00,5028.01,5043.01,4998.01,2026-01-26 00:24:00+00:00,0,2026-01-25 23:24:00+00:00,5024.57,Reverse,3.4400000000005093
up,2026-01-25 23:25:00+00:00,5024.82,5009.82,5055.66,2026-01-26 00:32:00+00:00,1,2026-01-25 23:33:00+00:00,5023.64,Reverse,-1.1799999999993815
down,2026-01-25 23:34:00+00:00,5023.32,5038.32,4991.55,2026-01-26 00:40:00+00:00,2,2026-01-25 23:41:00+00:00,5025.9,Reverse,-2.5799999999999272
up,2026-01-25 23:42:00+00:00,5025.8,5010.8,5058.07,2026-01-26 00:44:00+00:00,2,2026-01-25 23:45:00+00:00,5030.14,Reverse,4.3400000000001455
down,2026-01-25 23:46:00+00:00,5029.83,5044.83,4999.83,2026-01-26 00:46:00+00:00,0,2026-01-25 23:47:00+00:00,5032.88,Reverse,-3.050000000000182
up,2026-01-25 23:48:00+00:00,5033.14,5018.14,5073.75,2026-01-26 01:26:00+00:00,5,2026-01-26 00:31:00+00:00,5044.39,Reverse,11.25
down,2026-01-26 00:32:00+00:00,5044.11,5059.11,5014.11,2026-01-26 01:33:00+00:00,0,2026-01-26 00:34:00+00:00,5046.15,Reverse,-2.0399999999999636
up,2026-01-26 00:35:00+00:00,5046.54,5031.54,5082.03,2026-01-26 01:44:00+00:00,4,2026-01-26 01:01:00+00:00,5031.54,Stop,-15.0
down,2026-01-26 01:02:00+00:00,5030.54,5045.54,5000.54,2026-01-26 02:04:00+00:00,0,2026-01-26 01:05:00+00:00,5045.54,Stop,-15.0
down,2026-01-26 01:06:00+00:00,5046.59,5061.59,5013.99,2026-01-26 02:16:00+00:00,2,2026-01-26 01:17:00+00:00,5061.59,Stop,-15.0
down,2026-01-26 01:18:00+00:00,5061.63,5076.63,5031.63,2026-01-26 02:30:00+00:00,0,2026-01-26 01:32:00+00:00,5076.63,Stop,-15.0
down,2026-01-26 01:33:00+00:00,5078.75,5093.75,5048.75,2026-01-26 02:34:00+00:00,0,2026-01-26 01:35:00+00:00,5085.24,Reverse,-6.489999999999782
up,2026-01-26 01:36:00+00:00,5085.53,5070.53,5115.53,2026-01-26 02:36:00+00:00,0,2026-01-26 01:36:00+00:00,5082.28,Reverse,-3.25
