timestamp,actual,predicted
2026-01-21 15:47:00+00:00,0,1
2026-01-21 15:53:00+00:00,1,0
2026-01-21 16:05:00+00:00,1,0
2026-01-21 16:19:00+00:00,0,0
2026-01-21 16:26:00+00:00,0,0
2026-01-21 16:30:00+00:00,1,0
2026-01-21 16:40:00+00:00,1,0
2026-01-21 16:42:00+00:00,1,1
2026-01-21 16:44:00+00:00,1,0
2026-01-21 16:52:00+00:00,0,1
2026-01-21 16:53:00+00:00,1,1
2026-01-21 17:03:00+00:00,0,1
2026-01-21 17:12:00+00:00,0,0
2026-01-21 17:16:00+00:00,0,0
2026-01-21 17:26:00+00:00,0,0
2026-01-21 17:30:00+00:00,0,0
2026-01-21 17:31:00+00:00,1,0
