entry_time,entry_price,stop,target,timeout,target_updates,s1_prob,s2_prob,exit_time,exit_price,exit_reason,pnl,side
2026-01-29 13:20:00+00:00,5518.42,5543.42,5478.42,2026-01-29 14:05:00+00:00,0,0.5100905895233154,0.3588807284832001,2026-01-29 13:35:00+00:00,5504.39,reverse_signal,14.029999999999745,down
2026-01-29 13:36:00+00:00,5505.05,5480.05,5548.17,2026-01-29 14:22:00+00:00,2,0.5187023878097534,0.6708561182022095,2026-01-29 13:39:00+00:00,5517.81,reverse_signal,12.760000000000218,up
2026-01-29 13:42:00+00:00,5522.16,5547.16,5482.16,2026-01-29 14:27:00+00:00,0,0.635692298412323,0.41215780377388,2026-01-29 13:57:00+00:00,5507.76,reverse_signal,14.399999999999636,down
2026-01-29 13:58:00+00:00,5507.75,5482.75,5551.13,2026-01-29 14:43:00+00:00,1,0.6449999809265137,0.6291712522506714,2026-01-29 14:08:00+00:00,5534.3,reverse_signal,26.550000000000182,up
2026-01-29 14:09:00+00:00,5534.29,5559.29,5479.01,2026-01-29 15:18:00+00:00,9,0.6025843620300293,0.4416130781173706,2026-01-29 14:35:00+00:00,5515.85,reverse_signal,18.4399999999996,down
2026-01-29 14:36:00+00:00,5516.35,5491.35,5556.35,2026-01-29 15:21:00+00:00,1,0.6199469566345215,0.6322316527366638,2026-01-29 14:38:00+00:00,5528.68,reverse_signal,12.329999999999927,up
2026-01-29 14:39:00+00:00,5528.67,5553.67,5482.7,2026-01-29 15:26:00+00:00,3,0.6952309608459473,0.36948710680007935,2026-01-29 14:42:00+00:00,5514.73,reverse_signal,13.94000000000051,down
2026-01-29 14:45:00+00:00,5517.98,5492.98,5557.98,2026-01-29 15:30:00+00:00,0,0.8177858591079712,0.5856844782829285,2026-01-29 14:45:00+00:00,5511.41,reverse_signal,-6.569999999999709,up
2026-01-29 14:47:00+00:00,5503.8,5478.8,5543.8,2026-01-29 15:32:00+00:00,1,0.7807328104972839,0.6369882822036743,2026-01-29 14:48:00+00:00,5506.55,reverse_signal,2.75,up
2026-01-29 14:49:00+00:00,5506.47,5531.47,5461.02,2026-01-29 15:43:00+00:00,6,0.8094802498817444,0.40525028109550476,2026-01-29 15:01:00+00:00,5461.02,target_hit,45.44999999999982,down
2026-01-29 15:03:00+00:00,5459.02,5434.02,5499.02,2026-01-29 15:51:00+00:00,2,0.7607230544090271,0.6413979530334473,2026-01-29 15:07:00+00:00,5434.02,stop_loss,-25.0,up
2026-01-29 15:14:00+00:00,5408.58,5433.58,5368.58,2026-01-29 15:59:00+00:00,0,0.6867060661315918,0.39328527450561523,2026-01-29 15:14:00+00:00,5368.58,target_hit,40.0,down
2026-01-29 15:16:00+00:00,5357.55,5332.55,5397.55,2026-01-29 16:01:00+00:00,0,0.5020576119422913,0.6179447770118713,2026-01-29 15:16:00+00:00,5332.55,stop_loss,-25.0,up
2026-01-29 15:17:00+00:00,5327.08,5302.08,5367.08,2026-01-29 16:02:00+00:00,0,0.6108049154281616,0.6947314739227295,2026-01-29 15:17:00+00:00,5302.08,stop_loss,-25.0,up
2026-01-29 15:18:00+00:00,5298.86,5273.86,5338.86,2026-01-29 16:03:00+00:00,0,0.5126397609710693,0.6964009404182434,2026-01-29 15:18:00+00:00,5338.86,target_hit,40.0,up
2026-01-29 15:19:00+00:00,5343.5,5318.5,5383.5,2026-01-29 16:04:00+00:00,0,0.8399317860603333,0.6791465878486633,2026-01-29 15:19:00+00:00,5318.5,stop_loss,-25.0,up
2026-01-29 15:20:00+00:00,5329.52,5304.52,5389.31,2026-01-29 16:05:00+00:00,1,0.794766366481781,0.732822597026825,2026-01-29 15:24:00+00:00,5304.52,stop_loss,-25.0,up
2026-01-29 15:26:00+00:00,5305.55,5280.55,5345.55,2026-01-29 16:11:00+00:00,0,0.8333142399787903,0.5938376188278198,2026-01-29 15:26:00+00:00,5280.55,stop_loss,-25.0,up
2026-01-29 15:27:00+00:00,5260.43,5235.43,5300.43,2026-01-29 16:12:00+00:00,0,0.8032342791557312,0.5815485119819641,2026-01-29 15:27:00+00:00,5235.43,stop_loss,-25.0,up
2026-01-29 15:31:00+00:00,5229.24,5204.24,5269.24,2026-01-29 16:16:00+00:00,0,0.5082880854606628,0.7314155697822571,2026-01-29 15:31:00+00:00,5204.24,stop_loss,-25.0,up
2026-01-29 15:32:00+00:00,5188.04,5163.04,5228.04,2026-01-29 16:17:00+00:00,0,0.8292818665504456,0.7889494895935059,2026-01-29 15:32:00+00:00,5163.04,stop_loss,-25.0,up
2026-01-29 15:33:00+00:00,5149.34,5124.34,5216.2,2026-01-29 16:19:00+00:00,2,0.8688770532608032,0.7388318181037903,2026-01-29 15:36:00+00:00,5124.34,stop_loss,-25.0,up
2026-01-29 15:37:00+00:00,5137.85,5112.85,5177.85,2026-01-29 16:22:00+00:00,0,0.6691271066665649,0.7076271176338196,2026-01-29 15:37:00+00:00,5177.85,target_hit,40.0,up
2026-01-29 15:38:00+00:00,5180.62,5155.62,5220.62,2026-01-29 16:23:00+00:00,0,0.877432644367218,0.7737312912940979,2026-01-29 15:38:00+00:00,5220.62,target_hit,40.0,up
2026-01-29 15:39:00+00:00,5214.18,5189.18,5254.18,2026-01-29 16:24:00+00:00,1,0.8754173517227173,0.665823757648468,2026-01-29 15:40:00+00:00,5189.18,stop_loss,-25.0,up
2026-01-29 15:44:00+00:00,5135.6,5110.6,5175.6,2026-01-29 16:29:00+00:00,0,0.9045933485031128,0.6617662310600281,2026-01-29 15:44:00+00:00,5110.6,stop_loss,-25.0,up
2026-01-29 15:45:00+00:00,5124.16,5099.16,5164.16,2026-01-29 16:30:00+00:00,0,0.7215855717658997,0.6181578040122986,2026-01-29 15:45:00+00:00,5164.16,target_hit,40.0,up
