entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,pnl_usd,reason
159063,159073,2025-10-28 17:48:00+00:00,2025-10-28 17:58:00+00:00,3959.69,3964.69,-5.0,stop
159166,159187,2025-10-28 19:31:00+00:00,2025-10-28 19:52:00+00:00,3952.93,3957.93,-5.0,stop
160227,160245,2025-10-29 14:13:00+00:00,2025-10-29 14:31:00+00:00,4015.53,4020.53,-5.0,stop
160252,160282,2025-10-29 14:38:00+00:00,2025-10-29 15:08:00+00:00,4014.24,4008.79,5.449999999999818,timeout
161483,161485,2025-10-30 12:10:00+00:00,2025-10-30 12:12:00+00:00,3974.16,3979.16,-5.0,stop
161493,161523,2025-10-30 12:20:00+00:00,2025-10-30 12:50:00+00:00,3979.88,3971.71,8.170000000000073,timeout
161560,161564,2025-10-30 13:27:00+00:00,2025-10-30 13:31:00+00:00,3970.8,3975.8,-5.0,stop
161659,161661,2025-10-30 15:06:00+00:00,2025-10-30 15:08:00+00:00,3989.17,3994.17,-5.0,stop
161671,161689,2025-10-30 15:18:00+00:00,2025-10-30 15:36:00+00:00,3998.34,4003.34,-5.0,stop
161712,161742,2025-10-30 15:59:00+00:00,2025-10-30 16:29:00+00:00,4001.86,3995.82,6.039999999999964,timeout
161822,161852,2025-10-30 17:49:00+00:00,2025-10-30 18:19:00+00:00,4012.39,4007.46,4.929999999999836,timeout
162943,162973,2025-10-31 13:31:00+00:00,2025-10-31 14:01:00+00:00,4024.06,4020.83,3.230000000000018,timeout
163247,163277,2025-10-31 18:35:00+00:00,2025-10-31 19:05:00+00:00,4004.61,4003.05,1.5599999999999454,timeout
165830,165860,2025-11-04 16:40:00+00:00,2025-11-04 17:10:00+00:00,3966.33,3964.63,1.699999999999818,timeout
167047,167062,2025-11-05 13:58:00+00:00,2025-11-05 14:13:00+00:00,3975.86,3980.86,-5.0,stop
167237,167267,2025-11-05 17:08:00+00:00,2025-11-05 17:38:00+00:00,3982.39,3981.71,0.6799999999998363,timeout
168398,168428,2025-11-06 13:30:00+00:00,2025-11-06 14:00:00+00:00,4012.0,4011.4,0.599999999999909,timeout
168429,168459,2025-11-06 14:01:00+00:00,2025-11-06 14:31:00+00:00,4010.32,3996.5,13.820000000000164,timeout
168673,168690,2025-11-06 18:05:00+00:00,2025-11-06 18:22:00+00:00,3982.2,3987.2,-5.0,stop
169834,169864,2025-11-07 14:27:00+00:00,2025-11-07 14:57:00+00:00,4001.39,3994.24,7.150000000000091,timeout
169875,169905,2025-11-07 15:08:00+00:00,2025-11-07 15:38:00+00:00,3994.37,3990.07,4.299999999999727,timeout
170142,170172,2025-11-07 19:35:00+00:00,2025-11-07 20:05:00+00:00,4003.73,4005.97,-2.2399999999997817,timeout
