idx,timestamp,actual,lstm_probability,lstm_signal
151,2025-05-21 12:45:00+00:00,0,0.5475544929504395,1
152,2025-05-21 13:00:00+00:00,0,0.5595935583114624,1
153,2025-05-21 13:15:00+00:00,0,0.5623555183410645,1
154,2025-05-21 13:30:00+00:00,0,0.5444908738136292,1
155,2025-05-21 13:45:00+00:00,0,0.5240148901939392,1
156,2025-05-21 14:00:00+00:00,0,0.4873710870742798,0
157,2025-05-21 14:15:00+00:00,0,0.4249823987483978,0
158,2025-05-21 14:30:00+00:00,0,0.34756195545196533,0
159,2025-05-21 14:45:00+00:00,0,0.28991779685020447,0
160,2025-05-21 15:00:00+00:00,0,0.2529433071613312,0
161,2025-05-21 15:15:00+00:00,0,0.22827056050300598,0
162,2025-05-21 15:30:00+00:00,0,0.20223097503185272,0
163,2025-05-21 15:45:00+00:00,0,0.18142472207546234,0
164,2025-05-21 16:00:00+00:00,0,0.16850556433200836,0
165,2025-05-21 16:15:00+00:00,0,0.1566237211227417,0
166,2025-05-21 16:30:00+00:00,0,0.15335990488529205,0
167,2025-05-21 16:45:00+00:00,0,0.1528446227312088,0
168,2025-05-21 17:00:00+00:00,0,0.15500172972679138,0
169,2025-05-21 17:15:00+00:00,0,0.15911611914634705,0
170,2025-05-21 17:30:00+00:00,0,0.16402852535247803,0
171,2025-05-21 17:45:00+00:00,0,0.16107288002967834,0
172,2025-05-21 18:00:00+00:00,0,0.16075147688388824,0
173,2025-05-21 18:15:00+00:00,0,0.1578640639781952,0
174,2025-05-21 18:30:00+00:00,0,0.1537313014268875,0
175,2025-05-21 18:45:00+00:00,0,0.1539546251296997,0
176,2025-05-21 19:00:00+00:00,0,0.16083022952079773,0
177,2025-05-21 19:15:00+00:00,0,0.1605386734008789,0
178,2025-05-21 19:30:00+00:00,0,0.16279436647891998,0
179,2025-05-21 19:45:00+00:00,0,0.1687658727169037,0
180,2025-05-21 20:00:00+00:00,0,0.17878131568431854,0
181,2025-05-21 20:15:00+00:00,0,0.19958335161209106,0
182,2025-05-21 20:30:00+00:00,0,0.22382165491580963,0
183,2025-05-21 20:45:00+00:00,0,0.25103768706321716,0
184,2025-05-21 22:00:00+00:00,0,0.29233503341674805,0
185,2025-05-21 22:15:00+00:00,0,0.3398159444332123,0
186,2025-05-21 22:30:00+00:00,0,0.3865971863269806,0
187,2025-05-21 22:45:00+00:00,0,0.4305759370326996,0
188,2025-05-21 23:00:00+00:00,0,0.45988187193870544,0
189,2025-05-21 23:15:00+00:00,0,0.4728735387325287,0
190,2025-05-21 23:30:00+00:00,0,0.4855961501598358,0
191,2025-05-21 23:45:00+00:00,0,0.4898723363876343,0
192,2025-05-22 00:00:00+00:00,0,0.49175071716308594,0
193,2025-05-22 00:15:00+00:00,0,0.4919177293777466,0
194,2025-05-22 00:30:00+00:00,0,0.49164503812789917,0
195,2025-05-22 00:45:00+00:00,0,0.49201443791389465,0
196,2025-05-22 01:00:00+00:00,0,0.4933589696884155,0
197,2025-05-22 01:15:00+00:00,0,0.4948352873325348,0
198,2025-05-22 01:30:00+00:00,0,0.4952859878540039,0
199,2025-05-22 01:45:00+00:00,0,0.4949820637702942,0
200,2025-05-22 02:00:00+00:00,0,0.493905246257782,0
201,2025-05-22 02:15:00+00:00,0,0.48880645632743835,0
202,2025-05-22 02:30:00+00:00,0,0.46683377027511597,0
203,2025-05-22 02:45:00+00:00,0,0.4390120208263397,0
204,2025-05-22 03:00:00+00:00,0,0.4111105799674988,0
205,2025-05-22 03:15:00+00:00,0,0.38253602385520935,0
206,2025-05-22 03:30:00+00:00,0,0.3472878038883209,0
207,2025-05-22 03:45:00+00:00,0,0.32404693961143494,0
208,2025-05-22 04:00:00+00:00,0,0.29064154624938965,0
209,2025-05-22 04:15:00+00:00,0,0.2523563504219055,0
210,2025-05-22 04:30:00+00:00,0,0.21691901981830597,0
211,2025-05-22 04:45:00+00:00,0,0.1903480887413025,0
212,2025-05-22 05:00:00+00:00,0,0.18381863832473755,0
213,2025-05-22 05:15:00+00:00,0,0.18279056251049042,0
214,2025-05-22 05:30:00+00:00,0,0.18793368339538574,0
215,2025-05-22 05:45:00+00:00,0,0.21205759048461914,0
216,2025-05-22 06:00:00+00:00,0,0.22932705283164978,0
217,2025-05-22 06:15:00+00:00,0,0.262764036655426,0
218,2025-05-22 06:30:00+00:00,0,0.3021531403064728,0
219,2025-05-22 06:45:00+00:00,0,0.35838234424591064,0
220,2025-05-22 07:00:00+00:00,0,0.40577924251556396,0
221,2025-05-22 07:15:00+00:00,0,0.4509310722351074,0
222,2025-05-22 07:30:00+00:00,0,0.4762020707130432,0
223,2025-05-22 07:45:00+00:00,0,0.4914261996746063,0
224,2025-05-22 08:00:00+00:00,0,0.49528974294662476,0
225,2025-05-22 08:15:00+00:00,0,0.49669578671455383,0
226,2025-05-22 08:30:00+00:00,0,0.5015755295753479,1
227,2025-05-22 08:45:00+00:00,0,0.5073201656341553,1
228,2025-05-22 09:00:00+00:00,0,0.5292115211486816,1
229,2025-05-22 09:15:00+00:00,0,0.5554638504981995,1
230,2025-05-22 09:30:00+00:00,0,0.5732541084289551,1
231,2025-05-22 09:45:00+00:00,0,0.5860805511474609,1
232,2025-05-22 10:00:00+00:00,0,0.594081461429596,1
233,2025-05-22 10:15:00+00:00,0,0.6020963788032532,1
234,2025-05-22 10:30:00+00:00,0,0.6178787350654602,1
235,2025-05-22 10:45:00+00:00,1,0.6454306840896606,1
236,2025-05-22 11:00:00+00:00,1,0.665107786655426,1
237,2025-05-22 11:15:00+00:00,1,0.6607853770256042,1
238,2025-05-22 11:30:00+00:00,0,0.6546759009361267,1
239,2025-05-22 11:45:00+00:00,0,0.6362723112106323,1
240,2025-05-22 12:00:00+00:00,0,0.6082187294960022,1
241,2025-05-22 12:15:00+00:00,0,0.561772882938385,1
242,2025-05-22 12:30:00+00:00,0,0.5160009860992432,1
243,2025-05-22 12:45:00+00:00,0,0.4578798711299896,0
244,2025-05-22 13:00:00+00:00,0,0.38940468430519104,0
245,2025-05-22 13:15:00+00:00,0,0.3079414665699005,0
246,2025-05-22 13:30:00+00:00,0,0.24983903765678406,0
247,2025-05-22 13:45:00+00:00,0,0.267612487077713,0
248,2025-05-22 14:00:00+00:00,0,0.2818354368209839,0
249,2025-05-22 14:15:00+00:00,0,0.27916133403778076,0
250,2025-05-22 14:30:00+00:00,0,0.25490349531173706,0
251,2025-05-22 14:45:00+00:00,0,0.2429928481578827,0
252,2025-05-22 15:00:00+00:00,0,0.24093884229660034,0
253,2025-05-22 15:15:00+00:00,0,0.2311236560344696,0
254,2025-05-22 15:30:00+00:00,0,0.21804998815059662,0
255,2025-05-22 15:45:00+00:00,0,0.20319046080112457,0
256,2025-05-22 16:00:00+00:00,0,0.19270139932632446,0
257,2025-05-22 16:15:00+00:00,0,0.1801358461380005,0
258,2025-05-22 16:30:00+00:00,0,0.1684502810239792,0
259,2025-05-22 16:45:00+00:00,0,0.161732479929924,0
260,2025-05-22 17:00:00+00:00,0,0.1555192768573761,0
261,2025-05-22 17:15:00+00:00,0,0.15622200071811676,0
