signal_idx,entry_idx,exit_idx,entry_time,exit_time,probability,entry_price,exit_price,pnl_usd,pnl_pct,bars_held,exit_reason
235,236,239,2025-05-22 11:00:00+00:00,2025-05-22 11:45:00+00:00,0.8103486890092985,3289.8,3309.5388000000003,19.738800000000083,0.6000000000000025,4,take_profit
328,329,331,2025-05-23 11:15:00+00:00,2025-05-23 11:45:00+00:00,0.2514003019918862,3326.83,3346.7909799999998,19.960979999999836,0.5999999999999951,3,take_profit
1653,1654,1656,2025-06-13 00:00:00+00:00,2025-06-13 00:30:00+00:00,0.5556472777189938,3395.95,3416.3257,20.37570000000005,0.6000000000000015,3,take_profit
2616,2617,2620,2025-06-27 13:15:00+00:00,2025-06-27 14:00:00+00:00,0.2299285257546853,3262.78,3270.5,7.7199999999998,0.23660804589950285,4,timeout
2649,2650,2653,2025-06-29 22:30:00+00:00,2025-06-29 23:15:00+00:00,0.5004947179851877,3251.67,3268.33,16.659999999999854,0.512352114451954,4,timeout
2982,2983,2985,2025-07-03 12:45:00+00:00,2025-07-03 13:15:00+00:00,0.7631966689652593,3312.46,3332.33476,19.87476000000015,0.6000000000000045,3,take_profit
3803,3804,3805,2025-07-16 15:00:00+00:00,2025-07-16 15:15:00+00:00,0.2120270239326631,3338.31,3358.33986,20.0298600000001,0.600000000000003,2,take_profit
4895,4896,4898,2025-08-01 12:00:00+00:00,2025-08-01 12:30:00+00:00,0.2163472022949476,3300.5,3320.303,19.802999999999884,0.5999999999999964,3,take_profit
5379,5380,5383,2025-08-08 18:00:00+00:00,2025-08-08 18:45:00+00:00,0.5549244332298163,3387.11,3395.63,8.519999999999982,0.2515418749317259,4,timeout
6282,6283,6284,2025-08-22 13:45:00+00:00,2025-08-22 14:00:00+00:00,0.2197656677353683,3333.78,3353.7826800000003,20.002680000000055,0.6000000000000015,2,take_profit
6408,6409,6412,2025-08-25 23:15:00+00:00,2025-08-26 00:00:00+00:00,0.2174659228915274,3358.52,3368.97,10.449999999999818,0.31114895846979673,4,timeout
6787,6788,6791,2025-09-01 02:00:00+00:00,2025-09-01 02:45:00+00:00,0.2642169896028726,3457.61,3478.35566,20.745660000000044,0.6000000000000012,4,take_profit
6955,6956,6959,2025-09-03 00:30:00+00:00,2025-09-03 01:15:00+00:00,0.2616685739574525,3537.29,3537.05,-0.23999999999978172,-0.006784855072662454,4,timeout
7185,7186,7188,2025-09-05 12:00:00+00:00,2025-09-05 12:30:00+00:00,0.2136245128381212,3553.59,3574.91154,21.321539999999914,0.5999999999999975,3,take_profit
8571,8572,8575,2025-09-26 13:30:00+00:00,2025-09-26 14:15:00+00:00,0.222247818992974,3757.69,3780.23614,22.546139999999923,0.599999999999998,4,take_profit
8753,8754,8757,2025-09-30 13:00:00+00:00,2025-09-30 13:45:00+00:00,0.314079716502867,3819.55,3823.97,4.419999999999618,0.11572043827151413,4,timeout
8757,8758,8759,2025-09-30 14:00:00+00:00,2025-09-30 14:15:00+00:00,0.3152983025440622,3827.44,3850.40464,22.964640000000145,0.6000000000000038,2,take_profit
9414,9415,9418,2025-10-09 17:15:00+00:00,2025-10-09 18:00:00+00:00,0.2647619141807477,3952.58,3961.64,9.059999999999945,0.2292173719443995,4,timeout
9420,9421,9424,2025-10-09 18:45:00+00:00,2025-10-09 19:30:00+00:00,0.5037833226491145,3957.79,3981.53674,23.746740000000045,0.6000000000000011,4,take_profit
9454,9455,9458,2025-10-10 04:15:00+00:00,2025-10-10 05:00:00+00:00,0.6725785784899319,3948.25,3971.9395,23.689499999999953,0.5999999999999988,4,take_profit
9466,9467,9470,2025-10-10 07:15:00+00:00,2025-10-10 08:00:00+00:00,0.5144208328713558,3958.92,3982.6735200000003,23.753520000000208,0.6000000000000052,4,take_profit
9494,9495,9498,2025-10-10 14:15:00+00:00,2025-10-10 15:00:00+00:00,0.3113571288329469,3980.64,4004.52384,23.883839999999964,0.5999999999999992,4,take_profit
9520,9521,9523,2025-10-10 20:45:00+00:00,2025-10-12 22:15:00+00:00,0.4446129405930202,4013.06,4037.13836,24.078359999999975,0.5999999999999994,3,take_profit
9529,9530,9533,2025-10-13 00:00:00+00:00,2025-10-13 00:45:00+00:00,0.3209870055092909,4035.34,4059.55204,24.212039999999888,0.5999999999999972,4,take_profit
9648,9649,9651,2025-10-14 06:45:00+00:00,2025-10-14 07:15:00+00:00,0.8564112783959904,4099.01,4123.604060000001,24.594060000000354,0.6000000000000086,3,take_profit
9651,9652,9655,2025-10-14 07:30:00+00:00,2025-10-14 08:15:00+00:00,0.2834152542249076,4124.89,4144.29,19.399999999999636,0.4703155720516095,4,timeout
9675,9676,9678,2025-10-14 13:30:00+00:00,2025-10-14 14:00:00+00:00,0.3289639716517867,4109.97,4134.62982,24.659819999999854,0.5999999999999964,3,take_profit
9872,9873,9876,2025-10-16 16:45:00+00:00,2025-10-16 17:30:00+00:00,0.4287380040564407,4271.79,4297.42074,25.630739999999605,0.5999999999999908,4,take_profit
9886,9887,9890,2025-10-16 20:15:00+00:00,2025-10-16 22:00:00+00:00,0.5924809541400948,4317.04,4342.94224,25.902240000000347,0.6000000000000081,4,take_profit
9890,9891,9891,2025-10-16 22:15:00+00:00,2025-10-16 22:15:00+00:00,0.6168837963118069,4350.07,4376.1704199999995,26.100419999999758,0.5999999999999944,1,take_profit
9893,9894,9897,2025-10-16 23:00:00+00:00,2025-10-16 23:45:00+00:00,0.5832177733156159,4347.2,4373.2832,26.083200000000033,0.6000000000000008,4,take_profit
9904,9905,9906,2025-10-17 01:45:00+00:00,2025-10-17 02:00:00+00:00,0.9548185197521888,4291.0,4316.746,25.746000000000095,0.6000000000000022,2,take_profit
9906,9907,9910,2025-10-17 02:15:00+00:00,2025-10-17 03:00:00+00:00,0.8672971082575921,4327.78,4353.74668,25.96668000000045,0.6000000000000105,4,take_profit
9945,9946,9946,2025-10-17 12:00:00+00:00,2025-10-17 12:00:00+00:00,0.7174873688829627,4287.41,4313.13446,25.724460000000363,0.6000000000000085,1,take_profit
9947,9948,9949,2025-10-17 12:30:00+00:00,2025-10-17 12:45:00+00:00,0.5026227824613956,4293.82,4319.58292,25.762920000000122,0.6000000000000029,2,take_profit
9954,9955,9955,2025-10-17 14:15:00+00:00,2025-10-17 14:15:00+00:00,0.9366432881189106,4217.75,4243.0565,25.306499999999687,0.5999999999999925,1,take_profit
9955,9956,9959,2025-10-17 14:30:00+00:00,2025-10-17 15:15:00+00:00,0.7619980727832512,4241.84,4248.19,6.349999999999454,0.14969918714518826,4,timeout
9966,9967,9970,2025-10-17 17:15:00+00:00,2025-10-17 18:00:00+00:00,0.8055739275813153,4207.08,4232.32248,25.242479999999887,0.5999999999999973,4,take_profit
9973,9974,9975,2025-10-17 19:00:00+00:00,2025-10-17 19:15:00+00:00,0.2233739556989093,4235.77,4218.82692,-16.94308000000001,-0.4000000000000002,2,stop_loss
9975,9976,9979,2025-10-17 19:30:00+00:00,2025-10-17 20:15:00+00:00,0.7101627786037381,4216.72,4242.0203200000005,25.300320000000283,0.6000000000000066,4,take_profit
9979,9980,9982,2025-10-17 20:30:00+00:00,2025-10-19 22:00:00+00:00,0.7538825545271205,4245.88,4271.35528,25.475279999999657,0.599999999999992,3,take_profit
9990,9991,9994,2025-10-20 00:15:00+00:00,2025-10-20 01:00:00+00:00,0.8660513019416991,4225.62,4250.97372,25.353720000000067,0.6000000000000015,4,take_profit
10015,10016,10018,2025-10-20 06:30:00+00:00,2025-10-20 07:00:00+00:00,0.5378365102633745,4226.85,4252.2111,25.36110000000008,0.6000000000000019,3,take_profit
10034,10035,10038,2025-10-20 11:15:00+00:00,2025-10-20 12:00:00+00:00,0.563586804397142,4255.26,4280.791560000001,25.531560000000354,0.6000000000000083,4,take_profit
10038,10039,10040,2025-10-20 12:15:00+00:00,2025-10-20 12:30:00+00:00,0.6515265268535835,4280.98,4306.66588,25.685879999999997,0.6,2,take_profit
10044,10045,10047,2025-10-20 13:45:00+00:00,2025-10-20 14:15:00+00:00,0.9026046047476032,4308.35,4334.2001,25.850099999999657,0.599999999999992,3,take_profit
10047,10048,10051,2025-10-20 14:30:00+00:00,2025-10-20 15:15:00+00:00,0.7513869678692464,4326.51,4352.46906,25.959060000000136,0.6000000000000031,4,take_profit
10114,10115,10116,2025-10-21 08:15:00+00:00,2025-10-21 08:30:00+00:00,0.8368100260533918,4246.78,4272.260679999999,25.480679999999666,0.5999999999999921,2,take_profit
10151,10152,10154,2025-10-21 17:30:00+00:00,2025-10-21 18:00:00+00:00,0.6892312644967049,4098.01,4122.59806,24.58806000000004,0.600000000000001,3,take_profit
10173,10174,10174,2025-10-22 00:00:00+00:00,2025-10-22 00:00:00+00:00,0.2212339272124085,4093.86,4077.4845600000003,-16.3754399999998,-0.3999999999999951,1,stop_loss
10174,10175,10176,2025-10-22 00:15:00+00:00,2025-10-22 00:30:00+00:00,0.940648242006078,4039.97,4064.20982,24.239820000000236,0.6000000000000059,2,take_profit
10176,10177,10178,2025-10-22 00:45:00+00:00,2025-10-22 01:00:00+00:00,0.924218564053071,4076.35,4100.8081,24.458100000000286,0.6000000000000071,2,take_profit
10181,10182,10182,2025-10-22 02:00:00+00:00,2025-10-22 02:00:00+00:00,0.7456847623056363,4087.66,4112.18596,24.52595999999994,0.5999999999999985,1,take_profit
