side,entry_time,entry_price,stop,target,timeout,target_updates,s1_prob,s2_prob,exit_time,exit_price,exit_reason,pnl,month,dow
1,2025-10-24 13:59:00+00:00,4107.59,4092.59,4128.06,2025-10-24 14:20:00+00:00,7,0.9910308122634888,0.9910308122634888,2025-10-24 14:12:00+00:00,4128.06,target_hit,20.470000000000255,2025-10,Friday
1,2025-12-29 00:38:00+00:00,4502.53,4487.53,4522.53,2025-12-29 00:53:00+00:00,0,0.5598981380462646,0.5598981380462646,2025-12-29 00:44:00+00:00,4487.53,stop_loss,-15.0,2025-12,Monday
1,2025-12-29 00:49:00+00:00,4504.97,4489.97,4524.97,2025-12-29 01:18:00+00:00,3,0.7310349941253662,0.7310349941253662,2025-12-29 01:18:00+00:00,4513.52,timeout,8.550000000000182,2025-12,Monday
1,2025-12-29 15:36:00+00:00,4333.6,4318.6,4354.62,2025-12-29 15:52:00+00:00,2,0.7640061974525452,0.7640061974525452,2025-12-29 15:52:00+00:00,4326.98,timeout,-6.6200000000008,2025-12,Monday
1,2026-01-29 00:19:00+00:00,5487.01,5472.01,5507.01,2026-01-29 00:34:00+00:00,0,0.5808440446853638,0.5808440446853638,2026-01-29 00:20:00+00:00,5472.01,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 01:05:00+00:00,5468.83,5453.83,5488.83,2026-01-29 01:20:00+00:00,0,0.6205884218215942,0.6205884218215942,2026-01-29 01:09:00+00:00,5453.83,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 01:15:00+00:00,5480.12,5465.12,5513.98,2026-01-29 01:31:00+00:00,2,0.6092023849487305,0.6092023849487305,2026-01-29 01:24:00+00:00,5513.98,target_hit,33.85999999999967,2026-01,Thursday
1,2026-01-29 14:49:00+00:00,5507.38,5492.38,5535.92,2026-01-29 15:13:00+00:00,8,0.850183367729187,0.850183367729187,2026-01-29 15:00:00+00:00,5492.38,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:24:00+00:00,5329.53,5314.53,5349.53,2026-01-29 15:39:00+00:00,0,0.7249573469161987,0.7249573469161987,2026-01-29 15:24:00+00:00,5314.53,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:33:00+00:00,5148.29,5133.29,5168.29,2026-01-29 15:48:00+00:00,0,0.7713139057159424,0.7713139057159424,2026-01-29 15:33:00+00:00,5133.29,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:34:00+00:00,5175.79,5160.79,5195.79,2026-01-29 15:49:00+00:00,0,0.6714004874229431,0.6714004874229431,2026-01-29 15:34:00+00:00,5160.79,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:35:00+00:00,5163.58,5148.58,5183.58,2026-01-29 15:50:00+00:00,0,0.7434912323951721,0.7434912323951721,2026-01-29 15:35:00+00:00,5148.58,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:38:00+00:00,5178.59,5163.59,5198.59,2026-01-29 15:53:00+00:00,0,0.789557933807373,0.789557933807373,2026-01-29 15:38:00+00:00,5198.59,target_hit,20.0,2026-01,Thursday
1,2026-01-29 15:41:00+00:00,5179.39,5164.39,5199.39,2026-01-29 15:56:00+00:00,0,0.8007181882858276,0.8007181882858276,2026-01-29 15:41:00+00:00,5164.39,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:42:00+00:00,5164.11,5149.11,5184.11,2026-01-29 15:57:00+00:00,0,0.608527660369873,0.608527660369873,2026-01-29 15:42:00+00:00,5149.11,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:46:00+00:00,5164.87,5149.87,5188.95,2026-01-29 16:01:00+00:00,1,0.6871530413627625,0.6871530413627625,2026-01-29 15:47:00+00:00,5149.87,stop_loss,-15.0,2026-01,Thursday
1,2026-01-29 15:48:00+00:00,5157.92,5142.92,5177.92,2026-01-29 16:03:00+00:00,0,0.8316641449928284,0.8316641449928284,2026-01-29 15:48:00+00:00,5177.92,target_hit,20.0,2026-01,Thursday
1,2026-01-29 15:49:00+00:00,5164.65,5149.65,5186.02,2026-01-29 16:04:00+00:00,1,0.651727557182312,0.651727557182312,2026-01-29 15:50:00+00:00,5186.02,target_hit,21.3700000000008,2026-01,Thursday
1,2026-01-30 01:17:00+00:00,5329.86,5314.86,5349.86,2026-01-30 01:32:00+00:00,0,0.6568850874900818,0.6568850874900818,2026-01-30 01:23:00+00:00,5349.86,target_hit,20.0,2026-01,Friday
1,2026-01-30 02:25:00+00:00,5163.5,5148.5,5183.5,2026-01-30 02:40:00+00:00,0,0.5687984824180603,0.5687984824180603,2026-01-30 02:25:00+00:00,5183.5,target_hit,20.0,2026-01,Friday
1,2026-01-30 02:32:00+00:00,5145.0,5130.0,5175.2,2026-01-30 02:47:00+00:00,1,0.6165390610694885,0.6165390610694885,2026-01-30 02:36:00+00:00,5175.2,target_hit,30.199999999999818,2026-01,Friday
1,2026-01-30 08:38:00+00:00,5084.98,5069.98,5123.15,2026-01-30 09:01:00+00:00,5,0.715117335319519,0.715117335319519,2026-01-30 08:49:00+00:00,5123.15,target_hit,38.17000000000007,2026-01,Friday
1,2026-01-30 08:56:00+00:00,5117.52,5102.52,5137.52,2026-01-30 09:11:00+00:00,0,0.6633917093276978,0.6633917093276978,2026-01-30 09:05:00+00:00,5102.52,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 09:06:00+00:00,5102.48,5087.48,5122.48,2026-01-30 09:21:00+00:00,0,0.570755124092102,0.570755124092102,2026-01-30 09:07:00+00:00,5087.48,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 09:08:00+00:00,5085.45,5070.45,5105.45,2026-01-30 09:23:00+00:00,0,0.5756118297576904,0.5756118297576904,2026-01-30 09:08:00+00:00,5070.45,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 09:16:00+00:00,5047.75,5032.75,5088.35,2026-01-30 09:41:00+00:00,6,0.833699107170105,0.833699107170105,2026-01-30 09:28:00+00:00,5032.75,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 09:32:00+00:00,5055.99,5040.99,5082.1,2026-01-30 09:48:00+00:00,2,0.9077113270759583,0.9077113270759583,2026-01-30 09:38:00+00:00,5040.99,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 09:48:00+00:00,4991.55,4976.55,5011.55,2026-01-30 10:03:00+00:00,1,0.8598280549049377,0.8598280549049377,2026-01-30 09:49:00+00:00,4976.55,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 09:50:00+00:00,4982.69,4967.69,5002.69,2026-01-30 10:05:00+00:00,0,0.8204291462898254,0.8204291462898254,2026-01-30 09:50:00+00:00,4967.69,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 09:53:00+00:00,4985.34,4970.34,5008.2,2026-01-30 10:09:00+00:00,2,0.9116067290306091,0.9116067290306091,2026-01-30 09:57:00+00:00,5008.2,target_hit,22.859999999999673,2026-01,Friday
1,2026-01-30 09:59:00+00:00,5009.3,4994.3,5033.94,2026-01-30 10:14:00+00:00,1,0.7275198698043823,0.7275198698043823,2026-01-30 10:00:00+00:00,5033.94,target_hit,24.639999999999418,2026-01,Friday
1,2026-01-30 13:25:00+00:00,5026.25,5011.25,5052.2,2026-01-30 13:42:00+00:00,3,0.6089168787002563,0.6089168787002563,2026-01-30 13:31:00+00:00,5011.25,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 13:37:00+00:00,5032.5,5017.5,5052.5,2026-01-30 14:01:00+00:00,2,0.7976653575897217,0.7976653575897217,2026-01-30 13:47:00+00:00,5017.5,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 13:48:00+00:00,5006.94,4991.94,5037.98,2026-01-30 14:07:00+00:00,5,0.9144055843353271,0.9144055843353271,2026-01-30 14:01:00+00:00,5037.98,target_hit,31.039999999999964,2026-01,Friday
1,2026-01-30 15:08:00+00:00,5013.55,4998.55,5033.55,2026-01-30 15:23:00+00:00,0,0.5872164368629456,0.5872164368629456,2026-01-30 15:08:00+00:00,4998.55,stop_loss,-15.0,2026-01,Friday
1,2026-01-30 15:11:00+00:00,5011.85,4996.85,5031.85,2026-01-30 15:26:00+00:00,0,0.8602694869041443,0.8602694869041443,2026-01-30 15:11:00+00:00,5031.85,target_hit,20.0,2026-01,Friday
1,2026-01-30 15:12:00+00:00,5036.5,5021.5,5056.5,2026-01-30 15:29:00+00:00,2,0.7046741843223572,0.7046741843223572,2026-01-30 15:18:00+00:00,5056.5,target_hit,20.0,2026-01,Friday
1,2026-02-01 23:06:00+00:00,4820.3,4805.3,4843.37,2026-02-01 23:22:00+00:00,2,0.6488005518913269,0.6488005518913269,2026-02-01 23:10:00+00:00,4805.3,stop_loss,-15.0,2026-02,Monday
1,2026-02-01 23:26:00+00:00,4737.45,4722.45,4761.8,2026-02-01 23:42:00+00:00,2,0.7263997197151184,0.7263997197151184,2026-02-01 23:28:00+00:00,4722.45,stop_loss,-15.0,2026-02,Monday
1,2026-02-01 23:29:00+00:00,4726.5,4711.5,4798.35,2026-02-02 00:14:00+00:00,25,0.7483652830123901,0.7483652830123901,2026-02-02 00:08:00+00:00,4798.35,target_hit,71.85000000000036,2026-02,Monday
1,2026-02-02 00:27:00+00:00,4844.91,4829.91,4864.91,2026-02-02 00:42:00+00:00,0,0.5504679679870605,0.5504679679870605,2026-02-02 00:30:00+00:00,4829.91,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 00:43:00+00:00,4827.54,4812.54,4847.54,2026-02-02 00:58:00+00:00,0,0.6994963884353638,0.6994963884353638,2026-02-02 00:43:00+00:00,4812.54,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 00:48:00+00:00,4783.81,4768.81,4808.65,2026-02-02 01:06:00+00:00,1,0.6875002384185791,0.6875002384185791,2026-02-02 00:56:00+00:00,4768.81,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 00:59:00+00:00,4782.4,4767.4,4802.4,2026-02-02 01:14:00+00:00,0,0.6096123456954956,0.6096123456954956,2026-02-02 00:59:00+00:00,4767.4,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:00:00+00:00,4767.25,4752.25,4787.25,2026-02-02 01:15:00+00:00,0,0.6038790941238403,0.6038790941238403,2026-02-02 01:00:00+00:00,4752.25,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:01:00+00:00,4738.2,4723.2,4758.2,2026-02-02 01:16:00+00:00,0,0.683495819568634,0.683495819568634,2026-02-02 01:01:00+00:00,4758.2,target_hit,20.0,2026-02,Monday
1,2026-02-02 01:02:00+00:00,4749.06,4734.06,4769.06,2026-02-02 01:17:00+00:00,0,0.6238324642181396,0.6238324642181396,2026-02-02 01:02:00+00:00,4769.06,target_hit,20.0,2026-02,Monday
1,2026-02-02 01:04:00+00:00,4773.6,4758.6,4793.6,2026-02-02 01:19:00+00:00,0,0.6980093717575073,0.6980093717575073,2026-02-02 01:04:00+00:00,4758.6,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:05:00+00:00,4756.63,4741.63,4783.2,2026-02-02 01:20:00+00:00,1,0.789114236831665,0.789114236831665,2026-02-02 01:06:00+00:00,4741.63,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:07:00+00:00,4750.43,4735.43,4770.43,2026-02-02 01:22:00+00:00,0,0.8865019679069519,0.8865019679069519,2026-02-02 01:07:00+00:00,4735.43,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:21:00+00:00,4703.19,4688.19,4723.19,2026-02-02 01:36:00+00:00,0,0.8611533641815186,0.8611533641815186,2026-02-02 01:21:00+00:00,4688.19,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:22:00+00:00,4692.0,4677.0,4712.0,2026-02-02 01:37:00+00:00,1,0.8505153059959412,0.8505153059959412,2026-02-02 01:23:00+00:00,4677.0,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:24:00+00:00,4648.8,4633.8,4668.8,2026-02-02 01:39:00+00:00,0,0.6728557348251343,0.6728557348251343,2026-02-02 01:24:00+00:00,4668.8,target_hit,20.0,2026-02,Monday
1,2026-02-02 01:25:00+00:00,4675.23,4660.23,4695.23,2026-02-02 01:40:00+00:00,0,0.8531800508499146,0.8531800508499146,2026-02-02 01:25:00+00:00,4660.23,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:26:00+00:00,4662.08,4647.08,4682.08,2026-02-02 01:41:00+00:00,0,0.8128112554550171,0.8128112554550171,2026-02-02 01:26:00+00:00,4682.08,target_hit,20.0,2026-02,Monday
1,2026-02-02 01:27:00+00:00,4690.37,4675.37,4723.71,2026-02-02 01:44:00+00:00,3,0.8416996598243713,0.8416996598243713,2026-02-02 01:30:00+00:00,4675.37,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 01:31:00+00:00,4677.42,4662.42,4763.4,2026-02-02 02:44:00+00:00,54,0.8823040127754211,0.8823040127754211,2026-02-02 02:32:00+00:00,4763.4,target_hit,85.97999999999956,2026-02,Monday
1,2026-02-02 02:49:00+00:00,4737.23,4722.23,4757.23,2026-02-02 03:04:00+00:00,0,0.5939738154411316,0.5939738154411316,2026-02-02 02:49:00+00:00,4722.23,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 02:50:00+00:00,4729.4,4714.4,4753.0,2026-02-02 03:11:00+00:00,7,0.664409875869751,0.664409875869751,2026-02-02 02:57:00+00:00,4714.4,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 03:00:00+00:00,4711.65,4696.65,4737.03,2026-02-02 03:28:00+00:00,2,0.5706364512443542,0.5706364512443542,2026-02-02 03:14:00+00:00,4696.65,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 03:15:00+00:00,4693.25,4678.25,4713.25,2026-02-02 03:30:00+00:00,0,0.7209011912345886,0.7209011912345886,2026-02-02 03:15:00+00:00,4678.25,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 03:16:00+00:00,4674.1,4659.1,4701.15,2026-02-02 03:31:00+00:00,1,0.6732867956161499,0.6732867956161499,2026-02-02 03:18:00+00:00,4701.15,target_hit,27.049999999999272,2026-02,Monday
1,2026-02-02 03:19:00+00:00,4704.19,4689.19,4740.35,2026-02-02 03:45:00+00:00,8,0.5866591930389404,0.5866591930389404,2026-02-02 03:31:00+00:00,4689.19,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 03:32:00+00:00,4687.62,4672.62,4707.62,2026-02-02 03:47:00+00:00,1,0.6510113477706909,0.6510113477706909,2026-02-02 03:33:00+00:00,4672.62,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 03:34:00+00:00,4678.0,4663.0,4698.0,2026-02-02 03:49:00+00:00,1,0.7065625786781311,0.7065625786781311,2026-02-02 03:35:00+00:00,4663.0,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 03:36:00+00:00,4659.1,4644.1,4687.98,2026-02-02 03:54:00+00:00,4,0.7239267230033875,0.7239267230033875,2026-02-02 03:40:00+00:00,4644.1,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 03:42:00+00:00,4651.28,4636.28,4706.69,2026-02-02 04:14:00+00:00,18,0.6591396331787109,0.6591396331787109,2026-02-02 04:01:00+00:00,4636.28,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 04:02:00+00:00,4620.35,4605.35,4640.35,2026-02-02 04:18:00+00:00,2,0.8608892560005188,0.8608892560005188,2026-02-02 04:05:00+00:00,4605.35,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 04:06:00+00:00,4619.46,4604.46,4692.45,2026-02-02 04:30:00+00:00,10,0.8133932948112488,0.8133932948112488,2026-02-02 04:19:00+00:00,4692.45,target_hit,72.98999999999978,2026-02,Monday
1,2026-02-02 04:22:00+00:00,4683.84,4668.84,4711.1,2026-02-02 04:53:00+00:00,11,0.6122861504554749,0.6122861504554749,2026-02-02 04:39:00+00:00,4668.84,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 04:40:00+00:00,4668.05,4653.05,4688.05,2026-02-02 04:57:00+00:00,2,0.7485918998718262,0.7485918998718262,2026-02-02 04:44:00+00:00,4688.05,target_hit,20.0,2026-02,Monday
1,2026-02-02 05:05:00+00:00,4690.81,4675.81,4710.81,2026-02-02 05:20:00+00:00,0,0.6107112765312195,0.6107112765312195,2026-02-02 05:06:00+00:00,4675.81,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 05:15:00+00:00,4663.13,4648.13,4693.2,2026-02-02 05:44:00+00:00,15,0.6104332804679871,0.6104332804679871,2026-02-02 05:30:00+00:00,4648.13,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 05:31:00+00:00,4635.96,4620.96,4655.96,2026-02-02 05:46:00+00:00,0,0.6134686470031738,0.6134686470031738,2026-02-02 05:31:00+00:00,4620.96,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 05:33:00+00:00,4633.02,4618.02,4656.96,2026-02-02 05:50:00+00:00,2,0.828850507736206,0.828850507736206,2026-02-02 05:36:00+00:00,4618.02,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 05:56:00+00:00,4541.21,4526.21,4561.21,2026-02-02 06:11:00+00:00,1,0.5973132252693176,0.5973132252693176,2026-02-02 05:57:00+00:00,4526.21,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 05:58:00+00:00,4540.85,4525.85,4560.85,2026-02-02 06:13:00+00:00,0,0.8091415166854858,0.8091415166854858,2026-02-02 05:58:00+00:00,4560.85,target_hit,20.0,2026-02,Monday
1,2026-02-02 06:00:00+00:00,4549.82,4534.82,4569.82,2026-02-02 06:15:00+00:00,0,0.7735722064971924,0.7735722064971924,2026-02-02 06:00:00+00:00,4569.82,target_hit,20.0,2026-02,Monday
1,2026-02-02 06:01:00+00:00,4569.62,4554.62,4589.62,2026-02-02 06:16:00+00:00,1,0.7170506119728088,0.7170506119728088,2026-02-02 06:02:00+00:00,4554.62,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 06:03:00+00:00,4553.3,4538.3,4583.9,2026-02-02 06:20:00+00:00,3,0.8306879997253418,0.8306879997253418,2026-02-02 06:06:00+00:00,4538.3,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 06:07:00+00:00,4536.96,4521.96,4556.96,2026-02-02 06:22:00+00:00,0,0.916894793510437,0.916894793510437,2026-02-02 06:08:00+00:00,4521.96,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 06:09:00+00:00,4535.65,4520.65,4555.65,2026-02-02 06:24:00+00:00,0,0.9137110710144043,0.9137110710144043,2026-02-02 06:09:00+00:00,4555.65,target_hit,20.0,2026-02,Monday
1,2026-02-02 06:10:00+00:00,4551.85,4536.85,4576.95,2026-02-02 06:27:00+00:00,3,0.7666813731193542,0.7666813731193542,2026-02-02 06:13:00+00:00,4536.85,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 06:14:00+00:00,4534.8,4519.8,4564.35,2026-02-02 06:31:00+00:00,3,0.8655296564102173,0.8655296564102173,2026-02-02 06:17:00+00:00,4519.8,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 06:20:00+00:00,4531.19,4516.19,4551.19,2026-02-02 06:35:00+00:00,0,0.8512014150619507,0.8512014150619507,2026-02-02 06:20:00+00:00,4516.19,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 06:29:00+00:00,4475.55,4460.55,4513.03,2026-02-02 06:50:00+00:00,7,0.8760064244270325,0.8760064244270325,2026-02-02 06:36:00+00:00,4460.55,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 06:43:00+00:00,4440.92,4425.92,4496.55,2026-02-02 07:08:00+00:00,10,0.7013372182846069,0.7013372182846069,2026-02-02 06:55:00+00:00,4496.55,target_hit,55.63000000000011,2026-02,Monday
1,2026-02-02 07:01:00+00:00,4506.75,4491.75,4526.75,2026-02-02 07:16:00+00:00,0,0.5577447414398193,0.5577447414398193,2026-02-02 07:02:00+00:00,4526.75,target_hit,20.0,2026-02,Monday
1,2026-02-02 07:17:00+00:00,4536.69,4521.69,4568.75,2026-02-02 07:39:00+00:00,5,0.7283527255058289,0.7283527255058289,2026-02-02 07:25:00+00:00,4568.75,target_hit,32.0600000000004,2026-02,Monday
1,2026-02-02 07:27:00+00:00,4571.35,4556.35,4592.56,2026-02-02 07:43:00+00:00,2,0.5707196593284607,0.5707196593284607,2026-02-02 07:29:00+00:00,4556.35,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 07:30:00+00:00,4562.79,4547.79,4582.79,2026-02-02 07:45:00+00:00,1,0.7470102906227112,0.7470102906227112,2026-02-02 07:31:00+00:00,4547.79,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 07:32:00+00:00,4538.9,4523.9,4558.9,2026-02-02 07:49:00+00:00,1,0.7166930437088013,0.7166930437088013,2026-02-02 07:37:00+00:00,4558.9,target_hit,20.0,2026-02,Monday
1,2026-02-02 07:39:00+00:00,4562.1,4547.1,4588.3,2026-02-02 07:54:00+00:00,1,0.5634593367576599,0.5634593367576599,2026-02-02 07:41:00+00:00,4588.3,target_hit,26.199999999999818,2026-02,Monday
1,2026-02-02 07:43:00+00:00,4572.17,4557.17,4592.17,2026-02-02 07:58:00+00:00,1,0.6425354480743408,0.6425354480743408,2026-02-02 07:45:00+00:00,4592.17,target_hit,20.0,2026-02,Monday
1,2026-02-02 08:01:00+00:00,4577.44,4562.44,4624.3,2026-02-02 08:23:00+00:00,8,0.9167602062225342,0.9167602062225342,2026-02-02 08:09:00+00:00,4624.3,target_hit,46.86000000000058,2026-02,Monday
1,2026-02-02 08:13:00+00:00,4611.0,4596.0,4632.2,2026-02-02 08:32:00+00:00,5,0.7684329748153687,0.7684329748153687,2026-02-02 08:19:00+00:00,4632.2,target_hit,21.199999999999818,2026-02,Monday
1,2026-02-02 08:26:00+00:00,4630.77,4615.77,4654.8,2026-02-02 08:49:00+00:00,3,0.594697892665863,0.594697892665863,2026-02-02 08:36:00+00:00,4615.77,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 08:38:00+00:00,4617.97,4602.97,4651.64,2026-02-02 08:56:00+00:00,4,0.5982638597488403,0.5982638597488403,2026-02-02 08:51:00+00:00,4651.64,target_hit,33.67000000000007,2026-02,Monday
1,2026-02-02 09:03:00+00:00,4618.67,4603.67,4638.67,2026-02-02 09:18:00+00:00,1,0.5874230861663818,0.5874230861663818,2026-02-02 09:11:00+00:00,4638.67,target_hit,20.0,2026-02,Monday
1,2026-02-02 10:24:00+00:00,4689.05,4674.05,4709.05,2026-02-02 10:39:00+00:00,0,0.5761998891830444,0.5761998891830444,2026-02-02 10:27:00+00:00,4674.05,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 13:40:00+00:00,4689.45,4674.45,4709.45,2026-02-02 13:55:00+00:00,0,0.5969957113265991,0.5969957113265991,2026-02-02 13:41:00+00:00,4674.45,stop_loss,-15.0,2026-02,Monday
1,2026-02-02 16:31:00+00:00,4679.32,4664.32,4699.32,2026-02-02 16:46:00+00:00,0,0.6250249743461609,0.6250249743461609,2026-02-02 16:31:00+00:00,4664.32,stop_loss,-15.0,2026-02,Monday
